year,long_ADJ honneur_NOUN,long_ADJ bonheur_NOUN
1864,0.0,5.274200631788517e-09
1865,4.706844358715045e-10,5.177528628053096e-09
1866,0.0,5.352174259343201e-09
1867,0.0,3.396968040192405e-09
1868,0.0,7.903798504571569e-09
1869,4.883519144627257e-10,1.12320943657096e-08
1870,0.0,5.160643912205387e-09
1871,0.0,6.37270636261178e-09
1872,0.0,7.861540751719076e-09
1873,0.0,5.9860045809045914e-09
1874,0.0,5.974609251779839e-09
1875,0.0,1.0298748520654044e-08
1876,0.0,6.04601479992084e-10
1877,0.0,6.80329748092845e-09
1878,0.0,1.4493812372506909e-08
1879,4.27652757650776e-09,1.221865053580018e-09
1880,3.8507077526617195e-09,1.4119262203848848e-08
1881,0.0,6.9725074602899895e-09
1882,0.0,9.983077475794744e-09
1883,0.0,1.0110942305630033e-08
1884,2.6406787867472303e-09,1.650424152899177e-08
1885,0.0,9.023890079618013e-09
1886,0.0,1.355227396970804e-08
1887,0.0,1.3057849246322917e-09
1888,0.0,1.3949351895803375e-08
1889,3.132568426877924e-09,7.51816386923565e-09
1890,6.554386478008212e-10,6.554386366985909e-09
1891,0.0,3.824531802365527e-09
1892,6.268512375839919e-10,2.5074049503359674e-09
1893,3.695050043717174e-09,8.621783287310336e-09
1894,0.0,1.2603078580752936e-09
1895,0.0,2.4074457982692365e-09
1896,5.897029087265082e-09,8.255840455717589e-09
1897,0.0,3.4960281336537946e-09
1898,0.0,7.355861253444118e-09
1899,0.0,9.949641111006713e-09
1900,0.0,9.34389543516545e-09
1901,0.0,7.824234593556412e-09
1902,0.0,6.874397495693074e-09
1903,0.0,1.0800440541913758e-09
1904,0.0,7.524475265086039e-09
1905,0.0,3.6125313851442797e-09
1906,0.0,1.4918134283448126e-08
1907,5.142843373384665e-10,1.7485668024619372e-08
1908,0.0,9.822778146428846e-09
1909,5.5009836685826485e-09,1.2102163715610459e-08
1910,0.0,8.550641084070776e-09
1911,0.0,4.25629931299909e-09
1912,0.0,1.40654377034366e-08
1913,0.0,9.545381374209683e-09
1914,1.3393487430235496e-09,1.5402511266415786e-08
1915,0.0,1.5314990164938536e-08
1916,0.0,3.2962386153911893e-09
1917,1.0966424435210342e-09,4.386569774084137e-09
1918,0.0,5.743188147278033e-09
1919,0.0,8.287063479883727e-09
1920,0.0,1.4387239843927091e-08
1921,1.5145494858259667e-09,1.1359120755116692e-08
1922,0.0,1.9920426197472807e-08
1923,0.0,1.0615948120573648e-08
1924,0.0,9.02413699321869e-09
1925,1.0998177923937646e-09,2.1996355847875293e-09
1926,0.0,1.2260752413340015e-08
1927,0.0,2.6758140592164636e-08
1928,0.0,1.2568645679778001e-08
1929,0.0,1.2254447234738564e-08
1930,0.0,9.453243521306831e-09
1931,1.1405356659111021e-09,1.0264820993199919e-08
1932,0.0,6.575722188983946e-09
1933,0.0,1.9500125958415992e-08
1934,0.0,1.0783422155213884e-08
1935,0.0,4.787313656606784e-09
1936,0.0,1.2124714565686645e-08
1937,1.2591118148108649e-09,5.0364472592434595e-09
1938,0.0,6.482607339819424e-09
1939,0.0,3.058810094103137e-09
1940,0.0,0.0
1941,0.0,2.3612020783048138e-08
1942,0.0,1.2136847082899749e-08
1943,0.0,1.7419411690866582e-08
1944,0.0,2.2492303131116387e-08
1945,0.0,4.357008087652048e-09
1946,0.0,8.352662561605939e-09
1947,0.0,1.1920871401116528e-08
1948,0.0,6.523132700664291e-09
1949,0.0,3.9268033269479474e-09
1950,0.0,4.2541445921528975e-09
1951,0.0,3.1984206394497505e-09
1952,0.0,7.381362632230548e-09
1953,0.0,1.0773827163745864e-08
1954,0.0,5.863521668203475e-09
1955,0.0,5.631364707880948e-09
1956,0.0,1.657016923672927e-08
1957,1.7670075402875796e-09,1.3252556385623393e-08
1958,0.0,7.445019267748876e-09
1959,0.0,3.8753737996444215e-09
1960,6.920833350854139e-10,5.536666680683311e-09
1961,0.0,9.72742331128984e-09
1962,1.2683912808952869e-09,1.4586500007851555e-08
1963,0.0,1.5518526907953856e-08
1964,0.0,6.083968440151466e-09
1965,0.0,6.5664522708175355e-09
1966,0.0,1.7171132071780448e-08
1967,4.930335584241163e-10,7.395503320850594e-09
1968,0.0,1.3025106326836067e-08
1969,4.5417578031781147e-10,3.6334062425424918e-09
1970,0.0,6.438214850135182e-09
1971,5.138397485282553e-10,5.652237344833111e-09
1972,0.0,6.669190977248718e-09
1973,0.0,8.821126051827832e-09
1974,0.0,5.06301445213353e-09
1975,0.0,2.8557400888473694e-09
1976,0.0,7.998937512354587e-09
1977,0.0,5.289103821581875e-09
1978,0.0,5.346532105932056e-09
1979,0.0,8.192762912528906e-09
1980,0.0,5.6851505725319385e-09
1981,0.0,3.795329828193417e-09
1982,0.0,5.586751949948621e-09
1983,0.0,8.209910973278056e-09
1984,0.0,2.8995041922996734e-09
1985,0.0,7.218669662023558e-09
1986,1.1988970927134801e-09,3.5966913891627428e-09
1987,0.0,3.6664902225425067e-09
1988,0.0,2.398621523624911e-09
1989,5.488122178931576e-10,4.390497743145261e-09
1990,5.44865097484859e-10,1.6345953479657283e-09
1991,0.0,5.861465202094962e-10
1992,0.0,2.7549720282848966e-09
1993,0.0,9.416652346772025e-09
1994,5.274926606624319e-10,3.6924485691258724e-09
1995,0.0,2.7112254663563817e-09
1996,0.0,3.736664311304594e-09
1997,0.0,4.794894259418925e-09
1998,0.0,3.337690568372409e-09
1999,0.0,2.285100553223174e-09
2000,0.0,7.510653432518666e-09
2001,4.3812117822561447e-10,1.7524847129024579e-09
2002,0.0,7.448076377869484e-09
2003,0.0,5.416999737661854e-09
2004,0.0,6.166707589017051e-09
2005,0.0,8.106749049829887e-09
2006,0.0,1.6471559671771274e-09
2007,3.994479469415779e-10,3.1955835755326234e-09
2008,0.0,4.6831836186811415e-09
2009,0.0,4.76819250749827e-09
2010,0.0,3.3066551718974324e-09
2011,0.0,2.2943831279320648e-09
2012,0.0,4.085103366691101e-09
2013,0.0,7.2517249982695375e-09
2014,0.0,7.145969149746634e-09
2015,0.0,7.093041265449074e-09
2016,0.0,6.214019965256057e-09
2017,0.0,4.024978128569501e-09
2018,0.0,5.6792268665617485e-09
2019,0.0,8.928457084778074e-09
