year,long_ADJ or_NOUN,long_ADJ bord_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,9.751696339321825e-09,1.950339223455444e-09
1804,0.0,7.4155526164076946e-09
1805,0.0,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,2.8469551160981155e-09
1808,0.0,9.064295980465431e-09
1809,4.518061036407062e-09,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,1.0668832928217853e-08
1813,5.751483289628823e-09,0.0
1814,0.0,0.0
1815,0.0,2.6972236000233352e-08
1816,0.0,4.6352077731626196e-09
1817,0.0,3.113746815941454e-09
1818,0.0,7.152706427149269e-09
1819,1.035105001712111e-09,0.0
1820,0.0,1.1866481131050932e-09
1821,0.0,5.9168927535324656e-09
1822,0.0,1.7043547018147365e-08
1823,0.0,9.882686891060644e-10
1824,0.0,1.1789557774477544e-08
1825,0.0,8.805443485471187e-09
1826,8.807984341885344e-10,1.7615968683770689e-09
1827,0.0,9.217273166939322e-09
1828,0.0,0.0
1829,0.0,0.0
1830,1.0436835840010872e-09,4.174734336004349e-09
1831,0.0,4.677361609140007e-09
1832,1.3529969367098715e-09,6.764984572527055e-09
1833,2.3167257001688313e-09,1.0425265983826648e-08
1834,9.334530925997342e-10,2.8003592777992026e-09
1835,7.563087933704082e-10,4.5378527602224494e-09
1836,2.016224964762614e-09,6.72075017860152e-09
1837,0.0,2.0873671680021744e-09
1838,1.2624323808552163e-09,0.0
1839,2.7965900706306e-09,3.4957374772659477e-09
1840,0.0,6.369688665408546e-10
1841,9.630822805917205e-09,0.0
1842,0.0,4.024959032733477e-09
1843,2.3627644285539873e-09,5.31621990873532e-09
1844,5.488561272137815e-10,5.488561272137815e-10
1845,0.0,5.022205318283568e-09
1846,0.0,2.3418005312692003e-09
1847,0.0,9.707802561820245e-09
1848,0.0,3.218088684420195e-09
1849,0.0,0.0
1850,0.0,0.0
1851,0.0,6.449438760824933e-10
1852,0.0,3.2552727180501506e-09
1853,0.0,3.5831591027601917e-09
1854,1.0391328908454511e-09,1.558699391779328e-09
1855,5.306937111981824e-10,1.0613874223963649e-09
1856,0.0,5.177189232874468e-10
1857,4.881509085841174e-10,4.881509085841174e-10
1858,0.0,2.4468380654951716e-09
1859,3.055304009791371e-09,2.5460866748261424e-09
1860,0.0,0.0
1861,0.0,0.0
1862,9.035972525772706e-10,4.517986262886353e-10
1863,0.0,1.9978483312144135e-09
1864,4.794727948009836e-10,2.3973640850272204e-09
1865,4.706844358715045e-10,0.0
1866,0.0,1.4596839292835284e-09
1867,0.0,3.396968040192405e-09
1868,4.93987406535723e-10,3.457911734727759e-09
1869,0.0,4.883519144627257e-10
1870,5.734048791339319e-10,0.0
1871,0.0,5.3105884134652115e-09
1872,0.0,2.4189357183956872e-09
1873,0.0,5.986004469882289e-10
1874,1.1949218281515073e-09,1.7923826867161097e-09
1875,0.0,1.1443054281912168e-09
1876,1.209202959984168e-09,1.1487427897804992e-08
1877,0.0,6.184815992682502e-10
1878,1.8117265465633636e-09,2.4156354694326865e-09
1879,6.10932526790009e-10,6.109325489944695e-09
1880,0.0,6.417846254436199e-10
1881,0.0,6.972507571312292e-10
1882,0.0,0.0
1883,6.319338941018771e-10,6.319338829996468e-09
1884,6.601696966868076e-10,0.0
1885,6.445635691854079e-10,0.0
1886,0.0,6.453463874400711e-10
1887,0.0,0.0
1888,0.0,6.340614699951175e-10
1889,0.0,6.265136742733546e-10
1890,0.0,0.0
1891,0.0,4.461953917456185e-09
1892,0.0,1.2537024751679837e-09
1893,0.0,4.310891643655168e-09
1894,0.0,6.301539290376468e-10
1895,0.0,3.0093072478365457e-09
1896,0.0,0.0
1897,0.0,1.0488084178916779e-08
1898,0.0,1.6975064687230201e-09
1899,1.6582735185011188e-09,8.291367592505594e-09
1900,0.0,7.786579381274805e-09
1901,5.588738916095792e-10,5.588738916095792e-10
1902,4.910283846193408e-10,1.9641134940684424e-08
1903,5.400220270956879e-10,2.7001101354784396e-09
1904,0.0,3.2247751136083025e-09
1905,5.160759042333041e-10,5.160758931310738e-09
1906,1.0288369045596824e-09,0.0
1907,1.028568674676933e-09,9.771402353919711e-09
1908,4.911389073214423e-10,4.911389073214423e-10
1909,1.1001967115120692e-09,5.5009836685826485e-09
1910,0.0,2.67207544979442e-09
1911,2.128149656499545e-09,7.448523575703803e-09
1912,1.5628263683176158e-09,6.251305251225858e-09
1913,1.060597942803554e-09,4.242391771214216e-09
1914,0.0,4.018046340092951e-09
1915,1.0602685840410686e-08,9.424609537234119e-09
1916,0.0,0.0
1917,0.0,4.386569774084137e-09
1918,2.2972752589112133e-09,1.1486376294556067e-09
1919,0.0,0.0
1920,7.572231730534895e-10,8.329454459499175e-09
1921,3.0290990271630847e-09,7.572747429129834e-10
1922,1.4755870969551665e-09,8.853522359686394e-09
1923,3.1847844361720945e-09,3.1847844361720945e-09
1924,0.0,2.578324886925998e-09
1925,3.299453377181294e-09,6.598906754362588e-09
1926,3.3438415369957397e-09,3.343841648018042e-09
1927,2.2298449753321847e-09,0.0
1928,2.2852082448565625e-09,3.4278122562625413e-09
1929,0.0,1.1140406375176326e-09
1930,0.0,2.100720708497761e-09
1931,0.0,6.843213995466613e-09
1932,2.1919073223131136e-09,1.0959536611565568e-09
1933,0.0,3.4411986593596566e-09
1934,1.1981580172459871e-09,0.0
1935,1.196828414151696e-09,1.196828414151696e-09
1936,6.0623572828433225e-09,0.0
1937,3.777335444432595e-09,0.0
1938,0.0,1.2965214457594243e-09
1939,0.0,0.0
1940,0.0,5.0715658339584024e-09
1941,0.0,0.0
1942,3.034211770724937e-09,9.102635090130207e-09
1943,0.0,0.0
1944,0.0,6.4263723231761105e-09
1945,4.357008087652048e-09,2.178504043826024e-09
1946,1.3921104269343232e-09,2.7842208538686464e-09
1947,3.5762612871081956e-09,2.3841741914054637e-09
1948,1.0871887834440486e-09,2.174377566888097e-09
1949,9.817008317369869e-10,1.9634016634739737e-09
1950,0.0,6.381216888229346e-09
1951,0.0,0.0
1952,0.0,5.272402070488624e-09
1953,8.619061908632375e-09,7.54167928107563e-09
1954,1.9545072227344917e-09,9.772536113672459e-10
1955,1.8771215692936494e-09,9.385607846468247e-10
1956,1.744228317335228e-09,6.104799332717903e-09
1957,1.7670075402875796e-09,1.7670075402875796e-09
1958,1.6544486891589827e-09,2.4816730892496253e-09
1959,1.5501495642666896e-09,5.425523585955716e-09
1960,2.076250060767393e-09,2.076250060767393e-09
1961,6.948159270159238e-10,3.47407969059077e-09
1962,0.0,2.5367825617905737e-09
1963,4.526237162849611e-09,1.2932106496776896e-09
1964,2.4335873316516654e-09,2.4335873316516654e-09
1965,3.283225968875314e-09,6.0192477668863376e-09
1966,4.431259803538978e-09,5.539074754423723e-10
1967,2.958201350544698e-09,1.4791006197611978e-09
1968,1.3474247551048535e-09,4.491415683816058e-09
1969,2.2708789015890574e-09,3.6334062425424918e-09
1970,3.678979926258208e-09,3.219107425067591e-09
1971,1.541519245584766e-09,2.0553589941130213e-09
1972,1.5390440033513642e-09,5.130146973897354e-09
1973,3.859242703185828e-09,1.6539611902288698e-09
1974,6.750685843659454e-09,5.625571564138454e-09
1975,1.1422960355389478e-09,3.998036124386317e-09
1976,3.9994687561772935e-09,2.285410749536254e-09
1977,5.876782005476144e-09,1.1753563677885381e-09
1978,1.7821774056514528e-09,2.3762365408686037e-09
1979,4.096381456264453e-09,2.3407893401383717e-09
1980,1.7055452605774235e-09,6.253665585376211e-09
1981,6.325549528618524e-10,1.2651099057237047e-09
1982,2.483000915987077e-09,4.345251713999687e-09
1983,1.2630632095778083e-09,1.89459470334441e-09
1984,6.378909400694965e-09,4.639206796497319e-09
1985,4.210890747202711e-09,3.609334831011779e-09
1986,3.5966913891627428e-09,1.558566253834215e-08
1987,2.4443267965246207e-09,6.110816852533674e-10
1988,1.1993107618124554e-09,1.1993107618124554e-09
1989,3.2928733073589456e-09,1.6464366536794728e-09
1990,4.90378582185258e-09,5.448650863826288e-09
1991,4.689171995142516e-09,2.9307325455363298e-09
1992,3.30596661157756e-09,1.1019888335184191e-09
1993,2.7696037130375828e-09,8.308811416668505e-09
1994,5.802419433820205e-09,3.6924485691258724e-09
1995,6.506940763983948e-09,3.253470381991974e-09
1996,4.80428297144897e-09,3.2028553142993132e-09
1997,4.79489448146353e-09,1.917957792585412e-09
1998,1.43043876743576e-09,2.86087753487152e-09
1999,1.3710603763428253e-09,1.8280804647829996e-09
2000,3.092622158362701e-09,3.092622158362701e-09
2001,2.6287270138425356e-09,4.381211837767296e-09
2002,3.504977197366088e-09,1.752488598683044e-09
2003,1.2500769308587678e-09,1.6667691671301554e-09
2004,1.7619165015858584e-09,3.523833003171717e-09
2005,3.1526248278623825e-09,4.503749373441224e-09
2006,3.294311934354255e-09,2.4707338397433887e-09
2007,2.7961355453243186e-09,2.3966877371606188e-09
2008,2.9802078027607593e-09,1.2772318758180745e-09
2009,2.384096253749135e-09,1.907277002999308e-09
2010,4.723793023408973e-10,5.668551850135373e-09
2011,1.91198598620268e-09,6.118355155848576e-09
2012,2.723402198201441e-09,1.7021263287730903e-09
2013,1.6734749697100426e-09,5.29933741333366e-09
2014,8.661780737106994e-10,6.9294245896855955e-09
2015,1.7732603163622684e-09,2.438232948875907e-09
2016,2.4856081637381067e-09,7.2496901815100045e-09
2017,3.5218559735206156e-09,5.7859059765519305e-09
2018,2.0651733656507076e-09,4.64663996169179e-09
2019,2.2958890344426663e-09,2.5509878653906526e-09
