ortho_0,phon_0,lemme_0,cgram_0,genre_0,nombre_0,freqfilms2_0,infover_0,islem_0,p_cvcv_0,cgramortho_0
amenait,am°nE,amener,VER,,,1.87,ind:imp:3s;,0,VCVCV,VER
amènent,amEn,amener,VER,,,2.29,ind:pre:3p;sub:pre:3p;,0,VCVC,VER
amusait,amyzE,amuser,VER,,,4.59,ind:imp:3s;,0,VCVCV,VER
amusant,amyz@,amuser,VER,,,2.41,par:pre;,0,VCVCV,"ADJ,VER"
amusent,amyz,amuser,VER,,,4.03,ind:pre:3p;,0,VCVC,VER
amuserait,amyz°RE,amuser,VER,,,1.04,cnd:pre:3s;,0,VCVCVCV,VER
annonçait,an§sE,annoncer,VER,,,1.03,ind:imp:3s;,0,VCVCV,VER
annonçant,an§s@,annoncer,VER,,,1.22,par:pre;,0,VCVCV,VER
annoncent,an§s,annoncer,VER,,,1.79,ind:pre:3p;,0,VCVC,VER
aperçoit,apERswa,apercevoir,VER,,,3.15,ind:pre:3s;,0,VCVCCYV,VER
apparaissait,apaREsE,apparaître,VER,,,1.06,ind:imp:3s;,0,VCVCVCV,VER
apparaissent,apaREs,apparaître,VER,,,3.89,ind:pre:3p;,0,VCVCVC,VER
apparaît,apaRE,apparaître,VER,,,11.14,ind:pre:3s;,0,VCVCV,VER
appartenaient,apaRt°nE,appartenir,VER,,,2.26,ind:imp:3p;,0,VCVCCVCV,VER
appartenait,apaRt°nE,appartenir,VER,,,8.89,ind:imp:3s;,0,VCVCCVCV,VER
appartenant,apaRt°n@,appartenir,VER,,,2.9,par:pre;,0,VCVCCVCV,"ADJ,VER"
appartiennent,apaRtjEn,appartenir,VER,,,6.86,ind:pre:3p;,0,VCVCCYVC,VER
appartient,apaRtj5,appartenir,VER,,,40.94,ind:pre:3s;,0,VCVCCYV,VER
apparut,apaRy,apparaître,VER,,,2.1,ind:pas:3s;,0,VCVCV,VER
appelaient,ap°lE,appeler,VER,,,4.61,ind:imp:3p;,0,VCVCV,VER
appelait,ap°lE,appeler,VER,,,47.44,ind:imp:3s;,0,VCVCV,VER
appelant,ap°l@,appeler,VER,,,2.4,par:pre;,0,VCVCV,"ADJ,NOM,VER"
appellent,apEl,appeler,VER,,,23.89,ind:pre:3p;,0,VCVC,VER
appellerait,apEl°RE,appeler,VER,,,2.66,cnd:pre:3s;,0,VCVCVCV,VER
appelleront,apEl°R§,appeler,VER,,,1.59,ind:fut:3p;,0,VCVCVCV,VER
applaudit,aplodi,applaudir,VER,,,4.37,ind:pre:3s;ind:pas:3s;,0,VCCVCV,VER
appliquent,aplik,appliquer,VER,,,1.23,ind:pre:3p;,0,VCCVC,VER
apportait,apORtE,apporter,VER,,,3.24,ind:imp:3s;,0,VCVCCV,VER
appréciait,apResjE,apprécier,VER,,,1.47,ind:imp:3s;,0,VCCVCYV,VER
apprécient,apResi,apprécier,VER,,,3.28,ind:pre:3p;sub:pre:3p;,0,VCCVCV,VER
apprécierait,apResiRE,apprécier,VER,,,1.41,cnd:pre:3s;,0,VCCVCVCV,VER
apprenait,apR°nE,apprendre,VER,,,3.27,ind:imp:3s;,0,VCCVCV,VER
apprenant,apR°n@,apprendre,VER,,,2.88,par:pre;,0,VCCVCV,"NOM,VER"
apprend,apR@,apprendre,VER,,,27.11,ind:pre:3s;,0,VCCV,VER
apprendront,apR@dR§,apprendre,VER,,,1.38,ind:fut:3p;,0,VCCVCCV,VER
apprennent,apREn,apprendre,VER,,,7.79,ind:pre:3p;,0,VCCVC,VER
apprêtait,apREtE,apprêter,VER,,,1.21,ind:imp:3s;,0,VCCVCV,VER
apprit,apRi,apprendre,VER,,,1.48,ind:pas:3s;,0,VCCV,VER
approchait,apRoSE,approcher,VER,,,2.79,ind:imp:3s;,0,VCCVCV,VER
approchent,apROS,approcher,VER,,,5.66,ind:pre:3p;,0,VCCVC,VER
appuyant,ap8ij@,appuyer,VER,,,1.01,par:pre;,0,VCYVYV,VER
arrachent,aRaS,arracher,VER,,,1.23,ind:pre:3p;,0,VCVC,VER
arrangeait,aR@ZE,arranger,VER,,,1.19,ind:imp:3s;,0,VCVCV,VER
arrangent,aR@Z,arranger,VER,,,1.3,ind:pre:3p;sub:pre:3p;,0,VCVC,VER
arrangerait,aR@Z°RE,arranger,VER,,,3.05,cnd:pre:3s;,0,VCVCVCV,VER
arrêtaient,aREtE,arrêter,VER,,,1.13,ind:imp:3p;,0,VCVCV,VER
arrêtait,aREtE,arrêter,VER,,,8.97,ind:imp:3s;,0,VCVCV,VER
arrêtant,aREt@,arrêter,VER,,,1,par:pre;,0,VCVCV,VER
arrêterait,aREt°RE,arrêter,VER,,,1.77,cnd:pre:3s;,0,VCVCVCV,VER
arrêteront,aREt°R§,arrêter,VER,,,2.49,ind:fut:3p;,0,VCVCVCV,VER
arrivaient,aRivE,arriver,VER,,,2.72,ind:imp:3p;,0,VCVCV,VER
arrivait,aRivE,arriver,VER,,,22.16,ind:imp:3s;,0,VCVCV,VER
arrivant,aRiv@,arriver,VER,,,9.19,par:pre;,0,VCVCV,"NOM,VER"
arrivent,aRiv,arriver,VER,,,58.12,ind:pre:3p;sub:pre:3p;,0,VCVC,VER
arriverait,aRiv°RE,arriver,VER,,,11.06,cnd:pre:3s;,0,VCVCVCV,VER
arrivèrent,aRivER,arriver,VER,,,1.36,ind:pas:3p;,0,VCVCVC,VER
arriveront,aRiv°R§,arriver,VER,,,5.17,ind:fut:3p;,0,VCVCVCV,VER
asseyait,asEjE,asseoir,VER,,,2.21,ind:imp:3s;,0,VCVYV,VER
assied,asje,asseoir,VER,,,4.74,ind:pre:3s;,0,VCYV,VER
assistant,asist@,assister,VER,,,1.06,par:pre;,0,VCVCCV,"NOM,VER"
assoit,aswa,asseoir,VER,,,3.31,ind:pre:3s;,0,VCYV,VER
assurent,asyR,assurer,VER,,,1.89,ind:pre:3p;,0,VCVC,VER
attaquait,atakE,attaquer,VER,,,1.88,ind:imp:3s;,0,VCVCV,VER
attaquent,atak,attaquer,VER,,,6.82,ind:pre:3p;sub:pre:3p;,0,VCVC,VER
attaqueront,atak°R§,attaquer,VER,,,2.08,ind:fut:3p;,0,VCVCVCV,VER
atteignent,atEN,atteindre,VER,,,1.54,ind:pre:3p;,0,VCVC,VER
atteint,at5,atteindre,VER,m,s,19.99,ind:pre:3s;par:pas;,0,VCV,"VER,ADJ"
attend,at@,attendre,VER,,,173.86,ind:pre:3s;,0,VCV,VER
attendaient,at@dE,attendre,VER,,,5.12,ind:imp:3p;,0,VCVCV,VER
attendait,at@dE,attendre,VER,,,25.02,ind:imp:3s;,0,VCVCV,VER
attendant,at@d@,attendre,VER,,,40.34,par:pre;,0,VCVCV,"ADJ,VER"
attendent,at@d,attendre,VER,,,36.95,ind:pre:3p;,0,VCVC,VER
attendrait,at@dRE,attendre,VER,,,1.23,cnd:pre:3s;,0,VCVCCV,VER
attendront,at@dR§,attendre,VER,,,1.92,ind:fut:3p;,0,VCVCCV,VER
atterrit,atERi,atterrir,VER,,,2.96,ind:pre:3s;ind:pas:3s;,0,VCVCV,VER
attirait,atiRE,attirer,VER,,,2.03,ind:imp:3s;,0,VCVCV,VER
attirent,atiR,attirer,VER,,,2.83,ind:pre:3p;,0,VCVC,VER
attrapent,atRap,attraper,VER,,,3.79,ind:pre:3p;,0,VCCVC,VER
auraient,oRE,avoir,AUX,,,34.48,cnd:pre:3p;,0,VCV,"AUX,VER"
auraient,oRE,avoir,VER,,,6.81,cnd:pre:3p;,0,VCV,"AUX,VER"
aurait,oRE,avoir,AUX,,,282.17,cnd:pre:3s;,0,VCV,"AUX,VER"
aurait,oRE,avoir,VER,,,64.61,cnd:pre:3s;,0,VCV,"AUX,VER"
auront,oR§,avoir,AUX,,,7.46,ind:fut:3p;,0,VCV,"AUX,VER"
auront,oR§,avoir,VER,,,22.01,ind:fut:3p;,0,VCV,"AUX,VER"
avaient,avE,avoir,AUX,,,54.37,ind:imp:3p;,0,VCV,"AUX,VER"
avaient,avE,avoir,VER,,,50.06,ind:imp:3p;,0,VCV,"AUX,VER"
avait,avE,avoir,AUX,,,395.71,ind:imp:3s;,0,VCV,"AUX,VER"
avait,avE,avoir,VER,,,596.64,ind:imp:3s;,0,VCV,"AUX,VER"
avançait,av@sE,avancer,VER,,,1.7,ind:imp:3s;,0,VCVCV,VER
avancent,av@s,avancer,VER,,,4.63,ind:pre:3p;,0,VCVC,VER
ayant,Ej@,avoir,AUX,,,21.68,par:pre;,0,VYV,"AUX,VER"
baisait,bEzE,baiser,VER,,,2.25,ind:imp:3s;,0,CVCV,VER
baisant,bEz@,baiser,VER,,,1.72,par:pre;,0,CVCV,VER
baisent,bEz,baiser,VER,,,3.15,ind:pre:3p;,0,CVC,VER
baissent,bEs,baisser,VER,,,1.11,ind:pre:3p;sub:pre:3p;,0,CVC,VER
baladent,balad,balader,VER,,,1.51,ind:pre:3p;,0,CVCVC,VER
balancent,bal@s,balancer,VER,,,1.73,ind:pre:3p;sub:pre:3p;,0,CVCVC,VER
basant,baz@,baser,VER,,,1.47,par:pre;,0,CVCV,VER
bat,ba,battre,VER,,,27.36,ind:pre:3s;,0,CV,VER
bâtit,bati,bâtir,VER,,,1.16,ind:pre:3s;ind:pas:3s;,0,CVCV,VER
battaient,batE,battre,VER,,,2.14,ind:imp:3p;,0,CVCV,VER
battait,batE,battre,VER,,,6.78,ind:imp:3s;,0,CVCV,VER
battant,bat@,battre,VER,,,2,par:pre;,0,CVCV,"ADJ,NOM,VER"
battrait,batRE,battre,VER,,,1.02,cnd:pre:3s;,0,CVCCV,VER
blessent,blEs,blesser,VER,,,1.08,ind:pre:3p;,0,CCVC,VER
bloquent,blOk,bloquer,VER,,,1.1,ind:pre:3p;,0,CCVC,VER
boit,bwa,boire,VER,,,25.63,ind:pre:3s;,0,CYV,VER
boivent,bwav,boire,VER,,,5.47,ind:pre:3p;,0,CYVC,VER
bombardent,b§baRd,bombarder,VER,,,1.68,ind:pre:3p;,0,CVCVCC,VER
bossait,bosE,bosser,VER,,,2.56,ind:imp:3s;,0,CVCV,VER
bossent,bOs,bosser,VER,,,1.93,ind:pre:3p;,0,CVC,VER
bouffent,buf,bouffer,VER,,,1.93,ind:pre:3p;,0,CVC,VER
bougeaient,buZE,bouger,VER,,,1.1,ind:imp:3p;,0,CVCV,VER
bougeait,buZE,bouger,VER,,,2.73,ind:imp:3s;,0,CVCV,VER
bougent,buZ,bouger,VER,,,5.84,ind:pre:3p;,0,CVC,VER
bourdonnent,buRdOn,bourdonner,VER,,,1.05,ind:pre:3p;,0,CVCCVC,VER
bout,bu,bouillir,VER,,,2.78,ind:pre:3s;,0,CV,"VER,NOM"
brillait,bRijE,briller,VER,,,1.73,ind:imp:3s;,0,CCVYV,VER
brillant,bRij@,briller,VER,,,1.28,par:pre;,0,CCVYV,"ADJ,NOM,VER"
brisent,bRiz,briser,VER,,,1.48,ind:pre:3p;,0,CCVC,VER
brûlait,bRylE,brûler,VER,,,2.69,ind:imp:3s;,0,CCVCV,VER
brûlant,bRyl@,brûler,VER,,,1.61,par:pre;,0,CCVCV,"ADJ,VER"
brûlent,bRyl,brûler,VER,,,5.41,ind:pre:3p;,0,CCVC,VER
brûleront,bRyl°R§,brûler,VER,,,1.51,ind:fut:3p;,0,CCVCVCV,VER
but,by,boire,VER,,,4.14,ind:pas:3s;,0,CV,"VER,NOM"
buvait,byvE,boire,VER,,,7.06,ind:imp:3s;,0,CVCV,VER
buvant,byv@,boire,VER,,,2.58,par:pre;,0,CVCV,"VER,NOM"
cachait,kaSE,cacher,VER,,,5.84,ind:imp:3s;,0,CVCV,VER
cachant,kaS@,cacher,VER,,,1.84,par:pre;,0,CVCV,VER
cachent,kaS,cacher,VER,,,7.5,ind:pre:3p;,0,CVC,VER
cacherait,kaS°RE,cacher,VER,,,1.02,cnd:pre:3s;,0,CVCVCV,VER
caressant,kaREs@,caresser,VER,,,1.13,par:pre;,0,CVCVCV,"ADJ,VER"
cassent,kas,casser,VER,,,3.78,ind:pre:3p;,0,CVC,VER
causant,koz@,causer,VER,,,1.15,par:pre;,0,CVCV,"ADJ,VER"
causent,koz,causer,VER,,,1.47,ind:pre:3p;,0,CVC,VER
cent,s@,cent,ADJ:num,,,43.05,,1,CV,"ADJ:num,NOM"
cessait,sEsE,cesser,VER,,,1.56,ind:imp:3s;,0,CVCV,VER
cessent,sEs,cesser,VER,,,2.06,ind:pre:3p;,0,CVC,VER
changeait,S@ZE,changer,VER,,,3.3,ind:imp:3s;,0,CVCV,VER
changeant,S@Z@,changer,VER,,,1.38,par:pre;,0,CVCV,"ADJ,VER"
changent,S@Z,changer,VER,,,12.39,ind:pre:3p;,0,CVC,VER
changerait,S@Z°RE,changer,VER,,,6.29,cnd:pre:3s;,0,CVCVCV,VER
changeront,S@Z°R§,changer,VER,,,1.65,ind:fut:3p;,0,CVCVCV,VER
chantaient,S@tE,chanter,VER,,,1.98,ind:imp:3p;,0,CVCV,VER
chantait,S@tE,chanter,VER,,,8.76,ind:imp:3s;,0,CVCV,VER
chantant,S@t@,chanter,VER,,,4.34,par:pre;,0,CVCV,"ADJ,VER"
chargent,SaRZ,charger,VER,,,1.63,ind:pre:3p;,0,CVCC,VER
charmant,SaRm@,charmer,VER,,,2.1,par:pre;,0,CVCCV,"ADJ,VER"
chassent,Sas,chasser,VER,,,1.45,ind:pre:3p;,0,CVC,VER
cherchaient,SERSE,chercher,VER,,,4.01,ind:imp:3p;,0,CVCCV,VER
cherchait,SERSE,chercher,VER,,,16.27,ind:imp:3s;,0,CVCCV,VER
cherchant,SERS@,chercher,VER,,,5.9,par:pre;,0,CVCCV,VER
cherchent,SERS,chercher,VER,,,17.53,ind:pre:3p;sub:pre:3p;,0,CVCC,VER
chercherait,SERS°RE,chercher,VER,,,1.06,cnd:pre:3s;,0,CVCCVCV,VER
chercheront,SERS°R§,chercher,VER,,,1.04,ind:fut:3p;,0,CVCCVCV,VER
chiant,Sj@,chier,VER,,,1.14,par:pre;,0,CYV,"ADJ,VER"
choisissant,Swazis@,choisir,VER,,,1.18,par:pre;,0,CYVCVCV,VER
choisissent,Swazis,choisir,VER,,,2.13,ind:pre:3p;,0,CYVCVC,VER
choisit,Swazi,choisir,VER,,,11.23,ind:pre:3s;ind:pas:3s;,0,CYVCV,VER
circulent,siRkyl,circuler,VER,,,1.73,ind:pre:3p;,0,CVCCVC,VER
collait,kolE,coller,VER,,,2.03,ind:imp:3s;,0,CVCV,VER
collent,kOl,coller,VER,,,1.59,ind:pre:3p;,0,CVC,VER
combat,k§ba,combattre,VER,,,3.25,ind:pre:3s;,0,CVCV,"NOM,VER"
combattant,k§bat@,combattre,VER,,,1.43,par:pre;,0,CVCVCV,"ADJ,NOM,VER"
commandant,kom@d@,commander,VER,,,1.7,par:pre;,0,CVCVCV,"ADJ,NOM,VER"
commandent,kom@d,commander,VER,,,1.14,ind:pre:3p;,0,CVCVC,VER
commençait,kom@sE,commencer,VER,,,7.69,ind:imp:3s;,0,CVCVCV,VER
commençant,kom@s@,commencer,VER,,,2.76,par:pre;,0,CVCVCV,"VER,ADJ,NOM"
commencent,kom@s,commencer,VER,,,11.69,ind:pre:3p;,0,CVCVC,VER
commenceront,kom@s°R§,commencer,VER,,,1.02,ind:fut:3p;,0,CVCVCVCV,VER
commet,komE,commettre,VER,,,3.12,ind:pre:3s;,0,CVCV,VER
communiquent,komynik,communiquer,VER,,,1.12,ind:pre:3p;,0,CVCVCVC,VER
comportait,k§pORtE,comporter,VER,,,1.28,ind:imp:3s;,0,CVCVCCV,VER
comprenait,k§pR°nE,comprendre,VER,,,4.69,ind:imp:3s;,0,CVCCVCV,VER
comprend,k§pR@,comprendre,VER,,,41.39,ind:pre:3s;,0,CVCCV,VER
comprendrait,k§pR@dRE,comprendre,VER,,,3.2,cnd:pre:3s;,0,CVCCVCCV,VER
comprendront,k§pR@dR§,comprendre,VER,,,2.84,ind:fut:3p;,0,CVCCVCCV,VER
comprennent,k§pREn,comprendre,VER,,,12.53,ind:pre:3p;sub:pre:3p;,0,CVCCVC,VER
comprit,k§pRi,comprendre,VER,,,1.74,ind:pas:3s;,0,CVCCV,VER
comptait,k§tE,compter,VER,,,7.32,ind:imp:3s;,0,CVCV,VER
comptant,k§t@,compter,VER,,,2.47,par:pre;,0,CVCV,"ADJ,NOM,VER"
concernait,k§sERnE,concerner,VER,,,2.13,ind:imp:3s;,0,CVCVCCV,VER
concernant,k§sERn@,concerner,VER,,,3.47,par:pre;,0,CVCVCCV,"PRE,VER"
concernent,k§sERn,concerner,VER,,,1.64,ind:pre:3p;,0,CVCVCC,VER
conclut,k§kly,conclure,VER,,,1.65,ind:pre:3s;ind:pas:3s;,0,CVCCV,VER
conduiront,k§d8iR§,conduire,VER,,,1.26,ind:fut:3p;,0,CVCYVCV,VER
conduisait,k§d8izE,conduire,VER,,,6.37,ind:imp:3s;,0,CVCYVCV,VER
conduisant,k§d8iz@,conduire,VER,,,1.73,par:pre;,0,CVCYVCV,VER
conduisent,k§d8iz,conduire,VER,,,2.9,ind:pre:3p;,0,CVCYVC,VER
conduit,k§d8i,conduire,VER,m,s,34.51,ind:pre:3s;par:pas;,0,CVCYV,"VER,NOM"
confirment,k§fiRm,confirmer,VER,,,1.75,ind:pre:3p;,0,CVCVCC,VER
confond,k§f§,confondre,VER,,,2.09,ind:pre:3s;,0,CVCV,VER
confondent,k§f§d,confondre,VER,,,1.01,ind:pre:3p;,0,CVCVC,VER
connaissaient,konEsE,connaître,VER,,,5.23,ind:imp:3p;,0,CVCVCV,VER
connaissait,konEsE,connaître,VER,,,20.02,ind:imp:3s;,0,CVCVCV,VER
connaissant,konEs@,connaître,VER,,,2.65,par:pre;,0,CVCVCV,"ADJ,VER"
connaissent,konEs,connaître,VER,,,18.32,ind:pre:3p;,0,CVCVC,VER
connaît,konE,connaître,VER,,,103.42,ind:pre:3s;,0,CVCV,VER
considérait,k§sideRE,considérer,VER,,,1.03,ind:imp:3s;,0,CVCVCVCV,VER
considérant,k§sideR@,considérer,VER,,,1.47,par:pre;,0,CVCVCVCV,"NOM,VER"
considèrent,k§sidER,considérer,VER,,,2.06,ind:pre:3p;,0,CVCVCVC,VER
consistait,k§sistE,consister,VER,,,1.1,ind:imp:3s;,0,CVCVCCV,VER
constituent,k§stity,constituer,VER,,,1.32,ind:pre:3p;,0,CVCCVCV,VER
construisent,k§stR8iz,construire,VER,,,1.37,ind:pre:3p;,0,CVCCCYVC,VER
construit,k§stR8i,construire,VER,m,s,21.48,ind:pre:3s;par:pas;,0,CVCCCYV,VER
contenait,k§t°nE,contenir,VER,,,3.47,ind:imp:3s;,0,CVCVCV,VER
contenant,k§t°n@,contenir,VER,,,2.75,par:pre;,0,CVCVCV,"NOM,VER"
contiennent,k§tjEn,contenir,VER,,,2.1,ind:pre:3p;,0,CVCYVC,VER
contient,k§tj5,contenir,VER,,,13.23,ind:pre:3s;,0,CVCYV,VER
continuait,k§tin8E,continuer,VER,,,2.32,ind:imp:3s;,0,CVCVCYV,VER
continuant,k§tin8@,continuer,VER,,,1.27,par:pre;,0,CVCVCYV,VER
continuent,k§tiny,continuer,VER,,,7.61,ind:pre:3p;,0,CVCVCV,VER
continueront,k§tinyR§,continuer,VER,,,1.36,ind:fut:3p;,0,CVCVCVCV,VER
contraint,k§tR5,contraindre,VER,m,s,3.42,ind:pre:3s;par:pas;,0,CVCCV,"VER,ADJ"
contredit,k§tR°di,contredire,VER,m,s,1.34,ind:pre:3s;par:pas;,0,CVCCVCV,"VER,NOM"
contrôlait,k§tRolE,contrôler,VER,,,1.17,ind:imp:3s;,0,CVCCVCV,VER
contrôlent,k§tRol,contrôler,VER,,,2.22,ind:pre:3p;,0,CVCCVC,VER
convenait,k§v°nE,convenir,VER,,,1.72,ind:imp:3s;,0,CVCVCV,VER
conviendrait,k§vj5dRE,convenir,VER,,,1.56,cnd:pre:3s;,0,CVCYVCCV,VER
conviennent,k§vjEn,convenir,VER,,,1.51,ind:pre:3p;,0,CVCYVC,VER
convient,k§vj5,convenir,VER,,,19.21,ind:pre:3s;,0,CVCYV,VER
correspond,koREsp§,correspondre,VER,,,13.76,ind:pre:3s;,0,CVCVCCV,VER
correspondait,koREsp§dE,correspondre,VER,,,1.14,ind:imp:3s;,0,CVCVCCVCV,VER
correspondent,koREsp§d,correspondre,VER,,,4.06,ind:pre:3p;sub:pre:3p;,0,CVCVCCVC,VER
couchait,kuSE,coucher,VER,,,2.23,ind:imp:3s;,0,CVCV,VER
couchant,kuS@,coucher,VER,,,1,par:pre;,0,CVCV,"ADJ,NOM,VER"
couchent,kuS,coucher,VER,,,2.48,ind:pre:3p;,0,CVC,VER
coulait,kulE,couler,VER,,,2.96,ind:imp:3s;,0,CVCV,VER
coulent,kul,couler,VER,,,2.29,ind:pre:3p;,0,CVC,VER
coupait,kupE,couper,VER,,,1.64,ind:imp:3s;,0,CVCV,VER
coupent,kup,couper,VER,,,2.19,ind:pre:3p;,0,CVC,VER
couraient,kuRE,courir,VER,,,1.54,ind:imp:3p;,0,CVCV,VER
courait,kuRE,courir,VER,,,3.38,ind:imp:3s;,0,CVCV,VER
courant,kuR@,courir,VER,,,9.74,par:pre;,0,CVCV,"ADJ,NOM,VER"
courent,kuR,courir,VER,,,8.83,ind:pre:3p;,0,CVC,VER
court,kuR,courir,VER,,,19.25,ind:pre:3s;,0,CVC,"VER,ADJ,ADV,NOM"
courut,kuRy,courir,VER,,,1.65,ind:pas:3s;,0,CVCV,VER
coûterait,kut°RE,coûter,VER,,,2.29,cnd:pre:3s;,0,CVCVCV,VER
couvert,kuvER,couvrir,VER,m,s,14.62,par:pas;,0,CVCVC,"ADJ,NOM,VER"
couvrait,kuvRE,couvrir,VER,,,1.35,ind:imp:3s;,0,CVCCV,VER
couvrent,kuvR,couvrir,VER,,,1.96,ind:pre:3p;,0,CVCC,VER
craignait,kRENE,craindre,VER,,,3.42,ind:imp:3s;,0,CCVCV,VER
craignant,kREN@,craindre,VER,,,1.35,par:pre;,0,CCVCV,VER
craignent,kREN,craindre,VER,,,3.75,ind:pre:3p;,0,CCVC,VER
craint,kR5,craindre,VER,m,s,23.43,ind:pre:3s;par:pas;,0,CCV,VER
créant,kRe@,créer,VER,,,1.83,par:pre;,0,CCVV,VER
créent,kRe,créer,VER,,,1.68,ind:pre:3p;,0,CCV,VER
crèvent,kREv,crever,VER,,,2.01,ind:pre:3p;,0,CCVC,VER
criaient,kRijE,crier,VER,,,2.05,ind:imp:3p;,0,CCVYV,VER
