year,match_count,page_count,volume_count
1472,230772,1211,1
1478,52062,204,1
1479,113309,822,1
1482,37277,639,1
1486,7178,35,1
1488,101,8,1
1489,21177,344,1
1491,102,2,1
1493,11240,107,1
1496,48088,477,1
1497,188241,926,1
1500,43096,412,3
1501,7054,99,1
1502,243,3,1
1503,2907,19,1
1504,1466,10,2
1505,729960,1489,1
1506,66178,489,3
1508,3611,39,1
1509,2,1,1
1512,8464,137,2
1513,522537,1243,1
1514,306978,1352,4
1515,4916,47,2
1516,30,2,2
1517,19,2,1
1519,2203,23,2
1520,19,2,1
1521,9076,63,2
1522,204,4,1
1523,148,4,1
1524,66,3,1
1525,37,4,2
1526,317972,1520,3
1527,218496,1723,3
1528,123,7,3
1529,697994,1576,2
1530,3821,74,6
1531,2018,13,3
1532,2849,71,3
1533,12,2,1
1534,24508,171,1
1535,381,9,1
1536,112153,610,2
1537,54459,603,5
1538,718,19,4
1539,50674,699,6
1540,100695,1104,10
1541,29352,182,8
1542,193112,1350,10
1543,462548,2286,17
1544,450035,2200,22
1545,62691,643,16
1546,78389,454,17
1547,238280,1415,19
1548,135356,959,17
1549,283134,2036,32
1550,76491,898,29
1551,228768,1455,18
1552,985709,6693,33
1553,633752,3020,27
1554,201012,1376,34
1555,306466,2918,52
1556,1758421,8018,45
1557,103770,662,18
1558,193491,1681,24
1559,1404659,6468,37
1560,289670,2996,59
1561,922682,5220,58
1562,342616,2630,42
1563,55277,355,14
1564,40357,339,7
1565,117868,773,9
1566,1009002,3706,27
1567,663262,2398,22
1568,370099,3310,33
1569,1075597,3407,13
1570,810561,3002,32
1571,811305,3590,26
1572,1615953,5688,37
1573,710832,3626,36
1574,825101,3679,37
1575,1723470,6274,33
1576,293449,2247,31
1577,269970,2959,52
1578,876243,6731,73
1579,809766,4563,57
1580,1338300,6489,48
1581,3410254,13379,62
1582,525676,4355,43
1583,202507,1297,22
1584,755490,5551,38
1585,802648,4532,35
1586,852717,7785,43
1587,980914,7814,37
1588,1241657,6115,47
1589,870026,4100,18
1590,291548,2589,19
1591,149165,1003,13
1592,304956,3263,29
1593,1129049,5521,22
1594,197259,1708,43
1595,1885113,8096,30
1596,1091026,5317,28
1597,729618,3900,33
1598,158284,1389,30
1599,1273053,10323,39
1600,737531,6555,70
1601,1016811,6923,55
1602,865114,7895,66
1603,1103088,11336,74
1604,712601,5384,78
1605,1097402,9783,74
1606,979625,8564,101
1607,1256037,9363,116
1608,1601969,10775,135
1609,3241635,19981,123
1610,3005337,24345,197
1611,4852379,31730,160
1612,3143363,27054,152
1613,2738485,19367,127
1614,5103268,24821,154
1615,5413750,31092,232
1616,2967762,16663,119
1617,4066164,27533,151
1618,3425496,17124,120
1619,3908257,29171,190
1620,3071329,24800,200
1621,5439449,33046,137
1622,3016074,24338,136
1623,5386498,41755,194
1624,5496907,40142,168
1625,6100057,48780,216
1626,5139749,35860,183
1627,6472846,38893,168
1628,4876643,41770,218
1629,3344173,30141,160
1630,5415467,38318,154
1631,6758154,47550,235
1632,5156138,46535,198
1633,7124398,49452,212
1634,4990590,37483,205
1635,5709128,36842,199
1636,3997030,31989,170
1637,3392078,34608,168
1638,4215765,26541,169
1639,3723371,29565,159
1640,6730396,39713,201
1641,5863682,35701,189
1642,6232944,51759,220
1643,11898733,78226,309
1644,12068385,90725,388
1645,8797945,59322,256
1646,9039648,65594,258
1647,11177777,78804,276
1648,14320134,83066,314
1649,11086342,73101,1393
1650,10979202,71943,415
1651,13519944,81226,458
1652,10944480,73358,738
1653,8612926,58989,265
1654,8574708,61119,286
1655,12024261,80118,322
1656,7125808,55549,270
1657,9168774,62820,288
1658,12973919,89836,376
1659,11642858,67803,322
1660,16443489,103616,460
1661,11584021,88383,342
1662,16568234,103946,413
1663,13146212,91535,412
1664,18110436,111314,458
1665,17158918,111047,488
1666,23927271,149624,569
1667,19034061,141279,587
1668,13068180,98201,541
1669,18520652,123474,535
1670,16319528,113767,511
1671,19777065,152918,550
1672,17381092,133261,443
1673,15503580,117677,474
1674,17451254,136721,459
1675,13433259,94661,424
1676,15488710,123499,445
1677,14966054,102711,443
1678,15143020,120752,522
1679,18025109,138745,612
1680,18988331,138605,640
1681,21079121,153614,663
1682,18661595,155845,796
1683,25870642,185972,809
1684,22704560,182399,796
1685,29263635,193850,890
1686,27669558,210153,934
1687,18351790,153032,863
1688,23661082,201185,939
1689,27786488,204899,834
1690,27830045,200368,841
1691,23014423,192232,855
1692,19359126,162881,873
1693,32739970,237132,964
1694,21068227,163835,893
1695,18920708,156156,964
1696,21709048,174387,896
1697,24150611,210849,1039
1698,19779291,166861,880
1699,26762905,222501,1067
1700,28607285,222288,1278
1701,24716508,211499,1083
1702,19364492,163762,960
1703,23366444,154059,837
1704,25356054,179692,801
1705,13571857,113583,652
1706,18252993,149387,769
1707,19424871,150672,928
1708,26829198,189370,893
1709,16916791,141749,927
1710,19806451,162922,945
1711,18090993,149890,876
1712,17049734,144259,942
1713,29290830,198717,1095
1714,29380474,231683,1357
1715,39441217,242357,1303
1716,23430853,173223,1224
1717,25622819,191318,1120
1718,30769833,226142,1283
1719,38200174,238716,1258
1720,34684529,251353,1251
1721,34321109,237662,1257
1722,42117346,278010,1367
1723,37693038,272225,1340
1724,42715101,291751,1455
1725,61225609,361567,1689
1726,51404819,312560,1423
1727,56724714,381425,1697
1728,46519619,315788,1525
1729,44128146,288904,1528
1730,68068253,450513,1834
1731,56600760,390944,1892
1732,44591189,304040,1869
1733,52196568,349155,1698
1734,95127748,584572,2130
1735,51271888,354390,1832
1736,47516677,326940,1698
1737,48164239,345847,1830
1738,52940372,385665,1883
1739,47105633,342470,1827
1740,82169170,565143,2481
1741,58310431,405499,2089
1742,61862235,394332,2074
1743,47683623,355033,1896
1744,45995445,308833,1533
1745,44575339,316765,1633
1746,29922702,224124,1400
1747,43271031,326044,1746
1748,54769988,374338,1768
1749,70153517,523196,2327
