year,des_DET août_NOUN,des_DET routes_NOUN
1800,6.288328968651058e-09,2.7825855610785766e-06
1801,0.0,2.7216917999339785e-06
1802,0.0,2.5399486673904903e-06
1803,0.0,2.8787005952324307e-06
1804,0.0,2.7042048671432894e-06
1805,2.842877711017877e-09,2.919635374354357e-06
1806,1.152667650217154e-08,2.803864134648393e-06
1807,0.0,2.7530055461966185e-06
1808,4.5321479902327155e-09,3.197430473278473e-06
1809,2.259030518203531e-09,2.893818011884264e-06
1810,0.0,3.5312513855245697e-06
1811,0.0,3.1137894467292426e-06
1812,2.6672082320544632e-09,3.0432846855887874e-06
1813,0.0,3.013777169158516e-06
1814,0.0,2.92326298279022e-06
1815,0.0,3.465932262969318e-06
1816,0.0,2.479836163971072e-06
1817,0.0,2.385129985960077e-06
1818,1.1921177378582115e-09,3.072087297439907e-06
1819,0.0,3.076332113494118e-06
1820,0.0,2.828969204671239e-06
1821,0.0,2.8046072912957243e-06
1822,0.0,2.9555514657886306e-06
1823,9.882686891060644e-10,2.530956187740685e-06
1824,0.0,3.3212868117971084e-06
1825,0.0,3.3002801202997034e-06
1826,0.0,3.3523189273410026e-06
1827,0.0,3.406704117026038e-06
1828,9.172301251858528e-10,2.908536664847361e-06
1829,2.571952872898464e-09,3.5029998457503098e-06
1830,0.0,3.142531248556679e-06
1831,1.5591206103948707e-09,3.3801735170868596e-06
1832,0.0,2.9711813169797097e-06
1833,0.0,3.4160120492288115e-06
1834,3.733812370398937e-09,3.207344839495363e-06
1835,0.0,3.060781622821196e-06
1836,0.0,2.5794238709409e-06
1837,6.957890930081589e-10,2.9946763504540286e-06
1838,0.0,2.9187435615085633e-06
1839,6.9914751765765e-10,2.676336755769171e-06
1840,0.0,3.0631833283223386e-06
1841,0.0,2.948958012893854e-06
1842,6.708265054555795e-10,3.0401856889739065e-06
1843,5.906911071384968e-10,2.8648519077023593e-06
1844,1.097712254427563e-09,2.835939646672614e-06
1845,1.674068439427856e-09,3.0713573835328134e-06
1846,0.0,2.5039702507001493e-06
1847,5.393223645455691e-10,2.7327464309223615e-06
1848,0.0,2.6219376465519417e-06
1849,0.0,2.5590732093405677e-06
1850,0.0,2.4141669072719196e-06
1851,0.0,2.5462383490548746e-06
1852,2.6042181744401205e-09,2.6426303278981322e-06
1853,5.971931837933653e-10,2.539265381074074e-06
1854,5.195664454227256e-10,2.6425148647035712e-06
1855,1.0613874223963649e-09,2.465602875645345e-06
1856,0.0,2.4322435905332895e-06
1857,4.881509085841174e-10,2.413906187825887e-06
1858,0.0,2.1267916068268278e-06
1859,0.0,2.300643984654016e-06
1860,0.0,2.3448913033519148e-06
1861,4.715963730639317e-10,2.5621831909461434e-06
1862,9.035972525772706e-10,2.611396098473051e-06
1863,0.0,2.589211348436038e-06
1864,9.589455896019672e-10,2.5368906051426166e-06
1865,4.706844358715045e-10,2.346361952731968e-06
1866,0.0,2.2454802746096902e-06
1867,4.85281148598915e-10,2.4035974917069325e-06
1868,4.93987406535723e-10,2.2841978193355317e-06
1869,0.0,1.955361099703623e-06
1870,0.0,2.149121428374201e-06
1871,0.0,2.230447197604235e-06
1872,1.8142017887967654e-09,2.040372184097805e-06
1873,0.0,2.1256301643290954e-06
1874,5.974609140757536e-10,2.157431318039471e-06
1875,5.721527140956084e-10,2.2771677734567675e-06
1876,1.209202959984168e-09,2.4450084694649377e-06
1877,0.0,2.1455127239278227e-06
1878,0.0,2.1601820279215644e-06
1879,0.0,2.2127976464503263e-06
1880,0.0,2.7718678836663457e-06
1881,0.0,2.429221595434683e-06
1882,0.0,2.3906144406282692e-06
1883,0.0,2.3773353632350336e-06
1884,0.0,2.373309968106696e-06
1885,0.0,2.3230069956525767e-06
1886,1.2906927748801422e-09,2.208375263990092e-06
1887,0.0,2.1349583931851157e-06
1888,1.268122939990235e-09,2.1424937344249884e-06
1889,1.8795409673089125e-09,2.0643625049387992e-06
1890,6.554386478008212e-10,2.0574219377067493e-06
1891,6.374220040683554e-10,2.2673100730230544e-06
1892,1.2537024751679837e-09,2.57635864642225e-06
1893,6.158416554491453e-10,2.054447698185413e-06
1894,0.0,2.136851861678224e-06
1895,0.0,2.301518108538403e-06
1896,1.769108692872834e-09,2.1665684286631404e-06
1897,1.1653427112179315e-09,2.231048593870355e-06
1898,0.0,2.153569980123393e-06
1899,1.1055156790007459e-09,2.2336943885647997e-06
1900,2.07642125715779e-09,2.1355991925986473e-06
1901,0.0,1.9549409202568313e-06
1902,0.0,1.8929144545154486e-06
1903,5.400220270956879e-10,2.207610073412525e-06
1904,0.0,2.1874723969972365e-06
1905,0.0,2.0044388477913344e-06
1906,1.0288369045596824e-09,1.9933715762476822e-06
1907,5.142843373384665e-10,1.9558233681493675e-06
1908,4.911389073214423e-10,2.192935106393179e-06
1909,5.500983557560346e-10,1.939646796955685e-06
1910,1.6032452032632705e-09,1.960234520481663e-06
1911,0.0,2.1180408822374375e-06
1912,5.209421227725386e-10,1.9498864105571556e-06
1913,5.30298971401777e-10,2.056499461389194e-06
1914,1.3393487430235496e-09,2.0820176587221795e-06
1915,0.0,2.230098232303135e-06
1916,0.0,2.2897869911275848e-06
1917,0.0,2.658261287535879e-06
1918,3.44591288836682e-09,2.655650185090508e-06
1919,0.0,2.469545037797616e-06
1920,1.514446346106979e-09,2.1724731951167087e-06
1921,0.0,2.194582108927534e-06
1922,7.377935484775833e-10,2.155832817152259e-06
1923,1.0615948120573648e-09,2.148667803680837e-06
1924,0.0,2.100045556119312e-06
1925,0.0,2.1666409750764615e-06
1926,0.0,2.2481760382220273e-06
1927,1.1149224876660924e-09,2.4617489344791466e-06
1928,1.1426041224282812e-09,2.3503366790578184e-06
1929,0.0,2.2392216578737134e-06
1930,0.0,2.4567927781049548e-06
1931,0.0,2.5969996286789865e-06
1932,0.0,2.1403974628242395e-06
1933,0.0,2.216131917975872e-06
1934,0.0,2.585624983453272e-06
1935,0.0,2.1614720111529095e-06
1936,0.0,2.4031184935324745e-06
1937,0.0,2.218554911337378e-06
1938,0.0,2.2870638574090663e-06
1939,0.0,2.220696089239027e-06
1940,0.0,1.8916940192070797e-06
1941,0.0,2.074906220173034e-06
1942,0.0,2.4182668951766573e-06
1943,0.0,2.1687167404138563e-06
1944,0.0,2.3424128059446048e-06
1945,0.0,2.2503946368601646e-06
1946,1.3921104269343232e-09,2.17030007121366e-06
1947,2.3841741914054637e-09,2.4032474925661518e-06
1948,0.0,2.046089242924154e-06
1949,0.0,2.366880629267598e-06
1950,0.0,2.173867976296151e-06
1951,2.1322803522849654e-09,2.3508391109317017e-06
1952,3.1634410646574906e-09,2.0741629995768562e-06
1953,0.0,2.157997521123889e-06
1954,0.0,2.1695029275292654e-06
1955,0.0,2.0150899615600792e-06
1956,0.0,2.1253421635947234e-06
1957,8.835037701437898e-10,1.968446433409099e-06
1958,0.0,2.1698094201383356e-06
1959,1.5501495642666896e-09,2.0361214581043896e-06
1960,6.920833350854139e-10,1.89769249203664e-06
1961,0.0,2.1685204742993847e-06
1962,0.0,2.108700520864204e-06
1963,1.2932106496776896e-09,2.0484456442204646e-06
1964,6.083968329129164e-10,2.1214797882862513e-06
1965,1.0944086747954884e-09,1.94148099552649e-06
1966,0.0,1.9215050599541428e-06
1967,4.930335584241163e-10,2.060387132019059e-06
1968,0.0,2.0193404779433877e-06
1969,0.0,2.0151779054344843e-06
1970,0.0,1.9190479889630296e-06
1971,0.0,1.9926705832062908e-06
1972,5.130146862875051e-10,1.8335144460479569e-06
1973,5.513203782392395e-10,1.7791108817277745e-06
1974,0.0,1.881191195707288e-06
1975,0.0,1.5717992951636006e-06
1976,0.0,1.5415095866444517e-06
