year,des_DET août_NOUN,des_DET routes_NOUN
1977,0.0,1.6660676287472143e-06
1978,0.0,1.6473260231464337e-06
1979,0.0,1.582958766732645e-06
1980,0.0,1.615151358436151e-06
1981,0.0,1.4858715431387282e-06
1982,6.207502289967692e-10,1.5897413838672492e-06
1983,0.0,1.5219911766450878e-06
1984,5.799008495621649e-10,1.5987866852640309e-06
1985,0.0,1.5177253054332596e-06
1986,5.994485463567401e-10,1.5255965557514628e-06
1987,0.0,1.5863680680183734e-06
1988,0.0,1.4301780417724785e-06
1989,0.0,1.5805791804268665e-06
1990,5.44865097484859e-10,1.5866471230197021e-06
1991,0.0,1.5099134458296248e-06
1992,0.0,1.48162401103491e-06
1993,0.0,1.490046741992046e-06
1994,5.274926606624319e-10,1.5001890787402772e-06
1995,1.0844901643380922e-09,1.470568626871227e-06
1996,0.0,1.487726258631028e-06
1997,0.0,1.4892942168387435e-06
1998,0.0,1.5515492393092245e-06
1999,0.0,1.6740647375002027e-06
2000,0.0,1.562215985018156e-06
2001,1.3143635346768434e-09,1.4869832654085258e-06
2002,8.76244299341522e-10,1.5781160378480763e-06
2003,1.2500769308587678e-09,1.6355172292037423e-06
2004,4.404791253964646e-10,1.5760343679005473e-06
2005,4.5037495954858286e-10,1.559198121725558e-06
2006,4.1178899179428186e-10,1.6615686000420737e-06
2007,7.988958938831558e-10,1.5486596822711363e-06
2008,4.257439678578834e-10,1.6748767563967704e-06
2009,0.0,1.8152508971525094e-06
2010,0.0,1.8484201973478775e-06
2011,0.0,1.7574975430534323e-06
2012,0.0,1.85770073102276e-06
2013,2.789125042035323e-10,1.7097336524329876e-06
2014,0.0,1.79970152913711e-06
2015,0.0,1.8056222899076602e-06
2016,0.0,1.8954832299300506e-06
2017,7.54683426862357e-10,1.6286067676674065e-06
2018,0.0,1.7675302217412536e-06
2019,1.02039510174734e-09,1.7665589950865979e-06
