year,les_DET humeurs_NOUN,les_DET rumeurs_NOUN
1800,4.992933057224036e-06,1.4148740223873801e-07
1801,7.674551369518667e-06,1.262026785298076e-07
1802,6.469595888347612e-06,9.622712582313397e-08
1803,6.931505481588829e-06,1.6967951310675744e-07
1804,4.8052780243779125e-06,1.532547626581504e-07
1805,6.746148912384342e-06,1.5067252512324103e-07
1806,4.2475804349351165e-06,8.35684019762084e-08
1807,3.4106521411558788e-06,5.693910054560547e-08
1808,2.6331780560440166e-06,1.11037628869326e-07
1809,2.5843308861794867e-06,1.6716826056750733e-07
1810,3.0234436962928157e-06,3.510190182964834e-08
1811,2.4343716376051816e-06,1.42903374467096e-07
1812,3.328675788338842e-06,1.8670456958247428e-07
1813,3.9627718990686844e-06,1.2365688917270745e-07
1814,3.983693318332371e-06,1.541871768040437e-07
1815,8.604143118873253e-06,1.4834729977764027e-07
1816,4.389541828686561e-06,1.5064426150956933e-07
1817,3.64152695908615e-06,1.7436982702179193e-07
1818,7.47577053061832e-06,1.716649560279393e-07
1819,3.0815076854651124e-06,2.3186352393622656e-07
1820,4.016803970330329e-06,3.8566063409462004e-07
1821,3.3489613784354333e-06,1.4003313264510098e-07
1822,2.464296315451975e-06,1.6141241587774857e-07
1823,2.379750995373797e-06,1.6701740168656443e-07
1824,2.8033883268108184e-06,1.658959263295401e-07
1825,1.6254848240748743e-06,1.2151511352698208e-07
1826,1.313270413305645e-06,1.7351728587300386e-07
1827,1.2867313401443425e-06,1.6038054617695252e-07
1828,1.4794921767702363e-06,1.5684635457091645e-07
1829,1.9701158606721947e-06,1.388854524719818e-07
1830,1.348439148785019e-06,2.170861881367614e-07
1831,1.708796148136571e-06,2.0112656073933977e-07
1832,1.5870653733429663e-06,2.2324449755473097e-07
1833,1.396985584989352e-06,2.9074906393589117e-07
1834,1.4431184212071457e-06,2.6976795197697356e-07
1835,1.8113595103841362e-06,3.8042330885446063e-07
1836,1.7016938755887168e-06,2.1976852693228466e-07
1837,2.073451405237847e-06,2.435261894362384e-07
1838,1.7263763325559012e-06,1.8683999059021517e-07
1839,1.1920465468051589e-06,2.4749821392333615e-07
1840,1.446556261441856e-06,2.9173174809216107e-07
1841,2.0321035378856322e-06,2.292135832249187e-07
1842,1.4946014026406829e-06,2.971761396963757e-07
1843,1.5641500326069036e-06,2.2209985317545033e-07
1844,1.5466765610483435e-06,3.2217853984661815e-07
1845,1.3230720163903698e-06,2.8235954019351084e-07
1846,1.4928978941952664e-06,3.114594786524094e-07
1847,7.561299497638174e-07,4.179748245292103e-07
1848,1.238964117078467e-06,4.5133694825949533e-07
1849,9.401703362499347e-07,4.625437046712477e-07
1850,1.1860376076811008e-06,4.229544607881053e-07
1851,1.0828607699409076e-06,3.0699327879801785e-07
1852,9.524928081816597e-07,3.476631178500611e-07
1853,2.59181841499867e-06,3.475664236418652e-07
1854,1.142526606656702e-06,3.2161163687760563e-07
1855,1.5618315920562509e-06,3.8581432093565127e-07
1856,1.6007869305667555e-06,3.6447412021800574e-07
1857,1.015842068241568e-06,3.3731226523059377e-07
1858,1.140715880865173e-06,4.032388929431363e-07
1859,1.0958356924106738e-06,4.460743845413617e-07
1860,8.527293822169213e-07,3.8997607276769486e-07
1861,1.082785253458951e-06,5.126252702325473e-07
1862,1.1773872472531366e-06,5.597785133204525e-07
1863,1.1043106695751703e-06,5.209389435378853e-07
1864,1.130596857024102e-06,3.98921358168991e-07
1865,1.0886930752462831e-06,4.151436812094289e-07
1866,8.471032195700445e-07,5.026178229172729e-07
1867,1.3529638920317666e-06,4.0666560963131815e-07
1868,1.0358915645269917e-06,4.0408170320915815e-07
1869,9.99168037196796e-07,3.823795502455596e-07
1870,1.408855759166272e-06,4.174387555622161e-07
1871,1.2872866825830442e-06,4.705181417818949e-07
1872,1.0274429449452782e-06,5.539362852857721e-07
1873,1.5749177677548687e-06,3.136666286707168e-07
1874,1.3006724657316227e-06,4.2419725687636856e-07
1875,9.62360857670319e-07,4.125221142459168e-07
1876,1.0526111466901966e-06,3.91177159997369e-07
1877,1.3785954529055289e-06,3.9892062630997316e-07
1878,7.434118227678255e-07,3.8167040372627525e-07
1879,6.872991100692616e-07,3.885530865943565e-07
1880,7.945293809541454e-07,4.29995683504103e-07
1881,9.147929773689611e-07,4.197449712251e-07
1882,8.40575136606958e-07,4.7120125756805464e-07
1883,1.148855766075485e-06,3.917990021307105e-07
1884,6.727129466810311e-07,3.6309334205952837e-07
1885,6.284494915576033e-07,3.4226325063002605e-07
1886,6.692241889538764e-07,3.7107416517301317e-07
1887,5.216610698965951e-07,4.0740489026802607e-07
1888,6.911269885279125e-07,3.2210322586934126e-07
1889,5.093556350033168e-07,3.414499438747498e-07
1890,7.963579466974124e-07,3.5131511566532936e-07
1891,7.107255459715134e-07,3.3592140447069596e-07
1892,7.258937273491028e-07,3.535440882274088e-07
1893,9.249941435029996e-07,3.2023766216582317e-07
1894,5.885637666125376e-07,3.3839265256574436e-07
1895,6.969555634839253e-07,4.237104640480993e-07
1896,6.875935740779937e-07,4.0394647626840197e-07
1897,7.603861362781572e-07,3.676656170625847e-07
1898,6.897534827743357e-07,3.700564015218788e-07
1899,7.738609806295926e-07,4.134628568408516e-07
1900,6.893718627054568e-07,4.090549765578544e-07
1901,6.661776819072429e-07,4.3312726205613217e-07
1902,5.239272926615968e-07,3.6532512481812773e-07
1903,6.242654855270757e-07,4.293175166480978e-07
1904,7.685713825367202e-07,4.116962770694954e-07
1905,5.67167422360626e-07,4.1905364156491487e-07
1906,6.070137761327032e-07,3.6986685714168743e-07
1907,5.559413409628178e-07,3.5948475840541505e-07
1908,5.75123655366383e-07,4.184503481496904e-07
1909,7.310807035310063e-07,3.971710178518606e-07
1910,6.34885093830917e-07,4.996780802457579e-07
1911,7.682620193349976e-07,4.282901215901802e-07
1912,7.230676732916663e-07,4.974997125373193e-07
1913,6.68707013318226e-07,4.2689068280310494e-07
1914,6.91103977601415e-07,4.794868360136206e-07
1915,4.947919993725236e-07,6.526542151163994e-07
1916,5.394843967110319e-07,7.086913242915216e-07
1917,4.5291332995134326e-07,6.031533530403976e-07
1918,5.513460905604006e-07,7.110066917448421e-07
1919,3.894919977653899e-07,7.274200157780797e-07
1920,8.973094480779764e-07,5.656457098268675e-07
1921,8.822250947559951e-07,5.043449782249354e-07
1922,8.978947239057788e-07,5.887592635644978e-07
1923,5.785691872262078e-07,5.350437639606298e-07
1924,8.031481844028576e-07,4.628093179803727e-07
1925,8.138651850231327e-07,4.9821746017642e-07
1926,7.412182210231322e-07,4.882008539652816e-07
1927,5.987133526730304e-07,5.64150774096106e-07
1928,5.918689272021993e-07,5.290256979151309e-07
1929,7.374948935989778e-07,5.815292034583308e-07
1930,6.050075676000688e-07,5.06273693190451e-07
1931,8.428558508910555e-07,4.584953501307609e-07
1932,7.386727931546488e-07,6.246935626563754e-07
1933,8.052404751879294e-07,4.81767806093103e-07
1934,6.913371723982209e-07,5.247932008956013e-07
1935,7.863162849730543e-07,4.524011458784116e-07
1936,9.311781035137301e-07,4.7528880386948913e-07
1937,9.191516099349428e-07,6.119283497696415e-07
1938,6.573363959816447e-07,6.352955210786604e-07
1939,9.054077789727444e-07,5.245859178160117e-07
1940,6.415530595660357e-07,4.6151249222248225e-07
1941,6.699910635177275e-07,7.319726549326333e-07
1942,6.887660894960845e-07,6.826976743923296e-07
1943,6.735505895250071e-07,7.229055896118552e-07
1944,6.458504291373401e-07,5.944394274592923e-07
1945,6.666222418516554e-07,8.670446334235749e-07
1946,6.793499132129455e-07,7.447790508763319e-07
1947,6.890263524184093e-07,6.389586957311622e-07
1948,7.79514346405108e-07,7.523346425841737e-07
1949,5.00667431069246e-07,7.598364319960638e-07
1950,5.221962231516386e-07,6.285498841407389e-07
1951,5.352023766391767e-07,6.023692193934949e-07
1952,5.335670643091817e-07,6.316337604062028e-07
1953,4.665067159237424e-07,6.518165278635024e-07
1954,5.198989398991216e-07,6.283740461299203e-07
1955,4.110896369979855e-07,6.635624814066432e-07
1956,5.738511426045534e-07,6.235616325511728e-07
1957,4.682569887393129e-07,5.901804911445652e-07
1958,4.7317231555155104e-07,6.435805559590335e-07
1959,4.2861636195823394e-07,6.293607128782241e-07
1960,4.3601250077074383e-07,6.034966517631801e-07
1961,5.690542508318686e-07,7.385893567857238e-07
1962,5.955096966658857e-07,8.992894038328814e-07
1963,4.662024295498668e-07,7.895050728734532e-07
1964,6.595021808664114e-07,7.513700950312341e-07
1965,5.658092785409963e-07,7.398202797048725e-07
1966,5.976661903162039e-07,7.63838393424976e-07
1967,5.300110927919377e-07,7.962491750390654e-07
1968,5.448087598836082e-07,8.758260818808594e-07
1969,4.078498445636569e-07,9.36510446081229e-07
1970,6.723336110070477e-07,7.905208576630685e-07
1971,4.4960976808283704e-07,7.907993904154864e-07
1972,4.1041173659550623e-07,8.187714186647099e-07
1973,3.859242703185828e-07,7.939013428881481e-07
1974,4.12354408396709e-07,8.404604159295559e-07
1975,3.5639635243001067e-07,8.972735088264017e-07
1976,3.942333606232751e-07,9.10164843048733e-07
1977,3.7670170272008363e-07,9.150149082870485e-07
1978,4.805938402796528e-07,1.0265341643389547e-06
1979,4.7635063538109534e-07,9.579680266824653e-07
1980,6.071740799029612e-07,1.0426566632304457e-06
1981,5.813180052882672e-07,1.1063386011755938e-06
1982,5.307414632227392e-07,1.161423654139071e-06
1983,5.254343058425093e-07,1.1980154255297748e-06
1984,5.172715695778152e-07,1.2375084139648607e-06
1985,7.29085620321257e-07,1.1724322916961682e-06
1986,5.383047785301187e-07,1.236062900034085e-06
1987,5.016980608729682e-07,1.4201538647284906e-06
1988,7.327788971167593e-07,1.4709546007907193e-06
1989,5.323478475816046e-07,1.56521241478913e-06
1990,5.857299854028497e-07,1.7599142267954448e-06
1991,5.925941479745234e-07,1.4952597666706424e-06
1992,6.463164687886547e-07,1.528458483335271e-06
1993,6.126363203406981e-07,1.5382378535377939e-06
1994,6.208588665401749e-07,1.7676279639999848e-06
1995,6.132792087498729e-07,1.6424604041276325e-06
1996,7.088986393455343e-07,1.6863033351910417e-06
1997,7.7677287890765e-07,1.8091136553266551e-06
1998,6.942395884834696e-07,1.870537118975335e-06
1999,6.599370259152693e-07,1.7490159223143564e-06
2000,6.702153960702617e-07,1.8427609518312238e-06
2001,5.923398198603991e-07,1.677565933277947e-06
2002,7.697806374551419e-07,1.8387986528978217e-06
2003,6.737914262089362e-07,1.9197014182736893e-06
2004,7.413263887201538e-07,1.9231318049151014e-06
2005,6.998826656001711e-07,2.0352443925730768e-06
2006,6.613331002824907e-07,1.964645321095304e-06
2007,8.847771830744477e-07,2.1438371504700626e-06
2008,6.390416835699853e-07,2.242819277853414e-06
2009,7.319175665543298e-07,2.3225865675158275e-06
2010,7.194336966165338e-07,2.505972275912427e-06
2011,7.319082264700683e-07,2.5349110899242078e-06
2012,6.437442046092201e-07,2.777529743980267e-06
2013,6.850091018861804e-07,2.9338807507883757e-06
2014,7.741466561128618e-07,3.2241313761005586e-06
2015,6.213060572690665e-07,2.8797747972930665e-06
2016,7.125409702268826e-07,2.6123739758077136e-06
2017,7.229866696434328e-07,2.9445229756674962e-06
2018,7.241014010617164e-07,3.0494866791741515e-06
2019,6.436142143684265e-07,2.9298093409124704e-06
