year,veux_VERB envoyer_VERB,veux_VERB renvoyer_VERB
1800,4.087413785214267e-08,0.0
1801,3.5717739876872656e-08,0.0
1802,4.475680270843441e-09,0.0
1803,2.145373123596528e-08,0.0
1804,4.943701892301533e-09,0.0
1805,3.695740957709859e-08,2.842877711017877e-09
1806,2.0171682990621775e-08,0.0
1807,8.540865792383556e-09,0.0
1808,1.1330369531492579e-08,4.5321479902327155e-09
1809,2.25903047379461e-08,0.0
1810,4.212228077449254e-08,2.3401267590372754e-09
1811,5.515568801683912e-08,1.2535384286138651e-08
1812,5.3344166417446104e-08,0.0
1813,2.8757416448144113e-09,0.0
1814,9.440030979135372e-09,3.1466771410748606e-09
1815,5.394447111228828e-09,0.0
1816,6.952811659743929e-09,0.0
1817,3.113746815941454e-09,6.227493631882908e-09
1818,6.437435473571895e-08,0.0
1819,1.7596784473994376e-08,4.140420006848444e-09
1820,4.746592452420373e-08,2.610625848831205e-08
1821,4.043210211079895e-08,0.0
1822,2.105379337535851e-08,1.0025615893027862e-09
1823,1.1859224713361982e-08,9.882686891060644e-10
1824,1.6000115010683658e-08,1.0105335235266466e-08
1825,9.68598712347557e-09,8.805443041381977e-10
1826,2.642395191543301e-09,6.1655889282974385e-09
1827,4.608636583469661e-09,1.8434546111834038e-09
1828,1.559291185060374e-08,1.8344602503717056e-09
1829,2.4862210068476998e-08,1.714635211591542e-09
1830,2.922314124020886e-08,7.305785310052215e-09
1831,3.1182412207897414e-09,7.795603274018958e-09
1832,1.352996914505411e-08,1.488296597074168e-08
1833,4.6334514003376626e-09,1.1583628500844156e-09
1834,1.7735608537350345e-08,3.733812370398937e-09
1835,9.075705520444899e-09,4.5378527602224494e-09
1836,1.9490174807401672e-08,1.3441500135158435e-09
1837,7.653680356156656e-09,6.957891152126194e-09
1838,1.64116205070286e-08,0.0
1839,1.4682098203877558e-08,2.7965900706306e-09
1840,7.0066574764382494e-09,0.0
1841,1.4125206782011901e-08,1.2841097074556274e-09
1842,1.341653010911159e-08,6.708265054555795e-10
1843,1.6539351221922516e-08,2.3627644285539873e-09
1844,4.390849017710252e-09,2.195424508855126e-09
1845,1.2276501593078137e-08,5.022205318283568e-09
1846,1.4050803187615202e-08,7.025401593807601e-09
1847,1.5101026207275936e-08,1.6179670936367074e-09
1848,1.930853166243196e-08,9.65426583121598e-09
1849,5.865590679832167e-09,0.0
1850,1.425689166723032e-08,6.788996032014438e-10
1851,9.674158363282004e-09,3.8696632564949596e-09
1852,9.114764054629632e-09,3.2552727180501506e-09
1853,1.6721408258035808e-08,1.7915795513800958e-09
1854,2.5978321716024766e-08,4.1565315633818045e-09
1855,1.1144567935161831e-08,2.653468555990912e-09
1856,6.212626857404757e-09,4.659470143053568e-09
1857,5.369659827891837e-09,2.4407544874094356e-09
1858,1.1255455234504552e-08,9.787352039936081e-10
1859,1.476730293603623e-08,3.5645213447565993e-09
1860,2.654766717569146e-08,8.696649622663699e-09
1861,1.7920662287451705e-08,1.4147891747029462e-09
1862,9.939570055905733e-09,2.2589932147099034e-09
1863,9.489779628779615e-09,1.9978483312144135e-09
1864,3.1165733105353866e-08,9.589455896019672e-10
1865,2.58876440284439e-08,2.8241067262513297e-09
1866,2.238181906477621e-08,8.271541673821048e-09
1867,1.8925964795357686e-08,4.85281148598915e-10
1868,1.2843672791973404e-08,1.4819622196071691e-09
1869,1.4162205630441349e-08,4.883519144627257e-10
1870,1.6055336615750093e-08,4.013834153937523e-09
1871,9.559059321873065e-09,7.434824311758348e-09
1872,1.3304146229131675e-08,1.0885210954825197e-08
1873,1.0774807712721213e-08,0.0
1874,1.1351757756017378e-08,4.779687312606029e-09
1875,1.0870901512305409e-08,1.716458086775674e-09
1876,1.934724735974669e-08,7.255217759905008e-09
1877,1.4225077116236662e-08,1.2369631985365004e-09
1878,1.0870359723469392e-08,4.831270938865373e-09
1879,3.665595160740054e-09,1.221865053580018e-09
1880,8.343199908722454e-09,4.492492600149944e-09
1881,2.370652651961791e-08,6.2752567586699115e-09
1882,9.983077475794744e-09,0.0
1883,8.847074184359371e-09,6.319338941018771e-10
1884,7.2618666635548834e-09,1.3203393933736152e-09
1885,1.933690763067375e-09,0.0
1886,7.098810428374236e-09,0.0
1887,1.2404957061562527e-08,0.0
1888,2.6630582183884144e-08,1.268122939990235e-09
1889,1.0650732740202784e-08,1.8795409673089125e-09
1890,1.1797895993481688e-08,0.0
1891,3.1871101313640793e-09,3.1871101313640793e-09
1892,2.5074049503359674e-09,0.0
1893,1.847524977449666e-08,6.15841644346915e-09
1894,1.0082462864602348e-08,2.520615716150587e-09
1895,7.824199066419624e-09,6.018614495673091e-10
1896,1.1204354777305525e-08,5.89702897624278e-10
1897,6.992056267307589e-09,1.1653427112179315e-09
1898,1.1316709347397591e-08,0.0
1899,1.0502398950507086e-08,4.4220627160029835e-09
1900,1.038210584169974e-08,5.191053142894475e-10
1901,1.2295225282343836e-08,5.588738916095792e-10
1902,7.856454153909453e-09,4.910283846193408e-10
1903,1.5120615870500842e-08,0.0
1904,1.2361637935498493e-08,5.374625189347171e-10
1905,1.5482277682110634e-09,5.160759042333041e-10
1906,3.0865106026567446e-09,5.144184522798412e-10
1907,1.3885677496716653e-08,6.685696440911215e-09
1908,1.5716445034286153e-08,1.4734167219643268e-09
1909,3.850688656825696e-09,1.1001967115120692e-09
1910,1.336037680488289e-08,5.344150677544235e-10
1911,1.1172785363555704e-08,2.128149656499545e-09
1912,1.5628263128064646e-08,0.0
1913,7.42418571064718e-09,1.590896969716482e-09
1914,1.1384464038144415e-08,0.0
1915,8.246533234057551e-09,1.1780761921542648e-09
1916,1.0987461607214755e-08,1.0987462051303964e-09
1917,1.315970976634162e-08,0.0
1918,5.743188147278033e-09,0.0
1919,3.6831393490643904e-09,9.207848372660976e-10
1920,1.2115570768855832e-08,2.2716695191604686e-09
1921,3.7863738810983705e-09,0.0
1922,1.1804696775641332e-08,1.4755870969551665e-09
1923,9.554353752605493e-09,0.0
1924,1.804827398643738e-08,1.0313299547703991e-08
1925,8.798542339150117e-09,4.399271169575059e-09
1926,1.5604593173179637e-08,3.343841648018042e-09
1927,1.0034302277972529e-08,2.2298449753321847e-09
1928,1.2568645679778001e-08,4.570416489713125e-09
1929,1.6710609784809094e-08,4.4561625500705304e-09
1930,6.302162347537887e-09,0.0
1931,1.0264820993199919e-08,0.0
1932,1.0959536389520963e-08,4.383814644626227e-09
1933,2.2941324395731044e-09,0.0
1934,2.3963160344919743e-09,2.3963160344919743e-09
1935,9.574627313213568e-09,3.590485242455088e-09
1936,2.424942913137329e-09,0.0
1937,5.0364472592434595e-09,3.777335333410292e-09
1938,9.075650453382877e-09,0.0
1939,3.058810094103137e-09,3.058810094103137e-09
1940,5.0715658339584024e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,1.2136847082899749e-08,6.068423541449874e-09
1943,1.4516175816936538e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,6.535512131478072e-09,6.535512131478072e-09
1946,6.960552134671616e-09,1.3921104269343232e-09
1947,8.344609447874518e-09,8.344609447874518e-09
1948,5.435944139264848e-09,7.610321262063735e-09
1949,1.3743811422273211e-08,1.9634016634739737e-09
1950,2.1270722960764488e-09,6.381216888229346e-09
1951,4.264560704569931e-09,1.0661401761424827e-09
1952,8.435843135146115e-09,3.1634410646574906e-09
1953,1.1851209791302608e-08,1.0773827385790469e-09
1954,1.172704333640695e-08,2.9317608341017376e-09
1955,4.6928039232341234e-09,0.0
1956,8.72114114258693e-09,0.0
1957,3.534015080575159e-09,0.0
1958,4.9633461784992505e-09,1.6544486891589827e-09
1959,2.325224457422337e-09,7.750747821333448e-10
1960,7.612916519406099e-09,5.536666680683311e-09
1961,2.779263708063695e-09,2.779263708063695e-09
1962,1.0781326054143392e-08,4.43936931660005e-09
1963,9.69907976156037e-09,1.2932106496776896e-09
1964,6.083968440151466e-09,1.8251904432275978e-09
1965,6.0192477668863376e-09,5.472043373977442e-10
1966,6.6468897053084675e-09,3.3234448526542337e-09
1967,3.451234853457663e-09,2.9582012395223956e-09
1968,4.940557296606585e-09,3.1439910674890825e-09
1969,4.995933444718048e-09,1.8167031212712459e-09
1970,5.518470125309705e-09,9.197450023812337e-10
1971,6.166076982339064e-09,5.652237344833111e-09
1972,5.643161493651405e-09,1.0260293725750103e-09
1973,7.718485406371656e-09,2.7566018356850464e-09
1974,5.06301445213353e-09,5.625571675160757e-10
1975,6.282628195464213e-09,1.7134440533084216e-09
1976,9.712995741040231e-09,1.7140580066410394e-09
1977,5.289103821581875e-09,0.0
1978,2.970295565063452e-09,5.940591352171509e-10
1979,8.192762912528906e-09,1.1703946700691858e-09
1980,6.253665585376211e-09,0.0
1981,5.060439622894819e-09,1.2651099057237047e-09
1982,8.690503427999374e-09,1.2415004579935385e-09
1983,1.0104505676622466e-08,0.0
1984,5.219107812592938e-09,1.739702604197646e-09
1985,8.421781494405423e-09,6.015558051686298e-10
1986,6.593933843390687e-09,0.0
1987,9.777306964053878e-09,2.4443267410134695e-09
1988,2.398621523624911e-09,2.99827696004229e-09
1989,3.841685636274406e-09,5.488122178931576e-10
1990,3.2691906959314565e-09,0.0
1991,5.8614650910726596e-09,0.0
1992,5.509944056569793e-09,0.0
1993,9.416652346772025e-09,3.323524566667402e-09
1994,1.0549853435293244e-08,0.0
1995,7.0491861237087505e-09,2.1689803286761844e-09
1996,4.804283193493575e-09,2.6690460952494277e-09
1997,1.102825741838842e-08,2.3974471297094624e-09
1998,7.629006759657386e-09,4.768129224785866e-10
1999,5.484241505371301e-09,9.140402323914998e-10
2000,4.859834756842929e-09,0.0
2001,4.8193329327261836e-09,8.762423564512289e-10
2002,3.9430991805033955e-09,1.3143663935011318e-09
2003,2.083461403401543e-09,0.0
2004,5.726228824443069e-09,3.523833003171717e-09
2005,1.7564623533417034e-08,4.5037495954858286e-10
2006,1.0294725072412803e-08,2.8825228870488218e-09
2007,9.586750948642475e-09,7.988958938831558e-10
2008,1.0643598891135753e-08,8.514879357157668e-10
2009,1.7165493915172192e-08,0.0
2010,1.1337103700270745e-08,1.4171379625338432e-09
2011,1.3001504761689375e-08,7.64794394481072e-10
2012,1.4297861561374248e-08,1.3617010852229328e-09
2013,1.5340187786705428e-08,3.3469500504423877e-09
2014,1.9489005964601347e-08,2.165445156521173e-09
2015,1.684597350504191e-08,5.54143841924315e-09
2016,1.636358604173438e-08,3.1070099826280284e-09
2017,1.685459594114036e-08,2.0124890642847504e-09
2018,4.801528064035665e-08,4.3884935685412074e-09
2019,2.0918099252753564e-08,3.5713827450933877e-09
