year,dois_VERB ouvrir_VERB,dois_VERB rouvrir_VERB
1999,1.5995704316651427e-08,1.3710603763428253e-09
2000,1.3254094710646314e-08,4.4180314962005696e-10
2001,1.1829271784336015e-08,0.0
2002,9.200564754507923e-09,0.0
2003,1.0000615446870142e-08,0.0
2004,7.928623979580607e-09,0.0
2005,7.656374201303606e-09,0.0
2006,1.3589036562677848e-08,4.1178899179428186e-10
2007,1.917350189728495e-08,7.988958938831558e-10
2008,1.4475294740634581e-08,8.514879357157668e-10
2009,2.4794601927169424e-08,1.430457752249481e-09
2010,2.5980861906305108e-08,0.0
2011,3.21213633469597e-08,1.529588788962144e-09
2012,4.22127328647548e-08,1.0212758416727752e-09
2013,4.964642741356329e-08,8.367375126105969e-10
2014,4.785633933579447e-08,2.165445156521173e-09
2015,5.0759577874259776e-08,6.649726325136385e-10
2016,5.323343899021893e-08,2.6927420293532123e-09
2017,6.36449684066065e-08,2.264050280587071e-09
2018,6.066446900376832e-08,2.8396134332808742e-09
2019,5.280544712604751e-08,2.2958890344426663e-09
