year,sans_ADP établir_VERB,sans_ADP etablir_VERB,sans_ADP rétablir_VERB
1864,1.8795333112109347e-07,0.0,3.5001515463761734e-08
1865,2.0145293966322697e-07,0.0,3.153585798054692e-08
1866,2.0240949716310297e-07,0.0,3.697865924578991e-08
1867,2.3681720229262737e-07,0.0,5.483677156803424e-08
1868,1.9660698269419186e-07,4.93987406535723e-10,2.8157281839469306e-08
1869,1.7531833318429335e-07,0.0,2.5882651133457557e-08
1870,2.4083005101260824e-07,0.0,4.185855573268782e-08
1871,2.655294304432232e-07,0.0,7.434824311758348e-09
1872,1.8625805520144922e-07,2.4189357183956872e-09,4.535504394276302e-08
1873,1.568333187762505e-07,5.986004469882289e-10,5.7465642022691554e-08
1874,1.7505605320877748e-07,0.0,4.8394334928314464e-08
1875,1.4818754845435933e-07,1.716458086775674e-09,1.8308887461682133e-08
1876,2.382129782318998e-07,6.04601479992084e-10,1.5719638923883394e-08
1877,1.8492599851427372e-07,0.0,4.700460143336471e-08
1878,1.751335680921784e-07,0.0,4.287753063714206e-08
1879,1.790032246873352e-07,0.0,4.398714037456841e-08
1880,1.8611753915820373e-07,0.0,3.52981546214437e-08
1881,1.9801922057638421e-07,0.0,2.5798277292210514e-08
1882,1.6106031441864843e-07,0.0,3.8601232432711186e-08
1883,1.687263440075526e-07,0.0,3.033282602871168e-08
1884,1.8022632275460637e-07,0.0,1.9144920315739e-08
1885,1.998147043380527e-07,0.0,3.931837655457571e-08
1886,1.587552072024323e-07,0.0,2.8395241213896583e-08
1887,2.2655368425716915e-07,0.0,1.697520346510828e-08
1888,1.971931196109722e-07,1.268122939990235e-09,2.6630581739794934e-08
1889,1.5098978867200685e-07,6.265136742733546e-10,2.8193114509633688e-08
1890,2.5234388090211723e-07,0.0,2.7528422485989523e-08
1891,1.6827941484720554e-07,0.0,2.7409146952095398e-08
1892,1.6110076916930893e-07,0.0,1.56712811616444e-08
1893,1.675089302821675e-07,1.847525021858587e-09,2.278614141815183e-08
1894,2.2811572275571734e-07,0.0,1.4493540367865876e-08
1895,1.775491274003116e-07,0.0,2.5880042109349688e-08
1896,1.3622137640112442e-07,0.0,2.240870955461105e-08
1897,1.8703749837811756e-07,0.0,2.5637538758616074e-08
1898,2.2803170374174897e-07,1.6975064687230201e-09,2.4330926717830437e-08
1899,2.0507315845463836e-07,1.1055156790007459e-09,2.8743407654019393e-08
1900,2.1490960477876797e-07,0.0,1.661137005726232e-08
1901,2.1963743268571534e-07,0.0,2.6267072072982955e-08
1902,2.1261529692395698e-07,0.0,2.0623192931168433e-08
1903,1.8522755396155333e-07,1.0800440541913758e-09,1.7280704867062013e-08
1904,1.392027959568054e-07,0.0,3.6009988768626044e-08
1905,2.095268190061006e-07,0.0,3.302885753786455e-08
1906,1.558687854341656e-07,0.0,2.777859631208912e-08
1907,1.8102809029585387e-07,0.0,2.982849167665336e-08
1908,1.9056190225796854e-07,0.0,1.2278473127125267e-08
1909,1.8978393612201216e-07,5.500983557560346e-10,1.925344239595006e-08
1910,1.651342582675852e-07,0.0,3.740905452076504e-08
1911,1.729121530402722e-07,1.0640748282497725e-09,1.1704822888702893e-08
1912,1.7451561529213677e-07,5.209421227725386e-10,2.865181752964574e-08
1913,2.0999838667989934e-07,5.30298971401777e-10,1.4848371032716301e-08
1914,1.821514228339538e-07,6.696743715117748e-10,2.678697441638178e-08
1915,2.1205371858457056e-07,0.0,2.591767689352764e-08
1916,1.351457807885481e-07,0.0,8.789969641043172e-09
1917,1.5024002131269754e-07,0.0,1.4256352209862655e-08
1918,1.8378202071289707e-07,0.0,2.986457925402419e-08
1919,1.6297891392014208e-07,0.0,4.603924352863942e-09
1920,1.5068741276991204e-07,0.0,2.7260034229925623e-08
1921,1.6962954596522195e-07,0.0,2.574734203619755e-08
1922,1.7633265869676507e-07,2.2133805899215986e-09,9.591316185719734e-09
1923,1.5180805412740028e-07,0.0,5.307974060286824e-09
1924,1.5856697910265893e-07,0.0,2.4494086758863887e-08
1925,1.5617412074675485e-07,0.0,7.698724324711748e-09
1926,1.6607746733399154e-07,0.0,3.232380230144827e-08
1927,1.2598624721249507e-07,0.0,3.567751882815884e-08
1928,1.4625333033535526e-07,0.0,1.5996457269906728e-08
1929,1.4371123580048106e-07,0.0,6.684243825105796e-09
1930,1.2289216400063196e-07,0.0,1.0503603542488804e-08
1931,1.6423714122026922e-07,0.0,1.710803587684495e-08
1932,1.5233755856769449e-07,0.0,1.753525868952721e-08
1933,1.399420757053349e-07,0.0,1.9500125736371388e-08
1934,1.3659001396604253e-07,0.0,3.1152110224752505e-08
1935,1.364384374369365e-07,0.0,1.3165112555668657e-08
1936,1.394342117322367e-07,0.0,1.2124714565686645e-08
1937,1.599071985936007e-07,5.0364472592434595e-09,2.0145788925951535e-08
1938,1.387277945852361e-07,0.0,2.074434313215079e-08
1939,1.8811682167552135e-07,1.5294050470515685e-09,2.141166977054354e-08
1940,1.2678914629304927e-07,0.0,2.028626333583361e-08
1941,1.4462362862843747e-07,0.0,2.9515025978810172e-09
1942,1.365395312369344e-07,0.0,1.8205270624349623e-08
1943,1.2483911882021914e-07,0.0,1.4516175816936538e-08
1944,9.960876745651603e-08,0.0,1.6065930807940276e-08
1945,1.5467378489120165e-07,0.0,1.5249528306782167e-08
1946,1.3364260809112238e-07,1.3921104269343232e-09,1.3921104269343232e-08
1947,1.7762097748175165e-07,0.0,1.549713246618012e-08
1948,1.3807296905810063e-07,0.0,2.174377655705939e-08
1949,1.4332831632657417e-07,0.0,2.0615717133409817e-08
1950,1.0848068399127442e-07,0.0,1.5953042664662576e-08
1951,1.2793682380163318e-07,0.0,2.7719643913570735e-08
1952,1.4235485146230076e-07,0.0,1.2653764258629963e-08
1953,1.4436929074435056e-07,0.0,3.770839640537815e-08
1954,1.5733783342852803e-07,0.0,1.3681550115052232e-08
1955,1.539239704584361e-07,0.0,1.8771215692936494e-08
1956,1.0988638532438699e-07,0.0,2.2674967681268754e-08
1957,1.325255620798771e-07,0.0,1.236905244894615e-08
1958,1.191203076178482e-07,0.0,2.0680609225109947e-08
1959,1.619906351280065e-07,0.0,2.4027318135111386e-08
1960,1.5018208188166682e-07,0.0,8.304999910002664e-09
1961,1.2437205043625e-07,6.948159270159238e-10,2.0149662549595604e-08
1962,1.5347534088050452e-07,0.0,1.5220695814832652e-08
1963,1.034568533064828e-07,6.466053248388448e-10,1.0345684753332307e-08
1964,1.143786056978513e-07,0.0,1.5818317267157767e-08
1965,1.2859301978807025e-07,0.0,1.3680108601477059e-08
1966,1.3016826017064886e-07,5.539074754423723e-10,1.7725039880289728e-08
1967,1.656592809595736e-07,4.930335584241163e-10,1.4791006530678885e-08
1968,1.383356060813412e-07,0.0,1.616909670043576e-08
1969,1.7576602573399214e-07,0.0,1.862120713180815e-08
1970,1.3842161994404023e-07,4.5987250119061684e-10,1.6095537902494073e-08
1971,1.4027825789852955e-07,0.0,1.849823083599489e-08
1972,1.4415713245341522e-07,0.0,1.1799337507056862e-08
1973,1.554723443319972e-07,0.0,1.102640756478479e-08
1974,1.1813700817597805e-07,0.0,1.125114323929921e-08
1975,1.1822764278690556e-07,1.7134440533084216e-09,1.1994108373158952e-08
1976,1.3198247739154567e-07,0.0,1.1427053969725876e-08
1977,1.469195520797939e-07,5.876781838942691e-10,1.410427652448476e-08
1978,1.4316825414084633e-07,0.0,2.495048323503113e-08
1979,1.3518058494810248e-07,5.851973350345929e-10,1.6970723160092405e-08
1980,1.364436217343723e-07,0.0,1.5349906234973787e-08
1981,1.5560851807094878e-07,0.0,1.581387426563552e-08
1982,1.5146305010205197e-07,1.8622506869903077e-09,1.4898005717967067e-08
1983,1.338847059884074e-07,0.0,6.946847541655643e-09
1984,1.2989779385463862e-07,5.799008495621649e-10,1.1598016769198694e-08
1985,1.5881073700541037e-07,6.015558051686298e-10,7.820225467192188e-09
1986,1.402709610687225e-07,0.0,1.9182352817281867e-08
1987,1.216052574193327e-07,0.0,6.721898426764739e-09
1988,1.6070764186082442e-07,1.1993107618124554e-09,1.3792074149421296e-08
1989,1.1689699874750659e-07,5.488122178931576e-10,1.9757239066997556e-08
1990,1.4547898707917284e-07,1.089730194969718e-09,2.0704873815446945e-08
1991,1.5063965363992793e-07,0.0,8.20605094986604e-09
1992,1.239737441594002e-07,0.0,1.2672871418928366e-08
1993,1.645144571682522e-07,0.0,1.994114740000441e-08
1994,1.5033540812225965e-07,0.0,1.160483886764041e-08
1995,1.480329103742406e-07,0.0,1.572510655023507e-08
1996,1.5373705686272388e-07,0.0,1.2811421035152648e-08
1997,1.6494436749781016e-07,0.0,8.151320840532605e-09
1998,1.540105749597842e-07,0.0,1.716526476513991e-08
1999,1.5355875504496908e-07,0.0,7.3123217758652714e-09
2000,1.6037455097261955e-07,0.0,9.277866475088103e-09
2001,1.5640926420701362e-07,4.3812117822561447e-10,1.2267393323384113e-08
2002,1.6079082953979196e-07,0.0,1.445803121669087e-08
2003,1.6876038255730919e-07,4.1669229178253886e-10,1.1250691767106247e-08
2004,1.5901296457343506e-07,0.0,1.3214374039449694e-08
2005,1.5357786509184734e-07,0.0,4.954124332989807e-09
2006,1.5483265514149025e-07,0.0,7.0004128605027915e-09
2007,1.418040236345064e-07,3.994479469415779e-10,1.078509459517818e-08
2008,1.3666381981636277e-07,4.257439678578834e-10,1.532678259308362e-08
2009,1.5401262487557688e-07,4.76819250749827e-10,1.0966843211335231e-08
2010,1.3462809445030643e-07,0.0,8.9752067999882e-09
2011,1.1051278825391364e-07,0.0,6.883149550329648e-09
2012,9.736162454032637e-08,0.0,8.851057109460214e-09
2013,1.0347653844888782e-07,0.0,9.761937924679387e-09
2014,9.722848837157017e-08,0.0,8.878325463701486e-09
2015,1.017408131076536e-07,0.0,6.649726019825053e-09
2016,1.0004572548183432e-07,0.0,1.1392369991813922e-08
2017,1.1093846197240964e-07,0.0,8.553078245654433e-09
2018,9.577241311120588e-08,0.0,4.64663996169179e-09
2019,9.540694145826478e-08,0.0,8.4182593118598e-09
