year,leurs_DET adieux_NOUN,leurs_DET radieux_ADJ
1874,1.9596718203729324e-07,0.0
1875,1.5905845440755684e-07,2.8607636259891933e-09
1876,1.8924025813049639e-07,1.209202959984168e-09
1877,1.9420322594498884e-07,0.0
1878,2.0049774418495758e-07,0.0
1879,2.1321545773389516e-07,0.0
1880,1.784161192119882e-07,4.492492600149944e-09
1881,1.6734017904695975e-07,4.8807553554297556e-09
1882,1.6638462607687643e-07,1.9966155395678697e-09
1883,1.8894823838877528e-07,6.319338941018771e-10
1884,1.987110795909075e-07,0.0
1885,1.5727351598826544e-07,5.156508553483263e-09
1886,1.852144100311648e-07,0.0
1887,1.83462780078969e-07,0.0
1888,1.483703802040992e-07,6.340614699951175e-10
1889,2.1927977922331365e-07,1.2530273485467092e-09
1890,1.8876632701392282e-07,0.0
1891,1.504315902955966e-07,3.824531802365527e-09
1892,1.9933869088717415e-07,6.268512375839919e-10
1893,1.5026536503981447e-07,0.0
1894,1.745526447827217e-07,6.301539290376468e-10
1895,2.0102172548774888e-07,0.0
1896,1.6334770425174838e-07,2.358811590497112e-09
1897,1.5732126623646536e-07,4.661370844871726e-09
1898,1.7257981799190247e-07,0.0
1899,1.619580523026798e-07,0.0
1900,1.832441727245282e-07,5.191053142894475e-10
1901,1.386007189019267e-07,0.0
1902,1.0851727516580922e-07,4.910283846193408e-10
1903,1.7226703441508562e-07,0.0
1904,1.1232966823371271e-07,0.0
1905,1.3624404093803832e-07,0.0
1906,1.270613525505837e-07,0.0
1907,1.4245675661328505e-07,0.0
1908,1.1541764699529722e-07,6.384805573134145e-09
1909,1.5017685717211293e-07,1.1001967115120692e-09
1910,1.918550123214402e-07,1.6032452032632705e-09
1911,1.7450827316523032e-07,0.0
1912,1.6461771679132653e-07,1.0418842455450772e-09
1913,1.6492297572057169e-07,0.0
1914,1.540251102216672e-07,0.0
1915,1.2958838579990584e-07,0.0
1916,1.8678684821082925e-07,1.0987462051303964e-09
1917,1.4146687110638823e-07,0.0
1918,1.4472833420597908e-07,1.1486376294556067e-09
1919,1.1601888794121606e-07,0.0
1920,1.5144463993976842e-07,1.514446346106979e-09
1921,1.3328035808335414e-07,0.0
1922,1.5493664928811768e-07,0.0
1923,1.4756167487917082e-07,2.1231896241147297e-09
1924,1.0055466848069017e-07,3.867487219366694e-09
1925,1.319781368636086e-07,0.0
1926,1.4155595540188415e-07,0.0
1927,1.6389360824042853e-07,0.0
1928,1.2568645058053107e-07,0.0
1929,1.0471981859438984e-07,2.2280812750352652e-09
1930,1.2289215511884777e-07,1.0503603542488804e-09
1931,9.124285682560185e-08,2.2810713318222042e-09
1932,1.0959536755894561e-07,0.0
1933,8.602996448558997e-08,0.0
1934,1.365900175187562e-07,0.0
1935,8.976212839684194e-08,2.393656828303392e-09
1936,9.942265855045207e-08,0.0
1937,8.813782903516199e-08,0.0
1938,1.205764923462027e-07,0.0
1939,1.1011716338771294e-07,1.5294050470515685e-09
1940,1.1157444901321867e-07,0.0
1941,1.00351089216133e-07,0.0
1942,1.061974117533282e-07,6.068423541449874e-09
1943,1.1903264240942235e-07,0.0
1944,1.7351205983118234e-07,0.0
1945,1.8299433568458312e-07,0.0
1946,1.670532476794051e-07,0.0
1947,1.418583606138668e-07,1.1920870957027319e-09
1948,1.0763169111527304e-07,0.0
1949,1.0896879354405087e-07,0.0
1950,7.976521354535748e-08,6.381216888229346e-09
1951,1.0768015501483319e-07,0.0
1952,1.0966595720418582e-07,0.0
1953,1.20666864056318e-07,0.0
1954,1.2117944692136007e-07,0.0
1955,9.010183843471964e-08,9.385607846468247e-10
1956,9.854889970739578e-08,8.72114158667614e-10
1957,8.835037734744589e-08,0.0
1958,1.0092137125994327e-07,0.0
1959,9.765942543538131e-08,0.0
1960,1.23190834866449e-07,0.0
1961,1.3618392635805776e-07,0.0
1962,9.195836936370938e-08,1.2683912808952869e-09
1963,1.2285500483599776e-07,0.0
1964,1.2472135413332808e-07,0.0
1965,9.740237061350854e-08,0.0
1966,1.0690414242731094e-07,0.0
1967,8.973210752216687e-08,0.0
1968,1.2755621137117146e-07,8.982831700699023e-10
1969,1.0082702095459695e-07,0.0
1970,1.1496812390987543e-07,4.5987250119061684e-10
1971,9.094963493438968e-08,2.569198631618974e-09
1972,1.1901940810687961e-07,2.565073486948677e-09
1973,1.0364823399555689e-07,5.513203782392395e-10
1974,8.157079212089968e-08,0.0
1975,8.567220399768871e-08,0.0
1976,8.627425507334863e-08,0.0
1977,6.053085188639784e-08,1.1753563677885381e-09
1978,1.2594053533376837e-07,0.0
1979,9.187597838078432e-08,0.0
1980,9.323647387482481e-08,5.685150683554241e-10
1981,9.361813324559876e-08,0.0
1982,1.0056153687543201e-07,0.0
1983,9.788739552263337e-08,0.0
1984,9.220423846656445e-08,0.0
1985,9.624892882698077e-08,1.2031116103372597e-09
1986,8.871838597102055e-08,0.0
1987,9.471766304613993e-08,0.0
1988,9.354624075363915e-08,0.0
1989,1.2567800133922447e-07,0.0
1990,9.31719297270206e-08,0.0
1991,1.0374793346645816e-07,0.0
1992,9.587303090308197e-08,0.0
1993,1.085684679935639e-07,0.0
1994,9.49486813617284e-08,0.0
1995,1.0139982764556521e-07,0.0
1996,1.0088994106816074e-07,0.0
1997,1.0117227589034883e-07,0.0
1998,9.917708543305537e-08,0.0
1999,1.1014185086200001e-07,0.0
2000,1.0161472796532678e-07,1.3254094488601709e-09
2001,1.0032974939733208e-07,0.0
2002,9.200565231903823e-08,4.38122149670761e-10
2003,1.0292299346126299e-07,0.0
2004,1.0835786534713066e-07,0.0
2005,1.279064867354407e-07,0.0
2006,1.3218427241667996e-07,0.0
2007,1.6537145652861795e-07,0.0
2008,1.5922824037062355e-07,4.257439678578834e-10
2009,1.9263498263200063e-07,0.0
2010,1.889517244890726e-07,0.0
2011,2.0458249583299448e-07,0.0
2012,2.8323382750272685e-07,0.0
2013,3.118241798105714e-07,2.789125042035323e-10
2014,3.031623165838937e-07,8.661780737106994e-10
2015,3.1807857148180574e-07,4.433150790905671e-10
2016,3.488136623985838e-07,1.0356699942093428e-09
2017,2.651454344970716e-07,0.0
2018,3.097759933012867e-07,0.0
2019,3.040777292184771e-07,2.55098775436835e-10
