year,des_DET humeurs_NOUN,des_DET rumeurs_NOUN
1862,2.841813473430932e-07,3.3026481105480343e-07
1863,2.6521436691240297e-07,2.467342667955563e-07
1864,3.135752191241181e-07,2.4021586852995824e-07
1865,2.7676244629404323e-07,2.7299697435978487e-07
1866,2.5398499059470225e-07,3.1139923351020116e-07
1867,3.663872778503219e-07,2.373024798885126e-07
1868,2.603313529192519e-07,1.9660699024370842e-07
1869,2.1243308623297708e-07,2.554080538175185e-07
1870,3.3372165253453545e-07,2.2248108777489506e-07
1871,2.952687323531933e-07,3.0270356177197755e-07
1872,2.3221782186055862e-07,3.1506637654388214e-07
1873,3.89688878499328e-07,2.418345736998617e-07
1874,3.100822230095446e-07,1.882001861019944e-07
1875,1.922433152667935e-07,2.219952506266054e-07
1876,3.8150352210664096e-07,1.723114202434317e-07
1877,3.6861503449614474e-07,2.0719134141700124e-07
1878,2.572651762733358e-07,2.439791799702107e-07
1879,2.0038586612258769e-07,1.9794213734769528e-07
1880,2.182067735390092e-07,2.130725000881739e-07
1881,2.2800099408470942e-07,2.008082127247235e-07
1882,1.896784747046354e-07,1.9367170978057402e-07
1883,2.8752992831115876e-07,2.1359365121043083e-07
1884,1.9078903967795213e-07,2.3171956442524788e-07
1885,1.360029071584279e-07,2.1528423665984064e-07
1886,1.8069699536660266e-07,2.0199342021243183e-07
1887,9.858676008889233e-08,1.8999170148248368e-07
1888,1.3251884745102416e-07,2.70744248354049e-07
1889,1.5224281868508882e-07,1.8732759343720318e-07
1890,2.0515230103601567e-07,2.6020914845048537e-07
1891,1.880394946418562e-07,1.9887566971021897e-07
1892,2.457256851329248e-07,2.0435350656100582e-07
1893,2.8821389741473524e-07,1.964534881437885e-07
1894,2.7789788448195907e-07,2.1173171660393564e-07
1895,2.190775665322775e-07,2.2690176137984963e-07
1896,2.0049898807883437e-07,2.2644591624043642e-07
1897,1.7130537499632226e-07,2.2374580410655653e-07
1898,1.8842321480860846e-07,2.444409368251854e-07
1899,1.9235972104070242e-07,2.327110451005865e-07
1900,1.3341007099043622e-07,2.7097297561340383e-07
1901,1.5313144263728873e-07,2.554053750714047e-07
1902,1.0900830416105123e-07,2.1359735313808415e-07
1903,1.4148577109907023e-07,2.3544960825461203e-07
1904,1.1824175505381618e-07,2.294965000260163e-07
1905,1.517263115147216e-07,2.580379465655369e-07
1906,1.6512832645698694e-07,2.608101539181007e-07
1907,8.948547747245073e-08,2.3811364613379737e-07
1908,1.3260750342247718e-07,2.6865297897415985e-07
1909,1.8758353981240816e-07,2.7009829395296947e-07
1910,9.512588139415357e-08,2.84308821818513e-07
1911,1.314132364038656e-07,2.7719148931737436e-07
1912,1.906648154914592e-07,3.4277992355669085e-07
1913,1.4583222340824875e-07,2.3174064978093156e-07
1914,1.325955208963947e-07,2.8394194018233065e-07
1915,7.775303201285055e-08,3.3221749262679623e-07
1916,1.2525707315802492e-07,3.8016617764924376e-07
1917,1.1953402179187833e-07,4.4523682873887083e-07
1918,8.040463228553563e-08,5.800620073159735e-07
1919,1.1509810310394997e-07,3.839672828576113e-07
1920,1.5371630768257205e-07,3.430220942846063e-07
1921,1.9386233418572374e-07,3.5213276561307794e-07
1922,1.719058992932787e-07,3.452873684750557e-07
1923,1.3482254246355296e-07,3.556342704769122e-07
1924,1.4954283844570426e-07,2.913507195501097e-07
1925,1.704717618178364e-07,3.057493351832363e-07
1926,1.6496285548672773e-07,2.585904077534451e-07
1927,1.4939961223703335e-07,3.2778720182591314e-07
1928,9.826395297451995e-08,3.1535874711607903e-07
1929,1.4148316496154223e-07,3.2307178443602425e-07
1930,1.7015838249534454e-07,3.4977000140656855e-07
1931,1.7450196310164756e-07,2.851339147014187e-07
1932,1.60009234417835e-07,3.496092162436071e-07
1933,2.5006043014030865e-07,2.9594307449087864e-07
1934,1.2700475338078832e-07,3.031339765868779e-07
1935,1.8191792516830674e-07,2.549244584315602e-07
1936,2.3885687427949165e-07,3.26154832919201e-07
1937,1.44797851930889e-07,3.0596417843753443e-07
1938,1.0372171743711078e-07,3.3839209834241046e-07
1939,1.5294050115244318e-07,3.5941018694529703e-07
1940,9.128818589942966e-08,3.2711600894685944e-07
1941,1.6233264732434805e-07,3.777923183179155e-07
1942,9.709477666319799e-08,4.1265280970037566e-07
1943,1.567747038855316e-07,4.703240890080451e-07
1944,9.960876923287287e-08,2.570548929270444e-07
1945,1.241747327185294e-07,5.969101266600774e-07
1946,1.5174003920037649e-07,4.3294633655932557e-07
1947,1.6212384457148232e-07,4.2080673523514633e-07
1948,1.3263702980381709e-07,3.989982815255644e-07
1949,9.326157623945619e-08,4.771066102193799e-07
1950,1.6697517546404583e-07,3.3501387974865793e-07
1951,1.5459032376430315e-07,3.912734598543466e-07
1952,1.5395413188734608e-07,3.342702896702576e-07
1953,1.508335856215126e-07,3.5338153736574895e-07
1954,1.3974726664756076e-07,3.664701182515273e-07
1955,1.2013577865843672e-07,3.5383742869044e-07
1956,1.3692192846193052e-07,3.226822258284301e-07
1957,1.0160293656413799e-07,3.6665407066038824e-07
1958,1.1415696055117053e-07,3.656331486467934e-07
1959,1.1161076796106784e-07,3.735860403253355e-07
1960,1.038125012620128e-07,4.3670458182987204e-07
1961,1.674506391324826e-07,4.5093554490449606e-07
1962,1.6489086007709375e-07,4.699389819506905e-07
1963,1.1832877788719998e-07,4.823675752163581e-07
1964,1.7035110722041225e-07,4.362205388019902e-07
1965,1.4336753650923129e-07,4.372162720756023e-07
1966,1.47339382583489e-07,5.273199121802463e-07
1967,1.4889613542123925e-07,5.127549087546868e-07
1968,1.311493366129568e-07,5.501984503553103e-07
1969,1.0627712998534378e-07,5.754407084168633e-07
1970,1.8854772898535543e-07,5.118380812518808e-07
1971,1.274322523059368e-07,4.537205100518804e-07
1972,1.1235021712963089e-07,5.566209324570082e-07
1973,1.0750747270193983e-07,5.391913333596676e-07
1974,1.1082376094595503e-07,5.771836555368282e-07
1975,1.0452008991634898e-07,5.665788336273181e-07
1976,1.1198512683829875e-07,5.80494322832692e-07
1977,1.0754511026167535e-07,6.017824745185862e-07
1978,1.4851478580268918e-07,6.45742289862028e-07
1979,1.33424993054021e-07,6.659545732645711e-07
1980,1.9158958242115887e-07,7.23719665529643e-07
1981,1.7395260831776227e-07,7.192149951151805e-07
1982,1.3594429393304353e-07,8.150450412358623e-07
1983,1.477784010717187e-07,7.932037249247514e-07
1984,1.5077422538256613e-07,7.457525157406053e-07
1985,1.8407607438319928e-07,8.018738952841886e-07
1986,1.8223235187520004e-07,8.32634057701398e-07
1987,1.53381495948679e-07,8.726246392143366e-07
1988,2.0028490133050525e-07,9.294658553926638e-07
1989,1.4763048339361262e-07,9.29139062577633e-07
1990,1.6400440072672495e-07,1.0412371835855083e-06
1991,1.5357038529728584e-07,8.862535452180964e-07
1992,1.7135926988487427e-07,8.826930297800573e-07
1993,1.761467975924802e-07,9.333564179314635e-07
1994,1.8198497242494227e-07,1.0523478550794607e-06
1995,1.6158903437535344e-07,1.0291811349816271e-06
1996,2.0658416666208268e-07,1.0281165430114925e-06
1997,2.2583953140919988e-07,1.0913179977478649e-06
1998,1.9072516521667637e-07,1.0675841224383475e-06
1999,2.010888483505724e-07,1.1283826495400717e-06
2000,1.5949094045453194e-07,1.1615004780196614e-06
2001,1.752484761752271e-07,1.0891692596715075e-06
2002,2.1687045892448964e-07,1.1675954993961568e-06
2003,1.762608441424618e-07,1.1892397964174961e-06
2004,1.9953705043818104e-07,1.1765196887836282e-06
2005,1.833026068709387e-07,1.2479890045824504e-06
2006,1.8118715017223508e-07,1.2361905845637011e-06
2007,2.1530243832224016e-07,1.340147861128571e-06
2008,1.8306991211858303e-07,1.383667921572851e-06
2009,2.0550909685113083e-07,1.38277579253554e-06
2010,2.2863158388730653e-07,1.685449319666077e-06
2011,2.0152332913525584e-07,1.7116098547376168e-06
2012,1.892764442956718e-07,1.8423815788537468e-06
2013,1.8770811394119846e-07,2.0112380241243955e-06
2014,2.3733278808890645e-07,2.0342191930922127e-06
2015,1.9129045258914346e-07,1.7923228483596176e-06
2016,2.0112711585085208e-07,1.6146095731528476e-06
2017,1.9043177834632274e-07,1.8542570785484713e-06
2018,1.8793077316558993e-07,1.981533813477654e-06
2019,1.6683460479782752e-07,1.8622210404828365e-06
