year,pourrez_VERB appeler_VERB,pourrez_VERB rappeler_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,8.951360541686881e-09,0.0
1803,1.950339223455444e-09,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,1.779972080839798e-08
1821,2.9584463767662328e-09,0.0
1822,0.0,0.0
1823,0.0,1.9765373782121287e-09
1824,0.0,0.0
1825,1.584979791857677e-08,0.0
1826,9.688783109140786e-09,0.0
1827,9.217273055917019e-10,3.6869092223668076e-09
1828,8.255071293206129e-09,0.0
1829,8.573175946935407e-09,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,4.058990921151917e-09,0.0
1833,2.3167257001688313e-09,1.1583628500844156e-09
1834,3.733812370398937e-09,1.8669061851994684e-09
1835,7.563087933704082e-09,0.0
1836,6.048674894287842e-09,6.720750067579218e-10
1837,5.5663127440652715e-09,0.0
1838,3.1560809521380406e-09,3.787297142565649e-09
1839,2.7965900706306e-09,6.9914751765765e-10
1840,5.095750932326837e-09,6.369688665408546e-10
1841,3.852329122366882e-09,0.0
1842,4.695785538189057e-09,1.341653010911159e-08
1843,1.6539351221922516e-08,5.906911071384968e-10
1844,4.9397050894128824e-09,0.0
1845,0.0,2.2320911785556063e-09
1846,2.3418005312692003e-09,0.0
1847,1.3483059113639229e-08,1.0786447290911383e-09
1848,8.04522137798358e-09,0.0
1849,2.6814127807028854e-08,0.0
1850,1.0183494048021657e-08,0.0
1851,2.579775504329973e-09,0.0
1852,2.6042181744401205e-09,0.0
1853,7.166318205520383e-09,0.0
1854,5.7152309551611324e-09,5.195664454227256e-10
1855,5.306937111981824e-09,3.1841622671890946e-09
1856,9.836659486950339e-09,0.0
1857,3.4170564155999728e-09,0.0
1858,1.0766087576996597e-08,6.8511463169329545e-09
1859,9.675129142294736e-09,0.0
1860,2.288591982591015e-09,4.577183909670879e-10
1861,9.431927461278633e-10,1.4147891747029462e-09
1862,8.584174260306554e-09,3.162590411776023e-09
1863,4.04564275413577e-08,4.994620828036034e-10
1864,1.4384183844029508e-09,4.794727948009836e-10
1865,6.589582213223366e-09,4.706844358715045e-10
1866,7.298419202328432e-09,9.731225825149181e-10
1867,3.88224918879132e-09,0.0
1868,2.1735445443482604e-08,4.93987406535723e-10
1869,7.813630631403612e-09,0.0
1870,6.880858549607183e-09,2.2936195165357276e-09
1871,1.0621177271019633e-09,0.0
1872,5.442605477412599e-09,0.0
1873,7.183205141814142e-09,1.1972008939764578e-09
1874,8.364453130127458e-09,0.0
1875,8.010138330405425e-09,1.716458086775674e-09
1876,1.209202959984168e-08,6.04601479992084e-10
1877,1.1751150275074451e-08,0.0
1878,6.6429977074733415e-09,1.8117265465633636e-09
1879,4.887460214320072e-09,0.0
1880,1.9253538763308597e-09,2.5671385017744797e-09
1881,1.3945015142624584e-09,0.0
1882,1.0648616211028639e-08,3.3276925659464496e-09
1883,4.423537092179686e-09,6.319338941018771e-10
1884,6.601696966868076e-09,0.0
1885,6.445635691854079e-10,1.933690763067375e-09
1886,1.2906927748801422e-09,6.453463874400711e-10
1887,4.570247291724172e-09,0.0
1888,7.60873763994141e-09,0.0
1889,2.5060546970934183e-09,6.265136742733546e-10
1890,5.243509182406569e-09,6.554386366985909e-09
1891,5.099376032546843e-09,5.736798147637501e-09
1892,1.8805537127519756e-09,0.0
1893,3.079208221734575e-09,6.158416554491453e-10
1894,6.301539290376468e-10,6.301539290376468e-10
1895,4.213029924926559e-09,0.0
1896,1.179405795248556e-09,0.0
1897,2.330685422435863e-09,0.0
1898,5.092519295146758e-09,2.26334195829736e-09
1899,1.1055156790007459e-09,3.8693048765026106e-09
1900,4.671947717582725e-09,6.22926377147337e-09
1901,1.1177477832191585e-09,2.794369402536745e-09
1902,6.874397495693074e-09,0.0
1903,7.560307935250421e-09,0.0
1904,1.0749250378694342e-09,0.0
1905,5.676835002077496e-09,3.6125313851442797e-09
1906,6.6874399351490865e-09,4.629765903985117e-09
1907,2.057137349353866e-09,3.0857059130084963e-09
1908,4.4202499438483756e-09,0.0
1909,2.7504918342913243e-09,1.6502950117569526e-09
1910,2.137660271017694e-09,0.0
1911,2.6601871816467337e-09,1.0640748282497725e-09
1912,1.5628263128064646e-09,1.0418842455450772e-09
1913,4.772690687104841e-09,1.060597942803554e-09
1914,5.357394972094198e-09,0.0
1915,8.246533234057551e-09,0.0
1916,1.0987462051303964e-09,3.2962386153911893e-09
1917,2.1932848870420685e-09,3.289927441585405e-09
1918,2.2972752589112133e-09,1.1486376294556067e-09
1919,9.207848372660976e-10,0.0
1920,4.543339038320937e-09,7.572231730534895e-10
1921,1.5145494858259667e-09,3.7863738810983705e-09
1922,0.0,7.377935484775833e-10
1923,1.0615948120573648e-09,0.0
1924,0.0,0.0
1925,1.0998177923937646e-09,0.0
1926,8.916910765321973e-09,0.0
1927,5.574612327308159e-09,0.0
1928,2.2852082448565625e-09,1.1426041224282812e-09
1929,2.2280812750352652e-09,3.342121912552898e-09
1930,3.1510811737689437e-09,0.0
1931,0.0,1.3686427990933225e-08
1932,0.0,0.0
1933,2.2941324395731044e-09,0.0
1934,2.3963160344919743e-09,0.0
1935,0.0,0.0
1936,0.0,6.0623572828433225e-09
1937,3.777335333410292e-09,1.2591118148108649e-09
1938,5.186085783037697e-09,7.779128452511941e-09
1939,3.058810094103137e-09,4.588215141154706e-09
1940,0.0,0.0
1941,0.0,0.0
1942,6.068423541449874e-09,6.068423541449874e-09
1943,2.9032352077962287e-09,0.0
1944,0.0,0.0
1945,2.178504043826024e-09,0.0
1946,2.7842208538686464e-09,8.352662561605939e-09
1947,4.7683483828109274e-09,4.7683483828109274e-09
1948,1.0871887834440486e-09,0.0
1949,3.9268033269479474e-09,1.9634016634739737e-09
1950,2.1270722960764488e-09,0.0
1951,2.1322803522849654e-09,0.0
1952,7.381362632230548e-09,0.0
1953,3.232148326759443e-09,0.0
1954,2.9317608341017376e-09,0.0
1955,3.754243138587299e-09,4.6928039232341234e-09
1956,1.744228317335228e-09,2.616342476002842e-09
1957,1.7670075402875796e-09,0.0
1958,4.1361216673863055e-09,0.0
1959,6.200598257066758e-09,0.0
1960,5.536666680683311e-09,1.3841666701708277e-09
1961,2.779263708063695e-09,1.3896318540318475e-09
1962,6.976152100435229e-09,6.341956404476434e-10
1963,5.1728425987107585e-09,0.0
1964,1.8251904432275978e-09,2.4335873316516654e-09
1965,7.1136563306595235e-09,5.472043373977442e-10
1966,7.200797291773142e-09,5.539074754423723e-10
1967,9.860671168482327e-10,0.0
1968,2.245707841908029e-09,4.4914158503495116e-10
1969,4.541757636644661e-09,1.3625273131978588e-09
1970,5.518470125309705e-09,1.8394900047624674e-09
1971,3.083038491169532e-09,0.0
1972,5.130146862875051e-10,5.130146862875051e-10
1973,4.410563025913916e-09,0.0
1974,1.6876715580593782e-09,0.0
1975,1.7134440533084216e-09,5.711480177694739e-10
1976,3.4281160132820787e-09,0.0
1977,2.3507127355770763e-09,1.1753563677885381e-09
1978,5.346532105932056e-09,0.0
1979,2.3407893401383717e-09,1.1703946700691858e-09
1980,1.1370301367108482e-09,0.0
1981,1.2651099057237047e-09,0.0
1982,1.8622506869903077e-09,0.0
1983,1.89459470334441e-09,0.0
1984,1.1598016991243298e-09,1.1598016991243298e-09
1985,1.2031116103372597e-09,6.015558051686298e-10
1986,2.3977941854269602e-09,5.994485463567401e-10
1987,1.2221633705067347e-09,0.0
1988,4.197587610832443e-09,0.0
1989,4.390497743145261e-09,0.0
1990,5.993515905799995e-09,5.44865097484859e-10
1991,6.4476117778156095e-09,0.0
1992,2.7549720282848966e-09,5.509944167592096e-10
1993,2.7696036575264316e-09,0.0
1994,2.637463358823311e-09,5.274926606624319e-10
1995,1.0844901643380922e-09,5.422450821690461e-10
1996,2.135236876199542e-09,0.0
1997,5.274384040632185e-09,5.753873377756236e-09
1998,6.675381136744818e-09,4.768129224785866e-10
1999,7.769341614505265e-09,1.8280804647829996e-09
2000,2.2090156370779823e-09,0.0
2001,1.3143635069212678e-09,4.3812117822561447e-10
2002,3.9430991805033955e-09,1.752488598683044e-09
2003,2.083461403401543e-09,1.2500769308587678e-09
2004,4.404791198453495e-09,8.809582507929292e-10
2005,4.954124666056714e-09,0.0
2006,4.117890028965121e-09,3.706100981659688e-09
2007,8.787854888225866e-09,1.1983438685803094e-09
2008,1.3198063086861112e-08,1.2772318758180745e-09
2009,7.629108011997232e-09,1.907277002999308e-09
2010,1.322662068758973e-08,2.3618964561933353e-09
2011,1.8355065023456518e-08,1.529588788962144e-09
2012,2.5531894820574053e-08,1.7021263287730903e-09
2013,2.119734965333464e-08,5.29933741333366e-09
2014,1.797319448826329e-08,3.681256854903836e-09
2015,2.1722438958704515e-08,2.21657536769726e-09
2016,1.7192121504194802e-08,1.0356699942093428e-09
2017,2.0628013075452145e-08,1.7609279590047322e-09
2018,1.9360999914397325e-08,2.0651733656507076e-09
2019,1.9642605764147447e-08,1.53059265262101e-09
