year,mieux_ADV assuré_VERB,mieux_ADV rassuré_VERB
1958,1.3483756333698693e-07,1.6544486891589827e-09
1959,1.2711225849670882e-07,7.750747821333448e-10
1960,1.14193753120162e-07,2.076250060767393e-09
1961,1.598076693198891e-07,6.948159270159238e-10
1962,1.2430234619387193e-07,2.5367825617905737e-09
1963,1.1962198698256543e-07,1.2932106496776896e-09
1964,1.1620379325449903e-07,3.041984220075733e-09
1965,1.5759485449962085e-07,0.0
1966,1.0745804956968641e-07,0.0
1967,1.2818873074138537e-07,1.4791006197611978e-09
1968,1.1677681044375277e-07,4.4914158503495116e-10
1969,1.4987800511789828e-07,1.3625273131978588e-09
1970,1.416407258147956e-07,0.0
1971,1.3154297562323336e-07,1.0276794970565106e-09
1972,1.0773308645184443e-07,1.5390440033513642e-09
1973,1.3452216762743774e-07,3.3079223804577396e-09
1974,1.0857353061055619e-07,5.625571675160757e-10
1975,1.1137386479731504e-07,1.7134440533084216e-09
1976,1.6512092315679183e-07,1.7140580066410394e-09
1977,1.169479588725153e-07,5.876781838942691e-10
1978,1.3782171492948692e-07,5.940591352171509e-10
1979,1.1996544913017715e-07,5.851973350345929e-10
1980,1.262103381804991e-07,5.685150683554241e-10
1981,1.201854473720232e-07,0.0
1982,1.353235461465374e-07,0.0
1983,1.1304415892254838e-07,0.0
1984,1.0380225035078183e-07,0.0
1985,1.3474850391048676e-07,6.015558051686298e-10
1986,1.216880605170445e-07,5.994485463567401e-10
1987,1.2343849675744423e-07,0.0
1988,1.247283165639601e-07,5.996553809062277e-10
1989,1.328125591726348e-07,1.0976244357863152e-09
1990,1.5419682597439532e-07,1.089730194969718e-09
1991,1.0843710640529025e-07,0.0
1992,1.0744390976924478e-07,0.0
1993,1.1632335628064538e-07,5.539207426075166e-10
1994,9.125623279260253e-08,5.274926606624319e-10
1995,1.0953350937370487e-07,1.0844901643380922e-09
1996,1.11566123450757e-07,0.0
1997,9.829533809124769e-08,0.0
1998,1.0680609818791709e-07,1.9072516899143466e-09
1999,1.1014184764235324e-07,1.8280804647829996e-09
2000,1.0117292248423837e-07,8.836062992401139e-10
2001,1.0164411179403032e-07,0.0
2002,9.901560815706034e-08,4.38122149670761e-10
2003,7.792145595431066e-08,1.6667691671301554e-09
2004,7.444096894460017e-08,4.404791253964646e-10
2005,7.611336627633136e-08,0.0
2006,8.153421759971025e-08,0.0
2007,7.349841979475968e-08,3.994479469415779e-10
2008,5.6623946420586435e-08,8.514879357157668e-10
2009,7.915199518038207e-08,0.0
2010,5.81026533552631e-08,0.0
2011,4.244608931003313e-08,0.0
2012,5.3787193365906205e-08,6.808505426114664e-10
2013,6.55444409858319e-08,1.1156500168141292e-09
2014,5.846701967016088e-08,8.661780737106994e-10
2015,4.699139921626738e-08,2.21657536769726e-09
2016,4.805508879712761e-08,2.0713399884186856e-09
2017,4.704193301563464e-08,5.031222660711876e-10
2018,3.381721214168465e-08,7.744400121190154e-10
2019,4.234639661149231e-08,7.65296326310505e-10
