year,grandes_ADJ ondes_NOUN,grandes_ADJ rondes_NOUN
1800,1.8864987794131594e-08,0.0
1801,1.904946067554647e-08,0.0
1802,3.3567602031325805e-08,0.0
1803,3.1205427575287104e-08,0.0
1804,3.460591457837836e-08,0.0
1805,1.9900144199169745e-08,0.0
1806,1.4408345627714425e-08,0.0
1807,0.0,0.0
1808,1.5862518409903714e-08,0.0
1809,2.0331274441787173e-08,0.0
1810,2.3401267590372754e-09,0.0
1811,7.521229861140455e-09,0.0
1812,2.6672082320544632e-09,0.0
1813,4.601186631703058e-08,0.0
1814,2.5173417128598885e-08,0.0
1815,3.506390555685357e-08,0.0
1816,0.0,0.0
1817,2.3353100786493997e-08,0.0
1818,5.960588467246453e-09,0.0
1819,1.4491470468058765e-08,0.0
1820,4.746592452420373e-09,0.0
1821,3.94459531705138e-09,0.0
1822,0.0,0.0
1823,1.1859224713361982e-08,0.0
1824,4.210556348027694e-09,0.0
1825,8.805443041381977e-10,1.7610886082763955e-09
1826,3.5231937367541377e-09,8.807984341885344e-10
1827,3.2260455640198415e-08,0.0
1828,1.7427371545863934e-08,0.0
1829,6.001223074036943e-09,8.57317605795771e-10
1830,2.0873671680021744e-09,0.0
1831,3.897801548191637e-08,0.0
1832,1.488296597074168e-08,0.0
1833,0.0,0.0
1834,1.8669061851994684e-09,9.334530925997342e-10
1835,3.6302822081779595e-08,1.5126175867408165e-09
1836,1.8818100855355624e-08,0.0
1837,8.349468672008697e-09,8.349468672008697e-09
1838,3.408567295082321e-08,1.8936485712828244e-09
1839,1.5381244722334486e-08,2.0974426639952526e-09
1840,2.93005673057678e-08,6.369688665408546e-10
1841,9.630822361827995e-09,0.0
1842,6.708265054555795e-09,9.391571076378114e-09
1843,1.8902115428431898e-08,0.0
1844,1.1525978393933656e-08,0.0
1845,6.138250796539069e-09,0.0
1846,1.1709002656346001e-08,1.7563503984519002e-09
1847,1.240441438454809e-08,0.0
1848,1.609044275596716e-08,0.0
1849,2.1786478399121734e-08,0.0
1850,1.2899092460827433e-08,6.1100964288129944e-09
1851,2.257303499675345e-08,6.449438760824933e-10
1852,1.6276363368206148e-08,5.859490670445666e-09
1853,2.09017620989016e-08,1.0152284346531815e-08
1854,1.1950028522278444e-08,1.558699391779328e-09
1855,1.9104973603134567e-08,3.1841622671890946e-09
1856,3.7793480345271746e-08,0.0
1857,3.3194261561675376e-08,0.0
1858,1.761723389392955e-08,2.936205500958522e-09
1859,2.2914779407301467e-08,0.0
1860,1.2816115280145368e-08,4.577183909670879e-10
1861,3.159695793897299e-08,4.715963730639317e-10
1862,1.8523744316212287e-08,9.035972525772706e-10
1863,5.0445670751742e-08,1.4983863039219614e-09
1864,5.130359070903978e-08,0.0
1865,2.447559133145205e-08,5.177528628053096e-09
1866,5.011581194480641e-08,2.432806400776144e-09
1867,4.4160586298858107e-08,1.94112459439566e-09
1868,1.9265508299781686e-08,4.93987406535723e-10
1869,4.2974967584541446e-08,0.0
1870,3.899153000475053e-08,0.0
1871,4.779529660936532e-08,8.496941816815706e-09
1872,2.963196266136947e-08,4.8378714367913744e-09
1873,2.0352414864532875e-08,1.7958012854535355e-09
1874,3.764003864148435e-08,3.5847653734322193e-09
1875,1.94531928343622e-08,0.0
1876,1.3301232115736639e-08,0.0
1877,2.535774612510977e-08,1.2369631985365004e-09
1878,2.113680963589104e-08,8.4547240319921e-09
1879,2.6881030734671185e-08,0.0
1880,2.7596738449986447e-08,3.2089231272180996e-09
1881,1.673401861523871e-08,3.4862537301449947e-09
1882,3.8601232432711186e-08,1.3310770263785798e-09
1883,4.107570461542309e-08,6.319338941018771e-10
1884,5.677459569142229e-08,1.9805090900604227e-09
1885,3.158361394639542e-08,0.0
1886,3.613939725255477e-08,6.453463874400711e-10
1887,1.3057849024278312e-08,1.9586774424595887e-09
1888,5.896771781976895e-08,0.0
1889,4.1349903057152915e-08,0.0
1890,2.2284913470116408e-08,1.9663159989136147e-09
1891,4.206985337873448e-08,2.5496880162734215e-09
1892,4.8894396087462155e-08,0.0
1893,4.8035648403388365e-08,0.0
1894,4.348062176973144e-08,6.301539290376468e-10
1895,5.838056083007359e-08,0.0
1896,3.597187614445829e-08,2.948514543632541e-09
1897,4.836172351474488e-08,0.0
1898,4.9793523970720344e-08,5.6583548957434e-10
1899,3.040167939616367e-08,1.6582735185011188e-09
1900,4.3085741197046445e-08,2.595526460424935e-09
1901,1.956058603980182e-08,1.676621730339889e-09
1902,4.566564015817676e-08,4.910283846193408e-10
1903,5.238213662828173e-08,0.0
1904,2.4723274982818566e-08,5.374625189347171e-10
1905,3.148063143498803e-08,3.096455536422127e-09
1906,5.812928449699939e-08,5.144184522798412e-10
1907,6.428554460979896e-08,5.142843373384665e-10
1908,4.6658195751447806e-08,1.4734167219643268e-09
1909,5.280944037622248e-08,1.1001967115120692e-09
1910,4.11499598840237e-08,1.6032452032632705e-09
1911,8.56580244512628e-08,1.0640748282497725e-09
1912,5.3657037368815e-08,2.0837684910901544e-09
1913,3.1817939505351944e-08,0.0
1914,8.437896986679405e-08,1.3393487430235496e-09
1915,4.005459075528961e-08,7.068456930880984e-09
1916,3.29623865980011e-08,0.0
1917,6.250861872558744e-08,1.0966424435210342e-09
1918,4.020231791912465e-08,2.2972752589112133e-09
1919,9.76031905297603e-08,1.8415696745321952e-09
1920,1.1585514680945153e-07,7.572231730534895e-10
1921,1.0374664327628125e-07,6.058197943303867e-09
1922,1.4018076804900304e-07,7.377935595798135e-09
1923,1.2632978041438037e-07,0.0
1924,1.6888028375738884e-07,0.0
1925,1.2647905123230885e-07,0.0
1926,1.393267297089551e-07,0.0
1927,2.1406512296096025e-07,0.0
1928,1.382550924855508e-07,1.1426041224282812e-09
1929,1.659920616514654e-07,1.1140406375176326e-09
1930,1.5440296863289404e-07,2.100720708497761e-09
1931,1.2773999547022186e-07,0.0
1932,9.973178383138048e-08,3.287861094491973e-09
1933,1.204419532996326e-07,0.0
1934,9.705079939692496e-08,1.1981580172459871e-09
1935,1.591781755294619e-07,1.196828414151696e-09
1936,1.9157049280238425e-07,0.0
1937,1.7879388281016872e-07,0.0
1938,2.281877751197925e-07,2.5930428915188486e-09
1939,2.2788135733975423e-07,0.0
1940,3.321875583495171e-07,2.5357829169792012e-09
1941,2.1250818349471956e-07,2.9515025978810172e-09
1942,1.1833425861418334e-07,0.0
1943,1.5096823346993915e-07,0.0
1944,1.1888788975511488e-07,0.0
1945,1.3506725338174874e-07,2.178504043826024e-09
1946,2.798141922610853e-07,0.0
1947,9.417487945029279e-08,0.0
1948,9.458542393758762e-08,0.0
1949,1.3940152299163344e-07,9.817008539414473e-09
1950,1.1911605213299481e-07,2.1270722960764488e-09
1951,7.356367448529966e-08,1.0661401761424827e-09
1952,9.38487580981473e-08,2.1089607837865287e-09
1953,8.726800104774668e-08,0.0
1954,1.2117945402678743e-07,0.0
1955,1.0418024665170833e-07,0.0
1956,1.35177696369837e-07,5.232684952005684e-09
1957,6.891329606961705e-08,1.7670075402875796e-09
1958,1.1002083849520616e-07,1.6544486891589827e-09
1959,6.123090767751194e-08,1.5501495642666896e-09
1960,1.0035208219960623e-07,3.460416619915918e-09
1961,1.1186536141849501e-07,6.948159270159238e-10
1962,9.766613190409501e-08,1.2683912808952869e-09
1963,8.470529599957644e-08,3.2330267352165265e-09
1964,8.456716216187488e-08,6.083968329129164e-10
1965,8.700548659312801e-08,5.472043373977442e-10
1966,9.804162204307687e-08,2.769537488234164e-09
1967,8.085750102804212e-08,0.0
1968,8.443861476692405e-08,1.3474247273492779e-09
1969,7.539318080951318e-08,9.083515606356229e-10
1970,5.288533913572202e-08,2.2993624781975086e-09
1971,6.268845087475938e-08,1.0276794970565106e-09
1972,6.874396651923576e-08,5.130146862875051e-10
1973,4.520827090459534e-08,5.513203782392395e-10
1974,5.0067586576663103e-08,0.0
1975,6.853775857962319e-08,2.2845920710778955e-09
1976,7.141908886509896e-08,0.0
1977,6.229388604950259e-08,0.0
1978,4.158414057542359e-08,0.0
1979,7.666084800295181e-08,0.0
1980,6.083111192545232e-08,3.411090521154847e-09
1981,6.515316208766109e-08,3.795329828193417e-09
1982,7.635227916580334e-08,6.207502289967692e-10
1983,7.767838883232514e-08,0.0
1984,8.176602328546778e-08,2.8995041922996734e-09
1985,7.519447819959169e-08,6.015558051686298e-10
1986,5.8745959319317365e-08,1.7983456945813714e-09
1987,8.18849443806613e-08,1.2221633705067347e-09
1988,4.677312037681958e-08,0.0
1989,5.982052897479662e-08,3.2928733073589456e-09
1990,4.794812724639996e-08,0.0
1991,3.751337840363078e-08,1.7584396161396398e-09
1992,4.407955400687058e-08,3.30596661157756e-09
1993,4.320581692418557e-08,1.1078414852150331e-09
1994,4.0616935592652226e-08,2.637463358823311e-09
1995,3.68726640331829e-08,1.0844901643380922e-09
1996,3.4697599016197955e-08,4.270473752399084e-09
1997,4.8428435817093884e-08,4.79489448146353e-10
1998,3.814503202193009e-08,0.0
1999,4.20458512451205e-08,2.285100553223174e-09
2000,5.036556061099873e-08,8.836062992401139e-10
2001,4.600272268673322e-08,2.190605918883648e-09
2002,3.548789351270898e-08,4.38122149670761e-10
2003,2.541822929913451e-08,0.0
2004,4.2285996398883086e-08,4.404791253964646e-10
2005,3.9632994774940755e-08,4.5037495954858286e-10
2006,4.612036574869194e-08,1.6471559671771274e-09
2007,3.7947554432093966e-08,2.3966877371606188e-09
2008,5.06635322028437e-08,1.7029758714315335e-09
2009,4.196009473211859e-08,0.0
2010,5.2906482084225104e-08,0.0
2011,6.424272841476508e-08,1.529588788962144e-09
2012,7.99999351208669e-08,3.404252713057332e-10
2013,5.2435551234353284e-08,1.9523875849358774e-09
2014,4.287581556461362e-08,3.2481677347817595e-09
2015,4.4774822433035766e-08,1.5516027351836215e-09
2016,4.68122866026377e-08,2.0713399884186856e-09
2017,4.22622689344454e-08,1.509366853724714e-09
2018,3.923829550167568e-08,1.8070267504555204e-09
2019,4.336679226835116e-08,7.65296326310505e-10
