year,tes_DET âmes_NOUN,tes_DET ames_NOUN,tes_DET rames_NOUN
1800,3.144164484325529e-09,0.0,0.0
1801,2.3811825844433088e-09,0.0,0.0
1802,0.0,0.0,0.0
1803,0.0,1.950339223455444e-09,0.0
1804,0.0,0.0,7.4155526164076946e-09
1805,0.0,0.0,0.0
1806,0.0,2.881669125542885e-09,0.0
1807,0.0,0.0,0.0
1808,0.0,0.0,0.0
1809,0.0,0.0,0.0
1810,0.0,0.0,0.0
1811,0.0,0.0,0.0
1812,0.0,2.6672082320544632e-09,0.0
1813,2.8757416448144113e-09,0.0,0.0
1814,0.0,3.1466771410748606e-09,9.440030979135372e-09
1815,0.0,0.0,0.0
1816,0.0,0.0,0.0
1817,1.556873407970727e-09,1.0898113522728181e-08,0.0
1818,0.0,3.5763532135746345e-09,0.0
1819,4.140420006848444e-09,4.140420006848444e-09,1.035105001712111e-09
1820,2.3732962262101864e-09,2.3732962262101864e-09,3.5599443393152796e-09
1821,6.903041693817613e-09,1.0847637454958203e-08,1.7750679148775816e-08
1822,1.0025615893027862e-09,5.012807946513931e-09,4.010246357211145e-09
1823,0.0,1.9765373782121287e-09,9.882686891060644e-10
1824,1.6842225392110777e-09,0.0,8.421112696055388e-10
1825,2.641632912414593e-09,0.0,1.4088708866211164e-08
1826,3.5231937367541377e-09,0.0,8.807984341885344e-10
1827,3.6869092223668076e-09,0.0,0.0
1828,0.0,2.7516904310687096e-09,1.8344602503717056e-09
1829,1.714635211591542e-09,0.0,8.57317605795771e-10
1830,6.262101504006523e-09,0.0,5.218417697960831e-09
1831,6.236482219534878e-09,0.0,1.091384405071949e-08
1832,2.705993873419743e-09,0.0,1.488296597074168e-08
1833,1.1583628500844156e-09,1.1583628500844156e-09,0.0
1834,1.0267983796552471e-08,7.467624740797874e-09,6.534171426153534e-09
1835,7.563087933704082e-10,1.5126175867408165e-09,4.5378527602224494e-09
1836,5.376600054063374e-09,2.688300027031687e-09,1.3441500135158435e-09
1837,2.0873671680021744e-09,0.0,6.957891152126194e-09
1838,8.837027110075724e-09,6.312161904276081e-10,4.418513555037862e-09
1839,4.194884994923598e-09,0.0,1.7478688718597368e-08
1840,3.821813254756279e-09,6.369688665408546e-10,5.095750932326837e-09
1841,5.1364388298225094e-09,6.420548537278137e-10,3.852329122366882e-09
1842,4.695785538189057e-09,1.341653010911159e-09,5.366612043644636e-09
1843,5.31621990873532e-09,2.3627644285539873e-09,1.0041748765843295e-08
1844,3.2931368743049916e-09,1.097712254427563e-09,2.7442805805577564e-09
1845,6.138250574494464e-09,0.0,8.928364714222425e-09
1846,2.9272506640865004e-09,5.854501328173001e-10,7.610851504580296e-09
1847,5.3932236454556914e-09,0.0,4.853901280910122e-09
1848,6.43617736884039e-09,0.0,5.63165514222419e-09
1849,2.513824481908955e-09,8.379414939696517e-10,0.0
1850,6.788996032014438e-09,6.788996032014438e-10,1.765138968323754e-08
1851,9.029214265154906e-09,1.2898877521649865e-09,1.2898877521649865e-09
1852,4.557382027314816e-09,1.3021090872200602e-09,2.6042181744401205e-09
1853,1.19438634538227e-08,5.971931837933653e-10,4.777545470346922e-09
1854,9.352196184142514e-09,5.195664454227256e-10,2.0782657816909023e-09
1855,5.306937111981824e-09,5.306937111981824e-10,3.1841622671890946e-09
1856,1.9673318973900678e-08,0.0,3.1063134287023786e-09
1857,6.345961978126979e-09,4.881509085841174e-10,4.881508974818871e-09
1858,1.2723557263338847e-08,0.0,1.468102750479261e-09
1859,5.092173349652285e-09,5.092173349652285e-10,3.5645213447565993e-09
1860,2.746310373558103e-09,0.0,1.373155145145688e-09
1861,4.2443675241088386e-09,0.0,5.187560159214399e-09
1862,4.517986429419807e-09,0.0,2.710791813242963e-09
1863,1.098816559963467e-08,4.994620828036034e-10,3.496234635136375e-09
1864,5.274200631788517e-09,9.589455896019672e-10,7.1920918109924514e-09
1865,4.706844247692743e-09,0.0,1.882737743486018e-09
1866,9.731225880660332e-09,0.0,3.4059290943133647e-09
1867,2.91168689159349e-09,0.0,1.455843445796745e-09
1868,3.951899252285784e-09,4.93987406535723e-10,3.457911734727759e-09
1869,5.371870948067681e-09,0.0,9.767038289254515e-10
1870,2.2936195165357276e-09,0.0,2.8670243956696595e-09
1871,4.248470908407853e-09,0.0,4.248470908407853e-09
1872,1.2094678591978436e-09,0.0,1.8142017887967654e-09
1873,7.183205141814142e-09,0.0,2.9930022904522957e-09
1874,5.974609140757536e-10,0.0,4.779687312606029e-09
1875,5.721527140956084e-10,0.0,8.58229043387837e-09
1876,2.418405919968336e-09,0.0,3.02300739996042e-09
1877,1.8554447978047506e-09,6.184815992682502e-10,3.0924081073635534e-09
1878,4.831270883354222e-09,0.0,1.8117265465633636e-09
1879,1.832797580370027e-09,0.0,6.10932526790009e-10
1880,6.417846254436199e-10,0.0,3.2089231272180996e-09
1881,1.3945015142624584e-09,0.0,1.3945015142624584e-09
1882,7.320923423037584e-09,0.0,5.324308105514319e-09
1883,1.8958017378167824e-09,0.0,3.791603475633565e-09
1884,5.281357573494461e-09,0.0,3.300848483434038e-09
1885,3.2228177904158883e-09,0.0,7.7347630522695e-09
1886,0.0,6.453463874400711e-10,4.5174246565693466e-09
1887,3.264462256069578e-09,0.0,4.570247291724172e-09
1888,3.1703073499755874e-09,0.0,0.0
1889,3.759082101151279e-09,0.0,2.5060546970934183e-09
1890,6.554386478008212e-10,0.0,1.3108772956016423e-09
1891,6.374220040683554e-10,0.0,5.099376032546843e-09
1892,1.8805537127519756e-09,6.268512375839919e-10,8.149066310636499e-09
1893,2.4633666773077323e-09,0.0,4.926733243593162e-09
1894,5.671385583383426e-09,0.0,1.2603078580752936e-09
1895,6.018614495673091e-10,0.0,3.0093072478365457e-09
1896,4.717623180994224e-09,0.0,2.358811590497112e-09
1897,6.409385022720926e-09,0.0,2.9133566670225264e-09
1898,5.6583548957434e-10,0.0,0.0
1899,2.2110313580014918e-09,5.527578395003729e-10,1.6582735185011188e-09
1900,4.15284251431558e-09,0.0,1.038210628578895e-09
1901,5.588738916095792e-10,0.0,1.1177477832191585e-09
1902,3.928227076954727e-09,0.0,9.820567692386817e-10
1903,1.6200660812870638e-09,0.0,1.0800440541913758e-09
1904,4.299700151477737e-09,0.0,5.374625189347171e-10
1905,1.5482277682110634e-09,0.0,1.0321518084666081e-09
1906,4.629765903985117e-09,0.0,3.0865106026567446e-09
1907,8.228549175370858e-09,0.0,4.114274698707732e-09
1908,5.40252775849126e-09,1.4734167219643268e-09,3.437972351250096e-09
1909,3.300590023513905e-09,1.1001967115120692e-09,5.500983557560346e-10
1910,1.0153886620400954e-08,0.0,2.67207544979442e-09
1911,9.044636040123066e-09,0.0,1.5961122423746588e-09
1912,1.5628263128064646e-09,0.0,5.209421227725386e-10
1913,3.71209285532359e-09,0.0,1.590896969716482e-09
1914,1.3393487430235496e-09,0.0,2.0090231700464756e-09
1915,1.1780761921542648e-09,0.0,1.1780761921542648e-09
1916,2.197492410260793e-09,0.0,0.0
1917,5.483212106582869e-09,0.0,3.289927441585405e-09
1918,3.44591288836682e-09,0.0,1.1486376294556067e-09
1919,6.445494027396137e-09,0.0,5.524709134618888e-09
1920,1.514446346106979e-09,0.0,0.0
1921,4.543648568500203e-09,0.0,1.5145494858259667e-09
1922,7.377935484775833e-10,0.0,7.377935484775833e-10
1923,1.6985516992917837e-08,0.0,7.431163684401554e-09
1924,7.734974438733389e-09,0.0,2.578324886925998e-09
1925,8.798542339150117e-09,0.0,7.698724324711748e-09
1926,6.687683296036084e-09,0.0,3.343841648018042e-09
1927,3.3447675740205796e-09,0.0,4.4596899506643695e-09
1928,6.85562484559199e-09,0.0,4.570416489713125e-09
1929,4.4561625500705304e-09,2.2280812750352652e-09,3.342121912552898e-09
1930,5.2518016602221e-09,0.0,2.100720708497761e-09
1931,3.4216069977333063e-09,0.0,4.5621426636444085e-09
1932,2.1919073223131136e-09,0.0,2.1919073223131136e-09
1933,3.4411986593596566e-09,0.0,2.2941324395731044e-09
1934,0.0,0.0,1.1981580172459871e-09
1935,5.98414207075848e-09,0.0,2.393656828303392e-09
1936,6.0623572828433225e-09,0.0,6.0623572828433225e-09
1937,0.0,0.0,1.0072894518486919e-08
1938,2.5930428915188486e-09,0.0,5.186085783037697e-09
1939,0.0,0.0,0.0
1940,5.0715658339584024e-09,0.0,2.5357829169792012e-09
1941,2.066051862925633e-08,0.0,8.854508237732261e-09
1942,0.0,0.0,3.034211770724937e-09
1943,5.806470415592457e-09,0.0,1.4516175816936538e-08
1944,3.2131861615880553e-09,0.0,1.6065930807940276e-08
1945,2.178504043826024e-09,0.0,0.0
1946,2.7842208538686464e-09,0.0,9.744772988540262e-09
1947,5.960435700558264e-09,0.0,8.344609447874518e-09
1948,3.2615663503321457e-09,0.0,3.2615663503321457e-09
1949,5.890204768377316e-09,0.0,5.890204768377316e-09
1950,1.0635361480382244e-09,0.0,1.0635361480382244e-09
1951,0.0,0.0,2.1322803522849654e-09
1952,3.1634410646574906e-09,0.0,1.0544803918932644e-09
1953,4.30953106533849e-09,0.0,4.3095309543161875e-09
1954,9.772536113672459e-10,0.0,0.0
1955,1.8771215692936494e-09,0.0,4.6928039232341234e-09
1956,6.104799332717903e-09,0.0,8.72114158667614e-10
1957,8.835037701437898e-10,0.0,3.534015080575159e-09
1958,0.0,0.0,8.272243445794913e-10
1959,1.5501495642666896e-09,0.0,2.325224457422337e-09
1960,6.920833350854139e-10,0.0,1.3841666701708277e-09
1961,2.779263708063695e-09,0.0,2.08444772553662e-09
1962,6.341956404476434e-10,0.0,3.805173953708163e-09
1963,2.5864212993553792e-09,0.0,6.466053248388448e-10
1964,1.2167936658258327e-09,0.0,6.083968329129164e-10
1965,1.6416130677043839e-09,0.0,5.47204326295514e-09
1966,1.1078149508847446e-09,0.0,1.1078149508847446e-09
1967,4.930335584241163e-10,9.860671168482327e-10,9.860671168482327e-10
1968,1.7965663401398047e-09,0.0,3.5931326802796093e-09
1969,1.3625273131978588e-09,0.0,1.3625273131978588e-09
1970,9.197450023812337e-10,0.0,2.7592350626548523e-09
1971,1.0276794970565106e-09,5.138397485282553e-10,1.541519245584766e-09
1972,5.130146862875051e-10,0.0,1.0260293725750103e-09
1973,1.102640756478479e-09,0.0,1.102640756478479e-09
1974,1.1251143350321513e-09,0.0,2.2502286700643026e-09
1975,1.1422960355389478e-09,0.0,2.2845920710778955e-09
1976,2.285410749536254e-09,0.0,1.7140580066410394e-09
1977,2.9383909194713453e-09,1.1753563677885381e-09,2.938390863960194e-09
1978,1.7821774056514528e-09,0.0,6.534650598410963e-09
1979,2.3407893401383717e-09,0.0,1.1703946700691858e-09
1980,5.685150683554241e-10,0.0,3.411090521154847e-09
1981,3.1627747087981106e-09,0.0,0.0
1982,3.7245013739806154e-09,0.0,1.2415004579935385e-09
1983,1.89459470334441e-09,0.0,1.89459470334441e-09
1984,5.799008495621649e-10,0.0,1.1598016991243298e-09
1985,6.015558051686298e-10,0.0,0.0
1986,1.1988970927134801e-09,0.0,1.1988970927134801e-09
1987,3.0554083707556856e-09,0.0,0.0
1988,5.996553809062277e-10,0.0,5.996553809062277e-10
1989,5.488122178931576e-10,0.0,5.488122178931576e-10
1990,1.6345953479657283e-09,0.0,5.44865097484859e-10
1991,0.0,0.0,1.7584396161396398e-09
1992,1.65298330578878e-09,0.0,1.1019888335184191e-09
1993,5.539207426075166e-10,0.0,1.1078414852150331e-09
1994,5.274926606624319e-10,0.0,0.0
1995,5.422450821690461e-10,0.0,3.253470381991974e-09
1996,1.6014276571496566e-09,0.0,0.0
1997,3.3564262480467733e-09,0.0,5.274384040632185e-09
1998,9.536258449571733e-10,0.0,2.86087753487152e-09
1999,2.7421206694189237e-09,0.0,4.570201161957499e-10
2000,8.836062992401139e-10,0.0,1.7672125984802278e-09
2001,2.628727069353687e-09,0.0,4.3812117822561447e-10
2002,1.752488598683044e-09,0.0,2.1906108038649563e-09
2003,8.333845835650777e-10,0.0,4.1669229178253886e-10
2004,2.642874807889939e-09,0.0,3.0833537945085254e-09
2005,9.007499190971657e-10,0.0,2.251874686720612e-09
2006,4.117890028965121e-09,0.0,4.1178899179428186e-10
2007,5.1928234212628155e-09,0.0,1.1983438685803094e-09
2008,3.405951742863067e-09,0.0,8.514879357157668e-10
2009,4.76819250749827e-09,0.0,2.860915504498962e-09
2010,1.8895172093635892e-09,0.0,1.4171379625338432e-09
2011,1.529588788962144e-09,0.0,2.6767803529281764e-09
2012,2.042551627834399e-09,0.0,3.744677901096338e-09
2013,3.0680376017500066e-09,0.0,3.0680376017500066e-09
2014,1.9489006658490737e-09,0.0,2.3819897165822113e-09
2015,3.324863107057041e-09,0.0,3.103205470367243e-09
2016,2.278474076078396e-09,0.0,3.935546111222266e-09
2017,2.7671724078803805e-09,0.0,1.9370206771895937e-08
2018,4.64663996169179e-09,5.162933414126769e-10,2.323319980845895e-09
2019,3.061185249730869e-09,0.0,2.806086474294034e-09
