year,peux_VERB assurer_VERB,peux_VERB rassurer_VERB
1916,1.8678685265172135e-08,0.0
1917,3.61891991929042e-08,2.1932848870420685e-09
1918,3.101321510712296e-08,0.0
1919,2.3940405213807026e-08,9.207848372660976e-10
1920,3.710393414735336e-08,1.514446346106979e-09
1921,3.256281289054641e-08,2.2718242842501013e-09
1922,9.591316185719734e-09,1.4755870969551665e-09
1923,2.866305948145964e-08,4.246379248229459e-09
1924,2.707241186783449e-08,5.156649773851996e-09
1925,1.5397448649423495e-08,2.1996355847875293e-09
1926,2.229227646921572e-08,2.229227691330493e-09
1927,2.8987985345452216e-08,8.919379901328739e-09
1928,2.5137291359556002e-08,5.713020723163709e-09
1929,3.676334259239411e-08,6.684243825105796e-09
1930,2.7309368988426286e-08,5.2518016602221e-09
1931,1.710803587684495e-08,3.4216069977333063e-09
1932,1.2055489939655217e-08,3.287861094491973e-09
1933,1.261772819560747e-08,2.2941324395731044e-09
1934,1.0783422155213884e-08,4.7926320689839486e-09
1935,3.231436807027421e-08,2.393656828303392e-09
1936,2.66743711563322e-08,3.6374143697059935e-09
1937,2.5182236740306507e-08,5.0364472592434595e-09
1938,4.537825049055755e-08,1.4261735792331365e-08
1939,2.9058696782158222e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,8.854508237732261e-09,0.0
1942,9.102635090130207e-09,3.034211770724937e-09
1943,8.709705845433291e-09,0.0
1944,2.8918675454292497e-08,3.2131861615880553e-09
1945,1.5249527862692958e-08,6.535512131478072e-09
1946,2.3665876369705074e-08,2.7842208538686464e-09
1947,3.099426493236024e-08,3.5762612871081956e-09
1948,1.9569398546082084e-08,6.523132700664291e-09
1949,2.3560819073509265e-08,2.945102384188658e-09
1950,1.2762433776458693e-08,0.0
1951,2.1322803078760444e-08,6.396841278899501e-09
1952,2.6362009464264702e-08,3.1634410646574906e-09
1953,3.232148060305917e-08,2.1547654771580937e-09
1954,3.615838295445428e-08,1.3681550115052232e-08
1955,3.472674947602172e-08,9.385607846468247e-09
1956,4.7094165012140365e-08,6.104799332717903e-09
1957,3.003912851795576e-08,3.534015080575159e-09
1958,2.3989505493204888e-08,4.9633461784992505e-09
1959,4.1854036680888385e-08,7.750747599288843e-09
1960,4.3601250609981435e-08,6.920833350854139e-10
1961,1.598076693198891e-08,0.0
1962,4.1856910826254534e-08,6.341956404476434e-10
1963,3.2330266463986845e-08,1.2932106496776896e-09
1964,4.502136619066732e-08,6.083968440151466e-09
1965,3.283226135408768e-08,2.73602163147757e-09
1966,2.437192847537517e-08,2.215629901769489e-09
1967,3.204718268534634e-08,5.423369309198733e-09
1968,3.0092486724697665e-08,5.3896989093971115e-09
1969,3.8150766101807676e-08,1.8167031212712459e-09
1970,2.9431840076199478e-08,2.7592350626548523e-09
1971,3.699646100585596e-08,4.624557625731995e-09
1972,2.4111690422046195e-08,5.130146973897354e-09
1973,3.418186267367673e-08,2.205281512956958e-09
1974,3.431598827319249e-08,6.1881286761433785e-09
1975,3.0270843609514486e-08,6.282628195464213e-09
1976,3.142439908287997e-08,5.142174241967723e-09
1977,4.2900506258547466e-08,1.7630346071939584e-09
1978,3.326731246033887e-08,1.7821774056514528e-09
1979,3.6867433550469286e-08,3.5111840102075575e-09
1980,3.9227540327146926e-08,6.822181042309694e-09
1981,3.985096341807548e-08,5.060439622894819e-09
1982,3.5382761609525915e-08,3.1037510339615437e-09
1983,3.410270821291306e-08,5.052252838311233e-09
1984,5.3930779841948606e-08,2.8995041922996734e-09
1985,3.368712597762169e-08,2.4062232206745193e-09
1986,4.3160294893596074e-08,1.019062523255343e-08
1987,5.560843163721074e-08,4.277571630240118e-09
1988,5.157036397918091e-08,3.597932174415064e-09
1989,3.347754429228189e-08,3.841685636274406e-09
1990,4.4678937882736136e-08,4.90378582185258e-09
1991,2.3445860364290638e-08,7.6199047072123e-09
1992,3.7467621893938485e-08,4.958949695321735e-09
1993,3.489700617365088e-08,8.862731881720265e-09
1994,3.797947201178431e-08,2.637463358823311e-09
1995,3.307695095600138e-08,4.880205572987961e-09
1996,4.5373784729463296e-08,6.939520069693117e-09
1997,5.4661796866639634e-08,7.671831170341648e-09
1998,3.766822231909828e-08,2.86087753487152e-09
1999,3.7475651026852574e-08,4.113180906983871e-09
2000,2.7391795498488136e-08,6.185244316725402e-09
2001,3.242096724420662e-08,2.6287270138425356e-09
2002,3.2859162502063555e-08,4.381221607729913e-09
2003,4.833630740108674e-08,6.667076668520622e-09
2004,4.184551727348662e-08,5.726228824443069e-09
2005,3.1976622238971686e-08,2.702249757291497e-09
2006,2.6766285188273287e-08,4.117890028965121e-09
2007,2.9559148018165615e-08,7.190063211481856e-09
2008,2.937633425403874e-08,2.9802078582719105e-09
2009,4.6251468432956244e-08,9.53638501499654e-09
2010,4.487603533220863e-08,7.558068837454357e-09
2011,3.74749262732621e-08,5.353560705856353e-09
2012,4.255315744217114e-08,4.425528388196653e-09
2013,4.239469930666928e-08,8.08846234434668e-09
2014,4.937215081213253e-08,4.114345752981308e-09
2015,5.1867864669929986e-08,8.422986752520956e-09
2016,4.7847954931512504e-08,6.006886099640951e-09
2017,4.427475985835372e-08,5.534344982294215e-09
2018,5.4468948462726985e-08,4.904786798931582e-09
2019,6.377469219387422e-08,5.612172948588068e-09
