year,avons_VERB enseigné_VERB,avons_VERB renseigné_VERB
1800,1.5720821977538435e-07,0.0
1801,6.905429472681135e-08,0.0
1802,2.4616241489638924e-08,0.0
1803,6.631153581793114e-08,0.0
1804,5.438072037122765e-08,0.0
1805,1.3930100806192058e-07,0.0
1806,1.671368039524168e-07,0.0
1807,1.9643989901396708e-07,0.0
1808,9.517511045942229e-08,0.0
1809,2.25903047379461e-08,0.0
1810,2.457133234656794e-07,0.0
1811,1.6045291317823285e-07,0.0
1812,5.067695596494559e-08,0.0
1813,2.8757416004054903e-08,0.0
1814,5.034683425719777e-08,0.0
1815,4.315557688983063e-08,0.0
1816,5.075552280686679e-07,0.0
1817,7.161617787687646e-08,0.0
1818,1.4663048375496146e-07,0.0
1819,1.0351050150347874e-07,0.0
1820,8.187871713971617e-08,0.0
1821,7.790576006527772e-08,0.0
1822,6.717162648328667e-08,0.0
1823,4.5460360809101985e-08,0.0
1824,5.810567671460376e-08,0.0
1825,8.981552213072064e-08,0.0
1826,1.0481501533377013e-07,0.0
1827,8.387718253288767e-08,0.0
1828,8.438517085096464e-08,0.0
1829,1.0030615982259405e-07,0.0
1830,1.0019362406410437e-07,0.0
1831,8.886987501455224e-08,0.0
1832,2.2189149717632972e-07,0.0
1833,7.645194699534841e-08,0.0
1834,6.627517024071494e-08,0.0
1835,9.605121675804185e-08,0.0
1836,6.51912728244497e-08,0.0
1837,5.775049416456568e-08,0.0
1838,4.86036455527028e-08,0.0
1839,5.663094881924735e-08,0.0
1840,4.2039946634986336e-08,0.0
1841,4.6227949468402585e-08,0.0
1842,5.433694738599115e-08,2.0124795163667386e-09
1843,7.678984559333912e-08,0.0
1844,1.0373381087447342e-07,0.0
1845,8.202935219969731e-08,0.0
1846,9.601382089385879e-08,0.0
1847,1.1056108206730642e-07,0.0
1848,9.895622810063287e-08,1.6090443422100975e-09
1849,8.044238342108656e-08,0.0
1850,1.4800011172155791e-07,0.0
1851,6.255955753431408e-08,1.2898877521649865e-09
1852,5.1433307390880145e-08,6.510545436100301e-10
1853,6.091370607919089e-08,1.7915795513800958e-09
1854,7.170017113367066e-08,5.195664454227256e-10
1855,9.923972754677379e-08,6.8990182455763716e-09
1856,6.782117623060913e-08,2.5885946719483854e-09
1857,6.004255936886693e-08,9.763018171682347e-10
1858,5.431980554249094e-08,9.787352039936081e-10
1859,6.670747154657874e-08,0.0
1860,3.61597543019343e-08,9.154367819341758e-10
1861,6.979626476777412e-08,4.715963730639317e-10
1862,4.246907181482129e-08,1.3553959066214816e-09
1863,6.193329937786984e-08,4.495158911765884e-09
1864,7.14414483127257e-08,1.4384183844029508e-09
1865,5.883555331820389e-08,9.41368871743009e-10
1866,8.271541673821048e-08,2.432806400776144e-09
1867,6.357183224281471e-08,4.85281148598915e-10
1868,8.694178177393042e-08,4.93987406535723e-10
1869,6.153234011208042e-08,4.883519144627257e-10
1870,6.135432073506308e-08,5.734048791339319e-10
1871,1.1789506970671937e-07,1.0621177271019633e-09
1872,6.168286148522384e-08,0.0
1873,5.986004225633224e-08,1.7958012854535355e-09
1874,4.600449088343339e-08,0.0
1875,3.6045619822289154e-08,5.721527140956084e-10
1876,2.6602464231473277e-08,3.02300739996042e-09
1877,5.690030846494665e-08,0.0
1878,1.9808210538485582e-07,3.0195443923020093e-09
1879,6.475885072632082e-08,4.887460214320072e-09
1880,4.043243251317108e-08,0.0
1881,2.8587281875047665e-08,7.669758161910067e-09
1882,2.861815673327328e-08,6.655385131892899e-09
1883,3.6020232130340446e-08,1.2638677882037541e-09
1884,3.036780782394999e-08,6.601696966868076e-10
1885,4.5119449509911647e-08,4.511945039809007e-09
1886,4.130216879616455e-08,2.5813855497602844e-09
1887,1.462479133351735e-07,6.528924623161458e-10
1888,3.1703073943845084e-08,3.1703073499755874e-09
1889,4.51089832154139e-08,3.759081934617825e-09
1890,4.9813337454907014e-08,1.3108772956016423e-09
1891,3.824532157636895e-08,6.374220040683554e-10
1892,5.390920776449093e-08,1.1283322720601063e-08
1893,1.4841783979591128e-07,1.4164357686752282e-08
1894,9.263262512604342e-08,1.2603078580752936e-08
1895,4.814891596538473e-08,8.426059849853118e-09
1896,5.5432071377481407e-08,5.89702897624278e-10
1897,4.3700350005337896e-08,5.2440420894583895e-09
1898,7.299277626771072e-08,1.4711722506888236e-08
1899,6.411990938204326e-08,4.9748205555033564e-09
1900,3.2703635355346705e-08,1.2977633190303095e-08
1901,4.359216276839106e-08,1.2295225282343836e-08
1902,2.9461702411026636e-08,6.38336894454028e-09
1903,3.564145245604777e-08,7.560307935250421e-09
1904,7.470728746739042e-08,1.289910045443321e-08
1905,3.4577084306874895e-08,7.741138396966107e-09
1906,4.0639058340730116e-08,5.658602919567102e-09
1907,1.902852098112362e-08,3.599990305858114e-09
1908,1.8663278922304016e-08,4.911389073214423e-09
1909,3.850688656825696e-08,5.5009836685826485e-09
1910,2.778958396731923e-08,6.412980813053082e-09
1911,4.62872549178428e-08,4.788336838146279e-09
1912,2.8651816919023076e-08,5.2094213387476884e-09
1913,4.5075413623862914e-08,9.545381374209683e-09
1914,4.085013571852869e-08,3.3483718020477227e-09
1915,5.772573175022444e-08,2.3561523843085297e-09
1916,1.8678685265172135e-08,2.197492410260793e-09
1917,4.7155623406069935e-08,0.0
1918,4.709414369585829e-08,1.1486376294556067e-09
1919,3.591060959706738e-08,1.4732557396257562e-08
1920,1.2115570768855832e-08,5.300562211374427e-09
1921,2.2718241510233383e-08,1.3630945261411398e-08
1922,2.87739485571592e-08,9.591316185719734e-09
1923,3.1847843473542525e-08,1.3800733000834953e-08
1924,1.933743654092268e-08,1.0313299547703991e-08
1925,2.0896537833436923e-08,5.499089184013428e-09
1926,1.89484357093761e-08,4.458455382660986e-09
1927,2.3413372574054847e-08,1.1149224876660924e-09
1928,3.427812345080383e-08,3.4278122562625413e-09
1929,1.2254447234738564e-08,1.1140406375176326e-09
1930,1.995684684175103e-08,8.402882833991043e-09
1931,2.9653927313688655e-08,1.0264820993199919e-08
1932,2.082311922890767e-08,6.575722188983946e-09
1933,3.326492148403304e-08,3.4411986593596566e-09
1934,1.9170528275935794e-08,5.990790086229936e-09
1935,1.0771455727365264e-08,3.590485242455088e-09
1936,2.0612015205756506e-08,4.849885826274658e-09
1937,2.0145789036973838e-08,1.2591118148108649e-09
1938,6.482607339819424e-09,3.8895642262559704e-09
1939,2.7529290846928234e-08,6.117620188206274e-09
1940,2.7893612752905028e-08,7.607348528892999e-09
1941,2.6563522936839945e-08,0.0
1942,6.068423541449874e-09,3.034211770724937e-09
1943,2.0322646676618206e-08,1.4516175816936538e-08
1944,4.4984606262232774e-08,9.639558484764166e-09
1945,1.3071024262956144e-08,8.714016175304096e-09
1946,1.6705325123211878e-08,5.568441707737293e-09
1947,1.7881307101674793e-08,1.3112957830685446e-08
1948,1.4133454406817236e-08,5.435944139264848e-09
1949,1.8652315247891238e-08,2.945102384188658e-09
1950,2.4461330738745346e-08,4.2541445921528975e-09
1951,3.1984203729962246e-08,4.264560704569931e-09
1952,1.2653764258629963e-08,1.0544804140977249e-08
1953,2.5857186614075545e-08,5.386913581872932e-09
1954,2.14995790059902e-08,2.9317608341017376e-09
1955,1.6894095011821264e-08,6.569925492527773e-09
1956,3.314033847345854e-08,1.744228317335228e-09
1957,3.268964121616591e-08,1.7670075402875796e-09
1958,1.5717262158432277e-08,4.1361216673863055e-09
1959,1.2401196514133517e-08,7.750747821333448e-10
1960,6.021124931976374e-08,1.3841666701708277e-09
1961,1.667558180429296e-08,2.08444772553662e-09
1962,1.77574772664002e-08,6.341956404476434e-10
1963,2.5864213881732212e-08,0.0
1964,4.015419108327478e-08,1.2167936658258327e-09
1965,1.8057743744748223e-08,2.188817349590977e-09
1966,3.821961414018915e-08,1.6617224263271169e-09
1967,2.3172576746333107e-08,4.930335584241163e-10
1968,1.5719955115400808e-08,3.1439910674890825e-09
1969,2.2708789515490935e-08,4.995933444718048e-09
1970,1.7935027685211935e-08,2.7592350626548523e-09
1971,2.1581270104320538e-08,2.0553589941130213e-09
1972,2.0520587895589415e-08,0.0
1973,1.3783009400469837e-08,1.6539611902288698e-09
1974,1.2376257352286757e-08,1.6876715580593782e-09
1975,2.056132863970106e-08,5.711480177694739e-10
1976,1.428381679602353e-08,2.285410749536254e-09
1977,1.3516598507123945e-08,5.876781838942691e-10
1978,1.3663360221016774e-08,5.346532105932056e-09
1979,1.404473604083023e-08,1.1703946700691858e-09
1980,1.591842213599648e-08,3.411090521154847e-09
1981,1.707898356073656e-08,2.5302198114474095e-09
1982,1.4898005495922462e-08,1.8622506869903077e-09
1983,1.8314416649900522e-08,1.89459470334441e-09
1984,2.3775934110403796e-08,2.8995041922996734e-09
1985,6.617113967877231e-09,6.015558051686298e-10
1986,1.4386765556650971e-08,1.1988970927134801e-09
1987,1.099947066762752e-08,1.2221633705067347e-09
1988,9.594486094499644e-09,0.0
1989,1.7561990972581043e-08,2.7440609784434855e-09
1990,1.7435683119515488e-08,2.179460389939436e-09
1991,1.641210189973208e-08,1.1722930404189924e-09
1992,1.652983172562017e-08,2.7549720282848966e-09
1993,9.416652346772025e-09,0.0
1994,2.2154692302933654e-08,5.274926606624319e-10
1995,2.277429267394382e-08,5.422450821690461e-10
1996,2.2419987644184403e-08,5.338092190498855e-10
1997,1.5343662340683295e-08,1.917957792585412e-09
1998,1.7642078020685403e-08,4.768129224785866e-10
1999,2.2393985332769262e-08,9.140402323914998e-10
2000,1.502130686503733e-08,4.4180314962005696e-10
2001,1.7086726700199506e-08,0.0
2002,2.0153619217921914e-08,1.3143663935011318e-09
2003,2.6668306674082487e-08,4.1669229178253886e-10
2004,2.2464435645019876e-08,8.809582507929292e-10
2005,3.0175122844866564e-08,1.8014998381943315e-09
2006,1.8942293067425453e-08,4.1178899179428186e-10
2007,1.917350189728495e-08,1.1983438685803094e-09
2008,2.2138685551453818e-08,4.6831836186811415e-09
2009,2.9562793102400065e-08,4.76819250749827e-10
2010,3.070465481869178e-08,4.723793023408973e-10
2011,1.9884653923440965e-08,1.1471915639660324e-09
2012,3.234040235611246e-08,2.0425516833455504e-09
2013,2.4265387921218462e-08,1.1156500168141292e-09
2014,2.2520630693634303e-08,1.2992671383216248e-09
2015,2.6155589694099035e-08,1.5516027351836215e-09
2016,2.2163337831671015e-08,2.4856081637381067e-09
2017,3.1193579275168304e-08,1.7609279590047322e-09
2018,2.452393310647949e-08,1.8070267504555204e-09
2019,1.7346716063570966e-08,2.806086474294034e-09
