year,mes_DET arts_NOUN,mes_DET rares_ADJ
1907,5.142843373384665e-10,3.1371342856800766e-08
1908,9.822778146428846e-10,2.7994918383456024e-08
1909,0.0,3.190570296851547e-08
1910,2.6720753387721174e-09,7.481810726517324e-09
1911,5.320374141248863e-10,2.128149745317387e-08
1912,1.5628263128064646e-09,8.856016364688912e-09
1913,6.363587878865928e-09,2.5454351515463713e-08
1914,1.3393487430235496e-09,1.6072185360371805e-08
1915,1.1780761921542648e-09,2.3561523843085297e-09
1916,1.0987462051303964e-09,2.307367097387214e-08
1917,3.289927441585405e-09,1.7546279096336548e-08
1918,4.594550517822427e-09,2.2972751700933713e-08
1919,9.207848372660976e-10,1.9336480860943084e-08
1920,0.0,2.4988365154854364e-08
1921,0.0,3.7863737034626865e-08
1922,0.0,1.475587119159627e-08
1923,1.0615948120573648e-09,3.3971033985835675e-08
1924,1.289162443462999e-09,2.836157442231979e-08
1925,0.0,3.189471442510694e-08
1926,0.0,1.5604593173179637e-08
1927,0.0,1.4493992672726108e-08
1928,0.0,3.1992914983902665e-08
1929,2.2280812750352652e-09,3.342121956961819e-08
1930,2.100720708497761e-09,2.8359730563920493e-08
1931,2.2810713318222042e-09,2.0529641986399838e-08
1932,3.287861094491973e-09,1.6439305472459864e-08
1933,0.0,1.835305929454023e-08
1934,1.1981580172459871e-09,2.516131836216573e-08
1935,2.393656828303392e-09,3.111753787976568e-08
1936,1.2124714565686645e-09,2.0612015205756506e-08
1937,0.0,1.2591118370153254e-08
1938,3.8895642262559704e-09,1.8151300351654243e-08
1939,0.0,2.5999885799876665e-08
1940,0.0,3.296517903095264e-08
1941,0.0,2.6563522936839945e-08
1942,3.034211770724937e-09,3.034211815133858e-08
1943,0.0,4.935499831049128e-08
1944,0.0,2.2492303131116387e-08
1945,4.357008087652048e-09,1.5249527862692958e-08
1946,1.3921104269343232e-09,3.062643116891195e-08
1947,2.3841741914054637e-09,4.053096236411591e-08
1948,0.0,3.696441708278542e-08
1949,2.945102384188658e-09,2.9451025507221118e-08
1950,0.0,2.8715475774987453e-08
1951,0.0,2.878578464482473e-08
1952,6.326882129314981e-09,3.5852331770058754e-08
1953,5.386913581872932e-09,3.555363037310855e-08
1954,9.772536113672459e-10,3.713563856422297e-08
1955,0.0,1.970977603349411e-08
1956,0.0,4.273359266449006e-08
1957,5.301022731885041e-09,2.120409026140635e-08
1958,7.445019267748876e-09,2.7298403371123214e-08
1959,7.750747821333448e-10,2.7127618040800883e-08
1960,1.3841666701708277e-09,4.152499943899102e-08
1961,2.08444772553662e-09,3.821487482014163e-08
1962,6.341956404476434e-10,4.312530199612752e-08
1963,0.0,3.16836610281257e-08
1964,0.0,2.1293889207463224e-08
1965,3.2832261354087677e-09,2.8454625766727304e-08
1966,2.215629901769489e-09,2.3818020888910496e-08
1967,9.860671168482327e-10,3.204718113103411e-08
1968,3.1439910674890825e-09,2.605021198753832e-08
1969,1.3625273409534344e-09,2.4979668528102295e-08
1970,0.0,2.9431840076199478e-08
1971,1.541519245584766e-09,4.162102129612322e-08
1972,3.5911027485013847e-09,2.513771873990933e-08
1973,3.859242703185828e-09,2.4258096975593446e-08
1974,1.1251143350321513e-09,2.5315072038623043e-08
1975,5.711480177694739e-10,3.426888106616843e-08
1976,2.856763492431469e-09,2.6282224174778435e-08
1977,2.9383909749824966e-09,2.8796230289174218e-08
1978,0.0,3.089107558640336e-08
1979,0.0,3.803782622213703e-08
1980,1.1370301367108482e-09,3.467942044643735e-08
1981,1.2651099057237047e-09,4.7441619965837845e-08
1982,1.8622506869903077e-09,3.5382763829971964e-08
1983,6.315316047889041e-10,2.9681984869966982e-08
1984,1.739702604197646e-09,4.1752862500743504e-08
1985,1.2031116103372597e-09,3.9702682474995754e-08
1986,2.3977941854269602e-09,2.997242765090391e-08
1987,6.110816852533674e-10,2.8109757743699504e-08
1988,0.0,3.2981045006152954e-08
1989,1.0976244357863152e-09,3.073348409099452e-08
1990,0.0,4.2499476826662885e-08
1991,1.1722930404189924e-09,3.927181602136898e-08
1992,3.30596661157756e-09,3.581463703383747e-08
1993,5.539207426075166e-10,5.539207315052863e-08
1994,5.274926606624319e-10,4.4836877099996286e-08
1995,1.0844901643380922e-09,3.74149091708631e-08
1996,1.067618438099771e-09,3.896807321268625e-08
1997,3.835915585170824e-09,4.267455966378009e-08
1998,1.9072516899143466e-09,5.721754980925198e-08
1999,4.570201106446348e-09,4.570201062037427e-08
2000,1.3254094488601709e-09,5.080736142915043e-08
2001,0.0,4.205963177739136e-08
2002,4.38122149670761e-10,4.4250335395901175e-08
2003,4.1669229178253886e-10,6.792084228379736e-08
2004,0.0,4.052408031363086e-08
2005,2.7022496462691947e-09,4.909087003568402e-08
2006,1.2353669198716943e-09,5.7238670247983237e-08
2007,1.997239706952314e-09,7.629455778257466e-08
2008,0.0,6.301010602172141e-08
2009,9.53638501499654e-10,7.819835801115005e-08
2010,1.4171379625338432e-09,9.069682382900623e-08
2011,2.6767803251726008e-09,9.177532511728259e-08
2012,4.425528610241258e-09,1.0519140936082749e-07
2013,4.183687563052985e-09,1.0738131717147326e-07
2014,4.980523993225461e-09,1.4205320919558062e-07
2015,2.881548111233201e-09,1.1858678394816025e-07
2016,2.6927420848643635e-09,1.2220906508986218e-07
2017,2.264050280587071e-09,1.2678680949562704e-07
2018,4.130346731301415e-09,1.2675001670459096e-07
2019,3.06118530524202e-09,1.1402915145453107e-07
