year,nombreux_ADJ aides_NOUN,nombreux_ADJ raids_NOUN
1800,0.0,0.0
1801,2.6193008650921e-08,0.0
1802,4.475680270843441e-09,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,8.280840013696888e-09,0.0
1820,0.0,0.0
1821,1.7750679148775816e-08,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,3.3684450784221553e-09,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,9.217273055917019e-10,0.0
1828,9.172301251858528e-10,0.0
1829,8.57317605795771e-10,8.57317605795771e-10
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,1.50587169400751e-08,0.0
1834,6.534171426153534e-09,0.0
1835,1.5126175867408165e-09,0.0
1836,6.048674894287842e-09,0.0
1837,0.0,0.0
1838,7.574594285131298e-09,0.0
1839,4.194885327990505e-09,0.0
1840,1.2739377330817092e-09,0.0
1841,1.2841097074556274e-09,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,2.195424508855126e-09,0.0
1845,2.9575208060350633e-08,0.0
1846,1.1709002656346001e-09,0.0
1847,7.011190739092399e-09,0.0
1848,3.218088684420195e-09,0.0
1849,1.3407063903514427e-08,0.0
1850,6.788996032014438e-10,0.0
1851,1.0319102017319892e-08,0.0
1852,6.510545436100301e-10,0.0
1853,5.971931837933653e-10,0.0
1854,5.7152309551611324e-09,0.0
1855,7.429711956774554e-09,0.0
1856,4.659470143053568e-09,0.0
1857,8.298565390418844e-09,0.0
1858,0.0,0.0
1859,6.110608019582742e-09,0.0
1860,1.4189270203246451e-08,0.0
1861,7.073945429425521e-09,0.0
1862,1.8071945051545413e-09,0.0
1863,6.99246927027275e-09,0.0
1864,5.274200631788517e-09,0.0
1865,5.177528628053096e-09,0.0
1866,1.702964524952222e-08,1.4596839292835284e-09
1867,7.279217228983725e-09,9.7056229719783e-10
1868,7.409810987013543e-09,0.0
1869,5.371870948067681e-09,0.0
1870,0.0,0.0
1871,1.1683295220166201e-08,0.0
1872,6.652073114565837e-09,0.0
1873,6.584604861359367e-09,0.0
1874,1.1949218281515073e-09,0.0
1875,5.721527251978387e-09,0.0
1876,9.069021977836655e-09,0.0
1877,2.4739263970730008e-09,0.0
1878,9.058632954861423e-09,0.0
1879,7.94212251520321e-09,0.0
1880,6.417846254436199e-09,0.0
1881,2.7890030285249168e-09,0.0
1882,1.1314154946262533e-08,0.0
1883,6.319338941018771e-10,0.0
1884,2.6406787867472303e-09,0.0
1885,6.445635580831777e-09,0.0
1886,1.4197620856748472e-08,0.0
1887,5.876032105334161e-09,0.0
1888,4.4384300679212174e-09,0.0
1889,5.6386229019267375e-09,1.2530273485467092e-09
1890,7.865263995654459e-09,1.3108772956016423e-09
1891,1.6572972327821844e-08,6.374220040683554e-10
1892,1.002961980134387e-08,0.0
1893,4.310891643655168e-09,1.2316833108982905e-09
1894,4.411077725308132e-09,0.0
1895,7.824199066419624e-09,0.0
1896,2.948514543632541e-09,0.0
1897,8.157399200570126e-09,0.0
1898,6.7900258748920805e-09,5.6583548957434e-10
1899,6.633094074004475e-09,5.527578395003729e-10
1900,7.26747462209687e-09,4.671947717582725e-09
1901,1.3412973842719111e-08,5.588738916095792e-10
1902,6.874397495693074e-09,0.0
1903,5.400220270956879e-09,1.0800440541913758e-09
1904,1.0211787859759625e-08,2.6873125946735854e-09
1905,5.160759042333041e-10,4.1286072338664326e-09
1906,2.572092316910357e-09,1.5432553013283723e-09
1907,7.71426478252124e-09,1.5428529565042481e-09
1908,4.911389073214423e-09,4.4202499438483756e-09
1909,7.701377313651392e-09,0.0
1910,1.0153886620400954e-08,0.0
1911,7.448523575703803e-09,0.0
1912,4.688478938419394e-09,5.2094213387476884e-09
1913,8.484783542428431e-09,4.772690687104841e-09
1914,6.027069510139427e-09,2.0090231700464756e-09
1915,2.3561523843085297e-09,1.2958838002674611e-08
1916,5.493730803607377e-09,5.16410700868164e-08
1917,2.1932848870420685e-09,3.180263030699848e-08
1918,1.2635013924011673e-08,5.743188236095875e-08
1919,1.8415696745321952e-09,1.8415697411455767e-08
1920,1.514446346106979e-09,9.086678076641874e-09
1921,4.543648568500203e-09,4.543648568500203e-09
1922,3.6889677978990676e-09,1.2542490601674672e-08
1923,2.1231896241147297e-09,7.431163684401554e-09
1924,9.02413699321869e-09,6.445812328337297e-09
1925,9.898360353588487e-09,8.798542339150117e-09
1926,2.229227691330493e-09,1.114613823460786e-08
1927,6.689535148041159e-09,8.919379901328739e-09
1928,4.570416489713125e-09,7.998228745975666e-09
1929,3.342121912552898e-09,5.570202965543558e-09
1930,1.0503603542488804e-09,5.2518016602221e-09
1931,5.7026783295555106e-09,9.124285327288817e-09
1932,9.863582839386709e-09,8.767629289252454e-09
1933,4.588264879146209e-09,1.4911860191091364e-08
1934,3.5944740517379614e-09,1.677421224144382e-08
1935,5.98414207075848e-09,3.590485242455088e-09
1936,2.424942913137329e-09,8.487299751891442e-09
1937,3.777335333410292e-09,6.295559185076627e-09
1938,2.5930428915188486e-09,7.779128452511941e-09
1939,6.117620188206274e-09,9.176430282309411e-09
1940,5.0715658339584024e-09,1.7750480196809804e-08
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,6.068423541449874e-09
1943,5.806470415592457e-09,1.4516176261025748e-08
1944,1.927911696952833e-08,7.711646965447017e-08
1945,4.357008087652048e-09,1.350672471644998e-07
1946,5.568441707737293e-09,9.744772988540262e-09
1947,1.6689218895749036e-08,4.7683483828109274e-09
1948,5.435944139264848e-09,6.523132700664291e-09
1949,6.8719057111366055e-09,3.9268033269479474e-09
1950,3.190608444114673e-09,1.3825969702452312e-08
1951,4.264560704569931e-09,1.5992101864981123e-08
1952,4.2179215675730575e-09,8.435843024123812e-09
1953,5.386913581872932e-09,5.386913581872932e-09
1954,8.795282724349818e-09,1.172704333640695e-08
1955,3.754243138587299e-09,9.385607846468247e-09
1956,8.72114114258693e-09,5.232684952005684e-09
1957,3.534015080575159e-09,6.184526224473075e-09
1958,6.617794756635931e-09,1.1581140491045971e-08
1959,1.1626121398933265e-08,1.1626121398933265e-08
1960,6.2287499602575735e-09,5.536666680683311e-09
1961,6.25334317660986e-09,3.47407969059077e-09
1962,2.5367825617905737e-09,1.331810839388936e-08
1963,5.819448034571906e-09,2.5864212993553792e-09
1964,7.909158661334459e-09,3.6503808864551957e-09
1965,7.1136563306595235e-09,5.47204326295514e-09
1966,1.0524241922382771e-08,8.862519940144864e-09
1967,3.944268467392931e-09,1.1339771788243524e-08
1968,6.287982134978165e-09,1.9313088017725022e-08
1969,9.537691525451919e-09,4.5417576088890854e-09
1970,4.1388523719376735e-09,1.1036939723263473e-08
1971,5.138397263237948e-09,3.5968783507200897e-09
1972,4.6171320100540925e-09,1.3851396474251487e-08
1973,4.9618833486420044e-09,1.0475087464101307e-08
1974,6.1881286761433785e-09,5.06301445213353e-09
1975,5.711480177694739e-09,1.028066431985053e-08
1976,6.8562320265641574e-09,1.2569759455516305e-08
1977,7.052138428775834e-09,1.1753563455840776e-08
1978,1.3069301196821925e-08,8.316828115084718e-09
1979,5.851973128301324e-09,5.851973128301324e-09
1980,1.7055452605774235e-09,1.0801786243241907e-08
1981,4.427884725544118e-09,6.958104370458074e-09
1982,1.1173503899897241e-08,1.1173503899897241e-08
1983,8.209910973278056e-09,1.4525227243211702e-08
1984,4.059305780401701e-09,8.118611838359158e-09
1985,6.015557829641693e-09,7.820225356169885e-09
1986,7.1933827783254856e-09,7.193382389747427e-09
1987,3.6664902225425067e-09,7.944062296871834e-09
1988,5.396898483667201e-09,1.139345240375178e-08
1989,2.7440609784434855e-09,1.3720305780395847e-08
1990,4.90378582185258e-09,1.0897301727652575e-08
1991,1.1722930404189924e-09,1.6998249918742658e-08
1992,2.2039776670368383e-09,1.983579878128694e-08
1993,8.308811416668505e-09,9.416652346772025e-09
1994,8.439882570598911e-09,1.3714809510290138e-08
1995,0.0,1.4640617607142303e-08
1996,5.871901187504136e-09,1.975094043871195e-08
1997,3.3564262480467733e-09,1.5823152565985765e-08
1998,3.814503379828693e-09,2.0502955777601528e-08
1999,5.0272213059088244e-09,1.6452723627935484e-08
2000,6.185244316725402e-09,1.2812291672048559e-08
2001,5.257454027685071e-09,1.621048362210331e-08
2002,5.257465574004527e-09,2.102986229601811e-08
2003,4.166922806803086e-09,1.4167538087139775e-08
2004,1.1011977996133737e-08,1.3654853081579432e-08
2005,8.557123898356167e-09,1.5312748624651817e-08
2006,4.529678854225949e-09,1.7706927479821388e-08
2007,1.1983438685803094e-09,2.077129401811817e-08
2008,2.1287198670449925e-09,2.5970381400952647e-08
2009,2.384096253749135e-09,2.0503227560197956e-08
2010,4.723792912386671e-09,1.2754241218715379e-08
2011,2.2943831279320648e-09,2.562061141020422e-08
2012,5.446804340891731e-09,1.4297861561374248e-08
2013,4.462600067256517e-09,1.2829975304384789e-08
2014,3.031623174720721e-09,1.8839372728507442e-08
2015,5.763096222466402e-09,1.728928858413248e-08
2016,3.72841224560716e-09,1.1392370602436586e-08
2017,2.0124890642847504e-09,2.0628013075452145e-08
2018,2.581466596041082e-09,1.7037679711506826e-08
2019,4.591778068885333e-09,1.403043281555938e-08
