year,avais_VERB ajouté_VERB,avais_VERB rajouté_VERB
1963,8.405868889838075e-09,0.0
1964,1.0951143103454797e-08,0.0
1965,8.20806533852192e-09,0.0
1966,4.985167390003653e-09,0.0
1967,6.902469706915326e-09,0.0
1968,4.042274071025531e-09,0.0
1969,5.450109252791435e-09,0.0
1970,7.817832603507213e-09,0.0
1971,7.193756701440179e-09,0.0
1972,8.721249500354133e-09,0.0
1973,4.410563025913916e-09,0.0
1974,9.563471792262135e-09,0.0
1975,3.4268881066168433e-09,5.711480177694739e-10
1976,3.9994687561772935e-09,5.713526873840635e-10
1977,5.289103821581875e-09,0.0
1978,4.158414057542359e-09,1.7821774056514528e-09
1979,4.096381456264453e-09,0.0
1980,9.096241093686785e-09,0.0
1981,9.488323904349727e-09,0.0
1982,5.586751949948621e-09,0.0
1983,5.052252838311233e-09,6.315316047889041e-10
1984,5.799008384599347e-09,0.0
1985,4.210890747202711e-09,0.0
1986,4.196139880008332e-09,5.994485463567401e-10
1987,8.555143260480236e-09,0.0
1988,2.99827696004229e-09,0.0
1989,7.134558721588746e-09,5.488122178931576e-10
1990,3.814055737905164e-09,1.6345953479657283e-09
1991,4.10302547493302e-09,0.0
1992,8.815910668147353e-09,5.509944167592096e-10
1993,6.647049133334804e-09,5.539207426075166e-10
1994,3.6924485691258724e-09,5.274926606624319e-10
1995,7.0491861237087505e-09,0.0
1996,5.871901187504136e-09,0.0
1997,3.835915585170824e-09,9.58978896292706e-10
1998,6.675381136744818e-09,0.0
1999,6.8553016596695215e-09,9.140402323914998e-10
2000,8.394259509714175e-09,3.092622158362701e-09
2001,7.886181485616817e-09,0.0
2002,6.571832411594869e-09,8.76244299341522e-10
2003,1.0417307017007715e-08,1.6667691671301554e-09
2004,7.047666006343434e-09,8.809582507929292e-10
2005,5.404499514582994e-09,4.5037495954858286e-10
2006,1.1941880373456115e-08,2.0589450144825605e-09
2007,8.787854888225866e-09,1.1983438685803094e-09
2008,5.960415716543821e-09,1.2772318758180745e-09
2009,1.192048149079028e-08,4.76819250749827e-10
2010,1.1809482280966677e-08,3.3066551718974324e-09
2011,1.4913490886669933e-08,1.529588788962144e-09
2012,1.327658516458996e-08,1.0212758416727752e-09
2013,1.7571487376244477e-08,5.020424964641279e-09
2014,1.7323561252169384e-08,3.4647122948427977e-09
2015,1.3742767812630063e-08,3.546520632724537e-09
2016,1.3877977877996273e-08,1.2428040818690533e-09
2017,1.8112402244696568e-08,1.7609279590047322e-09
2018,2.090988004965766e-08,3.0977600484760615e-09
2019,1.3265136544760026e-08,3.3162841361900064e-09
