year,avais_VERB ajouté_VERB,avais_VERB rajouté_VERB
1800,6.288328968651058e-09,0.0
1801,1.4287095950749062e-08,0.0
1802,1.1189200677108602e-08,0.0
1803,2.9255089017965474e-08,0.0
1804,7.4155526164076946e-09,0.0
1805,8.528632911009026e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,2.3401267590372754e-09,0.0
1811,5.0141535368197765e-09,0.0
1812,0.0,0.0
1813,5.751483289628823e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,5.3304887615013286e-08,0.0
1817,0.0,0.0
1818,4.768470951432846e-09,0.0
1819,2.070210003424222e-09,0.0
1820,1.1866481131050932e-09,0.0
1821,2.5639868894700157e-08,0.0
1822,1.303330066093622e-08,0.0
1823,8.894418535021487e-09,0.0
1824,2.5263338088166165e-09,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,2.7651818612639545e-09,0.0
1828,6.420610709767516e-09,0.0
1829,1.714635211591542e-09,0.0
1830,9.39315203396518e-09,0.0
1831,1.2472964883158966e-08,0.0
1832,5.411987746839486e-09,0.0
1833,8.108539617524002e-09,0.0
1834,3.733812370398937e-09,0.0
1835,3.781543966852041e-09,0.0
1836,2.688300027031687e-09,0.0
1837,2.0177884252348122e-08,0.0
1838,1.8936485712828244e-09,0.0
1839,1.1885507689157748e-08,0.0
1840,1.2739377552861697e-08,0.0
1841,1.0272877659645019e-08,0.0
1842,1.609983613093391e-08,0.0
1843,5.31621990873532e-09,0.0
1844,1.811225303072206e-08,0.0
1845,8.928364714222425e-09,0.0
1846,6.439951683034906e-09,0.0
1847,8.089835468183537e-09,0.0
1848,3.218088684420195e-09,0.0
1849,1.6758829879393033e-09,0.0
1850,1.0183494048021657e-08,0.0
1851,3.2247193804124663e-09,0.0
1852,1.4323200403509873e-08,0.0
1853,5.3747388761848924e-09,0.0
1854,1.454786069388092e-08,0.0
1855,6.368324534378189e-09,0.0
1856,1.65670055451983e-08,0.0
1857,1.9037885934380938e-08,0.0
1858,5.872411001917044e-09,0.0
1859,7.129042689513199e-09,0.0
1860,5.034902272882391e-09,0.0
1861,4.008569121083383e-08,0.0
1862,4.066187830886747e-09,0.0
1863,3.995696662428827e-09,0.0
1864,8.63051052846231e-09,0.0
1865,1.0825742080555756e-08,0.0
1866,6.3252967308358166e-09,0.0
1867,1.164674756637396e-08,0.0
1868,1.1361710683388537e-08,0.0
1869,3.4184632902167778e-09,0.0
1870,5.734048791339319e-09,0.0
1871,7.434824311758348e-09,0.0
1872,1.0280476914203973e-08,0.0
1873,1.0774807712721213e-08,0.0
1874,8.961913877669758e-09,0.0
1875,1.3159512590732447e-08,0.0
1876,8.464420275799966e-09,0.0
1877,6.80329748092845e-09,0.0
1878,4.831270938865373e-09,0.0
1879,9.774920428640144e-09,0.0
1880,1.0268554007097919e-08,0.0
1881,6.2752567586699115e-09,0.0
1882,5.324308105514319e-09,0.0
1883,6.951272890631799e-09,0.0
1884,8.582206056928499e-09,0.0
1885,7.7347630522695e-09,0.0
1886,1.097088819790315e-08,0.0
1887,4.570247291724172e-09,0.0
1888,4.4384300679212174e-09,0.0
1889,8.771191772893872e-09,0.0
1890,1.1142456735058204e-08,0.0
1891,5.736798147637501e-09,0.0
1892,6.268512375839919e-09,0.0
1893,1.7243566574620672e-08,0.0
1894,1.3863386882917439e-08,0.0
1895,1.3842813118003505e-08,0.0
1896,4.1279202278587945e-09,0.0
1897,6.409385022720926e-09,0.0
1898,5.092519295146758e-09,0.0
1899,3.8693048765026106e-09,0.0
1900,7.786579381274805e-09,0.0
1901,5.029864968975062e-09,0.0
1902,6.874397495693074e-09,0.0
1903,6.480264325148255e-09,0.0
1904,1.0749250378694342e-08,0.0
1905,4.64468330463319e-09,0.0
1906,5.658602919567102e-09,0.0
1907,5.142843484406967e-09,0.0
1908,3.437972351250096e-09,0.0
1909,1.1552065082298668e-08,0.0
1910,9.085056262847502e-09,0.0
1911,4.788336838146279e-09,0.0
1912,3.125652625612929e-09,0.0
1913,7.42418571064718e-09,0.0
1914,6.696743604095445e-09,0.0
1915,1.1780762143587253e-08,0.0
1916,5.493730803607377e-09,0.0
1917,1.0966424435210342e-09,0.0
1918,1.1486376294556067e-09,0.0
1919,2.762354567309444e-09,0.0
1920,2.2716695191604686e-09,0.0
1921,3.7863738810983705e-09,0.0
1922,5.902348387820666e-09,0.0
1923,1.2739137744688378e-08,0.0
1924,7.734974438733389e-09,0.0
1925,2.1996355847875293e-09,0.0
1926,1.7833821530643945e-08,0.0
1927,2.2298449753321847e-09,0.0
1928,7.998228745975666e-09,0.0
1929,6.684243825105796e-09,0.0
1930,4.201441416995522e-09,0.0
1931,3.4216069977333063e-09,0.0
1932,3.287861094491973e-09,0.0
1933,2.2941324395731044e-09,0.0
1934,9.585264137967897e-09,0.0
1935,4.787313656606784e-09,0.0
1936,6.0623572828433225e-09,0.0
1937,5.0364472592434595e-09,0.0
1938,1.2965214457594243e-09,0.0
1939,7.647025235257843e-09,0.0
1940,7.607348528892999e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,6.068423541449874e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,6.535512131478072e-09,0.0
1946,1.3921104269343232e-08,0.0
1947,4.7683483828109274e-09,0.0
1948,2.174377566888097e-09,0.0
1949,4.908504269707237e-09,0.0
1950,1.0635361480382244e-09,0.0
1951,1.0661401539380222e-08,0.0
1952,8.435843135146115e-09,0.0
1953,1.0773827385790469e-09,0.0
1954,7.818028890937967e-09,0.0
1955,5.631364707880948e-09,0.0
1956,5.232684952005684e-09,0.0
1957,5.301022731885041e-09,0.0
1958,5.790570245522986e-09,0.0
1959,8.525822714489095e-09,0.0
1960,6.2287499602575735e-09,2.7683333403416555e-09
1961,9.72742331128984e-09,0.0
1962,1.0147130247162295e-08,0.0
