year,pouvais_VERB appeler_VERB,pouvais_VERB rappeler_VERB
1889,6.265136742733546e-10,6.265136742733546e-10
1890,8.520702365899524e-09,1.3108772956016423e-09
1891,6.3742202627281586e-09,4.461953917456185e-09
1892,2.5074049503359674e-09,2.5074049503359674e-09
1893,7.390100087434348e-09,1.2316833108982905e-09
1894,6.301539290376468e-09,0.0
1895,1.2037228991346183e-09,1.8055843487019274e-09
1896,5.89702897624278e-10,0.0
1897,1.1653427112179315e-09,0.0
1898,3.960848538042683e-09,3.960848538042683e-09
1899,5.527578395003729e-09,3.3165470370022376e-09
1900,2.595526460424935e-09,5.191053142894475e-10
1901,2.235495566438317e-09,1.676621730339889e-09
1902,2.9461704187383475e-09,4.910283846193408e-10
1903,0.0,5.400220270956879e-10
1904,5.374625189347171e-10,5.374625189347171e-10
1905,5.160759042333041e-10,2.0643036169332163e-09
1906,4.115347618238729e-09,1.5432553013283723e-09
1907,1.5428529565042481e-09,5.142843373384665e-10
1908,5.40252820258047e-09,9.822778146428846e-10
1909,5.500983557560346e-10,1.6502950117569526e-09
1910,3.740905363258662e-09,0.0
1911,1.5961122423746588e-09,0.0
1912,5.209421227725386e-10,0.0
1913,2.121195885607108e-09,0.0
1914,0.0,0.0
1915,1.1780761921542648e-09,0.0
1916,0.0,1.0987462051303964e-09
1917,1.0966424435210342e-09,0.0
1918,1.1486376294556067e-09,0.0
1919,0.0,5.524709134618888e-09
1920,1.514446346106979e-09,0.0
1921,7.572747429129834e-10,4.543648568500203e-09
1922,5.902348387820666e-09,7.377935484775833e-10
1923,1.0615948120573648e-09,0.0
1924,3.867487219366694e-09,0.0
1925,5.499089184013428e-09,1.0998177923937646e-09
1926,3.343841648018042e-09,1.1146138456652466e-09
1927,0.0,0.0
1928,2.2852082448565625e-09,0.0
1929,8.912325100141061e-09,0.0
1930,0.0,0.0
1931,1.1405356659111021e-09,3.4216069977333063e-09
1932,3.287861094491973e-09,1.0959536611565568e-09
1933,5.735331320977366e-09,1.1470662197865522e-09
1934,4.7926320689839486e-09,0.0
1935,5.98414207075848e-09,2.393656828303392e-09
1936,1.2124714565686645e-09,2.424942913137329e-09
1937,1.2591118148108649e-09,3.777335333410292e-09
1938,5.186085783037697e-09,2.5930428915188486e-09
1939,3.058810094103137e-09,0.0
1940,0.0,2.5357829169792012e-09
1941,8.854508237732261e-09,0.0
1942,1.2136847082899749e-08,0.0
1943,0.0,2.9032352077962287e-09
1944,3.2131861615880553e-09,0.0
1945,4.357008087652048e-09,2.178504043826024e-09
1946,6.960552134671616e-09,0.0
1947,0.0,0.0
1948,2.174377566888097e-09,2.174377566888097e-09
1949,0.0,1.9634016634739737e-09
1950,4.2541445921528975e-09,3.190608444114673e-09
1951,5.330700769690111e-09,0.0
1952,6.326882129314981e-09,3.1634410646574906e-09
1953,7.54167928107563e-09,3.232148326759443e-09
1954,1.9545072227344917e-09,0.0
1955,4.6928039232341234e-09,0.0
1956,4.360570571293465e-09,0.0
1957,2.6505113659425206e-09,0.0
1958,1.0753916868111446e-08,0.0
1959,6.200598257066758e-09,0.0
1960,4.152500121534786e-09,6.920833350854139e-10
1961,5.55852741612739e-09,4.86371165564492e-09
1962,4.43936931660005e-09,0.0
1963,5.1728425987107585e-09,0.0
1964,2.4335873316516654e-09,6.083968329129164e-10
1965,1.6416130677043839e-09,5.472043373977442e-10
1966,4.985167390003653e-09,5.539074754423723e-10
1967,4.930335695263466e-09,4.930335584241163e-10
1968,5.3896989093971115e-09,1.7965663401398047e-09
1969,2.7250546263957176e-09,0.0
1970,1.3796175313274261e-09,0.0
1971,1.541519245584766e-09,1.541519245584766e-09
1972,2.565073486948677e-09,1.5390440033513642e-09
1973,6.615844760915479e-09,1.102640756478479e-09
1974,2.2502286700643026e-09,0.0
1975,3.998036124386317e-09,1.7134440533084216e-09
1976,1.142705374768127e-09,0.0
1977,2.938390863960194e-09,0.0
1978,5.940591352171509e-10,1.1881182704343018e-09
1979,4.096381456264453e-09,5.851973350345929e-10
1980,2.2740602734216964e-09,0.0
1981,3.1627747087981106e-09,0.0
1982,1.2415004579935385e-09,0.0
1983,5.052252838311233e-09,0.0
1984,4.639206796497319e-09,0.0
1985,1.2031116103372597e-09,0.0
1986,2.3977941854269602e-09,4.196139880008332e-09
1987,4.277571630240118e-09,1.8332451112712533e-09
1988,4.197587610832443e-09,0.0
1989,3.2928733073589456e-09,5.488122178931576e-10
1990,2.724325431913144e-09,0.0
1991,5.2753188484189195e-09,0.0
1992,7.162927584403178e-09,0.0
1993,8.862731881720265e-09,0.0
1994,4.2199412852994556e-09,5.274926606624319e-10
1995,8.675921314704738e-09,1.626735190995987e-09
1996,3.736664311304594e-09,1.6014276571496566e-09
1997,7.192341833217597e-09,9.58978896292706e-10
1998,7.152193948201102e-09,0.0
1999,6.8553016596695215e-09,0.0
2000,4.418031274155965e-09,8.836062992401139e-10
2001,7.0099388516098315e-09,0.0
2002,7.448076377869484e-09,0.0
2003,7.083769126836614e-09,8.333845835650777e-10
2004,5.726228824443069e-09,0.0
2005,8.557123898356167e-09,4.5037495954858286e-10
2006,1.070651389767363e-08,1.2353669198716943e-09
2007,1.2382886716011399e-08,1.997239706952314e-09
2008,1.3198063086861112e-08,0.0
2009,1.4781396551200032e-08,1.430457752249481e-09
2010,1.747803501928047e-08,1.8895172093635892e-09
2011,2.6385405860196443e-08,1.1471915639660324e-09
2012,2.5872321174347235e-08,3.4042526575461807e-09
2013,3.430623962685786e-08,3.0680376017500066e-09
2014,2.663497511434798e-08,3.031623174720721e-09
2015,3.014542571122547e-08,4.211493376260478e-09
2016,3.4384243008389603e-08,1.4499380585064614e-09
2017,3.069045817483129e-08,2.5156112748447867e-09
2018,3.252647928775332e-08,2.0651733656507076e-09
2019,3.57138283391123e-08,2.04079020349468e-09
