year,avons_VERB assuré_VERB,avons_VERB rassuré_VERB
1859,3.1571474323754956e-08,2.036869339860914e-09
1860,2.654766717569146e-08,0.0
1861,4.8574428035408346e-08,0.0
1862,3.162590545002786e-08,0.0
1863,2.8968800691586694e-08,0.0
1864,1.0068928801842958e-08,9.589455896019672e-10
1865,3.294790928975999e-08,4.23615986733239e-09
1866,1.4596838404656864e-08,4.865612912574591e-10
1867,2.038180824115443e-08,9.7056229719783e-10
1868,2.4699369660652337e-08,0.0
1869,1.4650557211837167e-08,0.0
1870,1.77755516972411e-08,0.0
1871,4.5671061599250606e-08,0.0
1872,2.1770421909650395e-08,0.0
1873,3.23244258026989e-08,2.9930022904522957e-09
1874,2.5690820137924675e-08,4.182226565063729e-09
1875,2.7463329388410784e-08,0.0
1876,1.874264654588842e-08,1.813804439976252e-09
1877,9.27722432209066e-09,0.0
1878,2.0532901601200138e-08,1.8117265465633636e-09
1879,2.6881030734671185e-08,6.10932526790009e-10
1880,1.0910338410496934e-08,7.059631101924424e-09
1881,1.673401861523871e-08,2.091752326904839e-09
1882,1.5972924316542958e-08,3.3276925659464496e-09
1883,2.8437025179073316e-08,1.8958017378167824e-09
1884,2.9047466654219534e-08,0.0
1885,1.6114089618213256e-08,6.445635691854079e-10
1886,3.1621972595985426e-08,1.2906927748801422e-09
1887,2.7421483750345033e-08,2.6115698492645834e-09
1888,1.3315291091942072e-08,0.0
1889,2.255449160770695e-08,1.8795409673089125e-09
1890,3.8015443237782165e-08,6.554386478008212e-10
1891,7.01164211136529e-08,1.2748440081367107e-09
1892,3.19694137829174e-08,0.0
1893,5.049901474762919e-08,0.0
1894,5.041231432301174e-08,1.8904617871129403e-09
1895,3.370423939941247e-08,6.018614495673091e-10
1896,3.3613066108273415e-08,1.7691086373616827e-09
1897,3.6708296846654775e-08,0.0
1898,2.2067583316243145e-08,2.26334195829736e-09
1899,4.4220627160029835e-08,2.2110313580014918e-09
1900,2.5436159845071415e-08,2.07642125715779e-09
1901,3.63268028991115e-08,2.235495566438317e-09
1902,1.5221880644844532e-08,1.4730852093691738e-09
1903,4.482182802689749e-08,2.1600881083827517e-09
1904,2.956043942958786e-08,4.837162670412454e-09
1905,3.509316215399849e-08,0.0
1906,3.806696469155213e-08,0.0
1907,4.217131532868734e-08,5.142843373384665e-10
1908,3.192402786567072e-08,4.911389073214423e-10
1909,3.245580160182726e-08,1.1001967115120692e-09
1910,3.7943468811363346e-08,2.137660271017694e-09
1911,4.362706818028528e-08,6.384448969498635e-09
1912,2.6047105805560022e-08,2.6047106693738442e-09
1913,3.8711824856818566e-08,1.060597942803554e-09
1914,3.4823067096567684e-08,1.3393487430235496e-09
1915,8.599955947374838e-08,7.068456930880984e-09
1916,1.1756584683553228e-07,0.0
1917,4.605898240583883e-08,2.1932848870420685e-09
1918,3.2161853624756986e-08,1.1486376294556067e-09
1919,5.248473655683483e-08,9.207848372660976e-10
1920,4.0890050456710014e-08,1.514446346106979e-09
1921,4.8465583546430935e-08,0.0
1922,3.6889677090812256e-08,2.2133805899215986e-09
1923,2.653987074552333e-08,1.0615948120573648e-09
1924,3.2229060309418855e-08,0.0
1925,2.5295809891190402e-08,1.0998177923937646e-09
1926,5.3501466368288675e-08,0.0
1927,2.2298449309232637e-08,0.0
1928,3.999114284169991e-08,1.2568645679778001e-08
1929,3.342121956961819e-08,2.2280812750352652e-09
1930,2.7309368988426286e-08,3.1510811737689437e-09
1931,1.8248570654577634e-08,1.1405356659111021e-09
1932,2.4110979879310435e-08,0.0
1933,4.473558234963093e-08,0.0
1934,2.3963160344919743e-08,1.1981580172459871e-09
1935,2.6330225111337313e-08,0.0
1936,2.5461901032031165e-08,0.0
1937,3.777335422228134e-08,1.2591118148108649e-09
1938,2.9819993585533666e-08,1.2965214457594243e-09
1939,4.282334131744392e-08,3.058810094103137e-09
1940,3.803674530900025e-08,2.5357829169792012e-09
1941,1.1806010391524069e-08,0.0
1942,1.517105907566929e-08,0.0
1943,2.322588166236983e-08,2.9032352077962287e-09
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,4.357008265287732e-08,0.0
1946,3.897909195416105e-08,0.0
1947,3.9338875268413176e-08,0.0
1948,4.348755311411878e-08,1.0871887834440486e-09
1949,3.5341230386620737e-08,1.9634016634739737e-09
1950,4.5732054587688253e-08,5.317680518146517e-09
1951,2.5587365115598004e-08,0.0
1952,3.057992969957013e-08,0.0
1953,3.878577814475648e-08,0.0
1954,3.8112890621277984e-08,9.772536113672459e-10
1955,2.3464020060259827e-08,9.385607846468247e-10
1956,2.616342520411763e-08,0.0
1957,3.0922631566454584e-08,3.534015080575159e-09
1958,2.4816730004317833e-08,0.0
1959,2.5577467255288866e-08,7.750747821333448e-10
1960,4.290916777449638e-08,3.460416619915918e-09
1961,1.598076693198891e-08,0.0
1962,2.7904608401740916e-08,1.9025869768540815e-09
1963,3.168366191630412e-08,1.939815863494232e-09
1964,3.6503809752730376e-08,1.2167936658258327e-09
1965,2.681301225493371e-08,0.0
1966,2.4925835617750636e-08,1.6617224263271169e-09
1967,4.240088458118407e-08,0.0
1968,3.2787337289619245e-08,0.0
1969,5.677197378872734e-08,1.8167031212712459e-09
1970,3.724967356788511e-08,4.5987250119061684e-10
1971,3.083038535578453e-08,0.0
1972,2.5137719461554298e-08,1.0260293725750103e-09
1973,4.465695013777804e-08,2.7566018356850464e-09
1974,2.925297337696975e-08,5.625571675160757e-10
1975,3.5982324675387645e-08,5.711480177694739e-10
1976,4.285145038807059e-08,1.142705374768127e-09
1977,4.818961230057539e-08,5.876781838942691e-10
1978,3.5643548557118265e-08,1.7821774056514528e-09
1979,4.213420723431227e-08,2.3407893401383717e-09
1980,2.3309118191150446e-08,2.2740602734216964e-09
1981,3.6055631369436014e-08,1.2651099057237047e-09
1982,2.855450986771757e-08,1.2415004579935385e-09
1983,3.536576898000021e-08,0.0
1984,3.827345551599137e-08,1.1598016991243298e-09
1985,3.4890238254092765e-08,6.015558051686298e-10
1986,4.076250093021372e-08,1.1988970927134801e-09
1987,2.9331921780340053e-08,2.4443267410134695e-09
1988,2.998276826815527e-08,2.99827696004229e-09
1989,3.1831110192115375e-08,1.0976244357863152e-09
1990,2.8332985735346483e-08,4.90378582185258e-09
1991,2.7548885839223658e-08,1.1722930404189924e-09
1992,2.589673719910479e-08,5.509944167592096e-10
1993,3.600484888011124e-08,1.661762283333701e-09
1994,3.428702299856923e-08,1.0549853213248639e-09
1995,3.145021310047014e-08,5.422450821690461e-10
1996,2.4555223632205525e-08,0.0
1997,3.212579358091716e-08,3.3564262480467733e-09
1998,2.860877579280441e-08,1.9072516899143466e-09
1999,2.970630674781205e-08,2.7421207526856506e-09
2000,2.960081069147691e-08,2.6508188977203417e-09
2001,3.1544725942467267e-08,1.3143635069212678e-09
2002,2.8477940006155222e-08,3.9430991805033955e-09
2003,2.541822929913451e-08,2.083461403401543e-09
2004,3.259545522382723e-08,3.9643119897903034e-09
2005,1.8915748967174295e-08,1.3511248786457486e-09
2006,3.1295964930677656e-08,0.0
2007,2.75619083112133e-08,2.3966877371606188e-09
2008,2.5970381400952647e-08,1.2772318758180745e-09
2009,2.1933685090402832e-08,2.384096253749135e-09
2010,3.684558436134466e-08,1.8895172093635892e-09
2011,2.6767803973370974e-08,3.823971805871906e-09
2012,2.7234021260369445e-08,2.382976926895708e-09
2013,2.7054513296320692e-08,2.2313000336282585e-09
2014,2.3603352161671864e-08,3.2481677347817595e-09
2015,1.773260294157808e-08,3.768178213903184e-09
2016,2.278474120487317e-08,2.899876117012923e-09
2017,3.0438897624662786e-08,5.534344982294215e-09
2018,2.8396133444630323e-08,3.872199894061623e-09
2019,2.806086563111876e-08,4.08158040698936e-09
