year,plus_ADV empli_VERB,plus_ADV rempli_VERB
1871,0.0,9.134212319850121e-08
1872,0.0,1.1610891448299299e-07
1873,0.0,1.1014248002538807e-07
1874,0.0,8.304706966555386e-08
1875,0.0,1.4704325224101922e-07
1876,0.0,1.1426968171690532e-07
1877,0.0,1.5276495446414629e-07
1878,0.0,1.497694057661647e-07
1879,2.443730107160036e-09,1.8389069111890421e-07
1880,6.417846254436199e-10,1.5274474662874127e-07
1881,0.0,1.0110135661989261e-07
1882,0.0,1.3111109353758366e-07
1883,6.319338941018771e-10,1.0174135667284645e-07
1884,0.0,1.0892799906514483e-07
1885,0.0,1.2504533231094683e-07
1886,6.453463874400711e-10,8.64764189145717e-08
1887,0.0,1.0707436359780331e-07
1888,0.0,9.637734166290102e-08
1889,0.0,9.335053618997335e-08
1890,0.0,1.0880281564595862e-07
1891,6.374220040683554e-10,1.2302244556394726e-07
1892,0.0,8.337121215618026e-08
1893,2.463366621796581e-09,5.7273272346947124e-08
1894,1.8904617871129403e-09,8.192001388351855e-08
1895,6.018614495673091e-10,6.560289733670288e-08
1896,1.179405795248556e-09,6.958494225273171e-08
1897,5.826713556089658e-10,9.089673369544471e-08
1898,0.0,8.034864151795773e-08
1899,0.0,7.241127519819202e-08
1900,0.0,7.371295396296773e-08
1901,0.0,4.694540578498163e-08
1902,9.820567692386817e-10,5.254003809795904e-08
1903,0.0,5.022204874194358e-08
1904,1.0749250378694342e-09,5.105894018697654e-08
1905,7.741138396966107e-09,7.121847289681682e-08
1906,1.0288369045596824e-09,6.687439935149087e-08
1907,0.0,7.662836765121028e-08
1908,0.0,6.826830656336824e-08
1909,3.300590023513905e-09,9.791750699150725e-08
1910,5.344150677544235e-10,5.7716828649745366e-08
1911,1.0640748282497725e-09,7.022893555586052e-08
1912,0.0,7.60575531444374e-08
1913,0.0,7.371155419377828e-08
1914,0.0,7.768223042603495e-08
1915,7.068456930880984e-09,5.5369582696584985e-08
1916,0.0,6.043104150421641e-08
1917,0.0,4.605898240583883e-08
1918,5.743188147278033e-09,3.9053681177847466e-08
1919,4.603924352863942e-09,5.4326307008523145e-08
1920,3.028892692213958e-09,5.7548959375708364e-08
1921,6.815472630705699e-09,6.512562578109282e-08
1922,0.0,9.812654155894052e-08
1923,0.0,7.961961046021315e-08
1924,0.0,7.60605871619191e-08
1925,0.0,8.798542694421485e-08
1926,0.0,7.356451448004009e-08
1927,2.2298449753321847e-09,8.250426475342465e-08
1928,1.1426041224282812e-09,5.9415413034002995e-08
1929,2.2280812750352652e-09,7.686880110213679e-08
1930,1.0503603542488804e-09,5.882018072611572e-08
1931,1.1405356659111021e-09,8.55401722787974e-08
1932,1.0959536611565568e-09,6.575722011348262e-08
1933,0.0,8.373583426646292e-08
1934,9.585264137967897e-09,5.032263672433146e-08
1935,3.590485242455088e-09,7.89906735576551e-08
1936,1.2124714565686645e-09,4.122403041151301e-08
1937,0.0,4.406891207509034e-08
1938,0.0,4.926781471681352e-08
1939,0.0,3.5176316970364496e-08
1940,0.0,4.564409294971483e-08
1941,0.0,7.969057236323351e-08
1942,0.0,6.675266206457309e-08
1943,0.0,9.00002916637277e-08
1944,0.0,6.42637232317611e-08
1945,2.178504043826024e-09,7.189063211399116e-08
1946,0.0,6.542919095409161e-08
1947,0.0,4.887557025767819e-08
1948,1.0871888278529696e-08,6.414413888933268e-08
1949,9.817008317369869e-10,4.810334175431308e-08
1950,3.190608444114673e-09,5.7430952438153327e-08
1951,3.1984206394497505e-09,6.396840745992449e-08
1952,7.381362632230548e-09,6.432330224015459e-08
1953,0.0,4.201792691560513e-08
1954,3.9090144454689835e-09,4.69081733456278e-08
1955,9.385607846468247e-10,5.349796339260138e-08
1956,4.360570571293465e-09,6.279221764771137e-08
1957,0.0,4.1524678806581505e-08
1958,3.3088973783179654e-09,6.4523497655955e-08
1959,4.650448914844674e-09,4.650448559573306e-08
1960,6.920833350854139e-10,5.4674583083169637e-08
1961,2.779263708063695e-09,6.739714564218957e-08
1962,6.341956404476434e-10,6.341956293454132e-08
1963,1.939815863494232e-09,4.138274078968607e-08
1964,1.2167936658258327e-09,7.848318972492052e-08
1965,1.6416130677043839e-09,5.636204747361262e-08
1966,5.539074754423723e-10,5.5944653354345064e-08
1967,9.860671168482327e-10,7.444806726653042e-08
1968,4.4914158503495116e-10,5.5244413488253485e-08
1969,3.6334062425424918e-09,6.085955561729861e-08
1970,4.5987250119061684e-10,5.978342443313522e-08
1971,3.5968783507200897e-09,6.422996534638514e-08
1972,5.130146862875051e-10,7.592617379259536e-08
1973,1.102640756478479e-09,5.127279578687194e-08
1974,2.812785782069227e-09,3.31908722728258e-08
1975,2.2845920710778955e-09,4.112265727940212e-08
1976,2.285410749536254e-09,4.742227233123231e-08
1977,5.876781838942691e-10,2.5857840313392444e-08
1978,5.940591352171509e-10,5.287126469966097e-08
1979,2.3407893401383717e-09,4.9156575698816596e-08
1980,0.0,4.207011627954671e-08
1981,1.2651099057237047e-09,4.491140259688109e-08
1982,1.2415004579935385e-09,4.593551850007316e-08
1983,0.0,2.841892232652299e-08
1984,1.739702604197646e-09,3.537395087960249e-08
1985,6.015558051686298e-10,4.752291005161169e-08
1986,2.997242676272549e-09,3.476801424540099e-08
1987,6.110816852533674e-10,3.422057304192094e-08
1988,5.996553809062277e-10,2.998276826815527e-08
1989,1.6464366536794728e-09,4.061210390204906e-08
1990,5.44865097484859e-10,3.378163526690514e-08
1991,1.1722930404189924e-09,4.3374843272658836e-08
1992,1.1019888335184191e-09,3.581463658974826e-08
1993,1.1078414852150331e-09,4.2097976660215863e-08
1994,3.6924485691258724e-09,4.747434090290881e-08
1995,0.0,4.825981392286849e-08
1996,3.736664311304594e-09,4.110330920070737e-08
1997,4.315404922294874e-09,3.5482219828963935e-08
1998,9.536258449571733e-10,3.719140906355278e-08
1999,4.570201106446348e-09,3.8846710737061585e-08
2000,8.836062992401139e-10,4.329670844072098e-08
2001,3.943090742808408e-09,3.680217730561708e-08
2002,3.504977197366088e-09,3.8992872930521116e-08
2003,1.6667691671301554e-09,3.7502307037584615e-08
2004,1.3214374039449694e-09,4.669078634833568e-08
2005,4.053374524914943e-09,3.648037250059133e-08
2006,2.8825228870488218e-09,3.459027553276428e-08
2007,3.595031605740928e-09,3.5550868915379397e-08
2008,4.257439678578834e-10,3.1079309792403365e-08
2009,3.337734755248789e-09,3.814554005998616e-08
2010,5.196172381261022e-09,3.117703428756613e-08
2011,4.206369030868018e-09,4.3210881983668514e-08
2012,3.063827413996023e-09,4.629783845189195e-08
2013,3.3469500504423877e-09,4.99253367536312e-08
2014,4.7639794331644225e-09,5.478576170503402e-08
2015,4.211493376260478e-09,5.763095956012876e-08
2016,5.3854840587064245e-09,6.793995055431878e-08
2017,4.024978128569501e-09,6.163247689983109e-08
2018,3.3559066636712487e-09,5.343635933741098e-08
2019,5.3570743396846865e-09,6.096860971638307e-08
