year,dois_VERB avoir_VERB,dois_VERB ravoir_VERB
1800,4.5904801027063513e-07,0.0
1801,4.262316792846832e-07,0.0
1802,3.535787413966318e-07,0.0
1803,3.101039283137652e-07,0.0
1804,5.017857347411336e-07,0.0
1805,3.6673122849606443e-07,0.0
1806,4.0919701405073283e-07,0.0
1807,2.790015969367232e-07,0.0
1808,3.285807395059237e-07,0.0
1809,4.4954705913369253e-07,0.0
1810,5.499297799360647e-07,0.0
1811,4.1868182165671897e-07,0.0
1812,4.1341726841892523e-07,0.0
1813,2.501895153272926e-07,2.8757416448144113e-09
1814,3.2410775929747615e-07,0.0
1815,3.074834751259914e-07,0.0
1816,3.6386381907504983e-07,0.0
1817,3.3939841159735806e-07,0.0
1818,2.944530876902718e-07,0.0
1819,3.384793387795071e-07,0.0
1820,4.4261975062909187e-07,0.0
1821,5.157558575774601e-07,0.0
1822,4.922577545585227e-07,0.0
1823,6.651048352068756e-07,0.0
1824,4.833718776353635e-07,8.421112696055388e-10
1825,4.6052466018409177e-07,2.0252519661312363e-08
1826,3.7169692745919747e-07,0.0
1827,4.0371656950810575e-07,0.0
1828,4.310981580601947e-07,0.0
1829,2.6748310233415395e-07,0.0
1830,4.393907886424131e-07,0.0
1831,3.2585620601821574e-07,0.0
1832,4.559599631193123e-07,0.0
1833,3.7878464809182333e-07,0.0
1834,3.6964743799217104e-07,0.0
1835,4.825250243811752e-07,5.294161553592858e-09
1836,4.18030651871959e-07,6.720750067579218e-10
1837,4.80790276924381e-07,6.957890930081589e-10
1838,4.6457512326014694e-07,6.312161904276081e-10
1839,4.048063999562146e-07,0.0
1840,3.5033286849284195e-07,2.5478754661634184e-09
1841,3.9293757936320617e-07,0.0
1842,4.668952442443697e-07,0.0
1843,4.3770211277660565e-07,0.0
1844,3.858458512695506e-07,0.0
1845,3.643888817350671e-07,0.0
1846,3.863970903239533e-07,0.0
1847,2.675038786037476e-07,0.0
1848,2.831918095580477e-07,0.0
1849,2.2289243872819497e-07,0.0
1850,2.878534246519848e-07,0.0
1851,3.115079039162083e-07,0.0
1852,3.391994312096358e-07,1.3021090872200602e-09
1853,3.4696924444688193e-07,0.0
1854,4.1825097696346347e-07,0.0
1855,3.9536681128993223e-07,0.0
1856,4.240118016696215e-07,0.0
1857,4.032126525999047e-07,0.0
1858,4.5511185930990905e-07,0.0
1859,4.2468724359423504e-07,0.0
1860,4.471908710002026e-07,0.0
1861,4.975341880708584e-07,4.715963730639317e-10
1862,5.127914164404501e-07,0.0
1863,6.028507186783827e-07,0.0
1864,5.561884677263151e-07,0.0
1865,4.5938801918055105e-07,4.706844358715045e-10
1866,4.627197824902396e-07,0.0
1867,4.0812145130075805e-07,1.455843445796745e-09
1868,4.0852759752851853e-07,0.0
1869,4.673527769227803e-07,0.0
1870,3.8188764506230655e-07,0.0
1871,3.1226261398842325e-07,0.0
1872,4.063811900323344e-07,0.0
1873,3.645476738256548e-07,0.0
1874,3.811800581843272e-07,0.0
1875,4.4284621480983333e-07,0.0
1876,3.282985971964081e-07,0.0
1877,3.8964341797509405e-07,0.0
1878,3.2188341947403387e-07,0.0
1879,3.8244377265073126e-07,0.0
1880,3.8699613469361793e-07,0.0
1881,3.590841402001388e-07,2.091752326904839e-09
1882,3.2677939998393413e-07,0.0
1883,4.1138895312542445e-07,0.0
1884,3.3734670523699606e-07,0.0
1885,3.139024613574293e-07,0.0
1886,3.646207176188909e-07,0.0
1887,3.930412617592083e-07,0.0
1888,3.195669933120371e-07,0.0
1889,3.3831739187917265e-07,0.0
1890,2.9822459168826754e-07,0.0
1891,3.053251305118465e-07,0.0
1892,2.9211267360551574e-07,0.0
1893,2.51879242796349e-07,0.0
1894,2.9491204145415395e-07,0.0
1895,3.8699690207977255e-07,0.0
1896,2.4059878001025936e-07,0.0
1897,3.554295346930303e-07,0.0
1898,3.196970510543906e-07,0.0
1899,3.1064990935192327e-07,0.0
1900,3.4468592957637156e-07,0.0
1901,2.9732092343692784e-07,0.0
1902,2.739938338436332e-07,0.0
1903,2.5921056590050284e-07,0.0
1904,2.714185711738537e-07,0.0
1905,2.982918658744893e-07,0.0
1906,2.8241572636034107e-07,0.0
1907,3.476562255855242e-07,0.0
1908,3.2464282639921294e-07,0.0
1909,3.218075335098547e-07,0.0
1910,3.6767755773325916e-07,0.0
1911,2.963448366699595e-07,0.0
1912,3.4851026953219844e-07,0.0
1913,3.2454298093398393e-07,0.0
1914,2.2835895663320116e-07,0.0
1915,2.0616333529233088e-07,0.0
1916,2.3073670263329404e-07,0.0
1917,2.4564789669057063e-07,0.0
1918,2.572948289980559e-07,0.0
1919,2.3387934788843268e-07,0.0
1920,2.226236119895475e-07,0.0
1921,2.7564800575419213e-07,1.5145494858259667e-09
1922,2.9954418323541177e-07,0.0
1923,2.919385622135451e-07,0.0
1924,2.926398678937403e-07,0.0
1925,4.124316603792977e-07,0.0
1926,3.3772798246900493e-07,0.0
1927,5.128643465468485e-07,0.0
1928,3.210717522961204e-07,0.0
1929,3.798878651650739e-07,0.0
1930,2.9620161967613967e-07,0.0
1931,2.805717826959153e-07,5.7026783295555106e-09
1932,3.2440229347230343e-07,0.0
1933,2.6841348699235823e-07,0.0
1934,2.971431740661501e-07,0.0
1935,3.518675555369555e-07,0.0
1936,2.5825642069321475e-07,1.2124714565686645e-09
1937,2.971503931803454e-07,0.0
1938,2.5800775915740815e-07,0.0
1939,3.089398319389147e-07,0.0
1940,1.9779106708028849e-07,0.0
1941,3.305682980681013e-07,0.0
1942,3.0948959306442703e-07,0.0
1943,4.209691155665496e-07,0.0
1944,3.116790594503982e-07,0.0
1945,3.3984662195507553e-07,0.0
1946,4.204173364996677e-07,0.0
1947,4.7445067252738227e-07,0.0
1948,3.652954205790593e-07,0.0
1949,3.651927045211778e-07,0.0
1950,3.881906991409778e-07,0.0
1951,3.699506407883746e-07,0.0
1952,4.165197537986387e-07,0.0
1953,3.7385180462479184e-07,0.0
1954,3.821061511644075e-07,9.772536113672459e-10
1955,3.7167006894378574e-07,0.0
1956,3.907071572939458e-07,0.0
1957,3.790231062339444e-07,8.835037701437898e-10
1958,4.2271165057172766e-07,0.0
1959,3.534341033173405e-07,0.0
1960,3.8756667208872386e-07,6.920833350854139e-10
1961,3.793695100284822e-07,0.0
1962,4.3759499135376245e-07,0.0
1963,3.7115145801180915e-07,0.0
1964,4.191854259261163e-07,0.0
1965,3.491163624858018e-07,0.0
1966,3.3456012715760153e-07,0.0
1967,4.299252509554208e-07,0.0
1968,3.691943959438504e-07,0.0
1969,3.7742006497865077e-07,0.0
1970,3.131731602934451e-07,0.0
1971,3.6482623499978217e-07,0.0
1972,2.85749166550886e-07,0.0
1973,3.4402390269860916e-07,0.0
1974,2.396493528067367e-07,0.0
1975,2.907143539232493e-07,0.0
1976,2.828195704296377e-07,0.0
1977,2.438864328269119e-07,0.0
1978,2.9762361464236164e-07,0.0
1979,3.5462957725940214e-07,0.0
1980,3.3144428357445577e-07,0.0
1981,2.846497295649897e-07,0.0
1982,2.979600992603082e-07,0.0
1983,3.006090310009313e-07,0.0
1984,2.8821071396123443e-07,5.799008495621649e-10
1985,3.2784791414997017e-07,6.015558051686298e-10
1986,3.3269392929469177e-07,0.0
1987,3.0126327033030975e-07,0.0
1988,2.782400940759544e-07,1.1993107618124554e-09
1989,3.29287331624073e-07,0.0
1990,2.9368229093051923e-07,5.44865097484859e-10
1991,2.989347365200956e-07,0.0
1992,2.8761908765773114e-07,0.0
1993,3.611563101912907e-07,0.0
1994,3.375953099293838e-07,0.0
1995,3.4541011473265826e-07,0.0
1996,3.1014315027277917e-07,0.0
1997,3.298887349956203e-07,4.79489448146353e-10
1998,3.938474719689111e-07,0.0
1999,3.4139401350330445e-07,0.0
2000,3.145638345358748e-07,0.0
2001,3.461157405126869e-07,0.0
2002,3.973767945808504e-07,0.0
2003,3.904406753463263e-07,0.0
2004,3.559071330982988e-07,0.0
2005,3.6255184454603295e-07,0.0
2006,3.8296377624646993e-07,0.0
2007,6.035658657310705e-07,0.0
2008,6.258436542339041e-07,0.0
2009,6.527655500576657e-07,0.0
2010,1.0019165301855537e-06,0.0
2011,1.0913615824392764e-06,0.0
2012,1.1959140238104737e-06,0.0
2013,1.3636032463182346e-06,0.0
2014,1.4660064380223048e-06,0.0
2015,1.5352001128121628e-06,0.0
2016,1.5818824294910883e-06,2.0713400439298368e-10
2017,1.6922517716011498e-06,5.031222660711876e-10
2018,1.8852451830753125e-06,0.0
2019,1.8244664943267708e-06,0.0
