year,pourrais_VERB établir_VERB,pourrais_VERB rétablir_VERB
1987,5.49973533381376e-09,0.0
1988,2.99827696004229e-09,5.996553809062277e-10
1989,6.036934507847036e-09,0.0
1990,2.179460389939436e-09,0.0
1991,3.5168792322792797e-09,0.0
1992,3.30596661157756e-09,0.0
1993,1.661762283333701e-09,0.0
1994,4.2199412852994556e-09,0.0
1995,5.964695848348356e-09,1.0844901643380922e-09
1996,3.736664311304594e-09,0.0
1997,3.3564262480467733e-09,0.0
1998,2.3840645013706308e-09,0.0
1999,2.285100553223174e-09,0.0
2000,4.4180314962005696e-10,4.4180314962005696e-10
2001,8.762423564512289e-10,0.0
2002,2.6287327870022636e-09,0.0
2003,3.333538334260311e-09,8.333845835650777e-10
2004,5.285749615779878e-09,4.404791253964646e-10
2005,3.602999676388663e-09,0.0
2006,2.4707338397433887e-09,0.0
2007,2.7961355453243186e-09,3.994479469415779e-10
2008,5.108927503272298e-09,0.0
2009,1.430457752249481e-09,0.0
2010,1.8895172093635892e-09,4.723793023408973e-10
2011,6.500752380844688e-09,0.0
2012,3.744677901096338e-09,3.404252713057332e-10
2013,7.80955033974351e-09,5.578250084070646e-10
2014,6.279790909502481e-09,1.7323561474213989e-09
2015,6.206410940734486e-09,0.0
2016,6.214019965256057e-09,8.285360175719347e-10
2017,7.043711836018929e-09,1.7609279590047322e-09
2018,7.486253394972664e-09,5.162933414126769e-10
2019,7.397864543179367e-09,2.2958890344426663e-09
