year,pourrais_VERB établir_VERB,pourrais_VERB rétablir_VERB
1800,3.144164484325529e-09,0.0
1801,2.3811825844433088e-09,0.0
1802,2.4616241489638924e-08,0.0
1803,1.950339223455444e-09,0.0
1804,2.4718509461507665e-09,0.0
1805,2.842877711017877e-09,0.0
1806,0.0,0.0
1807,8.540865792383556e-09,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,4.680253518074551e-09,0.0
1811,2.5070767684098882e-09,0.0
1812,0.0,0.0
1813,2.8757416448144113e-09,0.0
1814,1.5733386149463513e-08,0.0
1815,2.697223555614414e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,9.341240669868967e-09,0.0
1818,7.152706427149269e-09,0.0
1819,1.0351049795076506e-08,0.0
1820,1.6613073583471305e-08,3.5599443393152796e-09
1821,2.9584463767662328e-09,9.86148829262845e-10
1822,2.0051231786055723e-09,0.0
1823,1.1859224713361982e-08,0.0
1824,2.5263338088166165e-09,0.0
1825,1.4088708866211164e-08,0.0
1826,4.403992281964975e-09,0.0
1827,5.530363722527909e-09,0.0
1828,1.8344602503717056e-09,0.0
1829,1.2859763920403111e-08,0.0
1830,5.218417697960831e-09,0.0
1831,9.354723218280014e-09,9.354723218280014e-09
1832,0.0,0.0
1833,2.0850531967653296e-08,1.1583628500844156e-09
1834,6.534171426153534e-09,0.0
1835,8.31939672707449e-09,2.2689263801112247e-09
1836,2.2850549896702432e-08,0.0
1837,2.0177884252348122e-08,6.957890930081589e-10
1838,8.837027110075724e-09,6.312161904276081e-10
1839,2.0974426639952526e-09,0.0
1840,3.1848443882154243e-09,3.1848443882154243e-09
1841,7.704658244733764e-09,0.0
1842,8.720745015011744e-09,0.0
1843,1.1813821920725331e-08,0.0
1844,1.0428266250528395e-08,0.0
1845,1.0602432709561072e-08,2.2320911785556063e-09
1846,2.2247105491146613e-08,5.854501328173001e-10
1847,1.5640349459999925e-08,0.0
1848,1.206783295515379e-08,4.82713291560799e-09
1849,2.262441967104678e-08,8.379414939696517e-10
1850,6.788996032014438e-09,0.0
1851,1.0319102017319892e-08,0.0
1852,6.510545436100301e-09,0.0
1853,1.911018188138769e-08,0.0
1854,1.0910895298366086e-08,0.0
1855,1.2205955357558196e-08,5.306937111981824e-10
1856,7.248064815001953e-09,0.0
1857,3.905207268672939e-09,0.0
1858,9.787352039936081e-10,0.0
1859,1.7313389832906978e-08,0.0
1860,5.950338888283113e-09,4.577183909670879e-10
1861,1.2733101684148096e-08,0.0
1862,3.6143890103090826e-09,0.0
1863,4.994620717013731e-09,0.0
1864,1.1507347075223606e-08,1.9178911792039344e-09
1865,2.3534221238463715e-09,1.882737743486018e-09
1866,1.216403244796993e-08,0.0
1867,2.0867089389753346e-08,4.85281148598915e-10
1868,1.0867722721741302e-08,4.93987406535723e-10
1869,1.3673853160867111e-08,4.883519144627257e-10
1870,1.2614907340946502e-08,0.0
1871,1.274541272522356e-08,0.0
1872,2.660829245826335e-08,0.0
1873,1.1373408881354408e-08,0.0
1874,8.961913877669758e-09,0.0
1875,4.577221712764867e-09,0.0
1876,1.6324239737741664e-08,0.0
1877,1.5462040536817767e-08,6.184815992682502e-10
1878,7.2469061862534545e-09,0.0
1879,1.8327975581655664e-08,0.0
1880,7.701415505323439e-09,0.0
1881,1.5339516323820135e-08,6.972507571312292e-10
1882,1.9966154951589488e-08,0.0
1883,9.479008689083912e-09,0.0
1884,6.601696966868076e-09,6.601696966868076e-10
1885,7.090199094506033e-09,0.0
1886,8.38950331427668e-09,6.453463874400711e-10
1887,9.140494583448344e-09,6.528924623161458e-10
1888,1.268122939990235e-08,0.0
1889,3.759081934617825e-09,0.0
1890,5.243509182406569e-09,6.554386478008212e-10
1891,1.8485238229004608e-08,0.0
1892,6.268512375839919e-09,0.0
1893,1.23168328869383e-08,0.0
1894,4.411077725308132e-09,0.0
1895,1.5046536461227333e-08,0.0
1896,4.717623180994224e-09,1.179405795248556e-09
1897,8.157399200570126e-09,0.0
1898,1.1882545614128048e-08,0.0
1899,1.6029977345510815e-08,1.2713430308508578e-08
1900,1.245852754294674e-08,3.633737311048435e-09
1901,1.0059729937950124e-08,0.0
1902,5.892340837476695e-09,1.9641135384773634e-09
1903,1.0800440541913758e-08,0.0
1904,5.912087708281888e-09,0.0
1905,4.1286072338664326e-09,5.160759042333041e-10
1906,9.259531807970234e-09,0.0
1907,1.0285686968813934e-08,0.0
1908,5.40252820258047e-09,0.0
1909,4.400786846048277e-09,3.300590023513905e-09
1910,5.34415089958884e-09,0.0
1911,6.916486494645824e-09,0.0
1912,3.125652625612929e-09,0.0
1913,7.954484182448596e-09,5.30298971401777e-10
1914,4.018046340092951e-09,0.0
1915,3.534228465440492e-09,1.1780761921542648e-09
1916,7.69122365795738e-09,0.0
1917,4.386569774084137e-09,0.0
1918,1.2635013924011673e-08,0.0
1919,5.524709134618888e-09,0.0
1920,2.2716695191604686e-09,0.0
1921,3.0290989716519334e-09,0.0
1922,4.426761179843197e-09,0.0
1923,3.1847844361720945e-09,0.0
1924,1.804827398643738e-08,0.0
1925,8.798542339150117e-09,0.0
1926,4.458455382660986e-09,0.0
1927,1.5608915049369898e-08,0.0
1928,4.570416489713125e-09,0.0
1929,7.798284684668033e-09,4.4561625500705304e-09
1930,3.1510811737689437e-09,0.0
1931,7.983749661377715e-09,0.0
1932,3.287861094491973e-09,0.0
1933,3.4411986593596566e-09,0.0
1934,2.3963160344919743e-09,0.0
1935,3.590485242455088e-09,0.0
1936,1.2124714565686645e-09,2.424942913137329e-09
1937,0.0,0.0
1938,1.2965214457594243e-09,0.0
1939,1.070583532936098e-08,0.0
1940,5.0715658339584024e-09,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,0.0
1945,1.089252066321933e-08,0.0
1946,4.1763312808029696e-09,0.0
1947,1.0728784083369192e-08,0.0
1948,2.174377566888097e-09,0.0
1949,9.817008317369869e-10,0.0
1950,6.381216888229346e-09,0.0
1951,1.0661401761424827e-09,0.0
1952,1.0544803918932644e-09,0.0
1953,1.0773827385790469e-09,0.0
1954,4.886268278880834e-09,0.0
1955,2.815682353940474e-09,0.0
1956,3.488456634670456e-09,0.0
1957,8.835037701437898e-10,0.0
1958,6.617794756635931e-09,0.0
1959,3.100299128533379e-09,0.0
1960,3.460416619915918e-09,0.0
1961,4.16889545107324e-09,6.948159270159238e-10
1962,4.43936931660005e-09,0.0
1963,6.466053248388448e-10,0.0
1964,7.909158661334459e-09,0.0
1965,1.0944086747954884e-09,0.0
1966,2.769537488234164e-09,5.539074754423723e-10
1967,3.451234853457663e-09,1.4791006197611978e-09
1968,4.940557296606585e-09,4.4914158503495116e-10
1969,4.995933444718048e-09,0.0
1970,1.3796175313274261e-09,0.0
1971,2.569198631618974e-09,0.0
1972,3.0780880067027283e-09,0.0
1973,6.615844760915479e-09,0.0
1974,3.937900228123681e-09,0.0
1975,5.711480177694739e-10,5.711480177694739e-10
1976,1.142705374768127e-09,0.0
1977,4.7014254711541525e-09,0.0
1978,1.7821774056514528e-09,0.0
1979,3.5111840102075575e-09,1.1703946700691858e-09
1980,6.253665585376211e-09,2.2740602734216964e-09
1981,1.2651099057237047e-09,1.8976649140967083e-09
1982,4.966001831974154e-09,0.0
1983,5.68378455412244e-09,0.0
1984,1.1598016991243298e-09,0.0
1985,1.8046674155058895e-09,0.0
1986,3.5966913891627428e-09,0.0
