year,quelques_DET ondes_NOUN,quelques_DET rondes_ADJ
1800,5.973912209356058e-08,0.0
1801,2.6193008650921e-08,0.0
1802,3.1329761895904085e-08,0.0
1803,6.241085515057421e-08,0.0
1804,0.0,0.0
1805,1.1371510844071508e-08,0.0
1806,5.187004603612877e-08,0.0
1807,2.8469551160981155e-09,0.0
1808,1.1330369531492579e-08,0.0
1809,1.3554183553310395e-08,0.0
1810,0.0,0.0
1811,1.2535384286138651e-08,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,5.034683425719777e-08,0.0
1815,1.0788894222457657e-08,0.0
1816,5.3304887615013286e-08,0.0
1817,7.005930058312515e-08,0.0
1818,2.026600220972341e-08,0.0
1819,4.140419918030602e-08,0.0
1820,2.1359666035891678e-08,0.0
1821,2.9584464655840748e-08,0.0
1822,1.7043547018147365e-08,0.0
1823,1.976537300496517e-08,0.0
1824,4.210556348027694e-09,0.0
1825,7.044354433105582e-09,0.0
1826,5.284790383086602e-09,0.0
1827,1.935627302884768e-08,0.0
1828,2.935136400594729e-08,0.0
1829,9.430493719264632e-09,0.0
1830,1.1480519646056564e-08,0.0
1831,1.7150327380477393e-08,0.0
1832,2.0294953273491956e-08,0.0
1833,3.01174338801502e-08,0.0
1834,8.401078055442213e-09,0.0
1835,2.193295500774184e-08,0.0
1836,8.736974699274924e-09,0.0
1837,1.3915782304252389e-08,0.0
1838,7.574594285131298e-09,0.0
1839,2.516931019158619e-08,0.0
1840,8.280594876453051e-09,0.0
1841,1.0914932513372833e-08,0.0
1842,4.024959032733477e-09,0.0
1843,5.31621990873532e-09,0.0
1844,1.1525978393933656e-08,0.0
1845,2.2320911785556063e-09,0.0
1846,6.439951683034906e-09,0.0
1847,5.393223645455691e-10,0.0
1848,9.65426583121598e-09,8.045221711050488e-10
1849,0.0,0.0
1850,1.2220192857625989e-08,0.0
1851,3.2247193804124663e-09,0.0
1852,1.3021090872200602e-09,0.0
1853,5.971931837933653e-09,0.0
1854,1.506742641765868e-08,0.0
1855,9.021793090369101e-09,0.0
1856,3.1063134287023786e-09,0.0
1857,4.393358121745905e-09,0.0
1858,4.893676019968041e-10,0.0
1859,9.675129142294736e-09,0.0
1860,2.288591982591015e-09,0.0
1861,8.017138064531082e-09,0.0
1862,4.066187719864445e-09,4.517986262886353e-10
1863,2.4973103585068657e-09,0.0
1864,1.9178911792039344e-09,0.0
1865,5.177528628053096e-09,0.0
1866,4.865612801552288e-09,4.865612912574591e-10
1867,9.7056229719783e-10,0.0
1868,6.421836395986702e-09,0.0
1869,5.860222973552709e-09,0.0
1870,1.1468097582678638e-09,0.0
1871,0.0,0.0
1872,6.047339295989218e-09,0.0
1873,4.1902030178953e-09,0.0
1874,1.7923827755339516e-08,0.0
1875,4.577221712764867e-09,0.0
1876,4.836811839936672e-09,0.0
1877,1.608052180301911e-08,0.0
1878,1.2078177347163432e-09,0.0
1879,6.720257683667796e-09,0.0
1880,1.2835692508872398e-09,6.417846254436199e-10
1881,1.3945015142624584e-09,0.0
1882,9.983077253750139e-09,0.0
1883,5.0554711528150165e-09,0.0
1884,3.9610181801208455e-09,0.0
1885,1.2891271383708158e-09,6.445635691854079e-10
1886,3.872078213618124e-09,0.0
1887,1.9586774424595887e-09,0.0
1888,1.9021844099853524e-09,0.0
1889,6.891650528029203e-09,0.0
1890,4.5880703680722945e-09,6.554386478008212e-10
1891,7.0116419337296065e-09,0.0
1892,3.1342561879199593e-09,0.0
1893,5.173069800301633e-08,0.0
1894,1.0082462864602348e-08,0.0
1895,1.2037228769301578e-08,0.0
1896,5.897029087265082e-09,0.0
1897,4.661370844871726e-09,0.0
1898,1.6975064687230201e-09,0.0
1899,0.0,0.0
1900,1.8168686111152965e-08,0.0
1901,6.706486921359556e-09,5.588738916095792e-10
1902,5.4013122863239005e-09,0.0
1903,1.0800440541913758e-09,0.0
1904,1.0749250378694342e-08,0.0
1905,3.096455536422127e-09,1.5482277682110634e-09
1906,6.6874399351490865e-09,0.0
1907,1.0285686968813934e-08,0.0
1908,8.840499887696751e-09,0.0
1909,4.400786846048277e-09,3.300590023513905e-09
1910,9.085056262847502e-09,0.0
1911,1.4897047595496815e-08,0.0
1912,1.3023552902780011e-08,0.0
1913,9.545381596254288e-09,0.0
1914,5.357394972094198e-09,0.0
1915,1.1780762143587253e-08,0.0
1916,1.0987462051303964e-09,0.0
1917,1.4256351654751143e-08,0.0
1918,1.033773866510046e-08,0.0
1919,1.2890987832747669e-08,1.8415696745321952e-09
1920,7.572231730534895e-09,0.0
1921,9.087297137000405e-09,0.0
1922,1.0329110011753073e-08,0.0
1923,1.0615948120573648e-08,0.0
1924,7.734974438733389e-09,5.156649773851996e-09
1925,1.2097995494286806e-08,0.0
1926,1.2260752413340015e-08,0.0
1927,5.574612327308159e-09,0.0
1928,7.998228745975666e-09,0.0
1929,1.0026365515614089e-08,0.0
1930,8.402882833991043e-09,0.0
1931,1.3686427990933225e-08,0.0
1932,1.8631212572728373e-08,0.0
1933,4.244145057619164e-08,1.1470662197865522e-09
1934,3.354842448288764e-08,0.0
1935,7.180970484910176e-09,0.0
1936,3.031178685830582e-08,0.0
1937,3.147779614742774e-08,0.0
1938,2.463390735840676e-08,0.0
1939,1.6823456405745674e-08,0.0
1940,3.296517903095264e-08,0.0
1941,2.9515025534720962e-08,0.0
1942,1.517105863158008e-08,0.0
1943,2.6129116648121453e-08,0.0
1944,3.2131861615880553e-09,0.0
1945,1.742803235060819e-08,0.0
1946,9.744772988540262e-09,0.0
1947,1.5497132244135514e-08,0.0
1948,1.1959077061973744e-08,0.0
1949,1.3743811200228606e-08,0.0
1950,1.808011518278363e-08,0.0
1951,2.1322804077961166e-08,0.0
1952,2.530752918339374e-08,4.2179215675730575e-09
1953,1.723812381726475e-08,1.0773827385790469e-09
1954,1.563605755983133e-08,4.886268278880834e-09
1955,3.660386926895853e-08,9.385607846468247e-10
1956,2.703553825256222e-08,0.0
1957,7.068030161150318e-09,0.0
1958,5.128790869779465e-08,8.272243445794913e-10
1959,2.1702093455644444e-08,0.0
1960,1.2457500420115508e-08,0.0
1961,2.640300600376122e-08,0.0
1962,2.09284568564172e-08,0.0
1963,3.9442925814370255e-08,6.466053248388448e-10
1964,1.7035111044005902e-08,1.8251904432275978e-09
1965,2.8454626210816514e-08,2.188817349590977e-09
1966,1.9386761085371518e-08,2.215629901769489e-09
1967,1.3311905744384234e-08,0.0
1968,1.2575964603023237e-08,4.4914158503495116e-10
1969,8.629339909305145e-09,1.8167031212712459e-09
1970,1.1036939723263473e-08,4.5987250119061684e-10
1971,1.1818314327172175e-08,5.138397485282553e-10
1972,1.128632298730281e-08,0.0
1973,1.0475087464101307e-08,0.0
1974,6.1881286761433785e-09,5.625571675160757e-10
1975,5.711480177694739e-09,5.711480177694739e-10
1976,8.570290255249802e-09,0.0
1977,7.052138428775834e-09,5.876781838942691e-10
1978,3.5643548113029055e-09,1.1881182704343018e-09
1979,1.7555920051037788e-09,0.0
1980,7.95921106799824e-09,0.0
1981,5.060439622894819e-09,1.2651099057237047e-09
1982,1.179425412889401e-08,0.0
1983,5.68378455412244e-09,0.0
1984,2.3196033982486597e-09,5.799008495621649e-10
1985,7.218669662023558e-09,6.015558051686298e-10
1986,2.997242676272549e-09,5.994485463567401e-10
1987,9.166225112267057e-09,0.0
1988,4.1975875553212916e-09,5.996553809062277e-10
1989,3.2928733073589456e-09,0.0
1990,1.1442166825137434e-08,0.0
1991,5.275318681885466e-09,0.0
1992,3.856960972825618e-09,0.0
1993,5.539207592608619e-09,5.539207426075166e-10
1994,4.747434001473039e-09,1.5824779264761446e-09
1995,7.0491861237087505e-09,1.0844901643380922e-09
1996,5.871901409548741e-09,3.2028553142993132e-09
1997,5.274384040632185e-09,0.0
1998,5.721755180765342e-09,0.0
