year,deviez_VERB envoyer_VERB,deviez_VERB renvoyer_VERB
2005,1.3511248786457486e-09,0.0
2006,3.294311934354255e-09,8.235779835885637e-10
2007,1.5977917877663117e-09,0.0
2008,1.2772318758180745e-09,0.0
2009,1.907277002999308e-09,0.0
2010,4.723793023408973e-10,0.0
2011,4.206369030868018e-09,0.0
2012,3.4042526575461807e-09,0.0
2013,2.2313000336282585e-09,0.0
2014,3.4647122948427977e-09,4.330890368553497e-10
2015,2.438232948875907e-09,0.0
2016,5.178350193091319e-09,0.0
2017,4.528100561174142e-09,0.0
2018,2.8396134332808742e-09,0.0
2019,3.3162841361900064e-09,0.0
