year,puissiez_VERB avoir_VERB,puissiez_VERB ravoir_VERB
1800,9.118077315406481e-08,0.0
1801,1.0953439755212457e-07,0.0
1802,8.056224487518193e-08,0.0
1803,1.014176405078615e-07,0.0
1804,1.878606781247072e-07,0.0
1805,9.950071699904584e-08,0.0
1806,1.2967511509032192e-07,0.0
1807,7.117387923472052e-08,0.0
1808,9.290903335568146e-08,0.0
1809,1.0391540428145163e-07,0.0
1810,1.3572734758326988e-07,0.0
1811,5.264861258069686e-08,0.0
1812,1.360276229434021e-07,0.0
1813,9.202373263406116e-08,0.0
1814,4.090680150170556e-08,0.0
1815,7.012781111370714e-08,0.0
1816,8.1116134253989e-08,0.0
1817,1.3077736582545185e-07,0.0
1818,1.4663048375496146e-07,0.0
1819,1.1386155307491208e-07,0.0
1820,1.6613073228199937e-07,0.0
1821,2.583709886039287e-07,0.0
1822,7.920236555492011e-08,0.0
1823,1.630643282624078e-07,0.0
1824,2.054751462310378e-07,0.0
1825,1.2944001070991362e-07,0.0
1826,1.1274219957613241e-07,0.0
1827,9.954654700550236e-08,0.0
1828,1.0181254594954225e-07,0.0
1829,1.4488666977285902e-07,0.0
1830,8.140732177253085e-08,0.0
1831,9.198811312671751e-08,0.0
1832,1.5288865995444212e-07,0.0
1833,6.602667923516492e-08,0.0
1834,1.1761508744712046e-07,0.0
1835,1.2781617897417163e-07,0.0
1836,1.7003497987388982e-07,0.0
1837,1.1410941169742728e-07,9.74104708006962e-09
1838,1.0983161757849302e-07,0.0
1839,1.649988092822241e-07,0.0
1840,9.490835850556323e-08,0.0
1841,1.0272877659645019e-07,0.0
1842,1.247737344556299e-07,0.0
1843,6.438533262098645e-08,0.0
1844,1.0812465944809446e-07,0.0
1845,5.524425716885162e-08,0.0
1846,8.54757189472366e-08,0.0
1847,7.065123242000482e-08,0.0
1848,6.355725190587691e-08,0.0
1849,5.865590324560799e-08,0.0
1850,1.2152302986123686e-07,0.0
1851,9.02921399870138e-08,0.0
1852,1.210961499964469e-07,0.0
1853,8.002388796057858e-08,0.0
1854,1.7249605832603265e-07,0.0
1855,6.845948519185185e-08,0.0
1856,8.645906035553708e-08,0.0
1857,6.199516633387248e-08,0.0
1858,1.1451201942236366e-07,0.0
1859,6.772590666059841e-08,0.0
1860,8.193158862468408e-08,0.0
1861,1.12711532551657e-07,0.0
1862,1.3644319096783875e-07,0.0
1863,1.108805847138683e-07,0.0
1864,1.2130661275477905e-07,0.0
1865,9.084209295906476e-08,0.0
1866,1.0363755365006e-07,0.0
1867,7.424801395927716e-08,0.0
1868,8.0025962745367e-08,0.0
1869,7.618289998845285e-08,9.767038289254515e-10
1870,8.429051945313404e-08,0.0
1871,6.266494523288202e-08,0.0
1872,8.829115216713035e-08,0.0
1873,8.55998649740286e-08,0.0
1874,5.018671700440791e-08,0.0
1875,1.178634576604054e-07,0.0
1876,1.0338685285660176e-07,6.650616057868319e-09
1877,1.1565605717578364e-07,0.0
1878,7.0657335982105e-08,0.0
1879,1.0752412293868474e-07,0.0
1880,9.11334154807264e-08,0.0
1881,6.135806529528054e-08,0.0
1882,7.587139094766826e-08,0.0
1883,8.341527291122475e-08,0.0
1884,5.0833065756705764e-08,0.0
1885,5.0920522909336796e-08,0.0
1886,6.711602651421344e-08,0.0
1887,5.4842967500690065e-08,0.0
1888,9.827952851537702e-08,0.0
1889,5.889228660294066e-08,0.0
1890,4.5880703680722945e-08,0.0
1891,4.52569608455633e-08,0.0
1892,6.080456671497814e-08,0.0
1893,4.618812354806323e-08,0.0
1894,6.679631781025819e-08,0.0
1895,6.379731587458082e-08,0.0
1896,5.071444775239797e-08,0.0
1897,2.9716238358901137e-08,0.0
1898,6.450524381307332e-08,0.0
1899,5.30647525920358e-08,0.0
1900,4.8276795894253155e-08,0.0
1901,2.794369535763508e-08,0.0
1902,3.2407871941586563e-08,0.0
1903,3.564145245604777e-08,0.0
1904,5.5896101969210576e-08,3.2247751136083025e-09
1905,5.7800502162308476e-08,0.0
1906,4.218231453023691e-08,0.0
1907,4.011417686911045e-08,0.0
1908,4.174680867663483e-08,0.0
1909,3.355599886845084e-08,0.0
1910,3.580580809625644e-08,0.0
1911,2.4473720827700163e-08,0.0
1912,4.0112542620818203e-08,0.0
1913,3.818152549683873e-08,0.0
1914,3.4823067096567684e-08,0.0
1915,5.654765544704787e-08,0.0
1916,2.4172416956957932e-08,0.0
1917,1.973956464951243e-08,0.0
1918,5.054005569604669e-08,0.0
1919,4.051453217357448e-08,0.0
1920,4.0132828615924154e-08,0.0
1921,3.710646367949266e-08,0.0
1922,2.87739485571592e-08,1.4755870969551665e-09
1923,3.6094224498128824e-08,1.0615948120573648e-09
1924,3.2229060309418855e-08,0.0
1925,6.708888378170741e-08,0.0
1926,3.901148559748435e-08,0.0
1927,4.7941668412931904e-08,0.0
1928,5.255979118601317e-08,0.0
1929,4.67897081080082e-08,0.0
1930,4.20144132817768e-08,0.0
1931,2.9653927313688655e-08,0.0
1932,4.4934100884574946e-08,0.0
1933,4.7029715233293246e-08,0.0
1934,2.516131836216573e-08,0.0
1935,3.7101681726881e-08,0.0
1936,4.364897421282876e-08,0.0
1937,3.651424407280501e-08,2.5182236296217297e-09
1938,2.2040865133021725e-08,0.0
1939,1.988226472349197e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,2.9515025090631752e-08,0.0
1942,3.944475324146879e-08,0.0
1943,4.064529335323641e-08,0.0
1944,1.927911696952833e-08,0.0
1945,2.6142048525912287e-08,0.0
1946,5.0115975369635635e-08,0.0
1947,5.364391952866754e-08,0.0
1948,2.391815279167986e-08,0.0
1949,3.7304630495782476e-08,0.0
1950,3.509669355139522e-08,0.0
1951,5.224086763178093e-08,0.0
1952,5.9050901057844385e-08,0.0
1953,2.5857186614075545e-08,1.0773827385790469e-09
1954,3.420387528763058e-08,0.0
1955,2.2525458831523792e-08,9.385607846468247e-10
1956,2.52913103793162e-08,0.0
1957,4.682570065028813e-08,0.0
1958,2.9780077070995503e-08,0.0
1959,5.1930008737599564e-08,0.0
1960,2.629916728835724e-08,0.0
1961,3.752005994783758e-08,0.0
1962,5.961439342172525e-08,0.0
1963,2.198458126656533e-08,0.0
1964,4.745495374436359e-08,0.0
1965,3.720989383282358e-08,0.0
1966,5.871419261893607e-08,0.0
1967,3.747054933000982e-08,0.0
1968,4.311759127517689e-08,0.0
1969,3.6788236457141466e-08,4.5417578031781147e-10
1970,3.7709543931896405e-08,0.0
1971,3.956565919338573e-08,0.0
1972,3.693705608043274e-08,1.0260293725750103e-09
1973,2.6463379043661917e-08,0.0
1974,2.700274492895005e-08,0.0
1975,2.5701661243715535e-08,1.1422960355389478e-09
1976,2.0568696967870892e-08,0.0
1977,2.4682483612537e-08,0.0
1978,3.742572474152439e-08,5.940591352171509e-10
1979,3.3356247541860284e-08,0.0
1980,3.013130012163856e-08,0.0
1981,3.28928564385933e-08,0.0
1982,2.5450759721934446e-08,0.0
1983,2.273513821648976e-08,0.0
1984,2.0296528902008504e-08,0.0
1985,1.4437339324047116e-08,0.0
1986,2.8174081734277934e-08,0.0
1987,2.9943002743948455e-08,0.0
1988,2.0388283061834045e-08,0.0
1989,2.5245361356951435e-08,0.0
1990,1.961514328741032e-08,0.0
1991,1.934283488935762e-08,0.0
1992,2.4794749364787094e-08,0.0
1993,3.323524566667402e-08,0.0
1994,3.5342008430916394e-08,0.0
1995,1.7351842629409475e-08,0.0
1996,2.989331449043675e-08,0.0
1997,3.116681313031222e-08,0.0
1998,2.43174582692518e-08,9.536258449571733e-10
1999,3.0163327835452947e-08,0.0
2000,1.4579503826439577e-08,0.0
2001,2.5849150375734098e-08,0.0
2002,1.8839251936242363e-08,0.0
2003,2.1251306492331423e-08,0.0
2004,2.4666830356068203e-08,0.0
2005,2.522099862289906e-08,0.0
2006,2.3471972809829822e-08,0.0
2007,2.995859560428471e-08,0.0
2008,3.363377487630714e-08,0.0
2009,2.5271420511785436e-08,0.0
2010,4.2986517456711226e-08,0.0
2011,4.627005978363741e-08,0.0
2012,6.127655183263414e-08,0.0
2013,5.6340326182180434e-08,0.0
2014,6.842806499207654e-08,0.0
2015,6.095581994713939e-08,0.0
2016,6.690428477895694e-08,0.0
2017,6.012311359882005e-08,0.0
