year,devrions_VERB entrer_VERB,devrions_VERB rentrer_VERB
1901,5.588738916095792e-10,2.235495566438317e-09
1902,0.0,0.0
1903,7.020286574288548e-09,1.0800440541913758e-09
1904,1.0749250378694342e-09,0.0
1905,4.64468330463319e-09,0.0
1906,0.0,1.0288369045596824e-09
1907,0.0,1.028568674676933e-09
1908,1.4734167219643268e-09,4.911389073214423e-10
1909,4.950885035270858e-09,1.6502950117569526e-09
1910,2.67207544979442e-09,0.0
1911,3.7242617878519013e-09,0.0
1912,7.814131564032323e-09,0.0
1913,2.121195885607108e-09,5.30298971401777e-10
1914,1.3393487430235496e-09,0.0
1915,0.0,0.0
1916,0.0,0.0
1917,1.4256351654751143e-08,2.1932848870420685e-09
1918,0.0,0.0
1919,6.4454939163738345e-09,1.8415696745321952e-09
1920,5.300562211374427e-09,0.0
1921,6.815472630705699e-09,0.0
1922,2.951174193910333e-09,0.0
1923,2.1231896241147297e-09,1.0615948120573648e-09
1924,1.289162443462999e-09,1.289162443462999e-09
1925,2.1996355847875293e-09,0.0
1926,1.1146138456652466e-09,0.0
1927,3.3447675740205796e-09,6.689535148041159e-09
1928,0.0,2.2852082448565625e-09
1929,3.342121912552898e-09,2.2280812750352652e-09
1930,1.0503603542488804e-09,1.0503603542488804e-09
1931,1.1405356659111021e-09,0.0
1932,3.287861094491973e-09,6.575722188983946e-09
1933,1.1470662197865522e-09,6.882397318719313e-09
1934,3.5944740517379614e-09,3.5944740517379614e-09
1935,4.787313656606784e-09,5.98414207075848e-09
1936,3.6374143697059935e-09,3.6374143697059935e-09
1937,5.0364472592434595e-09,1.2591118148108649e-09
1938,2.5930428915188486e-09,3.8895642262559704e-09
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,6.068423541449874e-09
1943,2.9032352077962287e-09,0.0
1944,0.0,3.2131861615880553e-09
1945,4.357008087652048e-09,0.0
1946,0.0,2.7842208538686464e-09
1947,1.1920870957027319e-09,3.5762612871081956e-09
1948,0.0,5.435944139264848e-09
1949,0.0,3.9268033269479474e-09
1950,5.317680518146517e-09,2.1270722960764488e-09
1951,0.0,1.0661401761424827e-09
1952,0.0,2.1089607837865287e-09
1953,2.1547654771580937e-09,3.232148326759443e-09
1954,9.772536113672459e-10,6.840775057526116e-09
1955,9.385607846468247e-10,1.8771215692936494e-09
1956,1.744228317335228e-09,1.744228317335228e-09
1957,8.835037701437898e-10,1.7670075402875796e-09
1958,8.272243445794913e-10,1.6544486891589827e-09
1959,3.8753737996444215e-09,4.650448914844674e-09
1960,3.460416619915918e-09,3.460416619915918e-09
1961,2.779263708063695e-09,6.948159270159238e-10
1962,1.9025869768540815e-09,3.805173953708163e-09
1963,0.0,1.939815863494232e-09
1964,6.083968329129164e-10,6.083968329129164e-10
1965,3.830430195250756e-09,3.2832261354087677e-09
1966,3.3234448526542337e-09,4.431259803538978e-09
1967,4.930335695263466e-09,9.860671168482327e-10
1968,2.245707841908029e-09,3.5931326802796093e-09
1969,2.2708788183223305e-09,3.6334062425424918e-09
1970,9.197450023812337e-10,2.2993624781975086e-09
1971,5.138397485282553e-10,3.083038491169532e-09
1972,2.565073486948677e-09,1.0260293725750103e-09
1973,1.102640756478479e-09,1.6539611902288698e-09
1974,0.0,1.6876715580593782e-09
1975,2.8557400888473694e-09,2.8557400888473694e-09
1976,2.285410749536254e-09,1.142705374768127e-09
1977,2.3507127355770763e-09,0.0
1978,5.940591352171509e-10,1.1881182704343018e-09
1979,1.7555920051037788e-09,4.681578680276743e-09
1980,4.548120546843393e-09,3.97960553399912e-09
1981,6.325549528618524e-10,6.325549528618524e-10
1982,2.483000915987077e-09,4.966001831974154e-09
1983,6.315316047889041e-10,2.5261264191556165e-09
1984,1.1598016991243298e-09,2.8995041922996734e-09
1985,5.414002135495366e-09,3.609334831011779e-09
1986,2.3977941854269602e-09,3.5966913891627428e-09
1987,0.0,1.2221633705067347e-09
1988,1.798966087207532e-09,4.197587610832443e-09
1989,1.0976244357863152e-09,6.585746614717891e-09
1990,3.814055737905164e-09,3.814055737905164e-09
1991,1.1722930404189924e-09,5.2753188484189195e-09
1992,1.65298330578878e-09,3.30596661157756e-09
1993,5.539207315052863e-09,2.2156829704300662e-09
1994,2.1099706426497278e-09,3.6924485691258724e-09
1995,1.0844901643380922e-09,3.253470381991974e-09
1996,5.338092190498855e-10,1.6014276571496566e-09
1997,2.876936688878118e-09,9.58978896292706e-10
1998,9.536258449571733e-10,2.86087753487152e-09
1999,4.570201161957499e-10,2.285100553223174e-09
2000,4.418031274155965e-09,1.7672125984802278e-09
2001,4.3812117822561447e-10,2.190605918883648e-09
2002,8.76244299341522e-10,2.6287327870022636e-09
2003,1.2500769308587678e-09,5.000307723435071e-09
2004,1.3214374039449694e-09,2.2023955992267474e-09
2005,4.5037495954858286e-10,8.106749049829887e-09
2006,8.235779835885637e-10,5.7650457740976435e-09
2007,3.994479413904628e-09,2.75619083112133e-08
2008,2.9802078582719105e-09,2.7247613942904536e-08
2009,4.291373478793048e-09,3.9575997590191037e-08
2010,7.085689368580006e-09,5.290648275035892e-08
2011,4.5887662558641296e-09,5.7359578420346224e-08
2012,6.808505315092361e-09,6.093612370250412e-08
2013,6.9728125495771565e-09,7.195942686166745e-08
2014,1.1043770342666903e-08,8.380273186503473e-08
2015,1.0639562120218216e-08,8.622478020470226e-08
2016,8.699628573083373e-09,8.078226443331005e-08
2017,1.106868996458843e-08,7.571990323640421e-08
2018,1.0067719991013746e-08,8.67372804691513e-08
2019,9.94885240857002e-09,8.265200079904389e-08
