year,pourrions_VERB établir_VERB,pourrions_VERB rétablir_VERB
1800,9.432493897065797e-09,0.0
1801,7.143547975374531e-09,0.0
1802,5.147032311469957e-08,0.0
1803,2.5354410126965377e-08,0.0
1804,0.0,0.0
1805,4.5486043376286034e-08,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,0.0
1808,1.5862518409903714e-08,0.0
1809,1.581321384946932e-08,0.0
1810,1.1700633351097167e-08,0.0
1811,3.259199843341776e-08,0.0
1812,1.0668832928217853e-08,0.0
1813,0.0,0.0
1814,9.440030979135372e-09,0.0
1815,5.3944472000466703e-08,2.697223555614414e-09
1816,2.3176038865813098e-09,0.0
1817,3.113746815941454e-09,0.0
1818,3.337929754820834e-08,0.0
1819,9.315945348475907e-09,0.0
1820,3.085285271708926e-08,0.0
1821,2.6626018723163725e-08,0.0
1822,1.5038423839541792e-08,0.0
1823,7.906149512848515e-09,0.0
1824,4.0421340941065864e-08,0.0
1825,4.4027217427355936e-09,0.0
1826,1.0569580766173203e-08,0.0
1827,4.608636583469661e-09,0.0
1828,9.172301140836225e-09,0.0
1829,1.2859763920403111e-08,0.0
1830,4.800944353178238e-08,0.0
1831,1.2472964883158966e-08,0.0
1832,2.4353944638733083e-08,1.2176972319366541e-08
1833,2.6642345218874652e-08,0.0
1834,1.5868701908061666e-08,0.0
1835,2.0420337421001022e-08,2.2689263801112247e-09
1836,1.747394939854985e-08,6.720750067579218e-10
1837,2.7135774516295896e-08,6.957890930081589e-10
1838,2.7142295522253335e-08,0.0
1839,2.7965899818127582e-08,1.3982950353153e-09
1840,1.6561189752906103e-08,1.9109065441114126e-09
1841,1.6693427085101575e-08,0.0
1842,1.475818312002275e-08,0.0
1843,3.603215859016018e-08,2.3627644285539873e-09
1844,4.006649589882727e-08,3.2931368743049916e-09
1845,1.3950569588416784e-08,2.7901139176833567e-09
1846,1.2879903366069811e-08,2.3418005312692003e-09
1847,1.5640349459999925e-08,8.089835468183537e-09
1848,2.494018680465615e-08,4.82713291560799e-09
1849,3.4355601030711114e-08,0.0
1850,1.0862393651223101e-08,2.0366988096043315e-09
1851,2.3217978650791338e-08,0.0
1852,2.6042181744401205e-08,1.9531636308300904e-09
1853,1.5527023222716707e-08,0.0
1854,1.9223959313308114e-08,2.0782657816909023e-09
1855,1.6451505047143655e-08,1.0613874223963649e-09
1856,1.8120163147727908e-08,5.177189232874468e-10
1857,2.0990489346672803e-08,0.0
1858,2.1532175153993194e-08,0.0
1859,1.476730293603623e-08,1.018434669930457e-09
1860,1.0527522853465143e-08,1.373155145145688e-09
1861,1.6977470096435354e-08,9.431927461278633e-10
1862,2.0782737308877586e-08,4.517986262886353e-10
1863,9.989241434027463e-09,4.994620828036034e-10
1864,9.589456340108882e-09,1.4384183844029508e-09
1865,1.0355057256106193e-08,9.41368871743009e-10
1866,1.1190909532388105e-08,4.865612912574591e-10
1867,2.1837651686951176e-08,0.0
1868,3.013323279787983e-08,0.0
1869,2.0022428159904848e-08,1.4650557433881772e-09
1870,1.490852596930381e-08,5.734048791339319e-10
1871,1.6993883633631413e-08,1.0621177271019633e-09
1872,7.861540751719076e-09,1.2094679036067646e-08
1873,1.6760813181804224e-08,5.387403856360606e-09
1874,1.1351757756017378e-08,0.0
1875,2.1741803024610817e-08,0.0
1876,1.3905833817773328e-08,0.0
1877,1.4225077116236662e-08,0.0
1878,1.8117265909722846e-08,6.039088673581716e-10
1879,3.4823152361695975e-08,1.221865053580018e-09
1880,1.9253539207397807e-08,7.701415505323439e-09
1881,1.743126887276958e-08,0.0
1882,2.9283693692150337e-08,3.9932310791357395e-09
1883,2.211768546089843e-08,0.0
1884,2.8387297845711146e-08,0.0
1885,1.8047780159236027e-08,0.0
1886,3.4203360144147155e-08,6.4534639854230136e-09
1887,1.1752064210668323e-08,0.0
1888,1.6485598663962264e-08,0.0
1889,2.1301465480405568e-08,6.265136742733546e-10
1890,2.1629475099871343e-08,4.5880703680722945e-09
1891,3.1233678754460925e-08,1.2748440081367107e-09
1892,1.7551833764173352e-08,6.268512375839919e-10
1893,2.0322774574310642e-08,0.0
1894,1.9534772022211655e-08,3.780923574225881e-09
1895,1.5046536461227333e-08,6.018614495673091e-10
1896,1.47425724961181e-08,1.7691086373616827e-09
1897,4.661370844871726e-09,2.9133566670225264e-09
1898,9.619203211741478e-09,2.26334195829736e-09
1899,1.0502398950507086e-08,0.0
1900,2.387884379118077e-08,5.191053142894475e-10
1901,1.397184767881754e-08,5.588738916095792e-10
1902,1.5712908307818907e-08,1.9641135384773634e-09
1903,2.8621167658116065e-08,2.1600881083827517e-09
1904,1.7736262236667244e-08,2.6873125946735854e-09
1905,9.28936660926638e-09,2.0643036169332163e-09
1906,1.6975809202790515e-08,0.0
1907,2.3657079850636364e-08,1.5428529565042481e-09
1908,2.6030361865991836e-08,2.4556945366072114e-09
1909,2.8605114721358404e-08,0.0
1910,1.7635697346918278e-08,1.068830135508847e-09
1911,1.8089272302290738e-08,5.320374141248863e-10
1912,2.344239469209697e-08,5.209421227725386e-10
1913,1.6439267724877027e-08,2.6514948014977335e-09
1914,3.9510787530616653e-08,1.3393487430235496e-09
1915,1.1780762143587253e-08,8.246533234057551e-09
1916,1.9777431248257926e-08,3.2962386153911893e-09
1917,1.7546279096336548e-08,0.0
1918,1.6080926812378493e-08,1.1486376294556067e-09
1919,3.1306683467846597e-08,9.207848372660976e-10
1920,2.1202248845497706e-08,0.0
1921,1.6660044011018726e-08,7.572747429129834e-10
1922,1.2542490601674672e-08,2.2133805899215986e-09
1923,1.0615948120573648e-08,0.0
1924,1.804827398643738e-08,0.0
1925,1.2097995494286806e-08,0.0
1926,8.916910765321973e-09,2.229227691330493e-09
1927,2.1183527820767267e-08,2.2298449753321847e-09
1928,2.2852082892654835e-08,1.1426041224282812e-09
1929,2.33948540540041e-08,0.0
1930,2.10072066408884e-08,6.302162347537887e-09
1931,1.596749932275543e-08,0.0
1932,4.164623845781534e-08,2.1919073223131136e-09
1933,1.3764794637438627e-08,1.1470662197865522e-09
1934,2.3963160344919743e-08,0.0
1935,1.555876849579363e-08,0.0
1936,1.9399543305098632e-08,0.0
1937,2.392312481447334e-08,0.0
1938,2.852347158466273e-08,0.0
1939,2.7529290846928234e-08,0.0
1940,2.7893612752905028e-08,0.0
1941,8.854508237732261e-09,0.0
1942,0.0,0.0
1943,2.0322646676618206e-08,0.0
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,2.178504132643866e-08,2.178504043826024e-09
1946,4.1763314584386535e-08,0.0
1947,1.6689218895749036e-08,3.5762612871081956e-09
1948,2.391815279167986e-08,3.2615663503321457e-09
1949,2.6505922789965553e-08,2.945102384188658e-09
1950,2.0207187034770868e-08,0.0
1951,1.0661401539380222e-08,0.0
1952,2.003512733494972e-08,1.0544803918932644e-09
1953,1.723812381726475e-08,0.0
1954,1.4658803948464083e-08,1.9545072227344917e-09
1955,2.627970197011109e-08,0.0
1956,2.0930739808022736e-08,1.744228317335228e-09
1957,3.003912851795576e-08,0.0
1958,1.3235589513271862e-08,0.0
1959,1.1626121398933265e-08,0.0
1960,1.1765417085030094e-08,1.3841666701708277e-09
1961,1.737039845295385e-08,2.08444772553662e-09
1962,1.8391673961559718e-08,2.5367825617905737e-09
1963,9.69907976156037e-09,6.466053248388448e-10
1964,1.1559539991878864e-08,0.0
1965,2.407699106754535e-08,1.0944086747954884e-09
1966,1.6617224929404983e-08,1.6617224263271169e-09
1967,8.874604162656397e-09,0.0
1968,2.6050212653672133e-08,3.1439910674890825e-09
1969,3.315483354526805e-08,0.0
1970,1.977451802304131e-08,4.5987250119061684e-10
1971,1.0276794526475896e-08,1.541519245584766e-09
1972,1.2825367434743384e-08,5.130146862875051e-10
1973,2.205281468548037e-08,5.513203782392395e-10
1974,1.1813700240281833e-08,1.6876715580593782e-09
1975,1.3707552426467373e-08,0.0
1976,1.7140580510499603e-08,5.713526873840635e-10
1977,2.11564152863275e-08,1.1753563677885381e-09
1978,1.3069301196821925e-08,5.940591352171509e-10
1979,8.192762912528906e-09,2.3407893401383717e-09
1980,2.1035058139773355e-08,5.685150683554241e-10
1981,1.5813874654213578e-08,0.0
1982,7.449002747961231e-09,1.8622506869903077e-09
1983,2.1472073896688926e-08,6.315316047889041e-10
1984,2.203623239438457e-08,0.0
1985,1.4437339324047116e-08,1.2031116103372597e-09
1986,1.6185110141009318e-08,1.7983456945813714e-09
1987,1.711028652096047e-08,6.110816852533674e-10
1988,1.4991384134077634e-08,1.1993107618124554e-09
1989,1.5366742545097622e-08,5.488122178931576e-10
1990,1.0352437129768077e-08,1.089730194969718e-09
1991,1.817054240405014e-08,1.1722930404189924e-09
1992,6.61193322315512e-09,5.509944167592096e-10
1993,4.4313659408601325e-09,5.539207426075166e-10
1994,1.7407257857371405e-08,1.0549853213248639e-09
1995,1.1929391696696712e-08,1.0844901643380922e-09
1996,1.2277611816102763e-08,1.6014276571496566e-09
