year,pourrions_VERB établir_VERB,pourrions_VERB rétablir_VERB
1997,1.3905194329311144e-08,4.79489448146353e-10
1998,1.7642078020685403e-08,1.43043876743576e-09
1999,1.416762351880152e-08,0.0
2000,1.2812291672048559e-08,4.4180314962005696e-10
2001,1.8839211080035057e-08,8.762423564512289e-10
2002,9.200564754507923e-09,8.76244299341522e-10
2003,1.583430631058036e-08,0.0
2004,7.488145215006625e-09,4.404791253964646e-10
2005,1.6663873836364473e-08,0.0
2006,1.2765458912156191e-08,1.2353669198716943e-09
2007,9.98619853476157e-09,1.1983438685803094e-09
2008,1.4901038625225738e-08,0.0
2009,1.6211854969583328e-08,0.0
2010,1.7005655550406118e-08,0.0
2011,1.414869643667771e-08,3.82397197240536e-10
2012,1.191488419038933e-08,6.808505426114664e-10
2013,1.4224537991935904e-08,1.1156500168141292e-09
2014,1.1909948582911056e-08,6.496335691608124e-10
2015,1.6180999651282946e-08,6.649726325136385e-10
2016,1.532791671365885e-08,1.86420612280358e-09
2017,1.635147306444651e-08,1.2578056374223934e-09
2018,2.090988004965766e-08,2.5814667070633845e-10
2019,1.3265136544760026e-08,1.02039510174734e-09
