year,les_DET aides_NOUN,les_DET raids_NOUN
1896,1.1339986567548976e-06,1.4152869320938066e-08
1897,1.0913434191905935e-06,2.7968225846386474e-08
1898,1.063770746378978e-06,1.4145887128336199e-08
1899,1.1408921700706287e-06,3.150719685152126e-08
1900,9.966821825635463e-07,5.346784814896921e-08
1901,1.0987460490330392e-06,3.7444551459486775e-08
1902,1.2049836950467352e-06,2.7497589094593877e-08
1903,1.135126273421605e-06,4.212171766937445e-08
1904,1.2458381464242052e-06,6.825774168106591e-08
1905,1.2912218725347202e-06,5.26397414546409e-08
1906,1.2639261952607228e-06,6.687440023966928e-08
1907,1.0789685687129236e-06,4.011417953364571e-08
1908,1.1158676160860637e-06,5.991894536094833e-08
1909,1.437407017412795e-06,5.22593421869999e-08
1910,1.1676969573493068e-06,4.756294180729981e-08
1911,1.523755183363562e-06,5.054355267652966e-08
1912,1.1153370707006616e-06,4.636384787204406e-08
1913,8.675691063331215e-07,5.780258938159477e-08
1914,1.0935782235321767e-06,7.232483145713786e-08
1915,8.328998459816717e-07,4.4295664736182516e-07
1916,8.866881902047652e-07,6.306803328470778e-07
1917,8.466079912672342e-07,4.989723265680368e-07
1918,9.43031510658443e-07,6.604666396015091e-07
1919,7.283408144376224e-07,3.37007239892273e-07
1920,8.125004886672116e-07,1.8476245777776512e-07
1921,9.003996722656282e-07,1.7265863760940192e-07
1922,7.348423824993233e-07,1.165713783279898e-07
1923,7.908881456408778e-07,1.157138358465204e-07
1924,8.03148202166426e-07,9.668718359279183e-08
1925,9.238469600436616e-07,1.0448269449625514e-07
1926,7.523643326123874e-07,1.7387976214422451e-07
1927,8.718693875753303e-07,2.185248071384649e-07
1928,7.586891435096277e-07,1.7824624265472266e-07
1929,7.820565102178989e-07,1.7267629104367188e-07
1930,1.3003461463156896e-06,2.3317999975347448e-07
1931,7.059915905216485e-07,1.459885625720858e-07
1932,7.8799069325175e-07,1.578173236538305e-07
1933,1.0954482843050783e-06,2.1794257776264203e-07
1934,7.248856057628927e-07,1.929034390002471e-07
1935,7.013414409229313e-07,1.7473694668979078e-07
1936,6.947461272943656e-07,1.394342170613072e-07
1937,6.698474663835441e-07,2.7196815821639575e-07
1938,8.608902687390341e-07,2.502286449157509e-07
1939,6.607029821026345e-07,3.471749394634571e-07
1940,5.832300677965918e-07,4.615124851170549e-07
1941,1.1481345318919978e-06,2.3021721062832512e-07
1942,8.22271388756235e-07,2.548737931817868e-07
1943,5.951632306988586e-07,3.948399935893576e-07
1944,7.936570014521749e-07,4.466328604735281e-07
1945,7.08013823125242e-07,6.20873642276365e-07
1946,5.94431141642815e-07,3.9257514927726334e-07
1947,4.935240638381799e-07,3.2305559471978995e-07
1948,7.8712468831732e-07,3.1963349655939055e-07
1949,1.92413365507349e-06,3.249429738616527e-07
1950,6.764089997002287e-07,2.531215983481161e-07
1951,7.164462036968189e-07,2.345508391954354e-07
1952,6.780309069753798e-07,2.899821041069117e-07
1953,7.121499923101737e-07,2.176313103063876e-07
1954,7.974389419906913e-07,2.34540866728139e-07
1955,1.1544297526810965e-06,3.0784793025873114e-07
1956,8.686257113588169e-07,2.2674967325997386e-07
1957,1.3862173937617683e-06,2.968572729855623e-07
1958,1.79424954183105e-06,2.440311774876136e-07
1959,1.240119696710451e-06,2.1702093633280128e-07
1960,1.3793220863811406e-06,2.5607082676515347e-07
1961,1.6487981699953025e-06,2.4665964737380364e-07
1962,1.4022065020213859e-06,2.847538347339196e-07
1963,2.005769715651695e-06,2.5670231629248974e-07
1964,2.2017881100566683e-06,2.9993965355856744e-07
1965,2.2922389870672077e-06,3.7374056205408124e-07
1966,2.7767382722032607e-06,3.268053951899219e-07
1967,2.4799588125290484e-06,4.2351583928734726e-07
1968,2.097042017368267e-06,4.4060789505806497e-07
1969,3.058873970118725e-06,3.478986450033972e-07
1970,2.5086044423972e-06,3.858330153150291e-07
1971,3.199166194178815e-06,3.1960831137212153e-07
1972,3.086296361587415e-06,4.2836727232042904e-07
1973,2.7830652342686335e-06,4.2231139474324664e-07
1974,3.1958872668269578e-06,3.1671968514501714e-07
1975,3.1213237985383557e-06,3.2783896486421327e-07
1976,3.0675926598888736e-06,2.708211788160497e-07
1977,2.7685519228271005e-06,3.126447865042792e-07
1978,3.2055431216093666e-06,3.724750676781241e-07
1979,3.2741791926582664e-06,3.575555673762665e-07
1980,3.1023866551294077e-06,3.064296159038804e-07
1981,3.3177507710036025e-06,3.0868680767071055e-07
1982,3.3216345034503547e-06,4.668041597710726e-07
1983,3.5403661797772656e-06,3.7576131717287353e-07
1984,3.891134625177983e-06,3.7809536479471717e-07
1985,4.28728810941692e-06,3.898081608610937e-07
1986,3.8172884551102015e-06,4.849538655093966e-07
1987,3.958587184271778e-06,4.0025851077984953e-07
1988,3.734653750697703e-06,4.617346363033903e-07
1989,3.7588149304212948e-06,3.506909926898061e-07
1990,3.628256735055402e-06,4.832953379718674e-07
1991,3.837501230563589e-06,4.601250296332182e-07
1992,4.003525438278643e-06,4.3859154885694807e-07
1993,4.291223911323527e-06,3.971611590714019e-07
1994,4.243150900862247e-06,4.2726905036261087e-07
1995,3.95838907252255e-06,3.7143789199944877e-07
1996,4.5667379708902445e-06,4.2010786671653477e-07
1997,4.457333890428572e-06,4.214712134853471e-07
1998,5.393231100825346e-06,3.919402082885881e-07
1999,4.881431953762672e-06,4.844413226123834e-07
2000,4.87529768378181e-06,4.365015087159918e-07
2001,5.677612543664168e-06,4.078908268922987e-07
2002,5.297334741527493e-06,3.6013639714838064e-07
2003,4.842381137848406e-06,4.3127651139229783e-07
2004,4.632518877834002e-06,3.9599072465534846e-07
2005,5.015375636574504e-06,4.093908501090482e-07
2006,4.24719177694044e-06,4.1878939782691305e-07
2007,3.79116033322191e-06,4.397922026555534e-07
2008,4.7534313960539976e-06,3.806151021024107e-07
2009,3.978103082502571e-06,3.68581268617163e-07
2010,3.844695097399153e-06,3.8451676687145664e-07
2011,3.5452044606643085e-06,3.70542885264058e-07
2012,3.1673167733003993e-06,4.12935850846452e-07
2013,3.3343989187528678e-06,3.782053497047855e-07
2014,2.738205456154219e-06,4.562593005630333e-07
2015,2.910806742306704e-06,3.655132800872707e-07
2016,2.4423170419396456e-06,3.4156397887841194e-07
2017,2.7357273002515115e-06,3.516824520488626e-07
2018,2.34629514839213e-06,3.6631013244914357e-07
2019,2.1333910726895056e-06,3.971887814202546e-07
