year,plus_ADV établi_VERB,plus_ADV rétabli_VERB
1920,1.8930579770426448e-08,1.2872794385998532e-08
1921,2.4232791773215467e-08,0.0
1922,4.279202414636529e-08,7.377935484775833e-10
1923,3.927900849021171e-08,3.1847844361720945e-09
1924,3.351822286390416e-08,0.0
1925,2.969508017258704e-08,2.1996355847875293e-09
1926,1.89484357093761e-08,1.1146138456652466e-09
1927,4.9056588125040435e-08,1.1149224876660924e-09
1928,3.6563331917705e-08,0.0
1929,3.342121956961819e-08,3.342121912552898e-09
1930,2.941009036305786e-08,0.0
1931,4.676196141417677e-08,0.0
1932,5.041386685888938e-08,0.0
1933,3.0970788600370724e-08,1.1470662197865522e-09
1934,4.912448048344231e-08,1.1981580172459871e-09
1935,4.547948151412129e-08,2.393656828303392e-09
1936,3.758661648589623e-08,0.0
1937,2.392312481447334e-08,0.0
1938,2.7226949583791793e-08,6.482607339819424e-09
1939,3.6705721129237645e-08,3.058810094103137e-09
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,2.066051862925633e-08,0.0
1942,3.6410540360520827e-08,0.0
1943,4.3548528338988035e-08,2.9032352077962287e-09
1944,5.462416652335378e-08,0.0
1945,4.574858536443571e-08,0.0
1946,2.0881657292193267e-08,0.0
1947,2.5033829231801974e-08,0.0
1948,4.892349636520521e-08,2.174377566888097e-09
1949,4.613993809243766e-08,0.0
1950,3.828730044119766e-08,0.0
1951,3.3050344683260846e-08,0.0
1952,2.4253049346611988e-08,0.0
1953,3.770839640537815e-08,2.1547654771580937e-09
1954,4.788542540268281e-08,1.9545072227344917e-09
1955,2.815682265122632e-08,0.0
1956,2.0930739808022736e-08,0.0
1957,2.6505112771246786e-08,1.7670075402875796e-09
1958,3.6397871383542224e-08,2.4816730892496253e-09
1959,3.100299039715537e-08,7.750747821333448e-10
1960,2.2146666722733244e-08,6.920833350854139e-10
1961,3.61304266505158e-08,6.948159270159238e-10
1962,2.219684702708946e-08,6.341956404476434e-10
1963,2.2631185814248056e-08,0.0
1964,3.8937397306426647e-08,0.0
1965,2.407699106754535e-08,3.2832261354087677e-09
1966,3.4342264143560897e-08,3.3234448526542337e-09
1967,2.465167803222812e-08,3.451234853457663e-09
1968,2.1558795637588446e-08,0.0
1969,3.4971535001204757e-08,1.8167031212712459e-09
1970,2.6672605457633836e-08,0.0
1971,2.980270608077262e-08,0.0
1972,2.8728821988011077e-08,1.0260293725750103e-09
1973,1.7642252103655665e-08,2.205281512956958e-09
1974,2.981553137715309e-08,1.1251143350321513e-09
1975,2.341706917263764e-08,0.0
1976,2.971033907783749e-08,0.0
1977,3.0559267116814226e-08,0.0
1978,3.089107636355948e-08,0.0
1979,3.4526642878063285e-08,0.0
1980,3.467942022439274e-08,5.685150683554241e-10
1981,3.0362638625547334e-08,0.0
1982,3.289976291398489e-08,6.207502289967692e-10
1983,3.157657957331139e-08,1.2630632095778083e-09
1984,3.76935567203418e-08,0.0
1985,1.4437339324047116e-08,0.0
1986,1.978180286243969e-08,0.0
1987,2.0776777631681398e-08,2.4443267410134695e-09
1988,1.9788627625416666e-08,0.0
1989,3.0733485090195245e-08,0.0
1990,3.923028657482064e-08,0.0
1991,2.5204300868608698e-08,0.0
1992,2.5345743281945943e-08,0.0
1993,3.323524566667402e-08,1.661762283333701e-09
1994,1.793475057354499e-08,5.274926606624319e-10
1995,2.6027763055935793e-08,2.1689803286761844e-09
1996,3.84342655479486e-08,0.0
1997,3.308477047880842e-08,1.438468344439059e-09
1998,3.099284029417504e-08,0.0
1999,3.107736645802106e-08,9.140402323914998e-10
2000,3.048441854502926e-08,0.0
2001,3.0230360437144554e-08,1.3143635069212678e-09
2002,3.198291764761052e-08,1.3143663935011318e-09
2003,3.4168767371056674e-08,8.333845835650777e-10
2004,3.259545522382723e-08,4.404791253964646e-10
2005,3.422849559342467e-08,4.5037495954858286e-10
2006,3.706101026068609e-08,1.2353669198716943e-09
2007,3.475197019042753e-08,3.994479469415779e-10
2008,2.682186917013496e-08,0.0
2009,2.4317781566196572e-08,1.430457752249481e-09
2010,3.3538931631937885e-08,4.723793023408973e-10
2011,3.4033352136475514e-08,0.0
2012,1.7702113552786614e-08,0.0
2013,3.0122549787847674e-08,1.1156500168141292e-09
2014,1.4941571535587173e-08,8.661780737106994e-10
2015,1.795426030071212e-08,1.5516027351836215e-09
2016,1.3670844012381167e-08,2.0713400439298368e-10
2017,2.3646746782901573e-08,1.2578056374223934e-09
2018,1.626323964387666e-08,5.162933414126769e-10
2019,1.785691416955615e-08,5.1019755087367e-10
