year,plus_ADV établi_VERB,plus_ADV rétabli_VERB
1800,3.144164395507687e-08,6.288328968651058e-09
1801,3.5717739876872656e-08,3.095537337571841e-08
1802,4.475680270843441e-09,0.0
1803,3.90067853572873e-08,3.900678446910888e-09
1804,2.7190360185613827e-08,0.0
1805,1.0802935435094696e-07,0.0
1806,5.76333825108577e-08,0.0
1807,8.825561081948763e-08,0.0
1808,9.064295625194063e-08,0.0
1809,5.6475762733043666e-08,0.0
1810,5.616304221689461e-08,0.0
1811,2.5070768572277302e-08,0.0
1812,4.000812481308458e-08,0.0
1813,5.7514832008109806e-08,2.8757416448144113e-09
1814,4.405347908686963e-08,0.0
1815,4.5852800667489646e-08,0.0
1816,1.0429217667251578e-07,0.0
1817,7.161617787687646e-08,1.401186100480345e-08
1818,3.099506074022429e-08,0.0
1819,4.968504185853817e-08,1.1386155129855524e-08
1820,4.746592452420373e-08,1.1866481131050932e-09
1821,1.972297702934611e-08,2.9584463767662328e-09
1822,4.8122956286533736e-08,3.0076847679083585e-09
1823,4.644862983127496e-08,9.882686891060644e-10
1824,4.463189640091514e-08,4.210556348027694e-09
1825,1.1359021812040737e-07,6.163809906922779e-09
1826,5.989429041619587e-08,6.1655889282974385e-09
1827,6.544264152807955e-08,4.608636583469661e-09
1828,5.4116576109208836e-08,9.172301251858528e-10
1829,6.344150449422159e-08,1.714635211591542e-09
1830,3.339787468803479e-08,2.0873671680021744e-09
1831,2.9623292263636358e-08,3.1182412207897414e-09
1832,2.705993829010822e-08,6.764984572527055e-09
1833,3.4750886612755494e-08,2.3167257001688313e-09
1834,4.387229424196448e-08,9.334530925997342e-10
1835,3.932805725526123e-08,1.5126175867408165e-09
1836,3.427582484505365e-08,6.720750067579218e-10
1837,6.74915412446353e-08,6.957890930081589e-10
1838,3.3454458758797045e-08,1.2624323808552163e-09
1839,3.985140750728533e-08,4.894032734625853e-09
1840,5.414235459966221e-08,1.2739377330817092e-09
1841,5.714288064950779e-08,0.0
1842,7.244926081284575e-08,3.3541325272778977e-09
1843,5.079943576902224e-08,0.0
1844,5.2690189988879865e-08,5.488561272137815e-10
1845,7.756516851031847e-08,0.0
1846,4.0981507964943376e-08,1.7563503984519002e-09
1847,5.069630049092666e-08,1.6179670936367074e-09
1848,4.022610866627474e-08,3.218088684420195e-09
1849,4.776266493422554e-08,8.379414939696517e-10
1850,6.78899567674307e-08,2.0366988096043315e-09
1851,3.353708066811123e-08,0.0
1852,5.338647213193326e-08,6.510545436100301e-10
1853,5.4941772020811186e-08,5.3747388761848924e-09
1854,4.1565314745639625e-08,0.0
1855,4.617035287424187e-08,2.1227748447927297e-09
1856,4.40061072026765e-08,5.694908100650764e-09
1857,7.419893677251821e-08,6.8341128311999455e-09
1858,3.474509924217273e-08,4.893676019968041e-10
1859,3.666364989385329e-08,5.092173349652285e-10
1860,4.165237399433863e-08,4.119465657481669e-09
1861,5.517677692523648e-08,0.0
1862,4.382446761042047e-08,4.9697850279528666e-09
1863,3.995696573610985e-08,1.9978483312144135e-09
1864,3.0206784629172034e-08,0.0
1865,4.283228349777346e-08,2.3534221238463715e-09
1866,1.8002767276925624e-08,1.4596839292835284e-09
1867,3.6396087921275466e-08,0.0
1868,5.878450082263953e-08,2.9639244392143382e-09
1869,4.150991372853241e-08,0.0
1870,4.587239033071455e-08,5.734048791339319e-10
1871,4.885741589077952e-08,0.0
1872,5.1402384571019866e-08,6.047339295989218e-10
1873,4.8486636927691507e-08,0.0
1874,3.823749850084823e-08,0.0
1875,4.2339301842275745e-08,0.0
1876,4.111290152764013e-08,0.0
1877,3.216104360603822e-08,6.184815992682502e-10
1878,5.072834596830944e-08,1.8117265465633636e-09
1879,7.086817532808709e-08,0.0
1880,4.813384535395926e-08,0.0
1881,2.719277958362909e-08,3.4862537301449947e-09
1882,4.791877472598571e-08,1.3310770263785798e-09
1883,4.423537092179686e-08,6.319338941018771e-10
1884,4.15906917794473e-08,1.3203393933736152e-09
1885,2.8360796378024133e-08,6.445635691854079e-10
1886,3.1621972595985426e-08,3.2267319927115068e-09
1887,5.7454535351553204e-08,6.528924623161458e-10
1888,3.867775077992519e-08,0.0
1889,4.1976417008982025e-08,1.2530273485467092e-09
1890,3.0150179242127706e-08,0.0
1891,5.16311828846483e-08,3.824531802365527e-09
1892,4.576013878931917e-08,6.268512375839919e-10
1893,7.88277318974906e-08,1.2316833108982905e-09
1894,6.175508815431385e-08,0.0
1895,3.8519132772307785e-08,0.0
1896,2.7126333179694484e-08,0.0
1897,5.884980680548324e-08,0.0
1898,4.9793523970720344e-08,0.0
1899,7.296403481404923e-08,0.0
1900,5.0353214930964896e-08,0.0
1901,3.073806453812722e-08,5.588738916095792e-10
1902,4.2228439411928775e-08,0.0
1903,2.5381035939631147e-08,1.0800440541913758e-09
1904,4.2997001514777367e-08,2.6873125946735854e-09
1905,4.438252787508645e-08,1.5482277682110634e-09
1906,3.600929332492342e-08,0.0
1907,3.959989314239465e-08,5.142843373384665e-10
1908,3.388858615949175e-08,3.437972351250096e-09
1909,4.015717891547865e-08,2.7504918342913243e-09
1910,4.4890864359103944e-08,0.0
1911,3.6710581241550244e-08,0.0
1912,5.4177981212433224e-08,0.0
1913,2.8105844762649212e-08,5.30298971401777e-10
1914,3.8171439342704616e-08,3.3483718020477227e-09
1915,4.830112487752558e-08,0.0
1916,5.16410700868164e-08,0.0
1917,3.180263163926611e-08,0.0
1918,2.986458014220261e-08,2.2972752589112133e-09
1919,2.8544329566670967e-08,0.0
