year,petites_ADJ ondes_NOUN,petites_ADJ rondes_NOUN
1902,1.5712908307818907e-08,2.9461704187383475e-09
1903,1.1340462791054051e-08,1.0800440541913758e-09
1904,2.956043942958786e-08,2.1498500757388683e-09
1905,1.2385822145688508e-08,0.0
1906,1.7490227932626112e-08,3.0865106026567446e-09
1907,1.5942815068115124e-08,3.599990305858114e-09
1908,1.6698722404839828e-08,5.40252820258047e-09
1909,1.0451868703853506e-08,2.2003934230241384e-09
1910,1.4429207162436342e-08,4.275320542035388e-09
1911,3.1390207766435196e-08,1.0640748282497725e-09
1912,1.40654377034366e-08,2.0837684910901544e-09
1913,6.522677153952827e-08,1.590896969716482e-09
1914,2.4777952134513725e-08,2.0090231700464756e-09
1915,3.062998032987707e-08,2.3561523843085297e-09
1916,1.538244731591476e-08,3.2962386153911893e-09
1917,2.8512703309502285e-08,4.386569774084137e-09
1918,4.020231614276781e-08,1.033773866510046e-08
1919,5.616787390749778e-08,1.8415696745321952e-09
1920,4.770506123463747e-08,3.028892692213958e-09
1921,6.209653236055601e-08,2.2718242842501013e-09
1922,5.976127681606158e-08,2.951174193910333e-09
1923,1.1783702547063513e-07,4.246379248229459e-09
1924,8.25063998233233e-08,3.867487219366694e-09
1925,8.028669640225417e-08,2.1996355847875293e-09
1926,8.582526334066642e-08,0.0
1927,1.1595194093771966e-07,3.3447675740205796e-09
1928,7.769708243454687e-08,1.1426041224282812e-09
1929,1.1474618588636076e-07,1.1140406375176326e-09
1930,7.667630796959202e-08,2.100720708497761e-09
1931,8.89617837174228e-08,1.1405356659111021e-09
1932,8.110057336807586e-08,0.0
1933,1.2273608263058122e-07,2.2941324395731044e-09
1934,5.391711255242626e-08,2.3963160344919743e-09
1935,4.4282651323612754e-08,1.196828414151696e-09
1936,8.366053094732706e-08,3.6374143697059935e-09
1937,7.176937255604088e-08,3.777335333410292e-09
1938,9.205302364811985e-08,1.2965214457594243e-09
1939,6.576441702321745e-08,4.588215141154706e-09
1940,1.242533604894902e-07,2.5357829613881222e-08
1941,6.493305448884712e-08,5.9030051957620344e-09
1942,4.5513175450651033e-08,0.0
1943,3.774205836748479e-08,5.806470415592457e-09
1944,4.4984606262232774e-08,0.0
1945,5.010559434026618e-08,0.0
1946,2.6450098289387824e-07,2.7842208538686464e-09
1947,3.099426493236024e-08,2.3841741914054637e-09
1948,5.544662684542345e-08,1.0871887834440486e-09
1949,4.712163814701853e-08,0.0
1950,5.7430952438153327e-08,9.571825110299415e-09
1951,5.6505429890663095e-08,1.0661401761424827e-09
1952,3.268889159357968e-08,0.0
1953,2.9089333830611963e-08,1.0773827385790469e-09
1954,3.518113045331006e-08,3.9090144454689835e-09
1955,3.9419553843345057e-08,2.815682353940474e-09
1956,4.971050748814321e-08,5.232684952005684e-09
1957,3.534015258210843e-08,3.534015080575159e-09
1958,6.865961976743051e-08,8.272243445794913e-10
1959,3.64285146492449e-08,3.100299128533379e-09
1960,5.951916748347941e-08,3.460416619915918e-09
1961,6.04489873157199e-08,4.86371165564492e-09
1962,3.614915300431676e-08,6.341956404476434e-10
1963,3.4916686875163805e-08,7.759263453976928e-09
1964,2.4335873760605864e-08,1.8251904432275978e-09
1965,4.322914293197755e-08,0.0
1966,3.600398557068729e-08,2.215629901769489e-09
1967,2.9582013671980434e-08,9.860671168482327e-10
1968,3.009248650265306e-08,8.982831700699023e-10
1969,2.9067249385228422e-08,1.3625273131978588e-09
1970,2.1614008360870685e-08,4.1388523719376735e-09
1971,1.849823050292798e-08,4.1107179882260425e-09
1972,2.2572646307672528e-08,2.565073486948677e-09
1973,2.0398854161385316e-08,3.859242703185828e-09
1974,2.3064844367759463e-08,1.1251143350321513e-09
1975,3.255543745694922e-08,3.4268881066168433e-09
1976,1.428381679602353e-08,2.285410749536254e-09
1977,2.7620874476497193e-08,1.7630346071939584e-09
1978,1.485147826940647e-08,2.3762365408686037e-09
1979,1.872631405497316e-08,1.1703946700691858e-09
1980,1.3644362084619388e-08,2.2740602734216964e-09
1981,1.4548763582755697e-08,3.1627747087981106e-09
1982,2.6692260179927985e-08,0.0
1983,1.5156758848000607e-08,1.89459470334441e-09
1984,1.6817124248724724e-08,2.3196033982486597e-09
1985,2.4062232761856706e-08,6.015557829641693e-09
1986,1.558566253834215e-08,1.1988970927134801e-09
1987,1.588812459374367e-08,6.110816852533674e-10
1988,1.4991384134077634e-08,4.197587610832443e-09
1989,1.6464365870660913e-08,5.488122178931576e-10
1990,1.5801088437683575e-08,3.2691906959314565e-09
1991,1.8756688924259635e-08,4.10302547493302e-09
1992,8.815910668147353e-09,2.2039776670368383e-09
1993,1.6063700869484165e-08,5.539207315052863e-09
1994,1.476979427650349e-08,1.0549853213248639e-09
1995,1.4098372247417501e-08,3.795715741716776e-09
1996,9.60856638698715e-09,2.135236876199542e-09
1997,2.445396263262012e-08,1.438468344439059e-09
1998,1.0013071261028017e-08,4.768129224785866e-10
1999,1.4624643718263997e-08,1.8280804647829996e-09
2000,1.9439339027371716e-08,2.6508188977203417e-09
2001,1.0514908055370142e-08,0.0
2002,1.7963008858146168e-08,1.3143663935011318e-09
2003,1.0417307572119228e-08,6.667076668520622e-09
2004,1.0571499231559756e-08,1.7619165015858584e-09
2005,1.3961623857028371e-08,1.8014998381943315e-09
2006,1.8530505130343045e-08,1.6471559671771274e-09
2007,1.5179022483380322e-08,3.595031605740928e-09
2008,1.7455501932772677e-08,1.7029758714315335e-09
2009,2.098004614481397e-08,6.198650481792356e-09
2010,3.637320755700557e-08,4.2514138876015295e-09
2011,2.7532598423363197e-08,2.2943831279320648e-09
2012,4.119145957659498e-08,3.063827413996023e-09
2013,2.0360612751346707e-08,2.7891249310130206e-09
2014,2.7934242391447484e-08,5.846701789380404e-09
2015,3.014542571122547e-08,1.7732603163622684e-09
2016,2.7755955894770423e-08,2.899876117012923e-09
2017,1.8363962794865074e-08,4.024978128569501e-09
2018,2.5298374339843832e-08,4.3884935685412074e-09
2019,2.6275173758971704e-08,4.08158040698936e-09
