year,veux_VERB ajouter_VERB,veux_VERB rajouter_VERB
1927,2.6758140592164636e-08,0.0
1928,5.141718517620575e-08,0.0
1929,4.9017788938954254e-08,0.0
1930,4.8316575629314684e-08,0.0
1931,4.5621426636444085e-08,0.0
1932,5.698959171240858e-08,0.0
1933,5.5059178549754506e-08,0.0
1934,4.672816089623666e-08,0.0
1935,4.188899538348778e-08,0.0
1936,7.881064334469556e-08,0.0
1937,7.051026074123001e-08,0.0
1938,3.630260181353151e-08,0.0
1939,3.5176316970364496e-08,0.0
1940,2.5357829613881222e-08,0.0
1941,2.6563522936839945e-08,0.0
1942,2.730790527039062e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,5.7837350908584995e-08,0.0
1945,3.0499055725385915e-08,0.0
1946,3.201854070766785e-08,0.0
1947,5.602809238780537e-08,0.0
1948,8.153915587172378e-08,0.0
1949,5.3011845579931105e-08,0.0
1950,7.551106762093696e-08,0.0
1951,6.396840745992449e-08,0.0
1952,3.4797853487589236e-08,0.0
1953,4.0940545176226806e-08,0.0
1954,6.254423112750374e-08,0.0
1955,4.786659957289885e-08,0.0
1956,3.662879421995058e-08,0.0
1957,3.268964121616591e-08,0.0
1958,4.4670112941957996e-08,0.0
1959,3.100299039715537e-08,0.0
1960,3.8064584373387333e-08,0.0
1961,1.945484662257968e-08,0.0
1962,3.170978146727066e-08,0.0
1963,2.0044765847160306e-08,0.0
1964,4.4412967525886415e-08,0.0
1965,4.7059572239049885e-08,0.0
1966,2.7141465963609335e-08,0.0
1967,4.289391952738697e-08,0.0
1968,3.458390196442451e-08,0.0
1969,2.8613074576355757e-08,0.0
1970,3.587005537042387e-08,0.0
1971,2.8261185391897925e-08,0.0
1972,4.411926468605998e-08,0.0
1973,2.3706776985932265e-08,0.0
1974,3.600365872102884e-08,0.0
1975,2.798625331479343e-08,0.0
1976,3.142439908287997e-08,0.0
1977,2.11564152863275e-08,0.0
1978,2.8514838490423244e-08,0.0
1979,3.101546042216796e-08,0.0
1980,3.240536017301565e-08,0.0
1981,3.28928564385933e-08,6.325549528618524e-10
1982,2.4209258597807093e-08,0.0
1983,3.8523428003145455e-08,6.315316047889041e-10
1984,1.797692661398287e-08,0.0
1985,2.4062231318566774e-08,0.0
1986,3.11713250766843e-08,5.994485463567401e-10
1987,2.810975807676641e-08,6.110816852533674e-10
1988,2.6384837426007834e-08,0.0
1989,1.9757239400064464e-08,1.6464366536794728e-09
1990,3.0512445903241314e-08,5.44865097484859e-10
1991,2.1687421636329418e-08,0.0
1992,1.8182815253453555e-08,1.1019888335184191e-09
1993,2.7142116110212555e-08,5.539207426075166e-10
1994,3.0594573985354145e-08,0.0
1995,2.7112253775385398e-08,5.422450821690461e-10
1996,2.3487604750016544e-08,1.067618438099771e-09
1997,1.7261619689179497e-08,4.79489448146353e-10
1998,2.0026142522056034e-08,0.0
1999,2.2393985332769262e-08,9.140402323914998e-10
2000,2.5182780305499364e-08,1.3254094488601709e-09
2001,2.5849150375734098e-08,8.762423564512289e-10
2002,1.927737436346888e-08,2.1906108038649563e-09
2003,2.0417921575699438e-08,8.333845835650777e-10
2004,2.114299846311951e-08,8.809582507929292e-10
2005,1.5763124139311913e-08,9.007499190971657e-10
2006,1.8118715416903797e-08,1.2353669198716943e-09
2007,1.2782334302130494e-08,1.997239706952314e-09
2008,2.9802077250451475e-08,8.514879357157668e-10
2009,2.0503227560197956e-08,1.907277002999308e-09
2010,1.9839930587295385e-08,4.723793023408973e-10
2011,1.4531093661673822e-08,2.6767803529281764e-09
2012,2.144679278615058e-08,1.3617010852229328e-09
2013,2.398647502843687e-08,8.367375126105969e-10
2014,2.295371892557796e-08,1.0827225782605865e-09
2015,2.0614150386677466e-08,1.994917786518613e-09
2016,2.0299133041135065e-08,1.2428040818690533e-09
2017,2.6917041040519507e-08,2.7671724911471074e-09
2018,2.349134753387716e-08,3.0977600484760615e-09
2019,2.397928433595098e-08,5.612172948588068e-09
