year,as_VERB établi_VERB,as_VERB rétabli_VERB
1961,2.987708569435199e-08,0.0
1962,1.2049716779927166e-08,0.0
1963,9.69907976156037e-09,0.0
1964,1.1559539991878864e-08,0.0
1965,1.094408652591028e-08,0.0
1966,2.3818021332999706e-08,5.539074754423723e-10
1967,5.916402479044791e-09,1.9721342336964653e-09
1968,8.982831367632116e-09,0.0
1969,5.904285060864822e-09,4.5417578031781147e-10
1970,1.0117195081704722e-08,0.0
1971,9.24911525146399e-09,3.083038491169532e-09
1972,5.130146973897354e-09,0.0
1973,7.718485406371656e-09,0.0
1974,2.812785782069227e-09,0.0
1975,1.1422960355389478e-08,0.0
1976,3.9994687561772935e-09,0.0
1977,8.815172591880582e-09,0.0
1978,9.504946163474415e-09,0.0
1979,1.7555920051037788e-09,0.0
1980,9.664756106531058e-09,0.0
1981,2.5302198114474095e-09,6.325549528618524e-10
1982,1.0552754226011984e-08,6.207502289967692e-10
1983,8.209910973278056e-09,0.0
1984,2.0296528902008504e-08,0.0
1985,9.624892882698077e-09,6.015558051686298e-10
1986,8.392279760016663e-09,1.1988970927134801e-09
1987,9.166225112267057e-09,0.0
1988,5.396898483667201e-09,1.1993107618124554e-09
1989,7.134558721588746e-09,5.488122178931576e-10
1990,5.993515905799995e-09,0.0
1991,7.033758464558559e-09,0.0
1992,5.509944056569793e-09,5.509944167592096e-10
1993,5.539207315052863e-09,0.0
1994,5.802419433820205e-09,5.274926606624319e-10
1995,4.880205572987961e-09,5.422450821690461e-10
1996,8.007138063703678e-09,0.0
1997,9.110299181713799e-09,2.3974471297094624e-09
1998,6.198567881199324e-09,0.0
1999,3.1991407301035224e-09,4.570201161957499e-10
2000,7.510653432518666e-09,8.836062992401139e-10
2001,1.5772362971233633e-08,4.3812117822561447e-10
2002,7.009954394732176e-09,4.38122149670761e-10
2003,7.083769126836614e-09,0.0
2004,1.3214373595360485e-08,8.809582507929292e-10
2005,8.557123898356167e-09,4.5037495954858286e-10
2006,6.1768350434476815e-09,4.1178899179428186e-10
2007,1.4380126422963713e-08,1.5977917877663117e-09
2008,8.940623352771127e-09,0.0
2009,9.53638501499654e-09,0.0
2010,1.9839930587295385e-08,4.723793023408973e-10
2011,1.6825476123472072e-08,3.82397197240536e-10
2012,1.463828702696901e-08,6.808505426114664e-10
2013,1.6734750474256543e-08,2.2313000336282585e-09
2014,1.7107016248019136e-08,2.3819897165822113e-09
2015,1.795426030071212e-08,4.433150790905671e-10
2016,2.2163337831671015e-08,1.0356699942093428e-09
2017,6.666370211405592e-08,1.0062445321423752e-09
2018,2.2716907466246994e-08,2.323319980845895e-09
2019,2.1428297358738746e-08,1.2754939326953263e-09
