year,pourrez_VERB établir_VERB,pourrez_VERB rétablir_VERB
1972,4.104117490300041e-09,5.130146862875051e-10
1973,4.410563025913916e-09,0.0
1974,2.812785782069227e-09,0.0
1975,2.8557400888473694e-09,1.1422960355389478e-09
1976,3.9994687561772935e-09,0.0
1977,4.11374712072643e-09,0.0
1978,5.940591352171509e-10,0.0
1979,3.5111840102075575e-09,5.851973350345929e-10
1980,1.7055452605774235e-09,0.0
1981,6.325549417596221e-09,0.0
1982,1.8622506869903077e-09,0.0
1983,3.78918940668882e-09,3.157658134966823e-09
1984,4.059305780401701e-09,0.0
1985,3.609334831011779e-09,0.0
1986,2.997242676272549e-09,1.7983456945813714e-09
1987,1.8332451112712533e-09,1.8332451112712533e-09
1988,4.197587610832443e-09,0.0
1989,6.585746614717891e-09,1.6464366536794728e-09
1990,1.6345953479657283e-09,0.0
1991,1.1722930404189924e-09,0.0
1992,1.65298330578878e-09,0.0
1993,2.7696036575264316e-09,5.539207426075166e-10
1994,2.1099706426497278e-09,5.274926606624319e-10
1995,0.0,0.0
1996,1.6014276571496566e-09,0.0
1997,3.835915585170824e-09,9.58978896292706e-10
1998,1.9072516899143466e-09,0.0
1999,1.8280804647829996e-09,0.0
2000,2.6508188977203417e-09,0.0
2001,4.3812117822561447e-10,0.0
2002,3.504977197366088e-09,8.76244299341522e-10
2003,1.2500769308587678e-09,1.2500769308587678e-09
2004,1.7619165015858584e-09,4.404791253964646e-10
2005,1.3511248786457486e-09,0.0
2006,4.529678854225949e-09,1.2353669198716943e-09
2007,6.7906151812735516e-09,3.994479469415779e-10
2008,9.79211112195344e-09,8.514879357157668e-10
2009,6.198650481792356e-09,4.76819250749827e-10
2010,6.613310343794865e-09,0.0
2011,1.414869643667771e-08,0.0
2012,1.0893608681783462e-08,1.3617010852229328e-09
2013,8.925200134513034e-09,1.1156500168141292e-09
2014,7.57905826986871e-09,1.2992671383216248e-09
2015,7.75801378694041e-09,2.21657536769726e-09
2016,5.59261792432153e-09,1.4499380585064614e-09
2017,1.1320251402935355e-08,2.0124890642847504e-09
2018,6.9699601645822895e-09,5.162933414126769e-10
2019,8.673358031785483e-09,1.2754939326953263e-09
