year,sans_ADP avoir_VERB,sans_ADP ravoir_VERB
1800,2.886971861926213e-05,3.144164484325529e-09
1801,3.281983913439035e-05,7.143547975374531e-09
1802,3.089114557042194e-05,2.2378401354217203e-09
1803,3.1769076940690866e-05,1.950339223455444e-09
1804,3.4976689050836285e-05,0.0
1805,3.2983065693770186e-05,8.528632911009026e-09
1806,3.401234039301926e-05,5.76333825108577e-09
1807,3.822606498715686e-05,5.693910232196231e-09
1808,3.4559893890673266e-05,2.2660739951163578e-09
1809,3.554584338871791e-05,6.7770917766551975e-09
1810,3.779070783593852e-05,4.680253518074551e-09
1811,3.415891978875152e-05,2.5070767684098882e-09
1812,3.398023102363368e-05,2.6672082320544632e-09
1813,3.6113562941864075e-05,5.751483289628823e-09
1814,3.282298820295182e-05,2.2026739543434815e-08
1815,3.306526491542172e-05,0.0
1816,3.218920051040186e-05,2.3176038865813098e-09
1817,3.188476586046818e-05,3.113746815941454e-09
1818,3.600433899464406e-05,4.768470951432846e-09
1819,3.444415335707163e-05,2.070210003424222e-09
1820,3.5915092098548485e-05,4.746592452420373e-09
1821,3.507830115268007e-05,3.94459531705138e-09
1822,3.420038251533697e-05,4.010246357211145e-09
1823,3.485524939605966e-05,0.0
1824,3.4614142066402565e-05,8.421112696055388e-09
1825,3.3001920712649735e-05,0.0
1826,3.6935403159077396e-05,3.5231937367541377e-09
1827,3.67077900023105e-05,1.7512819638909605e-08
1828,3.677542486002494e-05,1.8344602503717056e-09
1829,3.642056634589608e-05,3.429270423183084e-09
1830,3.434762737697383e-05,1.0436835840010872e-09
1831,3.0897093211024185e-05,3.1182412207897414e-09
1832,3.3778921647353854e-05,2.705993873419743e-09
1833,3.2783985204787314e-05,1.1583628500844156e-09
1834,3.102891452044787e-05,1.8669061851994684e-09
1835,3.1963123319656006e-05,3.025235173481633e-09
1836,3.355267114102389e-05,4.032449929525228e-09
1837,3.2219903971508757e-05,3.478945576063097e-09
1838,3.315967967409961e-05,1.2624323808552163e-09
1839,3.320321548017091e-05,1.3982950353153e-09
1840,3.413070135138696e-05,1.0191501864653674e-08
1841,3.258620876067653e-05,1.926164561183441e-09
1842,3.3202559052369907e-05,1.341653010911159e-09
1843,3.078859174365789e-05,1.7720733769266417e-09
1844,3.2248041463844856e-05,1.6465684371524958e-09
1845,3.174480036705063e-05,1.674068439427856e-09
1846,3.185492869306472e-05,1.1709002656346001e-09
1847,3.294936044540009e-05,1.0786447290911383e-09
1848,3.0398065803183272e-05,8.045221711050488e-10
1849,3.195489955487574e-05,2.513824481908955e-09
1850,3.071273840760114e-05,6.788996032014438e-10
1851,3.0807678399469296e-05,6.449438760824933e-10
1852,3.160349081099412e-05,6.510545436100301e-10
1853,3.019468414322546e-05,2.388772735173461e-09
1854,3.248121436172369e-05,4.676098175337984e-09
1855,3.132950416784297e-05,1.0613874223963649e-09
1856,3.097357017622926e-05,1.0354378465748937e-09
1857,3.220526957647962e-05,1.9526036343364694e-09
1858,3.097403305218904e-05,1.9574704079872163e-09
1859,3.0364628969437035e-05,5.092173349652285e-10
1860,3.0159522225403634e-05,4.577183909670879e-10
1861,3.094945509474201e-05,8.017138064531082e-09
1862,3.059625475998473e-05,4.066187830886747e-09
1863,3.0186987942215637e-05,4.495158911765884e-09
1864,3.0137262228890904e-05,5.274200631788517e-09
1865,3.013745401858614e-05,2.8241067262513297e-09
1866,2.9096850994392298e-05,3.4059290943133647e-09
1867,2.7787683904989535e-05,4.85281148598915e-10
1868,2.8932348016041942e-05,1.4819622196071691e-09
1869,2.890896791996056e-05,2.441759683335931e-09
1870,3.0281512522378762e-05,0.0
1871,2.9822142096236348e-05,0.0
1872,2.875570260130189e-05,1.2094678591978436e-09
1873,2.915663026215043e-05,5.986004469882289e-10
1874,2.9559976724158332e-05,1.1949218281515073e-09
1875,2.9159190148675407e-05,0.0
1876,2.8377575119975518e-05,1.209202959984168e-09
1877,2.7473570526126423e-05,0.0
1878,2.699351932733407e-05,1.8117265465633636e-09
1879,2.9055339609840303e-05,0.0
1880,2.8690340059256414e-05,2.5671385017744797e-09
1881,2.6778611925237783e-05,2.091752326904839e-09
1882,2.798190075736784e-05,0.0
1883,2.6702998013661272e-05,6.319338941018771e-10
1884,2.7426750250469922e-05,3.300848483434038e-09
1885,2.6795151541136875e-05,1.933690763067375e-09
1886,2.7536285188034526e-05,1.2906927748801422e-09
1887,2.696707093718942e-05,1.9586774424595887e-09
1888,2.727225171383907e-05,6.340614699951175e-10
1889,2.6326105114549136e-05,0.0
1890,2.6469890201497037e-05,6.554386478008212e-10
1891,2.6324891166495945e-05,6.374220040683554e-10
1892,2.5249567556784314e-05,1.2537024751679837e-09
1893,2.547860009372016e-05,0.0
1894,2.592138156387591e-05,6.301539290376468e-10
1895,2.6129815296371817e-05,1.2037228991346183e-09
1896,2.628954570127462e-05,3.5382172747233653e-09
1897,2.448559911272241e-05,1.7480140668268973e-09
1898,2.531944045358614e-05,1.13167097914868e-09
1899,2.5440126535158925e-05,1.1055156790007459e-09
1900,2.4871373000223684e-05,1.5573159428683425e-09
1901,2.5182858223615767e-05,1.1177477832191585e-09
1902,2.4519010594303836e-05,9.820567692386817e-10
1903,2.455912192544929e-05,1.0800440541913758e-09
1904,2.3091001878583484e-05,1.6123875568041512e-09
1905,2.4749452791184012e-05,1.0321518084666081e-09
1906,2.3995048081815185e-05,5.144184522798412e-10
1907,2.4043821213126648e-05,1.028568674676933e-09
1908,2.3890961642791808e-05,0.0
1909,2.4156469180525164e-05,1.1001967115120692e-09
1910,2.3997374967166252e-05,5.344150677544235e-10
1911,2.358894226972552e-05,1.5961122423746588e-09
1912,2.360753330776788e-05,8.335073964360618e-09
1913,2.2785356520671485e-05,2.121195885607108e-09
1914,2.389264210478359e-05,0.0
1915,2.2997225983090175e-05,0.0
1916,2.2372670912318426e-05,0.0
1917,2.2571094007162174e-05,0.0
1918,2.153580675212652e-05,2.2972752589112133e-09
1919,2.3063819355684245e-05,0.0
1920,2.1992032316120458e-05,7.572231730534895e-10
1921,2.1030276286637672e-05,2.2718242842501013e-09
1922,2.183131067567956e-05,0.0
1923,2.1900700801325e-05,2.1231896241147297e-09
1924,2.1523856219118898e-05,2.578324886925998e-09
1925,2.184458156762048e-05,1.0998177923937646e-09
1926,2.061478267023631e-05,2.229227691330493e-09
1927,2.1600507636776456e-05,2.2298449753321847e-09
1928,2.0932508391524607e-05,0.0
1929,2.1443053924485866e-05,0.0
1930,2.105237319938169e-05,1.0503603542488804e-09
1931,2.0310659579081403e-05,4.5621426636444085e-09
1932,1.9813746462205017e-05,1.0959536611565568e-09
1933,1.9683656375946157e-05,1.1470662197865522e-09
1934,1.9737257900942495e-05,0.0
1935,1.9606442208441877e-05,0.0
1936,1.8419866364638438e-05,0.0
1937,1.8978593175233982e-05,0.0
1938,1.9206668866900145e-05,1.2965214457594243e-09
1939,1.883309420236401e-05,0.0
1940,1.8343854264912807e-05,5.0715658339584024e-09
1941,1.87184299988985e-05,2.9515025978810172e-09
1942,1.9519083934937953e-05,0.0
1943,1.9660708801438886e-05,0.0
1944,1.942049806302748e-05,0.0
1945,1.895952124186806e-05,0.0
1946,2.0081193042642553e-05,0.0
1947,2.0762581300459715e-05,1.1920870957027319e-09
1948,1.8423500591779884e-05,1.0871887834440486e-09
1949,1.7430097955184465e-05,0.0
1950,1.8510847496600036e-05,2.1270722960764488e-09
1951,1.851032493505045e-05,1.0661401761424827e-09
1952,1.7262898552417028e-05,0.0
1953,1.8282107021150296e-05,2.1547654771580937e-09
1954,1.808114598134125e-05,1.9545072227344917e-09
1955,1.7150321241388156e-05,9.385607846468247e-10
1956,1.7376874836827483e-05,8.72114158667614e-10
1957,1.6705289397123124e-05,8.835037701437898e-10
1958,1.6487407663134945e-05,0.0
1959,1.7166356997222465e-05,7.750747821333448e-10
1960,1.694219946557496e-05,4.152500121534786e-09
1961,1.6818019446418475e-05,6.948159270159238e-10
1962,1.7186067623242707e-05,0.0
1963,1.6278935333957634e-05,0.0
1964,1.7187209891744715e-05,1.2167936658258327e-09
1965,1.7454723149512574e-05,2.188817349590977e-09
1966,1.7370539069361257e-05,0.0
1967,1.6759690311118902e-05,1.4791006197611978e-09
1968,1.7867300698526378e-05,1.3474247273492779e-09
1969,1.801851561822332e-05,4.5417578031781147e-10
1970,1.7244299669982865e-05,9.197450023812337e-10
1971,1.6256347862508846e-05,5.138397485282553e-10
1972,1.5476626742838562e-05,5.130146862875051e-10
1973,1.5506987892877078e-05,1.6539611902288698e-09
1974,1.481888068610715e-05,1.1251143350321513e-09
1975,1.4848135094780446e-05,5.711480177694739e-10
1976,1.5143703137709963e-05,1.7140580066410394e-09
1977,1.4179499430611031e-05,1.1753563677885381e-09
1978,1.550137932326834e-05,0.0
1979,1.550714398490527e-05,1.7555920051037788e-09
1980,1.4657455778888107e-05,1.1370301367108482e-09
1981,1.4379871629444096e-05,6.325549528618524e-10
1982,1.475647474080688e-05,1.8622506869903077e-09
1983,1.477657662007914e-05,0.0
1984,1.4419814590382884e-05,1.739702604197646e-09
1985,1.4300184489002277e-05,0.0
1986,1.4667906555132504e-05,0.0
1987,1.4222926040474704e-05,6.110816852533674e-10
1988,1.4380336097019608e-05,5.996553809062277e-10
1989,1.4796526158988854e-05,0.0
1990,1.4755491918094776e-05,1.089730194969718e-09
1991,1.449540383191561e-05,0.0
1992,1.4960600651647837e-05,5.509944167592096e-10
1993,1.4821811532783613e-05,1.661762283333701e-09
1994,1.4895865206199232e-05,0.0
1995,1.4670982693587575e-05,0.0
1996,1.428740341680168e-05,2.135236876199542e-09
1997,1.4832526403552038e-05,0.0
1998,1.4757836765966204e-05,0.0
1999,1.4899313043770235e-05,1.8280804647829996e-09
2000,1.484591143707803e-05,8.836062992401139e-10
2001,1.473839614618555e-05,4.3812117822561447e-10
2002,1.51283576883543e-05,8.76244299341522e-10
2003,1.541386455983229e-05,0.0
2004,1.536963856096918e-05,0.0
2005,1.5320404770591267e-05,4.5037495954858286e-10
2006,1.576534128844287e-05,0.0
2007,1.5919997963464994e-05,0.0
2008,1.6098655862606392e-05,0.0
2009,1.6816937716157554e-05,4.76819250749827e-10
2010,1.7365608243835595e-05,0.0
2011,1.812524499200663e-05,3.82397197240536e-10
2012,1.9113176051632763e-05,0.0
2013,1.963041995622916e-05,0.0
2014,2.0838079478835425e-05,0.0
2015,2.1311043269633956e-05,8.866301581811342e-10
2016,2.197070324427841e-05,8.285360175719347e-10
2017,1.9504792987845576e-05,2.515611330355938e-10
2018,2.0974933192974277e-05,0.0
2019,2.0670142703238525e-05,2.55098775436835e-10
