year,moins_ADV usé_VERB,moins_ADV rusé_VERB
1800,0.0,1.5720821977538435e-08
1801,0.0,4.7623651688866175e-09
1802,0.0,1.1189200677108602e-08
1803,0.0,3.900678446910888e-09
1804,0.0,3.707776485839531e-08
1805,2.842877711017877e-09,2.842877711017877e-09
1806,0.0,1.4408345627714425e-08
1807,0.0,8.540865792383556e-09
1808,1.3596443970698147e-08,2.039466551195801e-08
1809,0.0,1.8072244145628247e-08
1810,0.0,2.3401267590372754e-09
1811,0.0,7.521229861140455e-09
1812,2.6672082320544632e-09,2.400487453257938e-08
1813,0.0,8.627225156487839e-09
1814,0.0,2.5173417128598885e-08
1815,1.6183340889597275e-08,2.697223555614414e-09
1816,0.0,4.6352077731626196e-09
1817,0.0,4.670620334934483e-09
1818,3.5763532135746345e-09,9.536941902865692e-09
1819,0.0,2.794783426907088e-08
1820,0.0,4.390598018488845e-08
1821,1.97229765852569e-09,9.861488514673056e-09
1822,0.0,1.7043547018147365e-08
1823,0.0,2.075364236020505e-08
1824,0.0,1.7684335773537896e-08
1825,0.0,1.4969252948304757e-08
1826,0.0,2.3781557056956615e-08
1827,0.0,8.295545583791863e-09
1828,0.0,2.935136311776887e-08
1829,0.0,4.286587973467704e-09
1830,0.0,2.817945699007396e-08
1831,0.0,2.0268567268999504e-08
1832,1.0823975493678972e-08,5.411987746839486e-09
1833,1.0425265983826648e-08,2.3167257001688313e-09
1834,0.0,1.4001796166951408e-08
1835,0.0,1.663879345414898e-08
1836,3.36037508930076e-09,2.9571300075303952e-08
1837,3.478945576063097e-09,1.7394727436226276e-08
1838,1.2624323808552163e-09,1.8936486156917454e-08
1839,0.0,3.635567225046543e-08
1840,0.0,8.280594876453051e-09
1841,0.0,1.4125206782011901e-08
1842,0.0,1.7441490030023488e-08
1843,2.3627644285539873e-09,1.594865928211675e-08
1844,3.2931368743049916e-09,3.6773358802477674e-08
1845,1.674068439427856e-09,1.2276501593078137e-08
1846,1.7563503984519002e-09,2.2832555401919308e-08
1847,5.393223645455691e-10,2.588747349818732e-08
1848,0.0,2.333114323960217e-08
1849,8.379414939696517e-10,1.4245005175439474e-08
1850,1.2220192857625989e-08,1.8330290174617403e-08
1851,1.2898877521649865e-09,1.5478653025979838e-08
1852,0.0,1.4974254725075298e-08
1853,1.7915795513800958e-09,1.911018188138769e-08
1854,5.195664454227256e-10,9.35219601760906e-09
1855,0.0,1.4859423913549108e-08
1856,1.0354378465748937e-09,1.6049286344355096e-08
1857,4.393358121745905e-09,1.610898081594314e-08
1858,6.361778659424999e-09,1.2723557762939208e-08
1859,0.0,1.5276519604867644e-08
1860,4.577183909670879e-10,2.4259074749011234e-08
1861,9.431927461278633e-10,4.715963619617014e-09
1862,4.517986262886353e-10,1.0843167252971853e-08
1863,9.989241656072068e-10,8.490855130105501e-09
1864,4.794727948009836e-10,1.342523781033833e-08
1865,3.294791106611683e-09,8.47231973466478e-09
1866,4.865612912574591e-10,1.2650593683716238e-08
1867,1.455843445796745e-09,1.1161466417775046e-08
1868,2.9639244392143382e-09,1.2843672791973404e-08
1869,9.767038289254515e-10,1.4650557433881772e-09
1870,0.0,8.601073631098188e-09
1871,0.0,1.4869648623516696e-08
1872,3.0236697590169115e-09,1.2094679036067646e-08
1873,2.3944017879529156e-09,4.190203295451056e-09
1874,5.974609251779839e-09,1.3144139998644278e-08
1875,2.2886108563824337e-09,6.293679799540541e-09
1876,6.04601479992084e-10,1.0882827083946722e-08
1877,0.0,7.421779191219002e-09
1878,1.0266450800600069e-08,1.8117265465633636e-09
1879,0.0,1.221865053580018e-09
1880,0.0,1.4761046607247863e-08
1881,6.972507571312292e-10,5.5780060570498335e-09
1882,0.0,5.989846396659004e-09
1883,0.0,3.1596694705093853e-09
1884,0.0,1.5183903911974994e-08
1885,6.445635691854079e-10,4.511945039809007e-09
1886,2.5813855497602844e-09,6.4534639854230136e-09
1887,0.0,8.48760173255414e-09
1888,1.268122939990235e-09,3.804368819970705e-09
1889,1.2530273485467092e-09,4.385595886446936e-09
1890,0.0,9.831579994568074e-09
1891,5.736798147637501e-09,7.0116419337296065e-09
1892,0.0,1.8805537127519756e-09
1893,6.158416554491453e-10,4.310891643655168e-09
1894,6.301539290376468e-10,3.150769645188234e-09
1895,2.4074457982692365e-09,8.426059849853118e-09
1896,5.89702897624278e-10,5.897029087265082e-09
1897,6.992056267307589e-09,2.330685422435863e-09
1898,0.0,2.8291773368493978e-09
1899,1.1055156790007459e-09,8.291367592505594e-09
1900,3.114631885736685e-09,1.038210584169974e-08
1901,0.0,5.58873880507349e-09
1902,0.0,3.437198747846537e-09
1903,5.400220270956879e-10,6.48026410310365e-09
1904,3.2247751136083025e-09,6.449550227216605e-09
1905,1.0321518084666081e-09,1.0321518084666081e-09
1906,1.0288369045596824e-09,1.5432553013283723e-09
1907,3.0857059130084963e-09,4.6285588695127444e-09
1908,1.964555629285769e-09,1.4734167219643268e-09
1909,5.500983557560346e-10,1.1001967115120692e-09
1910,4.809735720812114e-09,2.67207544979442e-09
1911,0.0,3.1922244847493175e-09
1912,8.856016364688912e-09,8.335073964360618e-09
1913,3.71209285532359e-09,5.833288518886093e-09
1914,4.018046340092951e-09,4.687720545071272e-09
1915,0.0,2.3561523843085297e-09
1916,5.493730803607377e-09,1.3184954461564757e-08
1917,0.0,5.483212106582869e-09
1918,1.1486376294556067e-09,1.033773866510046e-08
1919,0.0,1.8415696745321952e-09
1920,7.572231730534895e-10,0.0
1921,0.0,1.5145494858259667e-09
1922,1.4755870969551665e-09,7.377935595798135e-09
1923,1.0615948120573648e-09,6.369568872344189e-09
1924,0.0,9.02413699321869e-09
1925,0.0,7.698724324711748e-09
1926,0.0,5.57306911730393e-09
1927,2.2298449753321847e-09,1.1149224876660924e-09
1928,0.0,1.0283437212876834e-08
1929,0.0,3.342121912552898e-09
1930,2.100720708497761e-09,3.1510811737689437e-09
1931,5.7026783295555106e-09,4.5621426636444085e-09
1932,4.383814644626227e-09,1.0959536611565568e-09
1933,6.882397318719313e-09,3.4411986593596566e-09
1934,3.5944740517379614e-09,0.0
1935,1.196828414151696e-09,2.393656828303392e-09
1936,2.424942913137329e-09,1.2124714565686645e-09
1937,1.2591118148108649e-09,3.777335333410292e-09
1938,7.779128452511941e-09,1.2965214457594243e-09
1939,1.5294050470515685e-09,7.647025235257843e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,0.0
1942,0.0,9.102635090130207e-09
1943,0.0,0.0
1944,0.0,3.2131861615880553e-09
1945,2.832055301382752e-08,6.535512131478072e-09
1946,1.3921104269343232e-08,4.1763312808029696e-09
1947,0.0,0.0
1948,1.0871887834440486e-09,2.174377566888097e-09
1949,9.817008317369869e-10,0.0
1950,0.0,1.0635361480382244e-09
1951,0.0,4.264560704569931e-09
1952,0.0,2.1089607837865287e-09
1953,0.0,0.0
1954,1.9545072227344917e-09,4.886268278880834e-09
1955,0.0,2.815682353940474e-09
1956,2.616342476002842e-09,6.104799110673298e-09
1957,0.0,5.301022731885041e-09
1958,3.3088973783179654e-09,1.6544486891589827e-09
1959,1.5501495642666896e-09,4.650448581777766e-09
1960,2.7683333403416555e-09,4.152500121534786e-09
1961,2.08444772553662e-09,6.948159270159238e-10
1962,6.341956404476434e-10,5.0735651235811474e-09
1963,1.939815863494232e-09,3.2330267352165265e-09
1964,0.0,4.258777774879263e-09
1965,0.0,7.660860668057268e-09
1966,0.0,6.092982118843793e-09
1967,4.930335584241163e-10,4.437302081328198e-09
1968,4.4914158503495116e-10,7.63540694559417e-09
1969,9.083515606356229e-10,3.633406214786916e-09
1970,0.0,6.438214850135182e-09
1971,5.138397485282553e-10,6.166076982339064e-09
1972,3.5911027485013847e-09,6.156176013405457e-09
1973,0.0,2.205281512956958e-09
1974,5.625571675160757e-10,4.500457340128605e-09
1975,0.0,5.711480177694739e-09
1976,1.7140580066410394e-09,5.713526984862938e-09
1977,1.7630346071939584e-09,6.464460078348111e-09
1978,2.3762365408686037e-09,4.158414057542359e-09
1979,1.1703946700691858e-09,4.681578680276743e-09
1980,0.0,1.7055452050662723e-09
1981,0.0,7.590659656386833e-09
1982,6.207502289967692e-10,3.7245013739806154e-09
1983,0.0,2.5261264191556165e-09
1984,5.799008495621649e-10,2.8995041922996734e-09
1985,6.015558051686298e-10,3.0077789148208467e-09
1986,0.0,6.593933843390687e-09
1987,0.0,4.277571630240118e-09
1988,0.0,5.396898483667201e-09
1989,0.0,5.488121956886971e-09
1990,1.089730194969718e-09,1.089730194969718e-09
1991,0.0,5.2753188484189195e-09
1992,1.65298330578878e-09,4.958949695321735e-09
1993,1.1078414852150331e-09,3.877445309274918e-09
1994,1.0549853213248639e-09,6.329911705904578e-09
1995,0.0,3.253470381991974e-09
1996,0.0,3.2028553142993132e-09
1997,0.0,4.794894259418925e-09
1998,1.43043876743576e-09,3.814503490850996e-09
1999,0.0,3.6561608462992723e-09
2000,0.0,7.952456582138723e-09
2001,1.7524847129024579e-09,1.3143635069212678e-09
2002,4.38122149670761e-10,4.81934359086722e-09
2003,0.0,3.333538334260311e-09
2004,0.0,4.845270407116686e-09
2005,0.0,4.503749373441224e-09
2006,0.0,7.412201963319376e-09
2007,1.1983438685803094e-09,5.592271090648637e-09
2008,4.257439678578834e-10,4.257439734089985e-09
2009,4.76819250749827e-10,6.675469510497578e-09
2010,9.447586046817946e-10,7.085689368580006e-09
2011,1.529588788962144e-09,4.971163480860241e-09
2012,1.0212758416727752e-09,9.19148204769904e-09
2013,8.367375126105969e-10,6.693900156395927e-09
2014,1.2992671383216248e-09,4.3308902714089825e-09
2015,1.329945265027277e-09,6.428068480279769e-09
2016,1.0356699942093428e-09,6.214020242811813e-09
2017,7.54683426862357e-10,4.52810025586281e-09
2018,2.5814667070633845e-10,3.872199894061623e-09
2019,5.1019755087367e-10,4.846876844322168e-09
