year,beaux_ADJ ans_NOUN,beaux_ADJ rangs_NOUN
1958,3.3088973339090444e-08,0.0
1959,1.3951345856355601e-08,0.0
1960,2.6991250123842292e-08,1.3841666701708277e-09
1961,2.431855783413539e-08,1.3896318540318475e-09
1962,3.7417542841922113e-08,1.9025869768540815e-09
1963,1.4225316924409981e-08,2.5864212993553792e-09
1964,2.311907998375773e-08,1.8251904432275978e-09
1965,4.268193976031398e-08,0.0
1966,2.326411419062424e-08,2.769537488234164e-09
1967,3.747054933000982e-08,1.4791006197611978e-09
1968,2.7397636159776084e-08,1.3474247273492779e-09
1969,7.2668124850849836e-09,9.083515606356229e-10
1970,2.851209579546321e-08,4.5987250119061684e-10
1971,3.648262136835001e-08,1.0276794970565106e-09
1972,1.1799337507056862e-08,3.0780880067027283e-09
1973,1.8193572870472963e-08,1.102640756478479e-09
1974,1.406392957647995e-08,1.1251143350321513e-09
1975,1.1422960355389478e-08,1.7134440533084216e-09
1976,5.713526984862938e-09,5.713526873840635e-10
1977,9.990529292736028e-09,2.3507127355770763e-09
1978,1.900989232694883e-08,0.0
1979,1.462993370893173e-08,5.851973350345929e-10
1980,1.989802811408481e-08,0.0
1981,1.5181319312773667e-08,1.8976649140967083e-09
1982,9.932003663948308e-09,6.207502289967692e-10
1983,1.2630632539867293e-08,0.0
1984,3.479405208395292e-09,2.3196033982486597e-09
1985,7.218669662023558e-09,6.015558051686298e-10
1986,1.3787316177626963e-08,0.0
1987,6.110816741511371e-09,1.8332451112712533e-09
1988,6.596209356501959e-09,2.99827696004229e-09
1989,1.1525056464734007e-08,5.488122178931576e-10
1990,9.262707045820662e-09,2.179460389939436e-09
1991,4.68917216167597e-09,2.9307325455363298e-09
1992,1.2672871640972971e-08,5.509944167592096e-10
1993,6.647049133334804e-09,1.1078414852150331e-09
1994,1.318731612798274e-08,3.6924485691258724e-09
1995,1.7351842629409475e-08,3.253470381991974e-09
1996,9.60856638698715e-09,2.135236876199542e-09
1997,1.4864173003559245e-08,9.58978896292706e-10
1998,1.0489884516573511e-08,1.43043876743576e-09
1999,2.0108885223635298e-08,1.8280804647829996e-09
2000,1.2812291672048559e-08,8.836062992401139e-10
2001,1.4896119893137438e-08,4.3812117822561447e-10
2002,7.009954394732176e-09,4.38122149670761e-10
2003,6.667076668520622e-09,4.1669229178253886e-10
2004,1.0571499231559756e-08,0.0
2005,1.306087415997581e-08,1.8014998381943315e-09
2006,8.64756888319107e-09,4.1178899179428186e-10
2007,2.1969636776475454e-08,2.7961355453243186e-09
2008,5.5346713878634546e-09,1.2772318758180745e-09
2009,6.198650481792356e-09,0.0
2010,1.2754241218715379e-08,9.447586046817946e-10
2011,1.911985902935953e-09,7.64794394481072e-10
2012,1.327658516458996e-08,2.382976926895708e-09
2013,1.0319762822064149e-08,8.367375126105969e-10
2014,1.797319448826329e-08,4.330890368553497e-10
2015,9.087958829923082e-09,4.433150790905671e-10
2016,1.6156452176119274e-08,6.214020409345267e-10
2017,4.2765391228272165e-09,5.031222660711876e-10
2018,1.4714360396794746e-08,1.5488800242380307e-09
2019,1.403043281555938e-08,5.1019755087367e-10
