year,pas_ADV empli_VERB,pas_ADV rempli_VERB
1800,0.0,1.0155650898013846e-06
1801,0.0,9.691412969914381e-07
1802,0.0,1.0808768138304004e-06
1803,3.900678446910888e-09,9.810206620386452e-07
1804,0.0,1.6190623455258901e-06
1805,0.0,1.154208348452812e-06
1806,2.881669125542885e-09,1.241999370904523e-06
1807,0.0,1.6142236063387827e-06
1808,0.0,1.5726553783679265e-06
1809,0.0,1.321532863585162e-06
1810,0.0,1.2753690725730848e-06
1811,0.0,1.135705815613619e-06
1812,0.0,1.416287545907835e-06
1813,0.0,1.1301664244456333e-06
1814,0.0,1.0069367135656648e-06
1815,0.0,1.0761922339952434e-06
1816,0.0,8.459253990622528e-07
1817,0.0,8.625078748991655e-07
1818,0.0,1.122974936151877e-06
1819,1.035105001712111e-09,1.1593175486268592e-06
1820,0.0,1.0098375469169696e-06
1821,9.86148829262845e-10,1.0265808896292583e-06
1822,1.0025615893027862e-09,1.025620463224186e-06
1823,0.0,9.932100510923192e-07
1824,0.0,1.0720076488723862e-06
1825,0.0,8.9463298991177e-07
1826,0.0,1.057838971973979e-06
1827,0.0,1.4461901400864008e-06
1828,0.0,1.2455984688131139e-06
1829,8.57317605795771e-10,1.2268214959476609e-06
1830,0.0,1.1250908755755518e-06
1831,0.0,1.0773522944873548e-06
1832,1.3529969367098715e-09,1.0783385278045898e-06
1833,0.0,1.0564268677626387e-06
1834,0.0,1.220023136738746e-06
1835,0.0,1.024042148856097e-06
1836,6.720750067579218e-10,9.456095426685351e-07
1837,6.957890930081589e-10,8.801732178653765e-07
1838,0.0,7.972260505084705e-07
1839,2.7965900706306e-09,9.76709088718053e-07
1840,0.0,8.726473197384621e-07
1841,0.0,9.939009260051535e-07
1842,6.708265054555795e-10,1.0136188848264283e-06
1843,0.0,8.32283774343523e-07
1844,0.0,8.765232450969052e-07
1845,5.580227946389016e-10,8.074590027717932e-07
1846,5.854501328173001e-10,9.115458396991016e-07
1847,4.853901280910122e-09,1.0721728358475957e-06
1848,0.0,1.0128934491149266e-06
1849,1.6758829879393033e-09,1.0289921874573338e-06
1850,2.0366988096043315e-09,9.321291827291134e-07
1851,0.0,8.874427521732287e-07
1852,7.161600201754936e-09,8.313966759487812e-07
1853,5.971931837933653e-10,7.912809678600752e-07
1854,5.195664454227256e-10,7.440191325258638e-07
1855,2.1227748447927297e-09,6.989235998844379e-07
1856,3.6240324075009767e-09,9.080790164261998e-07
1857,9.763018171682347e-10,6.258094913391687e-07
1858,2.936205500958522e-09,9.307771620115091e-07
1859,1.018434669930457e-09,7.154503691708669e-07
1860,9.154367819341758e-10,6.385171786860155e-07
1861,0.0,7.927534966256644e-07
1862,1.3553959066214816e-09,8.096231454146618e-07
1863,0.0,7.112340085768665e-07
1864,3.3563094525845827e-09,6.357809070323128e-07
1865,4.706844358715045e-10,7.102628387656296e-07
1866,2.919367858567057e-09,6.962691827538947e-07
1867,1.455843445796745e-09,5.905871489630954e-07
1868,2.4699371437009177e-09,5.784592644886288e-07
1869,0.0,7.339929197769379e-07
1870,4.013834153937523e-09,6.743241556250723e-07
1871,2.1242354542039266e-09,7.732217000011588e-07
1872,1.8142017887967654e-09,5.938487106504908e-07
1873,5.986004469882289e-10,6.90784929702204e-07
1874,0.0,7.211353363345552e-07
1875,0.0,6.682743673991354e-07
1876,0.0,6.324131618384854e-07
1877,1.8554447978047506e-09,7.885640229687851e-07
1878,0.0,7.959519052747055e-07
1879,1.221865053580018e-09,6.543087351928989e-07
1880,1.9253538763308597e-09,7.470372906936973e-07
1881,1.3945015142624584e-09,6.51929440209642e-07
1882,1.3310770263785798e-09,6.835080625933188e-07
1883,0.0,7.153491878852947e-07
1884,0.0,7.14303610038769e-07
1885,7.7347630522695e-09,6.61322246742202e-07
1886,4.5174246565693466e-09,6.040442031007842e-07
1887,2.6115698492645834e-09,7.710659701842815e-07
1888,6.974675947901687e-09,8.033558742681635e-07
1889,1.8795409673089125e-09,6.359113626785984e-07
1890,1.9663159989136147e-09,7.563762096651772e-07
1891,0.0,8.197246756935783e-07
1892,6.268512375839919e-10,6.958048857086396e-07
1893,6.158416554491453e-10,7.457842343683296e-07
1894,6.301539290376468e-10,6.818265774199972e-07
1895,7.22233739480771e-09,7.077890700202261e-07
1896,1.7691086373616827e-09,6.934906195965596e-07
1897,5.826713556089658e-10,7.819449479029572e-07
1898,3.960848538042683e-09,7.593512236780953e-07
1899,3.3165470370022376e-09,6.130084670985525e-07
1900,1.038210628578895e-09,6.141015660432458e-07
1901,3.912117296778206e-09,6.572357165168796e-07
1902,4.419255628107521e-09,6.363727607094916e-07
1903,6.480264325148255e-09,6.955483513593208e-07
1904,1.6123875568041512e-09,6.046453222552373e-07
1905,2.580379465655369e-09,6.50771710297704e-07
1906,6.173021205313489e-09,6.589700092263229e-07
1907,2.5714217422034835e-09,7.307980354198662e-07
1908,2.4556945366072114e-09,6.06065384545218e-07
1909,1.6502950117569526e-09,5.919058025938284e-07
1910,4.809735720812114e-09,5.937351374996069e-07
1911,1.0640748282497725e-09,5.937537821409933e-07
1912,2.6047106693738442e-09,6.584708671653061e-07
1913,5.302989602995467e-09,6.257527616071457e-07
1914,8.036092680185902e-09,6.388693236658582e-07
1915,3.534228465440492e-09,6.797499736421742e-07
1916,0.0,6.713339075758995e-07
1917,2.1932848870420685e-09,7.051410761960142e-07
1918,1.1486376294556067e-09,6.39791153389524e-07
1919,3.6831393490643904e-09,6.224505568752647e-07
1920,1.514446346106979e-09,6.277380180108594e-07
1921,3.7863738810983705e-09,5.732569547944877e-07
1922,5.164555005876537e-09,5.452294544738834e-07
1923,2.1231896241147297e-09,5.732612180509022e-07
1924,1.0313299547703991e-08,4.6925512720008555e-07
1925,3.299453377181294e-09,5.081158178654732e-07
1926,3.343841648018042e-09,4.681378129589575e-07
1927,1.2264147031260109e-08,5.128643465468485e-07
1928,4.570416489713125e-09,5.747298814640089e-07
1929,2.2280812750352652e-09,4.500724060108041e-07
1930,2.100720708497761e-09,4.201441470286227e-07
1931,9.124285327288817e-09,4.6191695446395897e-07
1932,0.0,3.8906355825929495e-07
1933,2.2941324395731044e-09,4.2212036532873753e-07
1934,8.38710612072191e-09,3.989866286246979e-07
1935,0.0,3.9255971273632895e-07
1936,4.849885826274658e-09,3.564666144484363e-07
1937,0.0,4.7594426177965943e-07
1938,0.0,4.122938150885602e-07
1939,1.5294050470515685e-09,4.848213848163141e-07
1940,5.0715658339584024e-09,3.7529588325924124e-07
1941,2.9515025978810172e-09,4.988039563613711e-07
1942,0.0,3.9444753952011524e-07
1943,2.9032352077962287e-09,2.9903321774327196e-07
1944,1.6065930807940276e-08,2.9239993182272883e-07
1945,8.714016175304096e-09,3.9213071545418643e-07
1946,5.568441707737293e-09,3.8143826941450243e-07
1947,3.5762612871081956e-09,4.088858815975982e-07
1948,7.610321262063735e-09,3.6203385889166384e-07
1949,1.9634016634739737e-09,4.1329604982820456e-07
1950,8.508289184305795e-09,3.307597467028245e-07
1951,9.595261474260042e-09,3.2837118624229333e-07
1952,1.0544804140977249e-08,3.848853395993501e-07
1953,6.464296653518886e-09,3.1998266081245674e-07
1954,7.818028890937967e-09,3.7819714293618745e-07
1955,0.0,3.5853022950504965e-07
1956,2.616342476002842e-09,2.7820442483061925e-07
1957,8.835037590415595e-09,3.525180147789797e-07
1958,1.6544486891589827e-09,2.9366464104896295e-07
1959,3.8753737996444215e-09,3.2165604579859064e-07
1960,4.152500121534786e-09,3.349683481701504e-07
1961,3.47407969059077e-09,3.6825244364990795e-07
1962,2.5367825617905737e-09,3.4373402968412847e-07
1963,5.1728425987107585e-09,3.045511220989283e-07
1964,3.041984220075733e-09,3.1575794423588377e-07
1965,2.188817349590977e-09,3.239449597458588e-07
1966,4.431259803538978e-09,4.907620336780383e-07
1967,4.437302081328198e-09,3.8160797544151137e-07
1968,4.042274071025531e-09,3.606606924222433e-07
1969,3.6334062425424918e-09,4.959599664289271e-07
1970,1.8394900047624674e-09,3.821540417447977e-07
1971,1.541519245584766e-09,3.3194046977769176e-07
1972,1.0260293725750103e-09,3.411547595533193e-07
1973,2.205281512956958e-09,3.214197761280957e-07
1974,1.6876715580593782e-09,3.80851190584508e-07
1975,2.2845920710778955e-09,2.9813926971655746e-07
1976,2.285410749536254e-09,3.2567103858127666e-07
1977,0.0,3.091187181780697e-07
1978,0.0,3.231681660054164e-07
1979,0.0,3.183473609169596e-07
1980,3.97960553399912e-09,3.1325180316343904e-07
1981,4.427884725544118e-09,2.802218546094082e-07
1982,1.8622506869903077e-09,2.9982234650560713e-07
1983,1.89459470334441e-09,3.0818742402516364e-07
1984,2.8995041922996734e-09,3.0966705821811047e-07
1985,2.4062232206745193e-09,2.881452303427068e-07
1986,1.7983456945813714e-09,3.039204159449582e-07
1987,1.2221633705067347e-09,3.0248543225752655e-07
1988,1.798966087207532e-09,2.782400940759544e-07
1989,2.7440609784434855e-09,3.4081239164152066e-07
1990,1.6345953479657283e-09,3.274639368555654e-07
1991,4.68917216167597e-09,3.387926881259773e-07
1992,1.65298330578878e-09,2.677832924291579e-07
1993,3.323524566667402e-09,2.980093540827511e-07
1994,3.164955852952289e-09,3.154406158500933e-07
1995,1.0844901643380922e-09,3.0148825658216083e-07
1996,2.6690460952494277e-09,3.0854172905492305e-07
1997,2.876936688878118e-09,3.294092607575294e-07
1998,3.337690568372409e-09,3.290009260581428e-07
1999,4.113180906983871e-09,2.970630816889752e-07
2000,1.7672125984802278e-09,3.017515552983241e-07
2001,4.8193329327261836e-09,3.377914197244536e-07
2002,4.81934359086722e-09,3.2596287269370805e-07
2003,4.166922806803086e-09,3.19602975196176e-07
2004,3.0833537945085254e-09,3.2815694339660695e-07
2005,2.702249757291497e-09,2.9364446163526736e-07
2006,2.0589450144825605e-09,2.99782385582148e-07
2007,8.787854888225866e-09,3.0917271942598745e-07
2008,2.554463751636149e-09,2.711988997816661e-07
2009,3.337734755248789e-09,2.4365462536479754e-07
2010,4.723792912386671e-09,2.8437233368094894e-07
2011,1.0707121411712706e-08,2.6844284661819984e-07
2012,9.531907707582832e-09,2.4272321752505377e-07
2013,1.059867482666732e-08,2.819805331455427e-07
