year,plusieurs_DET arts_NOUN,plusieurs_DET rares_ADJ
1850,9.436704129228701e-08,1.8330290174617403e-08
1851,1.5220675564364683e-07,1.4188765051770247e-08
1852,9.765818420603978e-08,3.645905399807248e-08
1853,1.0868916211492774e-07,9.555090940693844e-09
1854,9.923718924387259e-08,1.6626126253527218e-08
1855,7.960405667972736e-08,6.8990182455763716e-09
1856,7.040977090255751e-08,2.5885946719483854e-09
1857,6.297146915024143e-08,7.810414537345878e-09
1858,9.444794857316197e-08,6.361778603913848e-09
1859,7.179964311987419e-08,1.2730433596175317e-08
1860,5.263761626572716e-08,8.696649622663699e-09
1861,8.488734826173072e-08,1.8863854922557266e-09
1862,1.1566044877397985e-07,1.445755604123633e-08
1863,7.09236124274426e-08,1.9978483312144135e-09
1864,5.801620939216434e-08,5.274200631788517e-09
1865,6.966129806329491e-08,5.6482134525026595e-09
1866,5.6927672575923793e-08,8.271541673821048e-09
1867,3.882249011155636e-08,1.455843445796745e-09
1868,4.5940827586576916e-08,1.728955856261649e-08
1869,3.662639258550371e-08,4.883519366671862e-09
1870,4.7019200977160835e-08,7.454262984651905e-09
1871,3.611200227737754e-08,3.18635318130589e-09
1872,5.684499060354398e-08,6.652073114565837e-09
1873,6.524744566860363e-08,2.035241503106633e-08
1874,4.002988296392118e-08,1.3144139998644278e-08
1875,5.549881265665135e-08,1.4875970677508121e-08
1876,9.613163598487517e-08,9.673623679873344e-09
1877,3.154256233983688e-08,9.895705588292003e-09
1878,6.884561010167545e-08,4.227361960484899e-09
1879,5.864952212775165e-08,1.3440515922447105e-08
1880,6.546203334956147e-08,5.776061628992579e-09
1881,2.3009274485730202e-08,1.394501542018034e-08
1882,2.7952617998039386e-08,6.655384909848294e-09
1883,5.308244865886991e-08,8.847074739470884e-09
1884,6.60169714450376e-08,4.621187876807653e-09
1885,1.933690718658454e-08,7.090199094506033e-09
1886,4.1947515683204983e-08,1.097088819790315e-08
1887,2.285123557044244e-08,8.48760173255414e-09
1888,3.297119732792453e-08,7.60873763994141e-09
1889,4.197641673142627e-08,7.51816386923565e-09
1890,1.7696843102044113e-08,1.9663159989136147e-09
1891,2.932141229816665e-08,5.736798147637501e-09
1892,2.1312942521944933e-08,4.387958441043338e-09
1893,3.1407925149551374e-08,6.158416554491453e-10
1894,1.7014155417882648e-08,1.8904617871129403e-09
1895,9.629783193076946e-09,3.611168697403855e-09
1896,1.6511680689390573e-08,7.66613794667137e-09
1897,2.7385553380554484e-08,7.574727511894253e-09
1898,2.8857610523402855e-08,9.61920332276378e-09
1899,3.592925956752424e-08,1.4371703827009696e-08
1900,3.9452002220663474e-08,7.786579381274805e-09
1901,2.6267072517072165e-08,1.7883964531506535e-08
1902,2.160524809058373e-08,4.910283846193408e-10
1903,2.214090244478939e-08,4.860198465905796e-09
1904,2.2573424907079698e-08,1.1824175416563776e-08
1905,1.9610883583709438e-08,1.3934049303276907e-08
1906,1.0802787109298606e-08,9.259531807970234e-09
1907,2.674278576364486e-08,3.599990305858114e-09
1908,2.2592389292697135e-08,4.911389073214423e-09
1909,1.705304847332556e-08,6.60118004702781e-09
1910,2.778958352323002e-08,4.809735609789811e-09
1911,1.9685384544665396e-08,1.1172785363555704e-08
1912,1.8753915753677575e-08,2.6047106693738442e-09
1913,3.7651225748280837e-08,1.0605979205990934e-08
1914,2.0090231700464756e-08,1.1384464038144415e-08
1915,2.2383447872975637e-08,1.4136913861761968e-08
1916,1.4283700888739759e-08,2.4172416956957932e-08
1917,5.483212106582869e-09,7.676496771580332e-09
1918,1.378365155346728e-08,1.722956355365568e-08
1919,5.524709190130039e-09,8.287063479883727e-09
1920,3.7861159984942105e-08,4.543339038320937e-09
1921,2.574734203619755e-08,5.300923255902035e-09
1922,2.8773949167781865e-08,9.591316185719734e-09
1923,2.5478274601198336e-08,1.0615948120573648e-09
1924,3.480738497430025e-08,2.578324886925998e-09
1925,2.859526304632709e-08,9.898360353588487e-09
1926,3.6782257240020044e-08,1.0031524944054127e-08
1927,3.7907366134959375e-08,5.574612327308159e-09
1928,6.8556245125250825e-09,1.1426041224282812e-09
1929,1.2254447234738564e-08,0.0
1930,2.4158287814657342e-08,4.201441416995522e-09
1931,2.2810713318222042e-08,1.9389105432310316e-08
1932,2.191907289006423e-08,2.1919073223131136e-09
1933,2.982372038218273e-08,3.4411986593596566e-09
1934,2.875579241390369e-08,2.3963160344919743e-09
1935,3.590485242455088e-08,9.574627313213568e-09
1936,2.5461901032031165e-08,1.2124714565686645e-09
1937,1.510934133364117e-08,2.5182236296217297e-09
1938,1.8151300906765755e-08,0.0
1939,1.6823456405745674e-08,3.058810094103137e-09
1940,2.5357829613881222e-08,1.2678914806940611e-08
1941,2.3612020783048138e-08,8.854508237732261e-09
1942,3.3376331032286544e-08,6.068423541449874e-09
1943,2.9032351633873077e-08,1.4516175816936538e-08
1944,2.2492303131116387e-08,6.4263723231761105e-09
1945,6.535512131478072e-09,2.178504043826024e-09
1946,2.7842208538686464e-08,1.5313215584455975e-08
1947,4.172304723937259e-08,3.5762612871081956e-09
1948,3.1528474497832804e-08,0.0
1949,1.1780409536754632e-08,9.817008317369869e-10
1950,1.9143649998554224e-08,8.508289184305795e-09
1951,2.7719644801749155e-08,3.1984206394497505e-09
1952,2.319856839960721e-08,7.381362632230548e-09
1953,2.8011951869189033e-08,1.0773827163745864e-08
1954,1.6613311615287785e-08,0.0
1955,1.6894095011821264e-08,7.508486277174597e-09
1956,1.3081712602058815e-08,6.976913269340912e-09
1957,2.8272120311534366e-08,5.301022731885041e-09
1958,2.0680608614487284e-08,1.0753916868111446e-08
1959,1.3951345856355601e-08,3.8753737996444215e-09
1960,1.5917916873497973e-08,8.304999854491513e-09
1961,2.6403005282116254e-08,1.3896318540318475e-09
1962,2.2196847748734427e-08,1.7123282347597524e-08
1963,2.4571002010809195e-08,1.939815863494232e-09
1964,2.8594651979574337e-08,6.6923653285755336e-09
1965,3.337946569148542e-08,9.849678406226303e-09
1966,3.545007687399959e-08,2.769537488234164e-09
1967,3.9935719176042994e-08,1.0846738618397467e-08
1968,3.8626174897471444e-08,8.533689727086013e-09
1969,4.7234279820784764e-08,6.8126366770115965e-09
1970,2.667260581845632e-08,1.0117195081704722e-08
1971,4.419021681911772e-08,4.624557625731995e-09
1972,3.231992540264628e-08,7.69522046084603e-09
1973,2.3155456441159572e-08,3.3079223804577396e-09
1974,1.6876715414060328e-08,1.6876715580593782e-09
1975,2.2845921154868165e-08,3.998036124386317e-09
1976,2.9138986334942274e-08,1.7140580066410394e-09
1977,2.7033195959536016e-08,1.1753563677885381e-09
1978,2.673266097374949e-08,5.940591130126904e-09
1979,2.3407894067517532e-08,4.096381456264453e-09
1980,3.52479344600809e-08,1.7055452605774235e-09
1981,1.8976649196478235e-08,5.060439622894819e-09
1982,1.8622506203769262e-08,3.7245013739806154e-09
1983,2.2735137661378246e-08,1.2630632095778083e-09
1984,3.537395221187012e-08,2.3196033982486597e-09
1985,1.9851341237497877e-08,3.609334831011779e-09
1986,2.5176838613916175e-08,3.5966913891627428e-09
1987,2.0165694891716157e-08,4.277571630240118e-09
1988,2.398621568033832e-08,4.197587610832443e-09
1989,2.7440611005680182e-08,5.488121956886971e-09
1990,3.705082662897041e-08,3.2691906959314565e-09
1991,1.3481369798284959e-08,1.7584395606284886e-09
1992,2.4243753726782558e-08,1.0468894195980738e-08
1993,2.7696036852820072e-08,2.7696036575264316e-09
1994,3.2704544739026176e-08,4.747434001473039e-09
1995,2.6027763999625364e-08,2.7112254663563817e-09
1996,2.2419987644184403e-08,1.6014276571496566e-09
1997,1.7261619689179497e-08,4.794894370441227e-09
1998,4.100591088906924e-08,3.814503379828693e-09
1999,4.0674789814065804e-08,5.0272213059088244e-09
2000,3.048441687969472e-08,1.7672125984802278e-09
2001,2.541102750441837e-08,1.7524847129024579e-09
2002,2.935418369487408e-08,5.6955880012310445e-09
2003,2.2918075992528486e-08,8.333845835650777e-10
2004,3.832168307682515e-08,3.9643121285681815e-09
2005,3.332774656250592e-08,3.602999676388663e-09
2006,3.1707752479182005e-08,2.8825228870488218e-09
2007,3.395307507370049e-08,5.991719120856942e-09
2008,3.4485261313221827e-08,3.405951742863067e-09
2009,3.290052807969346e-08,1.430457752249481e-09
2010,2.6453241208646006e-08,1.8895172093635892e-09
2011,2.4473420484616426e-08,3.82397197240536e-10
2012,2.6212746445652968e-08,5.1063788752969685e-09
2013,2.4265387144062345e-08,3.3469500504423877e-09
2014,2.0788273907834665e-08,1.5158115873603606e-09
2015,2.8815481001309706e-08,1.1082876977264178e-09
2016,2.7548822445488952e-08,1.2428040818690533e-09
2017,1.911864622172743e-08,7.54683426862357e-10
2018,3.43335089247887e-08,1.0325866828253538e-09
2019,2.8315964406555594e-08,3.06118530524202e-09
