year,pourrions_VERB ajouter_VERB,pourrions_VERB rajouter_VERB
1800,2.578214832738013e-07,0.0
1801,1.4287095950749062e-07,0.0
1802,1.656001700212073e-07,0.0
1803,1.560271414291492e-07,0.0
1804,1.408955085935304e-07,0.0
1805,3.1271653710973624e-07,0.0
1806,1.181484350354367e-07,0.0
1807,1.3380689267705748e-07,0.0
1808,1.0423940466353088e-07,0.0
1809,2.0557178004310117e-07,0.0
1810,2.223120389999167e-07,0.0
1811,1.6797415014480066e-07,0.0
1812,2.1604387256957125e-07,0.0
1813,2.530652523091703e-07,0.0
1814,2.926409763404081e-07,0.0
1815,2.346584437873389e-07,0.0
1816,2.5725404384502326e-07,0.0
1817,2.0550729118440358e-07,0.0
1818,2.563053271842364e-07,0.0
1819,1.8424869097088958e-07,0.0
1820,1.2459804565878585e-07,0.0
1821,2.2977268088197889e-07,0.0
1822,1.4637399203820678e-07,0.0
1823,2.2927834208985587e-07,0.0
1824,1.869486965233591e-07,0.0
1825,1.7434777532798762e-07,0.0
1826,2.0963003066754027e-07,0.0
1827,1.5669364472614689e-07,0.0
1828,1.751909479708047e-07,0.0
1829,2.066135493805632e-07,0.0
1830,2.5257142510781705e-07,0.0
1831,2.2139512623198243e-07,0.0
1832,2.841293564870284e-07,0.0
1833,3.2318322951141454e-07,0.0
1834,1.7548917696785793e-07,0.0
1835,1.936150511028245e-07,0.0
1836,2.130477838591105e-07,0.0
1837,2.470051185810007e-07,0.0
1838,2.0072674544735492e-07,0.0
1839,1.9995619027213252e-07,0.0
1840,2.592463204109663e-07,0.0
1841,2.670948333616252e-07,0.0
1842,1.9722298816304829e-07,0.0
1843,3.047966004032787e-07,0.0
1844,2.4808298348943936e-07,0.0
1845,2.421818976472423e-07,0.0
1846,2.4179090019060823e-07,0.0
1847,2.189648853345716e-07,0.0
1848,2.952596389604878e-07,0.0
1849,2.530583174120693e-07,0.0
1850,2.4304605972247373e-07,0.0
1851,2.644270011842309e-07,0.0
1852,2.929745335222833e-07,0.0
1853,2.985966034430021e-07,0.0
1854,2.956332991743693e-07,0.0
1855,2.918815482644277e-07,0.0
1856,2.8992261036364653e-07,0.0
1857,2.8019863407280354e-07,0.0
1858,2.745352105648635e-07,0.0
1859,2.474796190199413e-07,0.0
1860,2.2382428710443492e-07,0.0
1861,3.107820134573558e-07,0.0
1862,3.0722307542419003e-07,0.0
1863,2.7020900006391457e-07,0.0
1864,2.354211403599038e-07,0.0
1865,2.720556153690268e-07,0.0
1866,2.1943914418898203e-07,0.0
1867,2.0236224429481808e-07,0.0
1868,2.059927481923296e-07,0.0
1869,2.578498197181034e-07,0.0
1870,2.2190768333985034e-07,0.0
1871,1.7100094851230097e-07,0.0
1872,2.431030452498817e-07,0.0
1873,2.172919693066433e-07,0.0
1874,2.0911132025958068e-07,0.0
1875,1.773673403704379e-07,0.0
1876,2.9927772970950173e-07,0.0
1877,2.0657284949265886e-07,0.0
1878,2.222384694050561e-07,0.0
1879,1.9000002282609785e-07,0.0
1880,1.5980437240159517e-07,0.0
1881,2.29395496376128e-07,0.0
1882,1.9899601966244518e-07,0.0
1883,2.2244073250021756e-07,0.0
1884,2.4690345412636816e-07,0.0
1885,1.7789955109037692e-07,0.0
1886,1.8392371714526234e-07,0.0
1887,1.6061154894941865e-07,0.0
1888,2.0353373031412048e-07,0.0
1889,1.679056680359281e-07,0.0
1890,2.2284913825387775e-07,0.0
1891,1.7146652453448041e-07,0.0
1892,1.6172761263533175e-07,0.0
1893,1.77362394992997e-07,0.0
1894,1.915667979801583e-07,0.0
1895,1.8176216087795183e-07,0.0
1896,1.792696764368884e-07,0.0
1897,1.6839202032770118e-07,0.0
1898,1.7936984875177586e-07,0.0
1899,1.5698321931267856e-07,0.0
1900,1.588462197332774e-07,0.0
1901,1.7045653066816158e-07,0.0
1902,1.4141618009944068e-07,0.0
1903,2.3814970973035088e-07,0.0
1904,1.8004993762588128e-07,0.0
1905,1.641121372131238e-07,0.0
1906,1.9702227405105077e-07,0.0
1907,1.5222816784898896e-07,0.0
1908,1.5372647510503157e-07,0.0
1909,1.8098235443630983e-07,0.0
1910,1.464297270103998e-07,0.0
1911,1.399258451328933e-07,0.0
1912,1.4065437881072285e-07,0.0
1913,1.4848370710751624e-07,0.0
1914,1.6139152592131722e-07,0.0
1915,1.2134184146361804e-07,0.0
1916,1.9887306734744925e-07,0.0
1917,1.6339971864454128e-07,0.0
1918,1.1486376649827434e-07,0.0
1919,1.0496947311366966e-07,0.0
1920,1.2645627123220038e-07,0.0
1921,1.0980483722278223e-07,0.0
1922,9.22241909506738e-08,0.0
1923,1.0934426342146253e-07,0.0
1924,1.1731378180002139e-07,0.0
1925,9.568415038074818e-08,0.0
1926,1.2037828867050848e-07,0.0
1927,1.0703256236865855e-07,0.0
1928,7.655447831211859e-08,0.0
1929,9.91496165170247e-08,0.0
1930,1.1343891515025462e-07,0.0
1931,1.1177249348293117e-07,0.0
1932,1.0301964437076094e-07,0.0
1933,9.405943046658649e-08,0.0
1934,1.1622132944921759e-07,0.0
1935,1.3404478238498996e-07,0.0
1936,1.0306007425242569e-07,0.0
1937,1.1709740022070037e-07,0.0
1938,9.723910920911294e-08,0.0
1939,7.799965828780842e-08,0.0
1940,1.1664601373695405e-07,0.0
1941,1.2396310467011062e-07,0.0
1942,1.2440268903901597e-07,0.0
1943,8.129058670647282e-08,0.0
1944,1.0603514510876266e-07,0.0
1945,9.585417615198821e-08,0.0
1946,1.1972149138728128e-07,0.0
1947,9.298279479708071e-08,0.0
1948,1.0545731043976048e-07,0.0
1949,9.718838356320703e-08,0.0
1950,1.2868787280240213e-07,0.0
1951,1.0234946046239202e-07,0.0
1952,9.91211592804575e-08,0.0
1953,1.1420257095551278e-07,0.0
1954,9.38163466912556e-08,0.0
1955,9.854888105564896e-08,0.0
1956,1.0378158776802593e-07,0.0
1957,6.979679767482594e-08,0.0
1958,8.354965785883905e-08,0.0
1959,1.0773539571573565e-07,0.0
1960,6.090333215524879e-08,0.0
1961,1.0839128350426108e-07,0.0
1962,9.259256472660127e-08,0.0
1963,7.759263809248296e-08,0.0
1964,9.004273238133464e-08,0.0
1965,1.1053527515514361e-07,0.0
1966,9.527208533199882e-08,0.0
1967,1.1586288906073605e-07,0.0
1968,1.0060771415965064e-07,0.0
1969,9.038097914526588e-08,0.0
1970,9.79528422817566e-08,0.0
1971,9.403267142715777e-08,0.0
1972,1.0260293947794707e-07,0.0
1973,1.030969087878475e-07,0.0
1974,9.394704392207132e-08,5.625571675160757e-10
1975,9.309712822869187e-08,0.0
1976,1.0170077757720719e-07,0.0
1977,8.168726850499297e-08,5.876781838942691e-10
1978,8.792075334440597e-08,5.940591352171509e-10
1979,8.134242790447388e-08,5.851973350345929e-10
1980,8.982537735846563e-08,0.0
1981,6.515315931210353e-08,1.8976649140967083e-09
1982,9.621628294098628e-08,6.207502289967692e-10
1983,7.704685600629091e-08,3.157658134966823e-09
1984,1.0206255041111945e-07,1.1598016991243298e-09
1985,8.842870613534615e-08,0.0
1986,7.073492724885e-08,3.5966913891627428e-09
1987,8.249602956311719e-08,1.2221633705067347e-09
1988,7.615623331957977e-08,1.1993107618124554e-09
1989,7.189439799049069e-08,5.488122178931576e-10
1990,7.573624571932669e-08,1.6345953479657283e-09
1991,9.612802642777751e-08,2.344586080837985e-09
1992,9.311805371226001e-08,3.856960972825618e-09
1993,9.195084516022689e-08,3.877445031719162e-09
1994,8.861876921173462e-08,5.274926717646622e-09
1995,7.971002702333863e-08,1.0844901643380922e-09
1996,9.661946620553863e-08,1.6014276571496566e-09
1997,8.678758689484312e-08,4.315404922294874e-09
1998,9.917708609918918e-08,5.72175506974304e-09
1999,8.683382191065903e-08,9.597422412355172e-09
2000,9.675488854554715e-08,6.185244316725402e-09
2001,1.0295847374663936e-07,8.324302136486494e-09
2002,9.85774804007633e-08,7.448076377869484e-09
2003,1.0959007568089874e-07,3.333538334260311e-09
2004,9.294109304391895e-08,9.690540814233373e-09
2005,9.638024067726292e-08,7.656374201303606e-09
2006,1.243602696376911e-07,5.7650457740976435e-09
2007,9.027523617533006e-08,5.192823504529542e-09
2008,9.664388045393935e-08,4.6831836186811415e-09
2009,8.91651978918162e-08,2.860915504498962e-09
2010,8.408351703792505e-08,3.3066551718974324e-09
2011,7.762663045696172e-08,1.414869643667771e-08
2012,8.068079182521615e-08,5.446804340891731e-09
2013,7.530637446961919e-08,6.693900100884775e-09
2014,6.171519117970092e-08,5.197068553286499e-09
2015,7.425527570603663e-08,5.098123256885856e-09
2016,7.622531228435037e-08,7.042556315894899e-09
2017,6.037467414898856e-08,4.528100561174142e-09
2018,5.937373259712331e-08,5.421080029321956e-09
2019,6.505018745883717e-08,6.887666881283394e-09
