year,avez_VERB empli_VERB,avez_VERB rempli_VERB
1800,0.0,1.9493819536364754e-07
1801,0.0,1.857322473597378e-07
1802,0.0,1.7902721083373763e-07
1803,0.0,1.5992782209650613e-07
1804,0.0,2.5707248596518184e-07
1805,0.0,1.7625842474444653e-07
1806,0.0,2.9104859322615084e-07
1807,0.0,1.7935816742919997e-07
1808,0.0,1.5635910699529632e-07
1809,0.0,1.7394535234416253e-07
1810,0.0,1.5444837231370911e-07
1811,0.0,1.1031137603367824e-07
1812,0.0,1.2802598803318688e-07
1813,0.0,1.4378707646756084e-07
1814,0.0,1.3845379953636439e-07
1815,0.0,3.7761128623969853e-07
1816,0.0,2.4103081841531093e-07
1817,0.0,1.5724421587037796e-07
1818,0.0,1.0252212234718172e-07
1819,0.0,1.573359611484193e-07
1820,0.0,1.96983592104516e-07
1821,9.86148829262845e-10,2.741493858593458e-07
1822,3.0076847679083585e-09,2.887377377192024e-07
1823,0.0,2.0555988555770455e-07
1824,0.0,1.4652735558229324e-07
1825,8.805443041381977e-10,1.4881199206229212e-07
1826,0.0,1.5413972676014964e-07
1827,0.0,1.44711179927981e-07
1828,0.0,1.192399139426925e-07
1829,8.57317605795771e-10,8.573176302206775e-08
1830,2.0873671680021744e-09,1.3046044955444813e-07
1831,0.0,1.2784788339104125e-07
1832,0.0,9.200379480489573e-08
1833,2.3167257001688313e-09,1.1351956175076339e-07
1834,1.8669061851994684e-09,1.3628415729272092e-07
1835,3.781543966852041e-09,1.8075780872095493e-07
1836,0.0,1.3105461960094544e-07
1837,2.0873671680021744e-09,1.2454624709334894e-07
1838,1.2624323808552163e-09,1.0793797144970085e-07
1839,0.0,1.3283802502428443e-07
1840,0.0,1.6497493504630256e-07
1841,1.2841097074556274e-09,1.7399686669250514e-07
1842,0.0,1.247737344556299e-07
1843,5.906911071384968e-10,1.1518476839000868e-07
1844,2.7442805805577564e-09,1.1361321838876393e-07
1845,1.1160455892778032e-09,1.054663059107952e-07
1846,0.0,1.0011197559833818e-07
1847,0.0,1.2350481881640007e-07
1848,1.6090443422100975e-09,1.4964112438065058e-07
1849,0.0,1.131220983552339e-07
1850,0.0,1.222019250235462e-07
1851,1.2898877521649865e-09,1.0835056940550203e-07
1852,0.0,1.1914298170268012e-07
1853,1.1943863675867306e-09,1.4929830172150105e-07
1854,5.195664454227256e-10,1.288524771325683e-07
1855,0.0,1.0189319255005103e-07
1856,5.177189232874468e-10,1.4703216777434136e-07
1857,1.4644527812635033e-09,1.3863486003629077e-07
1858,4.893676019968041e-10,1.0668213690223638e-07
1859,1.018434669930457e-09,9.67512931993042e-08
1860,0.0,1.0664838612228777e-07
1861,0.0,1.5515520601638855e-07
1862,0.0,1.6129210678172967e-07
1863,9.989241656072068e-10,1.22867675145244e-07
1864,0.0,9.54150891629979e-08
1865,4.706844358715045e-10,8.801799111779474e-08
1866,0.0,1.0655692506134073e-07
1867,4.85281148598915e-10,1.218055700746845e-07
1868,0.0,9.138766898786344e-08
1869,4.883519144627257e-10,1.3038996371506073e-07
1870,0.0,9.11713726736707e-08
1871,0.0,9.028000391708701e-08
1872,2.4189357183956872e-09,1.1368997832050809e-07
1873,0.0,8.979007048992571e-08
1874,5.974609140757536e-10,9.977597414945194e-08
1875,0.0,7.495200549101355e-08
1876,0.0,9.975924086802479e-08
1877,0.0,7.792868217393334e-08
1878,0.0,8.937850992651875e-08
1879,6.10932526790009e-10,8.858521738375202e-08
1880,0.0,1.0011839890466945e-07
1881,0.0,9.064260098057275e-08
1882,4.6587693702804245e-09,8.319231170617059e-08
1883,0.0,8.973461262939963e-08
1884,1.3203393933736152e-09,5.545425452169184e-08
1885,1.2891271383708158e-09,6.574548194748786e-08
1886,1.2906927748801422e-09,1.0519146087517584e-07
1887,0.0,7.63884173693441e-08
1888,0.0,5.896771781976895e-08
1889,0.0,7.267558288504006e-08
1890,0.0,9.30722876546497e-08
1891,0.0,6.884157954800685e-08
1892,0.0,6.581937839200691e-08
1893,3.695050043717174e-09,5.480990594719515e-08
1894,6.301539290376468e-10,5.797416235964192e-08
1895,0.0,6.379731587458082e-08
1896,5.89702897624278e-10,6.191880430606034e-08
1897,0.0,7.63299468076184e-08
1898,0.0,5.997856078465702e-08
1899,5.527578395003729e-10,6.688370035590196e-08
1900,5.191053142894475e-10,7.423206227485935e-08
1901,5.588738916095792e-10,7.209473551483825e-08
1902,9.820567692386817e-10,4.910283735171106e-08
1903,0.0,6.048246348200337e-08
1904,0.0,5.8045952044949445e-08
1905,1.5482277682110634e-09,7.431493287413105e-08
1906,2.0576738091193647e-09,7.459067319359747e-08
1907,0.0,5.862841589987511e-08
1908,0.0,5.255186152908209e-08
1909,1.1001967115120692e-09,6.60118004702781e-08
1910,4.809735720812114e-09,5.825124205216525e-08
1911,1.0640748282497725e-09,5.533189195716659e-08
1912,0.0,8.022508524163641e-08
1913,0.0,4.7726906871048413e-08
1914,0.0,4.085013571852869e-08
1915,0.0,5.183535378705528e-08
1916,0.0,5.7134801778602196e-08
1917,4.386569774084137e-09,4.496234140560773e-08
1918,0.0,6.547234221443432e-08
1919,0.0,4.511845830279526e-08
1920,0.0,4.694783584113793e-08
1921,0.0,4.922285867792198e-08
1922,0.0,3.098733003525922e-08
1923,0.0,3.503262746562541e-08
1924,3.867487219366694e-09,4.640984840875717e-08
1925,0.0,4.5092530598367375e-08
1926,2.229227691330493e-09,3.4553028882555736e-08
1927,0.0,5.351628118432927e-08
1928,0.0,2.9707706517001498e-08
1929,0.0,4.67897081080082e-08
1930,1.0503603542488804e-09,2.7309368988426286e-08
1931,0.0,4.676196141417677e-08
1932,0.0,3.9454331357546835e-08
1933,0.0,5.047091278242988e-08
1934,1.1981580172459871e-09,4.4331848414458364e-08
1935,0.0,3.111753699158726e-08
1936,0.0,4.364897421282876e-08
1937,0.0,4.280980192561401e-08
1938,0.0,3.630260181353151e-08
1939,0.0,3.976452944698394e-08
1940,0.0,3.296517903095264e-08
1941,0.0,3.246652724442356e-08
1942,0.0,3.3376331032286544e-08
1943,0.0,1.4516175816936538e-08
1944,0.0,3.855823393905666e-08
1945,0.0,5.2284097051824574e-08
1946,0.0,3.201854070766785e-08
1947,0.0,2.7418003867296648e-08
1948,0.0,4.4574740343250596e-08
1949,0.0,4.319483792869505e-08
1950,0.0,2.8715476219076663e-08
1951,0.0,3.3050344683260846e-08
1952,0.0,3.4797853487589236e-08
1953,0.0,2.0470272588113403e-08
1954,9.772536113672459e-10,4.0067398288101685e-08
1955,9.385607846468247e-10,2.0648336374051723e-08
1956,0.0,3.1396108823855684e-08
1957,0.0,2.6505112771246786e-08
1958,0.0,3.391619785020339e-08
1959,7.750747821333448e-10,2.325224279786653e-08
1960,0.0,2.7683332959327345e-08
1961,0.0,2.36237411854745e-08
1962,0.0,4.50278889729816e-08
1963,6.466053248388448e-10,3.814971449855875e-08
1964,0.0,4.9280142633278956e-08
