year,avez_VERB empli_VERB,avez_VERB rempli_VERB
1965,5.472043373977442e-10,3.283226135408768e-08
1966,0.0,2.326411419062424e-08
1967,0.0,4.240088458118407e-08
1968,4.4914158503495116e-10,3.8626176035450044e-08
1969,0.0,1.0037284425834514e-07
1970,0.0,4.414776100247764e-08
1971,0.0,4.778709694619465e-08
1972,0.0,3.078088184338412e-08
1973,1.6539611902288698e-09,2.7566018800939673e-08
1974,0.0,1.4626486688484874e-08
1975,0.0,2.513051278185685e-08
1976,0.0,3.142439908287997e-08
1977,0.0,1.9393379346865913e-08
1978,0.0,2.4356424432880885e-08
1979,3.5111840102075575e-09,2.867466974976196e-08
1980,1.1370301367108482e-09,3.411090432337005e-08
1981,6.325549528618524e-10,2.4669642328944974e-08
1982,0.0,2.9796010991844923e-08
1983,0.0,2.3998200759933752e-08
1984,0.0,2.4935737030773453e-08
1985,0.0,2.8874678648094232e-08
1986,0.0,2.2179596825822046e-08
1987,6.110816852533674e-10,2.5054349706010726e-08
1988,5.996553809062277e-10,1.5591039570495013e-08
1989,5.488122178931576e-10,2.5245361356951435e-08
1990,1.6345953479657283e-09,3.378163526690514e-08
1991,0.0,2.8135033858234237e-08
1992,5.509944167592096e-10,2.975369817193041e-08
1993,0.0,3.323524566667402e-08
1994,5.274926606624319e-10,1.4242301560329906e-08
1995,0.0,3.741491028108612e-08
1996,1.6014276571496566e-09,2.4021414191111035e-08
1997,4.79489448146353e-10,1.7741109914481967e-08
1998,4.768129224785866e-10,1.859570453177639e-08
1999,1.8280804647829996e-09,2.9249287436527993e-08
2000,0.0,3.092621980727017e-08
2001,4.3812117822561447e-10,1.796296800193886e-08
2002,0.0,2.2782352004924178e-08
2003,4.1669229178253886e-10,2.6251614215766494e-08
2004,8.809582507929292e-10,2.8631143678126136e-08
2005,9.007499190971657e-10,2.9274373147814003e-08
2006,0.0,3.911995349881181e-08
2007,7.988958938831558e-10,3.9545348329284025e-08
2008,0.0,4.044567702976565e-08
2009,0.0,3.337734710839868e-08
2010,9.447586046817946e-10,4.062462011233947e-08
2011,7.64794394481072e-10,4.5887663446819715e-08
2012,3.404252713057332e-10,5.174464234869447e-08
2013,5.578250084070646e-10,6.163966048688962e-08
2014,8.661780737106994e-10,5.8033929661860384e-08
2015,2.21657536769726e-09,6.250742501379136e-08
2016,8.285360175719347e-10,8.243933535823089e-08
2017,7.54683426862357e-10,8.980732246754997e-08
2018,3.872199894061623e-09,7.099033183521897e-08
2019,2.2958890344426663e-09,6.275429598190385e-08
