year,pouvez_VERB avoir_VERB,pouvez_VERB ravoir_VERB
1895,2.648190502441139e-07,0.0
1896,3.331821289975778e-07,0.0
1897,3.2571330166319967e-07,0.0
1898,3.140386866107292e-07,0.0
1899,2.5592689212317055e-07,0.0
1900,3.5039607837461517e-07,0.0
1901,2.8279018238208664e-07,5.588738916095792e-10
1902,2.6859251534006034e-07,0.0
1903,2.6245069761898776e-07,0.0
1904,2.870049797820684e-07,0.0
1905,3.535120072228892e-07,0.0
1906,2.083394718965792e-07,0.0
1907,2.468564730406797e-07,0.0
1908,3.241516708385461e-07,0.0
1909,2.546955499838077e-07,0.0
1910,3.2225227641902165e-07,0.0
1911,2.729351820107695e-07,0.0
1912,3.328820241677022e-07,0.0
1913,2.561343990237219e-07,0.0
1914,2.598336550363456e-07,0.0
1915,2.6035485234388034e-07,0.0
1916,2.636990927840088e-07,0.0
1917,3.421524468194548e-07,0.0
1918,2.297275329965487e-07,0.0
1919,2.4492877059856255e-07,0.0
1920,2.854731349088979e-07,0.0
1921,2.438424644424231e-07,0.0
1922,2.4789864028207376e-07,2.951174193910333e-09
1923,3.068008993523108e-07,0.0
1924,2.333383974928438e-07,0.0
1925,3.6623933397095243e-07,0.0
1926,3.054041997074819e-07,0.0
1927,2.686963114229002e-07,0.0
1928,2.388042616985331e-07,0.0
1929,2.941067407391529e-07,0.0
1930,1.9326630251725874e-07,0.0
1931,2.4977731527542346e-07,0.0
1932,2.7618031595011416e-07,0.0
1933,2.661193718722643e-07,0.0
1934,2.8516160455183126e-07,0.0
1935,2.561212681939651e-07,0.0
1936,2.0248273813194828e-07,0.0
1937,2.5559970140420774e-07,0.0
1938,2.1133300265319122e-07,0.0
1939,2.1564611074609275e-07,0.0
1940,1.6229010668666888e-07,0.0
1941,2.0660517918713595e-07,0.0
1942,2.730790527039062e-07,0.0
1943,2.787105870538653e-07,0.0
1944,2.217098398205053e-07,0.0
1945,2.7449149797575956e-07,0.0
1946,2.2830610646451532e-07,0.0
1947,3.0994263511274767e-07,0.0
1948,2.4570465484430315e-07,0.0
1949,2.493520128155069e-07,0.0
1950,2.9779010901620495e-07,0.0
1951,3.475616949799587e-07,0.0
1952,2.8470969937188784e-07,0.0
1953,2.219408372639009e-07,0.0
1954,2.0522325883121084e-07,0.0
1955,2.3182451514003333e-07,0.0
1956,2.4855253855093906e-07,0.0
1957,1.9878834223163722e-07,0.0
1958,2.6884791282100196e-07,8.272243445794913e-10
1959,2.549996054312942e-07,0.0
1960,2.4568959133830504e-07,0.0
1961,2.7584192707763577e-07,0.0
1962,2.860222423350933e-07,0.0
1963,2.3471773147321073e-07,0.0
1964,2.9689766734009027e-07,0.0
1965,2.741493858593458e-07,0.0
1966,2.3153332051606412e-07,0.0
1967,2.484889023435244e-07,0.0
1968,2.6005298536802e-07,0.0
1969,3.0293523423097213e-07,0.0
1970,2.658063067428884e-07,0.0
1971,2.5794756197683455e-07,0.0
1972,2.2418741707497247e-07,0.0
1973,2.447862357257691e-07,0.0
1974,2.5315071638942754e-07,0.0
1975,2.1646509651418455e-07,0.0
1976,2.079723770975761e-07,0.0
1977,1.815925543269259e-07,0.0
1978,2.245543555545737e-07,5.940591352171509e-10
1979,2.3232334456224635e-07,0.0
1980,2.7402427349443315e-07,5.685150683554241e-10
1981,2.3088256284609088e-07,6.325549528618524e-10
1982,2.2905683749741002e-07,0.0
1983,1.9703786335867335e-07,0.0
1984,2.0238539377714915e-07,0.0
1985,1.8347452623856952e-07,0.0
1986,2.2539265387422347e-07,5.994485463567401e-10
1987,1.9799045958279748e-07,0.0
1988,2.128776657173148e-07,0.0
1989,2.0690220026153838e-07,0.0
1990,1.5147249143865338e-07,0.0
1991,2.6611053272063145e-07,0.0
1992,1.7521622908134304e-07,0.0
1993,1.994114740000441e-07,0.0
1994,2.1046956533155026e-07,0.0
1995,2.1093333657518087e-07,0.0
1996,1.8096132237133133e-07,0.0
1997,1.9515221083565848e-07,0.0
1998,1.6783815226517618e-07,0.0
1999,1.9514759230787604e-07,0.0
2000,1.7141962871392025e-07,0.0
2001,2.124887714671786e-07,0.0
2002,2.0504116093889024e-07,0.0
2003,2.1834675578702445e-07,0.0
2004,2.343348910471832e-07,0.0
2005,2.5626334831940767e-07,0.0
2006,2.874287190479663e-07,0.0
2007,3.311423597551766e-07,0.0
2008,3.857240358229319e-07,0.0
2009,4.324750477735506e-07,0.0
2010,5.063906201030477e-07,0.0
2011,6.971100674491026e-07,0.0
2012,7.748079156044696e-07,0.0
2013,7.170840490289265e-07,0.0
2014,6.743196081515634e-07,0.0
2015,7.602853884236538e-07,0.0
2016,7.483751574000053e-07,0.0
2017,6.714166715937608e-07,0.0
2018,7.772796379867941e-07,0.0
2019,7.632555139025499e-07,0.0
