year,mais_CONJ approcher_VERB,mais_CONJ rapprocher_VERB
1800,0.0,0.0
1801,0.0,2.3811825844433088e-09
1802,2.2378401354217203e-09,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,2.842877711017877e-09
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,2.5070767684098882e-09
1812,0.0,0.0
1813,0.0,5.751483289628823e-09
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,0.0
1818,1.1921176934492905e-08,0.0
1819,0.0,4.140420006848444e-09
1820,0.0,0.0
1821,2.9584463767662328e-09,0.0
1822,2.0051231786055723e-09,0.0
1823,9.882686891060644e-10,0.0
1824,0.0,0.0
1825,0.0,2.641632912414593e-09
1826,0.0,6.1655889282974385e-09
1827,3.6869092223668076e-09,0.0
1828,0.0,0.0
1829,8.57317605795771e-10,0.0
1830,8.349468894053302e-09,0.0
1831,0.0,6.236482441579483e-09
1832,0.0,5.411987746839486e-09
1833,0.0,0.0
1834,0.0,1.586870213010627e-08
1835,8.31939672707449e-09,1.5126175867408165e-09
1836,1.3441500135158435e-09,1.3441500135158435e-09
1837,3.478945576063097e-09,0.0
1838,8.205810475558906e-09,6.312161904276081e-10
1839,3.4957374772659477e-09,0.0
1840,6.369688665408546e-10,6.369688665408546e-10
1841,2.5682194149112547e-09,6.420548537278137e-10
1842,3.3541325272778977e-09,1.0062397137744483e-08
1843,4.134837805480629e-09,7.088293285661962e-09
1844,9.330554107123135e-09,2.7442805805577564e-09
1845,7.254296274794569e-09,1.674068439427856e-09
1846,0.0,1.1123552745573306e-08
1847,3.235934187273415e-09,0.0
1848,0.0,0.0
1849,0.0,0.0
1850,0.0,1.3577992064028876e-09
1851,0.0,9.029214709244116e-09
1852,0.0,1.1718981340891332e-08
1853,5.971931837933653e-10,1.1943863675867306e-09
1854,5.195664454227256e-10,0.0
1855,3.1841622671890946e-09,5.837630823180007e-09
1856,0.0,5.694908100650764e-09
1857,1.4644527812635033e-09,2.9289055625270066e-09
1858,0.0,2.936205500958522e-09
1859,3.5645213447565993e-09,4.073738679721828e-09
1860,0.0,9.154367819341758e-10
1861,3.772770984511453e-09,9.431927461278633e-10
1862,4.517986262886353e-10,0.0
1863,4.994620828036034e-10,3.995696662428827e-09
1864,4.794727948009836e-10,4.315255264231155e-09
1865,4.706844247692743e-09,6.589582213223366e-09
1866,3.405929149824516e-09,3.4059290943133647e-09
1867,1.94112459439566e-09,3.396968040192405e-09
1868,9.87974813071446e-10,4.939874287401835e-09
1869,9.767038289254515e-10,2.9301114867763545e-09
1870,5.734048791339319e-10,1.1468097582678638e-09
1871,1.0621177271019633e-09,1.0621177271019633e-09
1872,2.4189357183956872e-09,1.2094678591978436e-09
1873,1.7958012854535355e-09,1.7958013409646867e-09
1874,3.5847653734322193e-09,3.5847653734322193e-09
1875,2.2886108563824337e-09,6.865832347102696e-09
1876,1.813804439976252e-09,1.813804439976252e-09
1877,4.329371083855449e-09,4.329371083855449e-09
1878,4.22736201599605e-09,1.2078177347163432e-09
1879,1.221865053580018e-09,3.665595160740054e-09
1880,6.417846254436199e-10,0.0
1881,1.3945015142624584e-09,0.0
1882,6.655385131892899e-10,0.0
1883,0.0,0.0
1884,1.3203393933736152e-09,0.0
1885,0.0,4.511945039809007e-09
1886,0.0,6.453463874400711e-10
1887,6.528924623161458e-10,3.9173548849191775e-09
1888,4.4384300679212174e-09,3.1703073499755874e-09
1889,6.265136853755848e-09,5.6386231239713425e-09
1890,0.0,2.6217545912032847e-09
1891,4.461953917456185e-09,0.0
1892,6.268512375839919e-10,1.2537024751679837e-09
1893,0.0,0.0
1894,2.520615716150587e-09,2.520615716150587e-09
1895,0.0,0.0
1896,2.358811590497112e-09,5.897029087265082e-09
1897,4.07869948926276e-09,1.1653427112179315e-09
1898,2.8291773368493978e-09,1.6975064687230201e-09
1899,5.527578395003729e-10,1.1055156790007459e-09
1900,5.191053142894475e-10,1.038210628578895e-09
1901,2.794369458047896e-09,5.588738916095792e-10
1902,4.910283846193408e-10,2.455141923096704e-09
1903,3.7801541896698154e-09,5.400220270956879e-10
1904,0.0,5.374625189347171e-09
1905,5.160759042333041e-10,0.0
1906,1.0288369045596824e-09,7.716276950731071e-09
1907,5.142843373384665e-10,1.5428530120153994e-09
1908,9.822778146428846e-10,4.911389073214423e-10
1909,7.151278569317299e-09,0.0
1910,0.0,0.0
1911,0.0,2.128149656499545e-09
1912,5.209421227725386e-09,2.0837684910901544e-09
1913,2.651494912520036e-09,5.833288574397244e-09
1914,2.0090231145353243e-09,1.3393487430235496e-09
1915,1.1780761921542648e-09,1.1780761921542648e-09
1916,0.0,0.0
1917,1.0966424435210342e-09,2.1932848870420685e-09
1918,3.44591288836682e-09,0.0
1919,0.0,1.8415696745321952e-09
1920,0.0,0.0
1921,0.0,1.5145494858259667e-09
1922,2.2133805899215986e-09,7.377935484775833e-10
1923,0.0,2.1231896241147297e-09
1924,1.289162443462999e-09,0.0
1925,0.0,2.1996355847875293e-09
1926,0.0,6.6876830739914794e-09
1927,0.0,1.1149224876660924e-09
1928,4.5704163786908225e-09,0.0
1929,1.1140406375176326e-09,0.0
1930,7.352522590764465e-09,0.0
1931,0.0,0.0
1932,3.287861094491973e-09,1.0959536611565568e-09
1933,0.0,0.0
1934,0.0,0.0
1935,1.196828414151696e-09,1.196828414151696e-09
1936,1.2124714565686645e-09,3.6374143697059935e-09
1937,0.0,0.0
1938,6.4826072287971215e-09,3.8895642262559704e-09
1939,0.0,0.0
1940,0.0,0.0
1941,0.0,8.854507793643052e-09
1942,0.0,3.034211770724937e-09
1943,0.0,0.0
1944,0.0,0.0
1945,2.178504043826024e-09,0.0
1946,0.0,5.568441707737293e-09
1947,3.5762612871081956e-09,0.0
1948,0.0,2.174377566888097e-09
1949,9.817008317369869e-10,5.890204990421921e-09
1950,0.0,0.0
1951,0.0,1.0661401761424827e-09
1952,5.272401959466322e-09,1.0544803918932644e-09
1953,0.0,3.2321482157371406e-09
1954,0.0,3.9090144454689835e-09
1955,0.0,1.0324168631115072e-08
1956,0.0,3.488456634670456e-09
1957,1.7670075402875796e-09,1.7670075402875796e-09
1958,4.9633461784992505e-09,2.481673033738474e-09
1959,7.750747821333448e-10,7.750748043378053e-09
1960,3.460416619915918e-09,6.920833239831836e-09
1961,2.0844477810477713e-09,6.948159103625784e-09
1962,0.0,2.536782617301725e-09
1963,2.5864212993553792e-09,2.5864211883330768e-09
1964,1.2167936658258327e-09,2.4335873316516654e-09
1965,5.472043373977442e-10,0.0
1966,1.6617224263271169e-09,2.215629901769489e-09
1967,1.4791006197611978e-09,2.958201350544698e-09
1968,1.796566312384229e-09,7.186265138514614e-09
1969,4.5417578031781147e-10,2.725054598640142e-09
1970,1.8394900047624674e-09,3.678979926258208e-09
1971,1.541519245584766e-09,2.5691987426412766e-09
1972,5.130146862875051e-10,1.0260293725750103e-09
1973,1.6539611902288698e-09,2.205281512956958e-09
1974,1.1251143350321513e-09,1.1251143350321513e-09
1975,1.1422960355389478e-09,4.569184142155791e-09
1976,1.7140580066410394e-09,0.0
1977,1.7630345516828072e-09,1.1753563677885381e-09
1978,1.7821774056514528e-09,2.3762365408686037e-09
1979,1.7555920051037788e-09,4.096381234219848e-09
1980,3.97960553399912e-09,2.8425753417771205e-09
1981,2.5302198114474095e-09,3.795329828193417e-09
1982,1.2415004579935385e-09,3.103751144983846e-09
1983,0.0,6.946847763700248e-09
1984,1.1598016991243298e-09,3.479405208395292e-09
1985,0.0,1.8046674155058895e-09
1986,1.1988970927134801e-09,5.994485352545098e-09
1987,3.055408426266837e-09,4.888653482026939e-09
1988,5.996553809062277e-10,1.7989661427186832e-09
1989,1.0976244357863152e-09,2.1952488715726304e-09
1990,1.6345953479657283e-09,2.7243255429354463e-09
1991,4.103025752488776e-09,2.344586136349136e-09
1992,2.2039776670368383e-09,2.754972139307199e-09
1993,4.4313659408601325e-09,9.416652790861235e-09
1994,3.6924485691258724e-09,4.2199412852994556e-09
1995,1.0844901643380922e-09,3.7957155196721715e-09
1996,5.871901409548741e-09,4.804283193493575e-09
1997,2.876936688878118e-09,3.835915474148521e-09
1998,3.814503268806391e-09,2.3840646123929332e-09
1999,2.7421207526856506e-09,1.8280804925385752e-09
2000,3.97622823555821e-09,1.7672125984802278e-09
2001,2.1906058633724967e-09,1.3143635069212678e-09
2002,2.190610692842654e-09,3.0668551032064784e-09
2003,3.333538389771462e-09,3.3335384452826133e-09
2004,3.9643119897903034e-09,4.845270240583233e-09
2005,2.2518747977429143e-09,3.1526246058177776e-09
2006,3.294311934354255e-09,3.294311934354255e-09
2007,4.393927444112933e-09,1.1983438685803094e-09
2008,2.554463751636149e-09,3.405951742863067e-09
2009,2.384096253749135e-09,3.814554005998616e-09
2010,2.3618965672156378e-09,3.30665506087513e-09
2011,1.1471915639660324e-09,7.64794394481072e-10
2012,6.808505537136966e-09,1.0212758416727752e-09
2013,8.367375126105969e-10,1.3945624655065103e-09
2014,5.4136128913029324e-09,1.5158116428715118e-09
2015,2.4382329072425435e-09,6.649726186358507e-10
2016,5.799752234025846e-09,1.4499380029953102e-09
2017,2.0124890642847504e-09,2.26405022507592e-09
2018,3.355906774693551e-09,3.0977600484760615e-09
2019,3.5713829671379926e-09,1.02039510174734e-09
