year,petites_ADJ règles_NOUN
1952,1.5817205989421268e-08
1953,1.206668694964108e-07
1954,6.254423046136992e-08
1955,1.5016972554349195e-08
1956,1.1947963640679404e-07
1957,6.626278192811696e-08
1958,1.7371711180658167e-08
1959,1.627656998071103e-08
1960,2.0762500829718533e-08
1961,2.7792637857793068e-08
1962,3.55149566977353e-08
1963,2.3277791694198413e-08
1964,1.7643508209985725e-08
1965,1.149129114086378e-08
1966,3.378835611300701e-08
1967,1.577707425814978e-08
1968,2.2457078391324714e-08
1969,1.725867962432126e-08
1970,3.5410182536166346e-08
1971,2.3122789460927606e-08
1972,2.3598675458202933e-08
1973,1.4885650045926013e-08
1974,1.575160119005048e-08
1975,2.1703625563418427e-08
1976,1.9425991926169672e-08
1977,1.7042666833333442e-08
1978,2.1980187558945374e-08
1979,1.345953881681794e-08
1980,2.217208727728348e-08
1981,9.488324181905483e-09
1982,1.80017563078394e-08
1983,2.0209011131200327e-08
1984,1.797692616989366e-08
1985,3.5491791394726135e-08
1986,2.3378493863024374e-08
1987,1.2221634038134255e-08
1988,1.619069539549045e-08
1989,1.5366741656919203e-08
1990,2.070487364891349e-08
1991,1.2895223444608916e-08
1992,2.3141765725931407e-08
1993,2.1048987663974117e-08
1994,2.162719903164856e-08
1995,1.7351842740431778e-08
1996,2.0284750990029465e-08
1997,2.3974472629362253e-08
1998,2.813196331441503e-08
1999,1.9651864802128216e-08
2000,2.562458156774028e-08
2001,1.840108929118678e-08
2002,2.9354184194474442e-08
2003,1.2500769086543073e-08
2004,1.5857248514272726e-08
2005,3.3327747117617434e-08
2006,2.3060183707013238e-08
2007,2.1570189578934418e-08
2008,1.958422338188548e-08
2009,1.7165492804949167e-08
2010,2.5980861406704747e-08
2011,2.4091024036776432e-08
2012,3.2340402272845736e-08
2013,2.9564724612907156e-08
2014,2.4252986507988794e-08
2015,2.682056285396861e-08
2016,3.60413163758011e-08
2017,1.9370206771895937e-08
2018,2.7879840491795704e-08
2019,2.346908772876688e-08
