year,devions_VERB appeler_VERB,devions_VERB rappeler_VERB
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,1.950339223455444e-09
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,1.1387820464392462e-08
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,2.5070767684098882e-09,2.5070767684098882e-09
1812,1.600324850414836e-08,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,1.1921177378582115e-09
1819,0.0,1.035105001712111e-09
1820,0.0,0.0
1821,0.0,1.577838126820552e-08
1822,0.0,0.0
1823,0.0,1.4824030003524058e-08
1824,0.0,8.421112696055388e-10
1825,8.805443041381977e-10,0.0
1826,0.0,0.0
1827,5.530363722527909e-09,0.0
1828,5.503380862137419e-09,0.0
1829,8.57317605795771e-10,1.714635211591542e-09
1830,0.0,6.262101504006523e-09
1831,0.0,0.0
1832,0.0,1.3529969367098715e-09
1833,4.6334514003376626e-09,0.0
1834,6.534171426153534e-09,3.733812370398937e-09
1835,4.5378527602224494e-09,0.0
1836,4.704525213838906e-09,6.720750067579218e-10
1837,3.478945576063097e-09,1.3915781860163179e-09
1838,3.787297142565649e-09,5.680945491803868e-09
1839,1.3982950353153e-09,6.9914749545318955e-09
1840,6.369688665408546e-10,1.9109065441114126e-09
1841,3.852329122366882e-09,1.2841097074556274e-09
1842,5.366612043644636e-09,5.366612043644636e-09
1843,5.906911071384968e-10,1.7720733769266417e-09
1844,4.390849017710252e-09,4.9397050894128824e-09
1845,5.580227946389016e-10,1.2276501593078137e-08
1846,9.952652035849496e-09,6.439951683034906e-09
1847,5.3932236454556914e-09,1.0786447290911383e-09
1848,3.218088684420195e-09,4.02261068899179e-09
1849,5.02764896381791e-09,7.54147322368226e-09
1850,0.0,1.765138968323754e-08
1851,1.9348316282474798e-09,1.0319102017319892e-08
1852,6.510545436100301e-10,1.3021090872200602e-09
1853,4.777545470346922e-09,5.3747388761848924e-09
1854,5.195664454227256e-10,1.558699391779328e-09
1855,8.491099379170919e-09,7.960405667972736e-09
1856,2.5885946719483854e-09,1.5531567143511893e-09
1857,1.9526036343364694e-09,1.4644527812635033e-09
1858,2.936205500958522e-09,4.404308473482388e-09
1859,5.092173349652285e-10,5.092173349652285e-09
1860,0.0,2.746310290291376e-09
1861,0.0,9.431927239234028e-09
1862,8.584174260306554e-09,5.873382225018986e-09
1863,0.0,5.494082966350788e-09
1864,5.274200631788517e-09,8.151037178549814e-09
1865,4.706844358715045e-10,3.294791106611683e-09
1866,0.0,2.432806400776144e-09
1867,0.0,3.88224918879132e-09
1868,5.433861360870651e-09,3.951899252285784e-09
1869,4.883519366671862e-09,1.4650557433881772e-09
1870,5.734048791339319e-10,4.587239033071455e-09
1871,0.0,0.0
1872,0.0,7.861540751719076e-09
1873,3.591602570907071e-09,2.3944017879529156e-09
1874,5.974609140757536e-10,3.5847653734322193e-09
1875,6.865832347102696e-09,7.437985338754061e-09
1876,6.04601479992084e-10,7.859819461941697e-09
1877,0.0,4.9478527941460015e-09
1878,1.8117265465633636e-09,7.2469061862534545e-09
1879,2.443730107160036e-09,4.27652757650776e-09
1880,2.5671385017744797e-09,4.492492600149944e-09
1881,1.3945015142624584e-09,1.045876096839038e-08
1882,1.9966155395678697e-09,6.655385131892899e-10
1883,6.319338941018771e-10,1.2638677882037541e-09
1884,1.3203393933736152e-09,6.601696966868076e-10
1885,1.160214413431504e-08,4.511945039809007e-09
1886,5.162771099520569e-09,5.162771099520569e-09
1887,1.3057849246322917e-09,1.3057849246322917e-09
1888,6.340614699951175e-10,1.9655905347804037e-08
1889,0.0,5.6386229019267375e-09
1890,1.3108772956016423e-09,6.554386478008212e-10
1891,6.374220040683554e-10,1.211101796627645e-08
1892,5.641661360300532e-09,1.1283322720601063e-08
1893,3.079208221734575e-09,3.695050043717174e-09
1894,0.0,5.041231432301174e-09
1895,2.4074457982692365e-09,4.213029924926559e-09
1896,5.89702897624278e-10,3.5382172747233653e-09
1897,4.661370844871726e-09,1.1653427112179315e-09
1898,1.6975064687230201e-09,6.224190496340043e-09
1899,9.39688327150634e-09,1.1055156790007459e-08
1900,5.710158568206225e-09,1.1939421895590385e-08
1901,3.353243460679778e-09,1.676621730339889e-09
1902,3.928227076954727e-09,4.910283735171106e-09
1903,5.400220270956879e-10,3.2401321625741275e-09
1904,2.1498500757388683e-09,5.374625189347171e-09
1905,4.64468330463319e-09,6.708986699521802e-09
1906,5.658602919567102e-09,3.600929110447737e-09
1907,1.028568674676933e-09,1.5428529565042481e-09
1908,0.0,1.964555629285769e-09
1909,6.0510818578052294e-09,1.6502950117569526e-09
1910,5.344150677544235e-10,1.068830135508847e-09
1911,5.320374141248863e-10,4.25629931299909e-09
1912,5.209421227725386e-10,1.5628263128064646e-09
1913,2.121195885607108e-09,2.121195885607108e-09
1914,2.0090231700464756e-09,2.0090231700464756e-09
1915,1.1780761921542648e-09,4.712304768617059e-09
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,0.0,3.289927441585405e-09
1918,0.0,5.743188147278033e-09
1919,1.1049418269237776e-08,2.762354567309444e-09
1920,0.0,6.057785384427916e-09
1921,3.7863738810983705e-09,3.0290989716519334e-09
1922,2.2133805899215986e-09,5.902348387820666e-09
1923,0.0,2.1231896241147297e-09
1924,2.578324886925998e-09,1.289162443462999e-09
1925,1.0998177923937646e-09,4.399271169575059e-09
1926,2.229227691330493e-09,3.343841648018042e-09
1927,7.804457524684949e-09,0.0
1928,1.1426041224282812e-09,3.4278122562625413e-09
1929,2.2280812750352652e-09,3.342121912552898e-09
1930,0.0,0.0
1931,0.0,0.0
1932,1.0959536611565568e-09,4.383814644626227e-09
1933,0.0,0.0
1934,0.0,5.990790086229936e-09
1935,5.98414207075848e-09,1.196828414151696e-09
1936,1.2124714565686645e-09,3.6374143697059935e-09
1937,2.5182236296217297e-09,1.2591118148108649e-09
1938,6.482607339819424e-09,1.2965214457594243e-09
1939,0.0,3.058810094103137e-09
1940,2.5357829169792012e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,0.0
1943,0.0,1.4516175816936538e-08
1944,0.0,3.2131861615880553e-09
1945,0.0,6.535512131478072e-09
1946,2.7842208538686464e-09,0.0
1947,1.1920870957027319e-09,0.0
1948,0.0,2.174377566888097e-09
1949,9.817008317369869e-10,9.817008317369869e-10
1950,3.190608444114673e-09,2.1270722960764488e-09
1951,0.0,0.0
1952,1.0544803918932644e-09,2.1089607837865287e-09
1953,3.232148326759443e-09,0.0
1954,0.0,0.0
1955,0.0,2.815682353940474e-09
1956,1.744228317335228e-09,1.744228317335228e-09
1957,4.417518795207798e-09,0.0
1958,0.0,0.0
1959,1.5501495642666896e-09,2.325224457422337e-09
1960,2.076250060767393e-09,2.7683333403416555e-09
1961,1.3896318540318475e-09,6.948159270159238e-10
1962,0.0,0.0
1963,1.2932106496776896e-09,2.5864212993553792e-09
1964,1.2167936658258327e-09,2.4335873316516654e-09
1965,5.472043373977442e-10,0.0
1966,2.215629901769489e-09,2.769537488234164e-09
1967,9.860671168482327e-10,1.9721342336964653e-09
1968,2.245707841908029e-09,1.7965663401398047e-09
1969,2.7250546263957176e-09,2.7250546263957176e-09
1970,2.7592350626548523e-09,4.5987250119061684e-10
1971,0.0,1.541519245584766e-09
1972,3.0780880067027283e-09,5.130146862875051e-10
1973,1.6539611902288698e-09,2.205281512956958e-09
1974,5.625571675160757e-10,1.6876715580593782e-09
1975,1.7134440533084216e-09,1.7134440533084216e-09
1976,2.285410749536254e-09,0.0
1977,2.938390863960194e-09,0.0
1978,5.346532105932056e-09,0.0
1979,4.681578680276743e-09,1.7555920051037788e-09
1980,2.2740602734216964e-09,1.7055452605774235e-09
1981,1.8976649140967083e-09,1.8976649140967083e-09
1982,1.2415004579935385e-09,6.207502289967692e-10
1983,6.315316047889041e-10,0.0
1984,5.799008495621649e-10,0.0
1985,3.0077789148208467e-09,6.015558051686298e-10
1986,2.997242676272549e-09,2.3977941854269602e-09
1987,0.0,0.0
1988,0.0,0.0
1989,5.488122178931576e-10,0.0
1990,5.44865097484859e-10,5.44865097484859e-10
1991,1.1722930404189924e-09,5.861465202094962e-10
1992,4.958949695321735e-09,0.0
1993,5.539207426075166e-10,0.0
1994,1.0549853213248639e-09,5.274926606624319e-10
1995,2.7112254663563817e-09,5.422450821690461e-10
1996,0.0,1.067618438099771e-09
1997,0.0,0.0
1998,9.536258449571733e-10,1.9072516899143466e-09
1999,9.140402323914998e-10,4.570201161957499e-10
2000,2.6508188977203417e-09,1.3254094488601709e-09
2001,2.190605918883648e-09,1.7524847129024579e-09
2002,2.1906108038649563e-09,0.0
2003,2.5001538617175356e-09,1.2500769308587678e-09
2004,2.2023955992267474e-09,8.809582507929292e-10
2005,1.3511248786457486e-09,4.5037495954858286e-10
2006,2.0589450144825605e-09,1.2353669198716943e-09
2007,2.3966877371606188e-09,0.0
2008,4.6831836186811415e-09,0.0
2009,2.384096253749135e-09,9.53638501499654e-10
2010,2.8342759250676863e-09,4.723793023408973e-10
2011,1.1471915639660324e-09,0.0
2012,3.063827413996023e-09,1.0212758416727752e-09
2013,3.6258624991347688e-09,8.367375126105969e-10
2014,4.980523993225461e-09,0.0
2015,2.438232948875907e-09,6.649726325136385e-10
2016,2.278474076078396e-09,1.6570720351438695e-09
2017,3.5218559180094644e-09,1.0062445321423752e-09
2018,3.614053500911041e-09,0.0
2019,1.53059265262101e-09,2.55098775436835e-10
