year,aurez_VERB empli_VERB,aurez_VERB rempli_VERB
1800,0.0,5.973912209356058e-08
1801,0.0,3.333655484993869e-08
1802,0.0,2.0140561218795483e-08
1803,0.0,4.095712213825209e-08
1804,0.0,9.145848167690929e-08
1805,0.0,7.675770063997334e-08
1806,0.0,2.5935023018064385e-08
1807,0.0,6.547996633798903e-08
1808,0.0,2.2660739951163578e-09
1809,0.0,6.09938268780752e-08
1810,0.0,7.020380277111826e-09
1811,0.0,3.259199843341776e-08
1812,0.0,8.00162425207418e-09
1813,0.0,2.0130190847567064e-08
1814,0.0,1.8880061958270744e-08
1815,0.0,3.236668177919455e-08
1816,0.0,4.6352077731626196e-08
1817,0.0,4.981994905506326e-08
1818,0.0,3.337929754820834e-08
1819,0.0,3.001804671498576e-08
1820,0.0,3.559944161679596e-08
1821,0.0,1.0058717947458717e-07
1822,2.0051231786055723e-09,9.023054303725075e-09
1823,0.0,2.3718449426723964e-08
1824,0.0,2.105278085196005e-08
1825,0.0,1.4969252504215547e-08
1826,8.807984341885344e-10,3.699353356978463e-08
1827,0.0,6.728609491801762e-08
1828,0.0,4.769596628761974e-08
1829,0.0,4.715246859632316e-08
1830,2.0873671680021744e-09,4.905312778191728e-08
1831,0.0,1.091384405071949e-08
1832,0.0,2.570694235259907e-08
1833,0.0,2.0850531967653296e-08
1834,0.0,5.974099792638299e-08
1835,0.0,4.386591001548368e-08
1836,0.0,2.755507466645213e-08
1837,6.957890930081589e-10,2.5048407792382932e-08
1838,0.0,4.607878167917079e-08
1839,0.0,5.872839281551023e-08
1840,0.0,3.885510224677091e-08
1841,0.0,4.6227949468402585e-08
1842,0.0,3.8237111255057243e-08
1843,0.0,2.008349753168659e-08
1844,0.0,1.975882035765153e-08
1845,0.0,4.575786860527842e-08
1846,0.0,2.2832555401919308e-08
1847,0.0,4.7999691332734074e-08
1848,8.045221711050488e-10,1.609044275596716e-08
1849,0.0,1.9272654583346593e-08
1850,0.0,2.2403686017469226e-08
1851,6.449438760824933e-10,5.159551008659946e-08
1852,5.208436348880241e-09,2.3437962681782665e-08
1853,0.0,2.149895550473957e-08
1854,0.0,1.1430461910322265e-08
1855,0.0,2.3350523292720027e-08
1856,5.177189232874468e-10,3.054541508618058e-08
1857,0.0,1.8549734193129552e-08
1858,0.0,2.936205589776364e-08
1859,5.092173349652285e-10,2.34239969643113e-08
1860,0.0,1.327383358784573e-08
1861,0.0,3.065376574795664e-08
1862,4.517986262886353e-10,5.557123117228002e-08
1863,2.4973103585068657e-09,1.39849385405455e-08
1864,4.794727948009836e-10,2.9247839705703882e-08
1865,0.0,2.447559133145205e-08
1866,9.731225825149181e-10,2.0435575009969398e-08
1867,0.0,1.164674756637396e-08
1868,0.0,4.00129813726835e-08
1869,0.0,4.248661511496721e-08
1870,0.0,3.1537268796455464e-08
1871,0.0,5.3105884134652115e-09
1872,0.0,7.861540751719076e-09
1873,1.1972008939764578e-09,3.591602748542755e-08
1874,0.0,2.6288279997288555e-08
1875,0.0,9.154443425529735e-09
1876,0.0,1.3905833817773328e-08
1877,0.0,2.6594708657512456e-08
1878,0.0,2.2344627481629686e-08
1879,6.10932526790009e-10,1.4051448005147904e-08
1880,0.0,2.4387816210946767e-08
1881,0.0,2.649552932609822e-08
1882,0.0,2.3293848627758962e-08
1883,0.0,1.9589950994713945e-08
1884,0.0,1.5183903911974994e-08
1885,0.0,3.674012205578947e-08
1886,1.2906927748801422e-09,1.5488312854472497e-08
1887,0.0,1.9586773092328258e-08
1888,0.0,1.8387781963724592e-08
1889,0.0,1.7542383545787743e-08
1890,0.0,2.818386235503567e-08
1891,0.0,1.3385862196457765e-08
1892,0.0,2.570090096298827e-08
1893,0.0,2.5249507373814595e-08
1894,0.0,1.5753848003896564e-08
1895,0.0,1.2639090662958097e-08
1896,1.179405795248556e-09,1.533227589334274e-08
1897,0.0,2.2141511735185304e-08
1898,2.26334195829736e-09,1.810673566637888e-08
1899,0.0,2.5426860617017155e-08
1900,0.0,1.7130474816440255e-08
1901,1.1177477832191585e-09,1.900171220370339e-08
1902,0.0,2.6024505217492333e-08
1903,0.0,2.052083658554693e-08
1904,0.0,1.9348650681649815e-08
1905,0.0,1.909480928929952e-08
1906,0.0,2.4692084821253957e-08
1907,0.0,2.108565766434367e-08
1908,0.0,1.817213934884876e-08
1909,0.0,2.1453836041018803e-08
1910,0.0,2.6186338430989053e-08
1911,1.0640748282497725e-09,2.2345570727111408e-08
1912,0.0,2.1879568379290504e-08
1913,0.0,1.856046338843953e-08
1914,0.0,4.68772043404897e-09
1915,0.0,1.4136913861761968e-08
1916,0.0,9.888715624128963e-09
1917,0.0,1.5352993543160665e-08
1918,0.0,1.2635013924011673e-08
1919,0.0,6.4454939163738345e-09
1920,0.0,1.665890891899835e-08
1921,0.0,1.2116395886607734e-08
1922,0.0,8.115729421831475e-09
1923,0.0,3.1847844361720945e-09
1924,0.0,7.734974438733389e-09
1925,0.0,9.898360353588487e-09
1926,0.0,1.0031524944054127e-08
1927,0.0,5.574612327308159e-09
1928,0.0,1.2568645679778001e-08
1929,0.0,1.893869061575515e-08
1930,0.0,7.352522590764465e-09
1931,0.0,6.843213995466613e-09
1932,0.0,0.0
1933,0.0,2.2941324395731044e-09
1934,0.0,5.990790086229936e-09
1935,0.0,4.787313656606784e-09
1936,0.0,1.33371855781661e-08
1937,0.0,5.0364472592434595e-09
1938,0.0,5.186085783037697e-09
1939,0.0,3.058810094103137e-09
1940,0.0,1.2678914806940611e-08
1941,0.0,0.0
1942,0.0,9.102635090130207e-09
1943,0.0,2.9032352077962287e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,4.357008087652048e-09
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,0.0,8.344609447874518e-09
1948,0.0,4.348755133776194e-09
1949,0.0,7.853606653895895e-09
1950,0.0,7.444753258312176e-09
1951,0.0,6.396841278899501e-09
1952,0.0,5.272402070488624e-09
1953,0.0,9.69644453618912e-09
1954,0.0,5.863521668203475e-09
1955,0.0,5.631364707880948e-09
1956,0.0,4.360570571293465e-09
1957,0.0,2.6505113659425206e-09
1958,0.0,1.0753916868111446e-08
1959,0.0,7.750747599288843e-09
1960,0.0,2.7683333403416555e-09
1961,0.0,1.945484662257968e-08
1962,0.0,5.0735651235811474e-09
1963,0.0,3.879631726988464e-09
1964,0.0,3.041984220075733e-09
1965,0.0,8.755269398363907e-09
1966,0.0,8.308612464702492e-09
1967,0.0,5.916402479044791e-09
1968,0.0,4.491415683816058e-09
1969,0.0,3.179230390060184e-08
1970,0.0,1.3796175313274261e-09
1971,0.0,8.221435976452085e-09
1972,0.0,2.0520587451500205e-09
1973,0.0,2.7566018356850464e-09
1974,0.0,9.00091468025721e-09
1975,0.0,5.711480177694739e-09
1976,0.0,9.141642998145016e-09
1977,0.0,1.057820764316375e-08
1978,0.0,1.544553818177974e-08
1979,0.0,7.022368020415115e-09
1980,0.0,5.6851505725319385e-09
1981,0.0,7.590659656386833e-09
1982,0.0,1.2415004135846175e-08
1983,0.0,5.052252838311233e-09
1984,0.0,4.059305780401701e-09
1985,0.0,1.2031116103372597e-09
1986,0.0,1.7983456945813714e-09
1987,0.0,7.332980445085013e-09
1988,0.0,4.197587610832443e-09
1989,0.0,5.488121956886971e-09
1990,0.0,3.814055737905164e-09
1991,0.0,1.7584396161396398e-09
1992,0.0,3.30596661157756e-09
1993,0.0,2.7696036575264316e-09
1994,0.0,8.439882570598911e-09
1995,0.0,2.7112254663563817e-09
1996,0.0,2.6690460952494277e-09
1997,0.0,6.7128524960935465e-09
1998,0.0,8.582632382569955e-09
1999,0.0,4.113180906983871e-09
2000,0.0,8.394259509714175e-09
2001,0.0,3.5049694258049158e-09
2002,0.0,3.9430991805033955e-09
2003,0.0,3.7502307925763034e-09
2004,0.0,6.166707589017051e-09
2005,0.0,9.457874483587148e-09
2006,0.0,4.529678854225949e-09
2007,7.988958938831558e-10,5.991719120856942e-09
2008,0.0,7.2376473703172906e-09
2009,0.0,6.198650481792356e-09
2010,9.447586046817946e-10,5.668551850135373e-09
2011,0.0,1.911985947344874e-08
2012,0.0,1.8042539906559796e-08
2013,0.0,1.1993237514218436e-08
2014,0.0,1.2343037703033133e-08
2015,8.866301581811342e-10,1.662431614590787e-08
2016,2.0713400439298368e-10,1.5120782848043746e-08
2017,0.0,1.5345229087415646e-08
2018,0.0,1.2132893800753664e-08
2019,2.55098775436835e-10,1.6581420680950032e-08
