year,aux_ADP ondes_NOUN,aux_ADP rondes_NOUN
1874,2.1448846609928296e-07,1.1351757533972773e-08
1875,1.6935720736910298e-07,2.689117678533748e-08
1876,1.438951520160714e-07,1.0278225381910033e-08
1877,2.0100652553534104e-07,2.7213190145758404e-08
1878,2.2103064623024693e-07,2.8383717542990183e-08
1879,1.4540194115397753e-07,3.9099682158649784e-08
1880,1.3349119942773768e-07,1.1552123702074368e-08
1881,1.5339516323820135e-07,1.6036767191973667e-08
1882,1.8302309157114394e-07,3.1945848188996706e-08
1883,1.680944222148817e-07,1.6430281413182257e-08
1884,1.4655767088811444e-07,1.5844072720483382e-08
1885,2.1399510968800328e-07,2.1915161296792718e-08
1886,1.3616808608452047e-07,3.4203360144147155e-08
1887,1.6191733387405094e-07,3.0685946228459215e-08
1888,1.4583413587843097e-07,1.014498351992188e-08
1889,2.355691455235842e-07,2.94461419692027e-08
1890,2.0711861137279186e-07,2.3595790488162294e-08
1891,3.034128659429314e-07,2.294719203543849e-08
1892,2.3945717564366475e-07,1.56712811616444e-08
1893,2.9929904599157453e-07,1.970693297437265e-08
1894,2.1677294625987997e-07,1.1972924207626079e-08
1895,2.5157808636322443e-07,1.3842813562092715e-08
1896,2.2349739481342112e-07,1.7691086318105675e-08
1897,2.6919416384885153e-07,1.3401441401050818e-08
1898,2.5802097902705157e-07,1.9804242690213414e-08
1899,3.498957141800929e-07,1.326618814800895e-08
1900,2.06603910646308e-07,1.5054054447460885e-08
1901,2.2466730431602855e-07,1.6207343134233554e-08
1902,3.9675093504998316e-07,1.8659077838378835e-08
1903,4.849397805539724e-07,1.3500550899436803e-08
1904,2.907672174146114e-07,1.0749250378694342e-08
1905,2.523611053462105e-07,2.115911129640935e-08
1906,2.844733986151482e-07,2.366324858282809e-08
1907,3.311991049192997e-07,9.257118072092396e-09
1908,2.61777041377087e-07,2.504808449543816e-08
1909,3.4656195369020537e-07,1.650295078370334e-08
1910,2.800335039410129e-07,2.8858413880783473e-08
1911,3.468883961188496e-07,1.702519769608557e-08
1912,3.0214641988379753e-07,2.187956904542432e-08
1913,2.7257367130051335e-07,2.1742258660140124e-08
1914,3.9778657878741797e-07,1.5402510322726215e-08
1915,2.3090292700089776e-07,1.1780762143587253e-08
1916,3.0545144769078547e-07,3.2962386153911893e-09
1917,2.588076128962058e-07,2.7416060532914344e-08
1918,2.906053335749448e-07,1.9526839700745313e-08
1919,3.434527369172713e-07,1.8415697411455767e-08
1920,4.467616583347933e-07,1.8930579770426448e-08
1921,3.748510116752257e-07,1.741731914250977e-08
1922,2.9659299283224527e-07,2.803615417601435e-08
1923,4.416234329340796e-07,2.3355085865262026e-08
1924,5.246890912857793e-07,1.1602461658100083e-08
1925,3.6843896955573996e-07,3.739380627365563e-08
1926,4.614501275534977e-07,2.11776637337735e-08
1927,4.4262423948282503e-07,4.5711820995109065e-08
1928,3.8620018028012737e-07,1.4853853258500749e-08
1929,3.743176597570397e-07,1.6710609784809094e-08
1930,5.1572692427726e-07,1.9956847396862543e-08
1931,5.508787239705271e-07,3.763767697506637e-08
1932,4.6687624877250755e-07,3.616647248350091e-08
1933,5.345328761841017e-07,4.014731769252933e-08
1934,5.092171839748971e-07,3.5944740517379614e-08
1935,4.883060080729251e-07,1.9149254626427137e-08
1936,5.310624828780419e-07,2.424942868728408e-08
1937,5.653412009642977e-07,2.3923124703451037e-08
1938,7.156798593754843e-07,1.6854778350783306e-08
1939,6.163502348499605e-07,1.6823455517567254e-08
1940,6.466246398328934e-07,2.7893612530860423e-08
1941,5.814460100062036e-07,2.6563522936839945e-08
1942,3.9444753952011524e-07,1.8205270180260413e-08
1943,5.719373636914327e-07,2.6129116648121453e-08
1944,4.048614528073813e-07,1.2852744646352221e-08
1945,4.618428675051689e-07,3.703456741277478e-08
1946,5.888627354622145e-07,2.5057987684817817e-08
1947,3.9577292909598327e-07,2.3841741247920822e-08
1948,6.088257009650988e-07,2.174377611297018e-08
1949,4.908504251943668e-07,9.817008428392171e-09
1950,6.966161478771937e-07,9.571825110299415e-09
1951,4.275222088567787e-07,2.2388943254902927e-08
1952,5.451663844802113e-07,3.690681316115274e-08
1953,5.128341921123436e-07,1.8315506888910704e-08
1954,4.827632631432266e-07,1.7590565448699635e-08
1955,4.5426340555820843e-07,2.2525458387434583e-08
1956,9.392669468866188e-07,2.0930740252111946e-08
1957,4.88577573953819e-07,2.2087594697683954e-08
1958,6.535072323288205e-07,1.6544486503011768e-08
1959,5.123244204430222e-07,1.7826720544178443e-08
1960,4.726929074827524e-07,1.7994165879553492e-08
1961,4.822022474648691e-07,1.737039800886464e-08
1962,3.671992800935442e-07,1.839167362849281e-08
1963,4.513305218445396e-07,2.3277791916243018e-08
1964,3.9910831395317814e-07,2.0685492208016854e-08
1965,5.050696086361661e-07,2.2982582947861374e-08
1966,3.212663299834162e-07,1.495550217001096e-08
1967,2.918758679193445e-07,2.36656114704914e-08
1968,3.274242116324544e-07,2.06605127450743e-08
1969,2.952142621470699e-07,1.9529557720998625e-08
1970,2.699451705778788e-07,2.2073879835105004e-08
1971,3.5660479813515167e-07,1.6956712034499333e-08
1972,3.0575675369348687e-07,2.103360213778771e-08
1973,3.462292048617144e-07,2.4809416521165417e-08
1974,2.795909052055734e-07,1.6314157136321228e-08
1975,2.752933303540317e-07,7.4249242310031605e-09
1976,2.908185048333678e-07,1.5426522170791657e-08
1977,2.2625609619186804e-07,1.5279632670228693e-08
1978,2.1504941072336692e-07,1.3663360332039076e-08
1979,2.9728025197073293e-07,1.8726314721106974e-08
1980,2.564002994365211e-07,5.230338501194254e-08
1981,2.466964388325721e-07,2.783241864756647e-08
1982,2.3340208221700465e-07,8.690503427999374e-09
1983,2.4124506248224264e-07,1.6419820836333088e-08
1984,2.3775934876457683e-07,1.6237224009785223e-08
1985,1.822714029708905e-07,1.6843561989610123e-08
1986,2.2838989655049602e-07,5.63481626358886e-08
1987,2.2304480973289742e-07,5.1330861339238254e-08
1988,2.2487077439015124e-07,2.5185526442150774e-08
1989,1.8110803701176792e-07,1.7561990972581043e-08
1990,2.3429198769964188e-07,1.198703181159999e-08
1991,1.6529332064196822e-07,1.934283488935762e-08
1992,2.4960047717570433e-07,1.8733810169813125e-08
1993,1.6063701063773195e-07,2.1602908462092785e-08
1994,2.2049192688333719e-07,1.9517228444509982e-08
1995,1.8436333293347928e-07,1.7894087989134277e-08
1996,1.7455562151269532e-07,2.2419987866229008e-08
1997,1.4720326746431311e-07,1.4384683888479799e-08
1998,1.7069903224253835e-07,1.6688451953683625e-08
1999,1.8052293904169403e-07,2.787822786509686e-08
2000,1.2635570667551832e-07,4.550572285655363e-08
2001,1.3757005543069134e-07,1.927733225826067e-08
2002,1.476471597205986e-07,3.5049771696105125e-08
2003,1.445922240828068e-07,3.1668614230984105e-08
2004,1.8015596325859917e-07,1.4535810777260849e-08
2005,1.6573798689023533e-07,1.3961623968050674e-08
2006,1.6265665148118558e-07,1.647156044892739e-08
2007,1.589802884893743e-07,1.917350189728495e-08
2008,1.6731738225472803e-07,2.4693150635357597e-08
2009,1.7594629797557104e-07,1.7165492804949167e-08
2010,1.9225837544212254e-07,2.5036103912245977e-08
2011,1.8890421304984528e-07,2.1796639604332313e-08
2012,2.3012748329165333e-07,2.8255297657153733e-08
2013,2.1281024231711854e-07,1.5619100013353204e-08
2014,2.16111426087906e-07,2.7068063984669877e-08
2015,2.3340538279903456e-07,1.8619233599359575e-08
2016,2.9682301483369145e-07,1.6984988970847326e-08
2017,2.178519379336663e-07,1.4087423672037858e-08
2018,2.4807894760670024e-07,1.8844707683207673e-08
2019,2.336704747474272e-07,1.6071222963542908e-08
