year,ses_DET août_NOUN,ses_DET routes_NOUN
1872,2.4189357183956872e-09,1.4332194619992578e-07
1873,5.986004469882289e-10,1.568333232171426e-07
1874,5.974609140757536e-10,1.350261658039642e-07
1875,0.0,1.2301282970028637e-07
1876,0.0,1.6021938620269793e-07
1877,0.0,1.1318212955746532e-07
1878,0.0,8.998241879387692e-08
1879,0.0,1.460128673524963e-07
1880,6.417846254436199e-10,1.8355040243278609e-07
1881,0.0,1.924412151854682e-07
1882,0.0,1.5307385581309063e-07
1883,4.423537092179686e-09,1.4408093074180783e-07
1884,0.0,1.4523733327109767e-07
1885,6.445635691854079e-10,1.8627886833044727e-07
1886,0.0,1.1487165352264128e-07
1887,1.3057849246322917e-09,1.201322119559478e-07
1888,0.0,1.0208389977783838e-07
1889,0.0,1.7855639011798985e-07
1890,5.898947663673937e-09,1.0421474172517264e-07
1891,0.0,1.7720332112780568e-07
1892,0.0,1.711303838636269e-07
1893,6.158416554491453e-10,1.792099202369002e-07
1894,2.520615716150587e-09,1.9723818134309568e-07
1895,0.0,1.7213237746283028e-07
1896,5.89702897624278e-10,1.9460195610498943e-07
1897,1.7480140668268973e-09,2.027696277551172e-07
1898,0.0,1.2391797288291428e-07
1899,1.1055156790007459e-09,1.696966567266145e-07
1900,5.191053142894475e-10,2.0919944265784807e-07
1901,0.0,1.7828077147896693e-07
1902,4.910283846193408e-10,1.3748794680523702e-07
1903,0.0,3.164529123189652e-07
1904,0.0,1.628511441253977e-07
1905,0.0,1.357279618696694e-07
1906,1.0288369045596824e-09,1.2860461029440273e-07
1907,0.0,2.1445656273044733e-07
1908,0.0,2.0873402895027482e-07
1909,0.0,1.5182714019346122e-07
1910,0.0,1.3093168549360712e-07
1911,0.0,1.8036068993865229e-07
1912,5.209421227725386e-10,1.5471980385761697e-07
1913,0.0,1.5272610709438084e-07
1914,1.3393487430235496e-09,1.4331031472636369e-07
1915,1.1780761921542648e-09,2.37971386596314e-07
1916,0.0,2.3403293880619458e-07
1917,0.0,1.6120644463768485e-07
1918,1.1486376294556067e-09,2.5155165417345415e-07
1919,0.0,2.2743385091894552e-07
1920,0.0,2.2943862632018863e-07
1921,0.0,1.6508589262276274e-07
1922,0.0,1.519854778697649e-07
1923,1.0615948120573648e-09,1.741015478451402e-07
1924,1.289162443462999e-09,1.817719021968145e-07
1925,0.0,2.0346629403533711e-07
1926,0.0,1.86140509228494e-07
1927,1.1149224876660924e-09,1.884219043013502e-07
1928,1.1426041224282812e-09,1.7024801923781752e-07
1929,0.0,2.205800433419114e-07
1930,0.0,1.9641738369102768e-07
1931,0.0,1.9503159798262004e-07
1932,0.0,1.9069594092702147e-07
1933,0.0,2.0991311400209156e-07
1934,0.0,2.2884818484669722e-07
1935,0.0,1.735401147229254e-07
1936,1.2124714565686645e-09,1.8429565917799096e-07
1937,0.0,1.8760765874148433e-07
1938,0.0,2.1651907766706557e-07
1939,0.0,2.3552837991047681e-07
1940,0.0,2.2314890202324023e-07
1941,0.0,1.8594465700516594e-07
1942,0.0,1.7295007737061496e-07
1943,0.0,1.6258117363499025e-07
1944,0.0,1.7029887366959429e-07
1945,0.0,2.6359899685246546e-07
1946,0.0,2.2273766475677803e-07
1947,0.0,2.1338358657807532e-07
1948,0.0,2.098274367590136e-07
1949,0.0,1.8946825419696722e-07
1950,0.0,1.9569065301539013e-07
1951,0.0,1.9403750695090594e-07
1952,0.0,1.7715271161122814e-07
1953,0.0,1.6699432991984509e-07
1954,0.0,1.9251896299365967e-07
1955,0.0,1.661252517770606e-07
1956,0.0,1.4041038287615493e-07
1957,0.0,1.2192352238926674e-07
1958,0.0,1.8116213529317804e-07
1959,0.0,1.937686999742283e-07
1960,0.0,1.487979111036708e-07
1961,0.0,1.2298242246799873e-07
1962,0.0,1.376204510350476e-07
1963,0.0,1.6035811878367667e-07
1964,0.0,1.7156790077521578e-07
1965,0.0,1.225737709109609e-07
1966,0.0,1.3515342289771581e-07
1967,0.0,1.873527524232088e-07
1968,4.4914158503495116e-10,1.8010577373939185e-07
1969,0.0,1.4306537665653707e-07
1970,4.5987250119061684e-10,1.421005968449407e-07
1971,0.0,1.4438897100177428e-07
1972,0.0,1.272276390906768e-07
1973,0.0,1.240470790531134e-07
1974,0.0,1.1926212062363106e-07
1975,1.1422960355389478e-09,1.3593323222593767e-07
1976,0.0,1.279829962008705e-07
1977,0.0,1.00492966503829e-07
1978,0.0,1.0455440913048619e-07
1979,5.851973350345929e-10,1.2640262259111523e-07
1980,0.0,1.1029192070743932e-07
1981,6.325549528618524e-10,1.1006455902240475e-07
1982,0.0,1.3346129401625717e-07
1983,0.0,1.2125406634311275e-07
1984,0.0,1.229389816614912e-07
1985,0.0,1.0045981724271513e-07
1986,5.994485463567401e-10,1.6065221708494448e-07
1987,0.0,1.3443797053369622e-07
1988,0.0,1.0553934881585292e-07
1989,0.0,1.2567799689833237e-07
1990,5.44865097484859e-10,1.0733842747967515e-07
1991,0.0,1.1254013365658011e-07
1992,5.509944167592096e-10,1.0248496196130219e-07
1993,0.0,1.2961744655370921e-07
1994,0.0,1.0075110146168242e-07
1995,5.422450821690461e-10,1.0194207378244613e-07
1996,0.0,8.8612330362281e-08
1997,4.79489448146353e-10,1.1939287025697354e-07
1998,4.768129224785866e-10,1.0251477666756159e-07
1999,0.0,1.1928225029933515e-07
2000,0.0,1.0603275901743814e-07
2001,8.762423564512289e-10,1.2355017231513443e-07
2002,0.0,1.0777805048434175e-07
2003,0.0,1.1167353708430028e-07
2004,3.0833538500196767e-09,1.4271523274267395e-07
2005,4.5037495954858286e-10,1.0268549166525531e-07
2006,4.1178899179428186e-10,1.2188954623404413e-07
2007,0.0,1.1703825109066202e-07
2008,4.257439678578834e-10,1.2431724405459477e-07
2009,4.76819250749827e-10,1.4590668961922404e-07
2010,0.0,1.3273858279205797e-07
2011,0.0,1.4416374893855277e-07
2012,0.0,1.4331904552022934e-07
2013,2.789125042035323e-10,1.1909564068268708e-07
2014,2.1654451842767486e-10,1.474668112066979e-07
2015,0.0,1.2634479640283303e-07
2016,6.214020409345267e-10,1.309086909984103e-07
2017,2.515611330355938e-10,1.1496343788053309e-07
2018,2.5814667070633845e-10,1.4068992859606055e-07
2019,0.0,1.3928393594042632e-07
