year,ces_DET aigles_NOUN,ces_DET règles_NOUN
1800,1.2576657937302116e-08,2.5782150032682694e-06
1801,2.6193008650921e-08,1.909708458924797e-06
1802,2.2378401354217203e-09,2.920381376725345e-06
1803,0.0,2.578348357928917e-06
1804,1.4831105232815389e-08,4.46169087808812e-06
1805,4.264316544322355e-08,3.2920524688506703e-06
1806,3.7461699520235925e-08,3.2851027640390384e-06
1807,8.540865792383556e-09,4.577903837343911e-06
1808,1.5862518409903714e-08,4.158245644703129e-06
1809,4.518061036407062e-09,2.803456965239093e-06
1810,2.106114083133548e-08,4.099902128018584e-06
1811,7.270522672797597e-08,2.835503948972473e-06
1812,1.3336041160272316e-08,3.4807067095243838e-06
1813,2.5881675469463516e-08,3.025280278734499e-06
1814,0.0,2.926409649717243e-06
1815,1.051917162264715e-07,2.832084788906286e-06
1816,2.5493642752394408e-08,4.058124375205807e-06
1817,1.71256075987003e-08,2.872431537070952e-06
1818,3.5763532135746345e-09,2.458146781236792e-06
1819,1.8631890030818e-08,3.6042357010046544e-06
1820,2.7292905713238724e-08,2.382789489274728e-06
1821,7.889190412058156e-09,3.638889239709897e-06
1822,1.2030739071633434e-08,3.4267554838152137e-06
1823,1.7788837070042973e-08,2.2700531872033025e-06
1824,6.736890156844311e-09,2.8109673451126582e-06
1825,1.6730342000670362e-08,2.397722170144334e-06
1826,4.403992281964975e-09,3.0070457341935253e-06
1827,1.6591091833717542e-08,3.3615395409469784e-06
1828,5.503380862137419e-09,3.6414036230780766e-06
1829,3.0006115814273926e-08,3.6710341078105557e-06
1830,3.131050729798801e-08,3.6925525250808278e-06
1831,1.5591206325993312e-08,2.461851352109079e-06
1832,1.3529969367098715e-09,2.9847112728020875e-06
1833,4.633451511359965e-09,3.0372274295586976e-06
1834,1.7735608537350345e-08,2.940377214599721e-06
1835,1.0588323107185715e-08,2.972293486891431e-06
1836,1.545772521094335e-08,2.824059151862457e-06
1837,6.262101726051128e-09,2.911877459155221e-06
1838,1.3886755967362774e-08,2.6637323458089668e-06
1839,7.690622361167243e-09,3.306268581582117e-06
1840,2.165694068523294e-08,3.174015887452697e-06
1841,7.0626033910059505e-09,3.365651650710788e-06
1842,1.542900918138912e-08,3.1408097811436164e-06
1843,1.3585895297651973e-08,3.608531983445573e-06
1844,8.232841963717874e-09,3.303016228528577e-06
1845,2.2320912340667576e-09,3.840312842839921e-06
1846,1.0538102834800611e-08,3.6900921713822754e-06
1847,4.314578916364553e-09,3.239170212054887e-06
1848,1.0458788279876785e-08,2.9662732003998826e-06
1849,5.02764896381791e-09,3.8411238278968085e-06
1850,4.752297222410107e-09,3.287231777449051e-06
1851,9.029214265154906e-09,3.0002788093952404e-06
1852,2.1484799939130994e-08,3.794996985106991e-06
1853,1.9110181215253874e-08,3.5652433894028945e-06
1854,2.182179059673217e-08,3.1605225956354843e-06
1855,1.9104973603134567e-08,3.28658614989763e-06
1856,9.836659820017246e-09,3.360513460393122e-06
1857,4.393358288279359e-09,2.8879007345494756e-06
1858,1.223418999440895e-08,2.7869484142684087e-06
1859,4.582956014687056e-09,2.924435136719694e-06
1860,3.661747127736703e-09,2.47854518420354e-06
1861,4.2443675241088386e-09,2.7918505907109648e-06
1862,2.3041730551343065e-08,2.5174219047130464e-06
1863,1.4484400789882557e-08,2.7994850597679033e-06
1864,1.438418395505181e-08,2.7449817991964665e-06
1865,9.884373430857352e-09,3.019440612206381e-06
1866,1.2164032281436477e-08,2.9651045565515233e-06
1867,4.367530337390235e-09,2.696707383620378e-06
1868,2.4699369660652337e-08,2.8453674190132006e-06
1869,2.8324412038038815e-08,3.1049415269990277e-06
1870,1.204150290590178e-08,2.7058975433646992e-06
1871,1.274541272522356e-08,2.8273573207115987e-06
1872,1.1489944551357212e-08,2.8035464083586703e-06
1873,5.986004303348835e-09,2.909796705807821e-06
1874,4.1822263985302754e-09,2.9096345315338112e-06
1875,8.010138052849669e-09,2.7371785904506396e-06
1876,1.4510435297765412e-08,2.8494866910477867e-06
1877,8.04026067946495e-09,2.442383731704467e-06
1878,6.0390887290928674e-09,2.198832220301483e-06
1879,1.1607717897987868e-08,2.644116079864034e-06
1880,1.2835692286827793e-08,2.785987021525216e-06
1881,6.972507571312292e-10,2.4487445671184105e-06
1882,5.324308105514319e-09,2.6907722485702834e-06
1883,1.2006744043446815e-08,2.4525355115656566e-06
1884,8.582206056928499e-09,2.502703409845708e-06
1885,1.2246708092078507e-08,3.029448805591528e-06
1886,7.744156649280853e-09,2.8782449135178467e-06
1887,6.528924623161458e-10,3.061412826355081e-06
1888,7.60873763994141e-09,2.6928591410069203e-06
1889,5.0121093386756854e-09,2.538006810937077e-06
1890,1.1797895993481688e-08,2.933087898782105e-06
1891,5.099376032546843e-09,2.930228959030501e-06
1892,3.761107425503951e-09,2.7017287607122853e-06
1893,4.310891532632866e-09,3.038562738311157e-06
1894,4.4110775032635274e-09,2.808596150316589e-06
1895,3.611168697403855e-09,2.740275135693082e-06
1896,9.435246250966145e-09,2.969743889025267e-06
1897,6.992056045262984e-09,2.7746810360440577e-06
1898,3.96084842702038e-09,3.0260881089816394e-06
1899,6.080336234504102e-09,2.8146428689979075e-06
1900,3.1146317747143826e-09,2.764754810868908e-06
1901,5.588739027118095e-09,3.035244162674644e-06
1902,8.347482705062248e-09,2.6255287366439006e-06
1903,7.020286352243943e-09,2.8756173833244247e-06
1904,2.1498500757388683e-09,2.894235706207837e-06
1905,5.160759042333041e-10,2.997368824253499e-06
1906,5.144184411776109e-09,2.946074573628721e-06
1907,1.3371392326710918e-08,2.98027771350462e-06
1908,3.437972351250096e-09,2.7400639623920142e-06
1909,3.3005901345362076e-09,2.7306881520416937e-06
1910,8.550640862026171e-09,2.8553797619679244e-06
1911,1.2768898272064177e-08,2.854912793281983e-06
1912,1.1981668768257236e-08,2.85424181356575e-06
1913,7.424185821669482e-09,2.8280844048822473e-06
1914,0.0,2.854152285181044e-06
1915,1.1780761921542648e-08,3.038258398646576e-06
1916,3.2962386153911893e-09,3.076489463182952e-06
1917,1.3159709655319318e-08,2.805211465783941e-06
1918,0.0,2.5442324158575502e-06
1919,2.762354511798293e-09,2.565306601809425e-06
1920,7.572231730534895e-10,3.417348239054263e-06
1921,5.300923366924337e-09,3.2131168268278998e-06
1922,4.426761235354348e-09,3.0338069905155862e-06
1923,6.369568872344189e-09,3.174168512032338e-06
1924,1.289162443462999e-09,2.997302601670526e-06
1925,4.399271169575059e-09,3.0157004857755965e-06
1926,1.114613823460786e-08,2.915829782068613e-06
1927,1.56089151603922e-08,3.0972545914664806e-06
1928,5.713020501119104e-09,3.171868968365743e-06
1929,3.342121912552898e-09,3.534850975484005e-06
1930,0.0,3.6237432823327254e-06
1931,2.2810713318222042e-09,3.1490191076954943e-06
1932,6.575721966939341e-09,3.0620946063208976e-06
1933,4.588264879146209e-09,3.131490700525319e-06
1934,7.188948103475923e-09,3.109220074293262e-06
1935,1.0771455727365264e-08,2.867600812805904e-06
1936,1.576212893539264e-08,3.254273394759366e-06
1937,2.5182236296217297e-09,2.7750824642680527e-06
1938,2.5930428915188486e-09,3.2088906323224364e-06
1939,6.117620188206274e-09,2.8370462814564235e-06
1940,2.5357829169792012e-09,2.867970408715337e-06
1941,8.854507793643052e-09,2.325784009826748e-06
1942,3.034211770724937e-09,2.418266831227811e-06
1943,1.4516176261025748e-08,2.752266937022796e-06
1944,3.2131861615880553e-09,2.3745445787426434e-06
1945,1.3071024262956144e-08,2.6163834263570607e-06
1946,8.352662561605939e-09,2.536425142807275e-06
1947,1.1920870734982714e-08,2.5164959538415133e-06
1948,1.0871887834440486e-08,2.517929146961251e-06
1949,0.0,2.9568828381343337e-06
1950,5.317680740191122e-09,3.175718859438348e-06
1951,8.529121631184466e-09,2.9052320655864605e-06
1952,9.490323416017077e-09,3.1803127740204218e-06
1953,3.2321482157371406e-09,2.9423322303046007e-06
1954,3.9090144454689835e-09,2.72360580311215e-06
1955,1.8771215692936494e-09,2.910477064688166e-06
1956,4.36057079333807e-09,2.9564670853687858e-06
1957,2.6505113104313693e-09,3.19563304174153e-06
1958,7.445019045704271e-09,2.8539239451674803e-06
1959,6.975673039200103e-09,3.0553448482351087e-06
1960,3.4604167309382206e-09,2.9461988333423506e-06
1961,3.4740795795684676e-09,3.141957506613835e-06
1962,6.976152100435229e-09,3.076482926189783e-06
1963,3.879631726988464e-09,2.8282517519073735e-06
1964,1.3384730213061857e-08,2.8527726954052923e-06
1965,5.4720434849997446e-09,2.8941637992829783e-06
1966,4.431259692516676e-09,3.3395081686649064e-06
1967,2.8595946222065294e-08,3.458137427969632e-06
1968,1.347424732900393e-08,3.271098250934301e-06
1969,1.226274587429188e-08,3.2241939038613054e-06
1970,9.65732255275853e-09,3.7240475307953602e-06
1971,2.5691987426412766e-09,3.3045034228962322e-06
1972,8.208234703044326e-09,3.6198315456204e-06
1973,4.410563081425067e-09,3.042737148462038e-06
1974,5.063014507644681e-09,2.986616095768113e-06
1975,1.1422960355389478e-09,3.047645861897763e-06
1976,2.8567634369203176e-09,3.0218844813134638e-06
1977,4.701425526665304e-09,2.906068573338416e-06
1978,1.1881182704343018e-09,2.720196732752811e-06
1979,7.60756546647201e-09,3.1735251013742527e-06
1980,1.7055452050662723e-09,2.9636690896950313e-06
1981,5.060439622894819e-09,2.8983668016735464e-06
1982,5.586752060970923e-09,3.0857493129587965e-06
1983,4.4207211225000265e-09,3.064822749365703e-06
1984,3.4794051528841408e-09,3.1390031836053822e-06
1985,2.4062232206745193e-09,3.3470565767856897e-06
1986,1.1988970927134801e-09,3.323942110000644e-06
1987,4.888653315493485e-09,3.488054289846332e-06
1988,1.1993107618124554e-09,3.509183386540826e-06
1989,2.744061089465788e-09,3.3817808571257046e-06
1990,3.8140557934163155e-09,3.5013030128538958e-06
1991,4.10302547493302e-09,3.490502535896667e-06
1992,3.3059665560664087e-09,3.4464701457181945e-06
1993,2.7696037130375828e-09,3.5185045703656215e-06
1994,1.0549853213248639e-09,3.6423368783289334e-06
1995,4.880205795032566e-09,3.271364505508245e-06
1996,2.6690460952494277e-09,3.6277673984841385e-06
1997,2.8769365778558154e-09,3.393826261799404e-06
1998,5.244942147264453e-09,3.6032751609127445e-06
1999,2.7421206971744994e-09,3.742537842299498e-06
2000,4.418031385178267e-09,3.6665243783318147e-06
2001,2.628727069353687e-09,3.812968600414024e-06
2002,5.695587890208742e-09,3.8243683775363024e-06
2003,3.333538389771462e-09,3.636056931100029e-06
2004,3.0833538500196767e-09,3.5194282759221096e-06
2005,4.053374746959548e-09,3.5498554780133418e-06
2006,2.470733950765691e-09,3.5376792197894247e-06
2007,5.192823254729362e-09,3.2906522733355814e-06
2008,2.1287198115338413e-09,3.2199017141465447e-06
2009,8.582746513496886e-09,3.286238325017621e-06
2010,2.8342759250676863e-09,3.3038209039659705e-06
2011,4.971163564126968e-09,3.160130404467054e-06
2012,6.127654716969744e-09,2.532083215101011e-06
2013,5.299337690889416e-09,3.4660455980883853e-06
2014,3.897801248431421e-09,2.8484266749728704e-06
2015,8.422986627620865e-09,3.0653020530735375e-06
2016,7.66395832907385e-09,2.9500025107154215e-06
2017,3.270294757218295e-09,3.4821090935110988e-06
2018,5.421079918299654e-09,2.8489067744885688e-06
2019,6.632567994824257e-09,2.9323603598641057e-06
