year,dois_VERB envoyer_VERB,dois_VERB renvoyer_VERB
1889,1.1277245803853475e-08,3.696430539434914e-08
1890,1.3108772733971819e-08,3.211649257650606e-08
1891,1.0836173736095134e-08,1.6572972327821844e-08
1892,1.2537024751679837e-08,5.014809900671935e-08
1893,8.621783287310336e-09,1.23168328869383e-08
1894,1.764431090123253e-08,2.0164925729204697e-08
1895,2.9491211250842753e-08,2.4074457982692365e-08
1896,8.255840455717589e-09,1.8870492723976895e-08
1897,1.3984112534615178e-08,1.4566784223291052e-08
1898,1.584339415217073e-08,2.3765091228256097e-08
1899,1.9899282222013426e-08,1.1055156790007459e-08
1900,2.0245106924221545e-08,2.906989848838748e-08
1901,1.8442838367604963e-08,3.073806453812722e-08
1902,1.178468167495339e-08,2.7497589982772297e-08
1903,1.6200660368781428e-08,1.83607493653426e-08
1904,2.6335662539622717e-08,3.171028950532673e-08
1905,2.6835946798087207e-08,2.6835946798087207e-08
1906,2.3148830408104004e-08,1.9547901075611662e-08
1907,2.1599941391059474e-08,2.0057088434555226e-08
1908,3.8799974788616964e-08,2.701263923654551e-08
1909,1.870334465081669e-08,4.620826032919467e-08
1910,1.4429207162436342e-08,2.6186338430989053e-08
1911,2.3941684190731394e-08,1.1172785363555704e-08
1912,1.9795800554334164e-08,2.81308754068732e-08
1913,1.0605979205990934e-08,2.4924052155483878e-08
1914,4.68772043404897e-09,1.2054139020278853e-08
1915,1.1780761921542648e-09,8.246533234057551e-09
1916,4.1752354462687435e-08,8.789969641043172e-09
1917,4.386569774084137e-09,2.1932848426331475e-08
1918,2.6418664589300533e-08,2.986458014220261e-08
1919,4.603924352863942e-09,2.762354567309444e-09
1920,1.2872794385998532e-08,7.572231730534895e-09
1921,2.0446417892117097e-08,1.6660044011018726e-08
1922,2.2133805899215986e-09,9.591316185719734e-09
1923,9.554353752605493e-09,1.5923921736771263e-08
1924,1.675911143195208e-08,3.0939897754933554e-08
1925,1.6497267552040284e-08,1.5397448649423495e-08
1926,2.3406890647947876e-08,1.0031524944054127e-08
1927,2.5643217327342427e-08,2.3413372574054847e-08
1928,9.14083297942625e-09,9.14083297942625e-09
1929,1.3368487650211591e-08,1.6710609784809094e-08
1930,2.100720708497761e-09,2.520864939015155e-08
1931,2.0529641986399838e-08,1.2545892325022123e-08
1932,1.753525857850491e-08,1.3151444377967891e-08
1933,1.9500125958415992e-08,1.605892663292252e-08
1934,1.5576054224197833e-08,1.7972370258689807e-08
1935,1.9149254626427137e-08,8.377798899061872e-09
1936,1.33371855781661e-08,2.0612015205756506e-08
1937,2.1404900962807005e-08,2.6441348666139675e-08
1938,1.6854778905894818e-08,7.779128452511941e-09
1939,6.117620188206274e-09,1.988226472349197e-08
1940,1.5214697057785997e-08,1.5214697057785997e-08
1941,1.1806010391524069e-08,4.427253941230447e-08
1942,1.517105907566929e-08,3.034211770724937e-09
1943,5.806470415592457e-09,1.7419411690866582e-08
1944,6.4263723231761105e-09,1.2852744646352221e-08
1945,6.535512131478072e-09,8.714016175304096e-09
1946,1.8097434661967782e-08,6.960552134671616e-09
1947,2.9802176726434482e-08,9.536696765621855e-09
1948,1.3046265401328583e-08,1.4133454406817236e-08
1949,1.668891336237266e-08,1.3743811422273211e-08
1950,1.4889506516624351e-08,1.0635361036293034e-08
1951,1.0661401539380222e-08,1.1727541604500402e-08
1952,1.0544804140977249e-08,6.326882129314981e-09
1953,1.6160740301529586e-08,1.6160740301529586e-08
1954,2.8340354063516315e-08,1.3681550115052232e-08
1955,1.9709776921672528e-08,7.508486277174597e-09
1956,1.5698054411927842e-08,1.1337483840634377e-08
1957,6.184526224473075e-09,8.835037590415595e-09
1958,7.445019267748876e-09,2.3162280982091943e-08
1959,1.4726420971555854e-08,1.007597205671118e-08
1960,1.2457499920515147e-08,1.4533750203327145e-08
1961,1.528595028332802e-08,2.084447814354462e-08
1962,2.473363025501385e-08,8.244543714397423e-09
1963,2.4571003010009917e-08,2.0691370394843034e-08
1964,2.5552667537454e-08,8.517555549758526e-09
1965,2.0246559984116175e-08,1.3680108601477059e-08
1966,2.0494576702390077e-08,9.970334780007306e-09
1967,1.824224149515885e-08,1.5284040699725665e-08
1968,1.3025106326836067e-08,8.533690198930799e-09
1969,9.991866889436096e-09,1.0446043141598693e-08
1970,1.977451802304131e-08,1.1496812390987543e-08
1971,2.723350611688602e-08,1.3359833239690033e-08
1972,1.2825367434743384e-08,3.5911027485013847e-09
1973,9.923766697284009e-09,1.268036875501366e-08
1974,3.937900228123681e-09,5.06301445213353e-09
1975,2.1132477101559743e-08,1.599214449754527e-08
1976,1.542652228181396e-08,4.570821499072508e-09
1977,8.815172591880582e-09,7.052138428775834e-09
1978,1.0693064211864112e-08,4.158414057542359e-09
1979,1.287434159280565e-08,2.925986564150662e-09
1980,1.3075846183596695e-08,6.822181042309694e-09
1981,5.69299452024552e-09,1.2018544381930951e-08
1982,1.4898005495922462e-08,1.1173503899897241e-08
1983,1.0104505676622466e-08,9.47297440490047e-09
1984,1.5077421977593986e-08,5.799008384599347e-09
1985,8.421781494405423e-09,2.4062232206745193e-09
1986,1.1988970705090196e-08,8.991728250862252e-09
1987,9.777306964053878e-09,8.555143260480236e-09
1988,9.594486094499644e-09,1.798966131616453e-08
1989,1.0976243913773942e-08,7.683371272548811e-09
1990,1.0352437129768077e-08,7.083246433836621e-09
1991,1.1136783939491579e-08,7.6199047072123e-09
1992,1.7080827419135858e-08,1.1570882918476855e-08
1993,1.4401939196773128e-08,8.308811416668505e-09
1994,1.6879765141197822e-08,5.274926717646622e-09
1995,1.1929391696696712e-08,4.880205572987961e-09
1996,1.5480466686312866e-08,8.007138063703678e-09
1997,1.4384683666435194e-08,6.233362714880286e-09
1998,1.6688451509594415e-08,7.629006759657386e-09
1999,1.690974471557638e-08,6.398281460207045e-09
2000,1.4579503826439577e-08,5.743440834038438e-09
2001,1.095302959441824e-08,4.8193329327261836e-09
2002,8.762443215459825e-09,3.504977197366088e-09
2003,1.5417615628621206e-08,6.667076668520622e-09
2004,1.4535810777260849e-08,3.523833003171717e-09
2005,1.216012357474483e-08,3.1526248278623825e-09
2006,1.8942293067425453e-08,4.941467679486777e-09
2007,1.677681460421354e-08,1.078509459517818e-08
2008,1.3198063086861112e-08,7.663391698997657e-09
2009,2.6701878041990312e-08,6.198650481792356e-09
2010,3.4011311100812236e-08,8.502827775203059e-09
2011,3.21213633469597e-08,5.7359579308524644e-09
2012,3.097870049373341e-08,5.1063788752969685e-09
2013,3.430623962685786e-08,7.530637446961919e-09
2014,3.724565544871439e-08,4.547434873103384e-09
2015,3.879006982288047e-08,8.644644111654998e-09
2016,4.287673860403629e-08,9.32103016992869e-09
2017,7.496521448047133e-08,8.804639684001359e-09
2018,6.040632172243932e-08,9.551427204712581e-09
2019,5.101975375509937e-08,8.928457084778074e-09
