year,voudrais_VERB amener_VERB,voudrais_VERB ramener_VERB
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,9.887403784603066e-09
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,1.4305412854298538e-08,0.0
1819,0.0,9.315945348475907e-09
1820,7.119888678630559e-09,4.746592452420373e-09
1821,0.0,8.875339574387908e-09
1822,1.0025615893027862e-09,3.0076847679083585e-09
1823,0.0,9.882686891060644e-10
1824,0.0,8.421112696055388e-10
1825,1.7610886082763955e-09,0.0
1826,1.2331177856594877e-08,0.0
1827,0.0,0.0
1828,1.8344602503717056e-09,4.586150570418113e-09
1829,0.0,5.143905745796928e-09
1830,0.0,0.0
1831,3.1182412207897414e-09,0.0
1832,0.0,0.0
1833,5.791814139399776e-09,0.0
1834,6.534171426153534e-09,0.0
1835,1.0588323107185715e-08,0.0
1836,8.736974699274924e-09,0.0
1837,1.948209416013924e-08,0.0
1838,5.680945491803868e-09,2.5248647617104325e-09
1839,8.38977065598101e-09,1.3982950353153e-09
1840,9.554533164646273e-09,0.0
1841,6.420548537278137e-10,3.2102742686390684e-09
1842,3.3541325272778977e-09,4.695785538189057e-09
1843,3.5441467538532834e-09,5.906911071384968e-10
1844,1.6465684371524958e-09,1.097712254427563e-09
1845,0.0,1.674068439427856e-09
1846,5.854501328173001e-10,6.439951683034906e-09
1847,4.314578916364553e-09,8.089835468183537e-09
1848,1.6090443422100975e-09,4.02261068899179e-09
1849,4.1897072478036534e-09,8.379414939696517e-10
1850,3.394498016007219e-09,1.5614691761811628e-08
1851,2.579775504329973e-09,6.449438760824933e-10
1852,1.3021090872200602e-09,7.161600201754936e-09
1853,2.388772735173461e-09,3.5831591027601917e-09
1854,5.7152309551611324e-09,1.0391328908454511e-09
1855,6.8990182455763716e-09,6.8990182455763716e-09
1856,1.501384794266869e-08,3.6240324075009767e-09
1857,0.0,5.369659827891837e-09
1858,5.872411001917044e-09,2.936205500958522e-09
1859,5.092173349652285e-09,2.5460866748261424e-09
1860,3.661747127736703e-09,2.746310290291376e-09
1861,3.772770984511453e-09,6.6023493339173456e-09
1862,4.517986262886353e-10,1.3553959066214816e-09
1863,4.994620828036034e-10,1.4983863039219614e-09
1864,4.794727948009836e-10,5.274200631788517e-09
1865,0.0,4.706844247692743e-09
1866,4.865612912574591e-10,1.216403244796993e-08
1867,4.85281148598915e-09,1.3102591012170706e-08
1868,4.93987406535723e-10,1.1361710683388537e-08
1869,9.767038289254515e-10,6.8369265804335555e-09
1870,7.454262984651905e-09,7.454262984651905e-09
1871,7.434824311758348e-09,1.6993883633631413e-08
1872,3.628403577593531e-09,9.071008832961525e-09
1873,4.190203295451056e-09,0.0
1874,1.7923826867161097e-09,1.4936523129449597e-08
1875,4.577221712764867e-09,4.577221712764867e-09
1876,1.813804439976252e-09,1.813804439976252e-09
1877,3.0924081073635534e-09,5.566334504436554e-09
1878,6.039088784604019e-09,3.6234530931267273e-09
1879,2.443730107160036e-09,1.710611030603104e-08
1880,6.417846254436199e-10,6.417846254436199e-09
1881,6.2752567586699115e-09,5.5780060570498335e-09
1882,5.989846840748214e-09,9.983077475794744e-09
1883,4.423537092179686e-09,2.5277355764075082e-09
1884,3.300848483434038e-09,3.300848483434038e-09
1885,1.933690763067375e-09,5.156508553483263e-09
1886,6.4534639854230136e-09,7.744156427236248e-09
1887,5.876032105334161e-09,1.9586774424595887e-09
1888,6.340614699951175e-10,3.1703073499755874e-09
1889,2.5060546970934183e-09,3.759081934617825e-09
1890,5.898947996740844e-09,7.209825181320184e-09
1891,0.0,1.9122659011827636e-09
1892,1.2537024751679837e-09,6.268512375839919e-10
1893,5.542574843531156e-09,6.158416554491453e-10
1894,0.0,7.561847148451761e-09
1895,7.824199066419624e-09,9.027921521465032e-09
1896,4.1279202278587945e-09,1.0024948871034667e-08
1897,3.4960281336537946e-09,3.4960281336537946e-09
1898,1.0750873968845553e-08,3.3950129374460403e-09
1899,5.527578395003729e-09,5.527578395003729e-09
1900,6.748368974740515e-09,4.15284251431558e-09
1901,2.235495566438317e-09,9.500856101851696e-09
1902,3.437198747846537e-09,1.178468167495339e-08
1903,5.940242076007962e-09,5.400220270956879e-09
1904,0.0,6.449550227216605e-09
1905,5.676835002077496e-09,6.192911072844254e-09
1906,1.0288369045596824e-09,1.0802787109298606e-08
1907,6.1714118260169926e-09,1.337139288182243e-08
1908,1.4734167219643268e-09,7.367083831866239e-09
1909,5.5009836685826485e-09,3.850688656825696e-09
1910,5.34415089958884e-09,1.068830135508847e-09
1911,4.25629931299909e-09,1.0640748726586935e-08
1912,2.0837684910901544e-09,7.293189607793238e-09
1913,3.181793939432964e-09,3.71209285532359e-09
1914,2.0090231700464756e-09,7.366418142140674e-09
1915,0.0,1.1780761921542648e-09
1916,2.197492410260793e-09,1.0987462051303964e-09
1917,7.676496771580332e-09,5.483212106582869e-09
1918,3.44591288836682e-09,2.2972752589112133e-09
1919,9.207848372660976e-10,1.8415696745321952e-09
1920,9.843901693784574e-09,1.514446346106979e-09
1921,1.5145494858259667e-09,5.300923255902035e-09
1922,5.164555005876537e-09,2.951174193910333e-09
1923,3.1847844361720945e-09,1.0615948120573648e-09
1924,1.5469948877466777e-08,5.156649773851996e-09
1925,7.698724324711748e-09,1.2097995494286806e-08
1926,0.0,6.687683296036084e-09
1927,0.0,7.804457524684949e-09
1928,2.2852082448565625e-09,6.8556245125250825e-09
1929,2.2280812750352652e-09,3.342121912552898e-09
1930,2.100720708497761e-09,2.100720708497761e-09
1931,1.1405356659111021e-08,1.1405356659111021e-09
1932,7.6716757391182e-09,2.1919073223131136e-09
1933,5.735331320977366e-09,4.588264879146209e-09
1934,3.5944740517379614e-09,2.3963160344919743e-09
1935,4.787313656606784e-09,4.787313656606784e-09
1936,1.2124714565686645e-09,1.091224355320719e-08
1937,5.0364472592434595e-09,1.2591118148108649e-09
1938,0.0,7.779128452511941e-09
1939,3.058810094103137e-09,3.058810094103137e-09
1940,0.0,2.5357829169792012e-09
1941,2.9515025978810172e-09,1.7709016475464523e-08
1942,0.0,0.0
1943,5.806470415592457e-09,5.806470415592457e-09
1944,9.639558484764166e-09,6.4263723231761105e-09
1945,1.5249527862692958e-08,2.178504043826024e-09
1946,4.1763312808029696e-09,2.7842208538686464e-09
1947,9.536696765621855e-09,1.0728784083369192e-08
1948,4.348755133776194e-09,1.3046265401328583e-08
1949,0.0,6.8719057111366055e-09
1950,2.1270722960764488e-09,9.571825110299415e-09
1951,3.1984206394497505e-09,3.1984206394497505e-09
1952,4.2179215675730575e-09,3.1634410646574906e-09
1953,4.3095309543161875e-09,7.54167928107563e-09
1954,5.863521668203475e-09,7.818028890937967e-09
1955,7.508486277174597e-09,4.6928039232341234e-09
1956,0.0,7.849027205963921e-09
1957,3.534015080575159e-09,1.7670075402875796e-09
1958,1.6544486891589827e-09,3.3088973783179654e-09
1959,4.650448914844674e-09,8.525822714489095e-09
1960,4.152500121534786e-09,2.7683333403416555e-09
1961,5.55852741612739e-09,4.16889545107324e-09
1962,4.43936931660005e-09,3.170978146727066e-09
1963,7.1126584622049904e-09,9.052474325699222e-09
1964,1.8251904432275978e-09,6.6923653285755336e-09
1965,6.0192477668863376e-09,1.094408652591028e-08
1966,4.985167390003653e-09,6.6468897053084675e-09
1967,3.451234853457663e-09,5.423369309198733e-09
1968,4.491415683816058e-09,4.4914158503495116e-10
1969,1.8167031212712459e-09,4.5417578031781147e-10
1970,4.598724956395017e-09,9.197450023812337e-10
1971,3.5968783507200897e-09,5.652237344833111e-09
1972,4.104117490300041e-09,5.130146973897354e-09
1973,0.0,3.3079223804577396e-09
1974,3.937900228123681e-09,2.2502286700643026e-09
1975,3.4268881066168433e-09,3.4268881066168433e-09
1976,3.4281160132820787e-09,9.712995741040231e-09
1977,1.1753563677885381e-09,1.7630346071939584e-09
1978,5.940591352171509e-10,7.72276909088987e-09
1979,2.3407893401383717e-09,4.096381456264453e-09
1980,6.253665585376211e-09,3.97960553399912e-09
1981,5.060439622894819e-09,6.325549528618524e-10
1982,2.483000915987077e-09,1.8622506869903077e-09
1983,4.4207211225000265e-09,3.78918940668882e-09
1984,1.1598016991243298e-09,2.3196033982486597e-09
1985,1.2031116103372597e-09,1.8046674155058895e-09
1986,2.3977941854269602e-09,2.997242676272549e-09
1987,3.0554083707556856e-09,2.4443267410134695e-09
1988,4.797243047249822e-09,1.1993107618124554e-09
1989,1.6464366536794728e-09,6.036934507847036e-09
1990,2.724325431913144e-09,4.90378582185258e-09
1991,3.5168792322792797e-09,7.033758464558559e-09
1992,2.7549720282848966e-09,1.65298330578878e-09
1993,1.661762283333701e-09,2.7696036575264316e-09
1994,3.164955852952289e-09,5.274926717646622e-09
1995,2.7112254663563817e-09,3.253470381991974e-09
1996,1.6014276571496566e-09,3.736664311304594e-09
1997,2.876936688878118e-09,4.315404922294874e-09
1998,2.3840645013706308e-09,1.9072516899143466e-09
1999,3.1991407301035224e-09,9.140402323914998e-10
2000,3.092622158362701e-09,1.3254094488601709e-09
2001,2.190605918883648e-09,2.190605918883648e-09
2002,8.76244299341522e-10,3.066854992184176e-09
2003,2.5001538617175356e-09,1.2500769308587678e-09
2004,2.642874807889939e-09,2.642874807889939e-09
2005,2.702249757291497e-09,1.8014998381943315e-09
2006,1.2353669198716943e-09,2.4707338397433887e-09
2007,2.7961355453243186e-09,1.997239706952314e-09
2008,3.8316958494988285e-09,2.554463751636149e-09
2009,4.291373478793048e-09,3.814554005998616e-09
2010,6.613310343794865e-09,3.3066551718974324e-09
2011,1.911985902935953e-09,3.4415748029203996e-09
2012,5.446804340891731e-09,1.0212758416727752e-09
2013,1.9523875849358774e-09,3.6258624991347688e-09
2014,1.5158115873603606e-09,7.362513709807672e-09
2015,4.211493376260478e-09,3.768178213903184e-09
2016,2.899876117012923e-09,3.5212781579474495e-09
2017,3.2702947017071438e-09,5.0312225496895735e-09
2018,2.0651733656507076e-09,3.614053500911041e-09
2019,2.5509878653906526e-09,3.3162841361900064e-09
