year,soixante - dix âmes,soixante - dix rames
1800,0.0,0.0
1801,0.0,2.614982896886886e-09
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,2.920916841731014e-09,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,1.303322894052883e-09,3.909968793180951e-09
1819,0.0,0.0
1820,3.8846179606366604e-09,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,1.9221408908975945e-09
1826,0.0,9.61059121173946e-10
1827,0.0,1.8109178157033057e-08
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,1.0228743407836305e-09
1835,8.299605447348313e-10,0.0
1836,7.343489705213813e-10,7.343489705213813e-10
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,2.0875616790760887e-09
1841,1.403958060919308e-09,2.807916121838616e-09
1842,7.335207996561621e-10,0.0
1843,1.2908356605834115e-09,0.0
1844,1.19679477439405e-09,0.0
1845,0.0,0.0
1846,3.2033022900890273e-09,0.0
1847,4.123419827806174e-09,0.0
1848,4.40450831362682e-09,0.0
1849,0.0,0.0
1850,0.0,1.4860133124017239e-09
1851,7.05856872951216e-10,0.0
1852,2.140059685018514e-09,0.0
1853,1.307408403761201e-09,0.0
1854,5.683183923466117e-10,0.0
1855,1.1635575836166367e-09,0.0
1856,5.671140224094984e-10,0.0
1857,5.349697573819867e-09,0.0
1858,0.0,0.0
1859,0.0,0.0
1860,1.5053946977872101e-09,1.5053946977872101e-09
1861,4.647459306283963e-09,0.0
1862,2.475542437707645e-09,0.0
1863,4.386090601826709e-09,0.0
1864,2.6247697348935617e-09,0.0
1865,7.223447617832335e-09,0.0
1866,1.6017918103017337e-09,0.0
1867,0.0,0.0
1868,5.409911407738832e-10,0.0
1869,1.0714624743002332e-09,0.0
1870,1.256657666814931e-09,0.0
1871,1.1664925692045358e-09,0.0
1872,1.3267023035723469e-09,0.0
1873,6.560424203883031e-09,0.0
1874,1.3110328378473923e-09,0.0
1875,0.0,1.2573940777471648e-09
1876,0.0,0.0
1877,0.0,0.0
1878,6.64683752482631e-10,0.0
1879,0.0,0.0
1880,0.0,0.0
1881,7.684392566709164e-10,0.0
1882,0.0,0.0
1883,0.0,0.0
1884,1.454968479031038e-09,0.0
1885,0.0,0.0
1886,2.1334387589888593e-09,0.0
1887,0.0,0.0
1888,0.0,0.0
1889,0.0,0.0
1890,1.4457949282231652e-09,7.228974641115826e-10
1891,1.4054414299025098e-09,0.0
1892,2.7668753954657177e-09,0.0
1893,0.0,0.0
1894,2.0876429474014913e-09,0.0
1895,1.99258720634532e-09,0.0
1896,0.0,0.0
1897,6.441841504667423e-10,0.0
1898,0.0,0.0
1899,1.22008203540247e-09,0.0
1900,2.8680022801097493e-09,0.0
1901,0.0,0.0
1902,0.0,0.0
1903,5.960992255360509e-10,0.0
1904,0.0,0.0
1905,0.0,0.0
1906,5.675657166470671e-10,0.0
1907,5.683689630053834e-10,0.0
1908,0.0,0.0
1909,0.0,0.0
1910,0.0,0.0
1911,0.0,0.0
