year,leurs_DET ondes_NOUN,leurs_DET rondes_ADJ
1937,6.1696475484041e-08,0.0
1938,6.482606929036905e-08,2.5930428915188486e-09
1939,6.270560959364957e-08,4.588215141154706e-09
1940,7.353770370421842e-08,2.5357829169792012e-09
1941,7.67390702094417e-08,0.0
1942,6.37184482954467e-08,0.0
1943,7.258088174921795e-08,0.0
1944,4.819779064746399e-08,0.0
1945,8.714016086486254e-08,6.535512131478072e-09
1946,6.40370814153357e-08,1.3921104269343232e-09
1947,8.106191984325051e-08,0.0
1948,6.523132767277673e-08,0.0
1949,4.123143504397575e-08,9.817008317369869e-10
1950,6.062156221453563e-08,1.0635361480382244e-09
1951,6.503454763606697e-08,2.1322803522849654e-09
1952,3.057992969957013e-08,1.0544803918932644e-09
1953,3.770839640537815e-08,0.0
1954,4.788542695699505e-08,9.772536113672459e-10
1955,3.003394510869839e-08,0.0
1956,4.273359266449006e-08,2.616342476002842e-09
1957,3.975767137731623e-08,0.0
1958,4.053399360604004e-08,1.6544486891589827e-09
1959,3.332821718604606e-08,1.5501495642666896e-09
1960,3.39120843073637e-08,1.3841666701708277e-09
1961,3.265634873628187e-08,6.948159270159238e-10
1962,4.1856910826254534e-08,6.341956404476434e-10
1963,5.43148490628198e-08,0.0
1964,4.258777852594875e-08,0.0
1965,5.1984411442163037e-08,0.0
1966,3.711179985543822e-08,2.769537488234164e-09
1967,5.275459025178009e-08,9.860671168482327e-10
1968,6.916780559418356e-08,3.5931326802796093e-09
1969,5.086768736783931e-08,1.8167031212712459e-09
1970,4.736686776141141e-08,9.197450023812337e-10
1971,6.988220890846719e-08,3.083038491169532e-09
1972,3.0267867101585466e-08,1.0260293725750103e-09
1973,4.3002991001461766e-08,1.102640756478479e-09
1974,3.6003659831251866e-08,1.6876715580593782e-09
1975,3.65534718049787e-08,1.1422960355389478e-09
1976,3.6566571992580066e-08,2.285410749536254e-09
1977,2.7620874920586402e-08,5.876781838942691e-10
1978,2.8514837935311732e-08,5.940591352171509e-10
1979,3.2185852205657284e-08,1.1703946700691858e-09
1980,3.9227540327146926e-08,1.1370301367108482e-09
1981,3.795329700517769e-08,6.325549528618524e-10
1982,4.096951389254144e-08,0.0
1983,3.599730291625747e-08,6.315316047889041e-10
1984,2.6095537508652455e-08,2.8995041922996734e-09
1985,4.331201708396293e-08,6.015558051686298e-10
1986,3.7165810928829757e-08,2.3977941854269602e-09
1987,3.910922652394788e-08,3.6664902225425067e-09
1988,2.1587593712624198e-08,2.398621523624911e-09
1989,3.622160671401531e-08,5.488122178931576e-10
1990,3.0512445514663256e-08,2.724325431913144e-09
1991,2.872117887964265e-08,2.9307325455363298e-09
1992,2.9202703477615444e-08,0.0
1993,3.157348393845183e-08,0.0
1994,3.5869501091578826e-08,5.274926606624319e-10
1995,3.578817486804553e-08,1.0844901643380922e-09
1996,2.56228422923499e-08,0.0
1997,3.356426192535622e-08,9.58978896292706e-10
1998,2.9562401637761582e-08,4.768129224785866e-10
1999,3.062034892309384e-08,9.140402323914998e-10
2000,2.4740975601567072e-08,4.4180314962005696e-10
2001,2.7601633506568746e-08,1.3143635069212678e-09
2002,3.023042882688287e-08,0.0
2003,3.7502304817138565e-08,8.333845835650777e-10
2004,2.95121012072741e-08,4.404791253964646e-10
2005,3.377812163307681e-08,4.5037495954858286e-10
2006,3.047238655851103e-08,2.8825228870488218e-09
2007,2.8760251791215552e-08,7.988958938831558e-10
2008,2.8950589481269162e-08,8.514879357157668e-10
2009,3.4330986942165964e-08,9.53638501499654e-10
2010,4.204175785282871e-08,9.447586046817946e-10
2011,4.588766411295353e-08,2.6767803529281764e-09
2012,4.5276561833063056e-08,2.382976926895708e-09
2013,6.693899967658012e-08,2.7891249310130206e-09
2014,6.344754299725253e-08,3.4647122948427977e-09
2015,7.935340029519011e-08,1.5516027351836215e-09
2016,9.113896037860059e-08,2.4856081637381067e-09
2017,5.5595011261289073e-08,1.2578056374223934e-09
2018,6.221334847289484e-08,2.5814667070633845e-10
2019,8.877437585042003e-08,5.1019755087367e-10
