year,leurs_DET ondes_NOUN,leurs_DET rondes_ADJ
1800,4.96778000069753e-07,0.0
1801,3.4527146874907544e-07,0.0
1802,2.3273537408385891e-07,0.0
1803,3.3155766665515785e-07,0.0
1804,4.226865257805912e-07,0.0
1805,3.2977381847487663e-07,0.0
1806,2.362968700708734e-07,0.0
1807,2.391442421867396e-07,0.0
1808,2.923235342677799e-07,0.0
1809,1.784634093837667e-07,0.0
1810,2.971960952891095e-07,0.0
1811,3.7606152503144585e-07,0.0
1812,1.440292436427626e-07,0.0
1813,2.1280487771946355e-07,0.0
1814,2.611742022651242e-07,0.0
1815,2.481445724455966e-07,2.697223555614414e-09
1816,2.3407798721564177e-07,0.0
1817,1.665854512111764e-07,0.0
1818,2.1219695156560192e-07,0.0
1819,1.428444846851562e-07,0.0
1820,1.495176604748849e-07,0.0
1821,1.7356219927933125e-07,0.0
1822,1.954995099140433e-07,0.0
1823,1.4725203811849497e-07,0.0
1824,2.1979104758429457e-07,0.0
1825,2.4919402785705813e-07,0.0
1826,3.1268345468404846e-07,0.0
1827,1.2904182256079366e-07,0.0
1828,1.917010952756648e-07,0.0
1829,1.3031227941162626e-07,0.0
1830,1.3880991511783236e-07,0.0
1831,1.2784788339104125e-07,0.0
1832,2.489514372427948e-07,0.0
1833,1.633291617508803e-07,1.1583628500844156e-09
1834,1.9229133840781287e-07,0.0
1835,1.9890921976184472e-07,0.0
1836,1.8414854707771156e-07,0.0
1837,1.4263675907066897e-07,0.0
1838,1.5969769506796183e-07,0.0
1839,1.2165166840549801e-07,7.690622361167243e-09
1840,1.3440043317158867e-07,1.2739377330817092e-09
1841,1.9004823359480838e-07,0.0
1842,1.5630258243248818e-07,0.0
1843,1.943373746371435e-07,0.0
1844,1.0428266250528395e-07,0.0
1845,1.367155897935568e-07,0.0
1846,1.1123552212666254e-07,0.0
1847,1.10561081179128e-07,0.0
1848,1.2067832244611054e-07,0.0
1849,1.592088869628583e-07,7.54147322368226e-09
1850,1.8805519630404888e-07,5.431196825611551e-09
1851,1.3092360351407706e-07,0.0
1852,1.4127883218861825e-07,4.557382027314816e-09
1853,1.1107793085329831e-07,5.971931837933653e-10
1854,1.1586331877255773e-07,3.63696517347023e-09
1855,1.6026949367642374e-07,0.0
1856,1.0820325585525481e-07,0.0
1857,1.5230307703895107e-07,4.881509085841174e-10
1858,1.512145838544754e-07,3.9149408159744326e-09
1859,1.629495471888731e-07,3.055304009791371e-09
1860,1.2541484392669666e-07,1.373155145145688e-09
1861,1.3251857416962665e-07,1.8863854922557266e-09
1862,1.7123168308263992e-07,0.0
1863,1.2586444597673108e-07,2.9967726078439227e-09
1864,1.385676440257555e-07,4.794727948009836e-10
1865,1.228486310456134e-07,4.706844358715045e-10
1866,9.00138375503623e-08,0.0
1867,1.0967353603064112e-07,1.94112459439566e-09
1868,9.435159142867633e-08,1.975949626142892e-09
1869,9.425191738188232e-08,1.953407657850903e-09
1870,1.5997996349881305e-07,5.734048791339319e-10
1871,8.072094459521395e-08,0.0
1872,1.3848406488214948e-07,0.0
1873,4.9085237374679735e-08,0.0
1874,8.902167536462002e-08,1.7923826867161097e-09
1875,7.266339707712177e-08,3.432916173551348e-09
1876,8.403960549685507e-08,0.0
1877,5.133397351642088e-08,0.0
1878,8.33394268595633e-08,0.0
1879,8.430869036235578e-08,6.10932526790009e-10
1880,7.57305838039457e-08,6.417846254436199e-10
1881,7.669758161910067e-08,1.3945015142624584e-09
1882,6.721938916598447e-08,0.0
1883,6.382532247162231e-08,0.0
1884,7.856019568208694e-08,6.601696966868076e-10
1885,5.801071978339678e-08,0.0
1886,6.905206362262106e-08,0.0
1887,7.704130911001528e-08,2.6115698492645834e-09
1888,7.16489472196713e-08,1.268122939990235e-09
1889,6.57839365203472e-08,1.8795409673089125e-09
1890,7.930807299771914e-08,1.9663159989136147e-09
1891,5.86428245963333e-08,1.9122659011827636e-09
1892,7.710270089056337e-08,6.268512375839919e-10
1893,6.34316919545519e-08,6.158416554491453e-10
1894,5.041231432301174e-08,1.2603078580752936e-09
1895,5.838056083007359e-08,1.8055843487019274e-09
1896,4.363801486828578e-08,5.89702897624278e-10
1897,6.292850551758988e-08,4.661370844871726e-09
1898,5.545187775624072e-08,2.8291773368493978e-09
1899,7.959712533534002e-08,0.0
1900,5.1910532539167775e-08,2.595526460424935e-09
1901,5.253414420147706e-08,8.38310842965484e-09
1902,7.169014681895902e-08,1.9641135384773634e-09
1903,6.696272958350846e-08,2.7001101354784396e-09
1904,9.67432542964275e-08,2.1498500757388683e-09
1905,7.689531306143138e-08,3.096455536422127e-09
1906,6.481672443214848e-08,2.0576738091193647e-09
1907,7.302837506939497e-08,1.028568674676933e-09
1908,8.005564433588575e-08,0.0
1909,7.976425892008976e-08,2.7504918342913243e-09
1910,6.252656437055748e-08,1.6032452032632705e-09
1911,7.235708920916295e-08,4.25629931299909e-09
1912,5.365703970028335e-08,4.167536982180309e-09
1913,8.855992877920826e-08,5.30298971401777e-10
1914,8.571831955350717e-08,2.678697486047099e-09
1915,1.2134184768086698e-07,0.0
1916,9.00971883766033e-08,3.2962386153911893e-09
1917,8.115154348509179e-08,0.0
1918,6.202643287878118e-08,2.2972752589112133e-09
1919,8.287063441025921e-08,9.207848372660976e-10
1920,9.389567212636507e-08,0.0
1921,9.011569446215617e-08,5.300923255902035e-09
1922,9.001081369142128e-08,5.902348387820666e-09
1923,1.040362889170865e-07,5.307974060286824e-09
1924,1.1473545979967525e-07,0.0
1925,1.077821423223213e-07,3.299453377181294e-09
1926,6.464760105018286e-08,0.0
1927,6.355058268514568e-08,4.4596899506643695e-09
1928,5.827280868953011e-08,1.1426041224282812e-09
1929,7.464072071527994e-08,2.2280812750352652e-09
1930,5.8820181281227235e-08,1.0503603542488804e-09
1931,8.896178460560122e-08,0.0
1932,7.452485228931494e-08,1.0959536611565568e-09
1933,8.029463227643419e-08,3.4411986593596566e-09
1934,7.668211488010002e-08,2.3963160344919743e-09
1935,9.454944649434083e-08,3.590485242455088e-09
1936,4.849885826274658e-08,1.2124714565686645e-09
