year,vous_PRON accompagnez_VERB,vous_PRON raccompagnez_VERB
1942,6.068423541449874e-09,0.0
1943,0.0,0.0
1944,1.2852744646352221e-08,0.0
1945,1.3071024262956144e-08,0.0
1946,5.568441707737293e-09,0.0
1947,8.344609447874518e-09,0.0
1948,4.348755133776194e-09,0.0
1949,1.0798709260129158e-08,0.0
1950,8.508289184305795e-09,0.0
1951,9.595261474260042e-09,0.0
1952,1.0544803918932644e-09,0.0
1953,5.386913581872932e-09,0.0
1954,4.886268278880834e-09,0.0
1955,8.447047061821422e-09,9.385607846468247e-10
1956,1.0465369459922158e-08,2.616342476002842e-09
1957,8.835037423882142e-09,0.0
1958,1.3235589735316466e-08,0.0
1959,1.3176270963199954e-08,0.0
1960,1.591791637389761e-08,0.0
1961,2.779263708063695e-09,0.0
1962,1.0147129914095387e-08,0.0
1963,2.4571002565920708e-08,6.466053248388448e-10
1964,1.6426714655182195e-08,6.083968329129164e-10
1965,7.660860834590721e-09,0.0
1966,8.308612242657887e-09,5.539074754423723e-10
1967,9.860671168482327e-09,0.0
1968,1.1677681044375277e-08,4.4914158503495116e-10
1969,7.266812374062681e-09,4.5417578031781147e-10
1970,7.817832714529516e-09,0.0
1971,1.5929032315398217e-08,0.0
1972,7.695220349823728e-09,0.0
1973,7.71848518432705e-09,0.0
1974,7.313243122197832e-09,0.0
1975,3.4268881066168433e-09,0.0
1976,9.712995741040231e-09,0.0
1977,6.464460078348111e-09,1.1753563677885381e-09
1978,5.346532105932056e-09,0.0
1979,1.1118749365657266e-08,5.851973350345929e-10
1980,7.390696110665118e-09,0.0
1981,7.590659323319926e-09,0.0
1982,9.932003885992913e-09,0.0
1983,1.515675895902291e-08,0.0
1984,6.378909234161512e-09,0.0
1985,6.617113856854928e-09,0.0
1986,8.392279537972058e-09,1.1988970927134801e-09
1987,7.332980445085013e-09,0.0
1988,8.99483043603766e-09,0.0
1989,1.5915554651968478e-08,0.0
1990,9.262706268664544e-09,5.44865097484859e-10
1991,7.619904818234602e-09,0.0
1992,4.958949695321735e-09,0.0
1993,2.7696036575264316e-09,2.2156829704300662e-09
1994,1.1604838645595805e-08,0.0
1995,1.3013881527967897e-08,0.0
1996,5.871901409548741e-09,2.6690460952494277e-09
1997,4.315404922294874e-09,0.0
1998,1.4781200707858488e-08,1.43043876743576e-09
1999,1.9651865246217426e-08,0.0
2000,1.6346716869009015e-08,1.3254094488601709e-09
2001,2.1029817165452158e-08,0.0
2002,1.621051959332931e-08,0.0
2003,1.7917769046249532e-08,0.0
2004,8.369103465799554e-09,0.0
2005,1.216012357474483e-08,0.0
2006,1.976587205021474e-08,4.1178899179428186e-10
2007,1.917350189728495e-08,1.1983438685803094e-09
2008,2.7673358715674112e-08,2.554463834902876e-09
2009,3.9099177229218185e-08,1.430457752249481e-09
2010,4.156937905008817e-08,1.8895172648747405e-09
2011,6.309553768346632e-08,2.2943831279320648e-09
2012,6.7063780306853e-08,1.0212758139171996e-09
2013,5.3830112811681374e-08,3.904775058849452e-09
2014,5.305340700090255e-08,3.0316232857430236e-09
2015,6.428068477504212e-08,3.989835628548377e-09
2016,5.364770760962756e-08,2.2784741315895474e-09
2017,6.163247778800951e-08,2.0124891197959016e-09
2018,6.427852206059015e-08,3.614053500911041e-09
2019,6.964196419545488e-08,1.275493877184175e-09
