year,six_DET ans_NOUN,six_DET rangs_NOUN
1937,7.2235244488183525e-06,5.540092096190108e-08
1938,6.880639119799525e-06,5.0564334941327616e-08
1939,6.9832632618727075e-06,5.6587985852729616e-08
1940,6.937902242043492e-06,1.5975432177128823e-07
1941,6.726474225615675e-06,4.427253985639368e-08
1942,6.9089000476196816e-06,6.068423630267716e-08
1943,6.662924818101601e-06,4.064529335323641e-08
1944,6.410306468751514e-06,6.426372145540427e-08
1945,7.78161637526864e-06,2.832055301382752e-08
1946,7.978184697776669e-06,7.517396571898871e-08
1947,7.5077644510201935e-06,6.198852986472048e-08
1948,7.035198734683945e-06,5.3272248834446145e-08
1949,7.725003882796955e-06,2.9451024730065e-08
1950,7.0055124865575635e-06,3.722376362702562e-08
1951,7.440592469265539e-06,6.716682954266417e-08
1952,7.144104500866888e-06,5.483297904618212e-08
1953,7.245399046951206e-06,8.080370250684865e-08
1954,6.996158447236667e-06,5.668070812703263e-08
1955,6.984769157725168e-06,6.663781482174613e-08
1956,7.222849291110833e-06,7.325758666354432e-08
1957,6.597122762741492e-06,9.188438881979621e-08
1958,7.1645901016381686e-06,9.430357261752675e-08
1959,7.522875876020407e-06,9.068374851040062e-08
1960,7.4025233516294975e-06,5.190624918771647e-08
1961,7.574883341021632e-06,5.489045662443459e-08
1962,7.210804341184485e-06,3.932012904162008e-08
1963,7.304053582402048e-06,5.754787302247877e-08
1964,7.651806782860149e-06,6.205647540280523e-08
1965,7.128431093406107e-06,5.307882133820385e-08
1966,7.239016696303224e-06,5.095948685251983e-08
1967,7.428536520137641e-06,8.628087200257539e-08
1968,7.658313080582957e-06,5.838840766436704e-08
1969,7.3544682663850836e-06,6.494713677973607e-08
1970,7.620087359327954e-06,5.104584843707016e-08
1971,7.716331481333327e-06,6.525764462139705e-08
1972,7.689064261739986e-06,7.336109886235676e-08
1973,7.4979571991207195e-06,1.1246935432973615e-07
1974,7.482572868866555e-06,5.175525896738975e-08
1975,7.6202567811378685e-06,7.082235686795002e-08
1976,7.636699990598572e-06,5.7135266962049513e-08
1977,7.18083981610107e-06,7.11090599736508e-08
1978,7.406729224612718e-06,6.712868216851575e-08
1979,7.044020520652339e-06,4.213420945475832e-08
1980,7.2963225079547556e-06,6.879031966278149e-08
1981,7.269321571357068e-06,6.578571687398949e-08
1982,7.458934646820126e-06,3.9728015766016256e-08
1983,7.215879918476276e-06,5.9363971072201593e-08
1984,7.240641991757002e-06,4.8131769070369756e-08
1985,7.67284419112002e-06,4.5116684832535725e-08
1986,7.674140249491757e-06,6.414099584794997e-08
1987,7.637909988034153e-06,7.394088474832472e-08
1988,7.595834659923639e-06,5.99655392008458e-08
1989,8.255782063315564e-06,5.2137162143139903e-08
1990,8.078714387238506e-06,6.374921884821916e-08
1991,7.856121783333947e-06,7.326831763521113e-08
1992,7.919993919358603e-06,5.509944145387635e-08
1993,7.532214397087955e-06,5.926952023616039e-08
1994,7.59694933094579e-06,4.114442825331466e-08
1995,7.62396564368828e-06,4.121062691098132e-08
1996,8.184897012597503e-06,3.736664666575962e-08
1997,7.957606953823415e-06,3.6920688173402993e-08
1998,8.393814994178683e-06,5.531029756422612e-08
1999,7.698960786228781e-06,6.032665500477208e-08
2000,7.680305770918494e-06,7.024670101163366e-08
2001,7.92561212392684e-06,4.381211970994059e-08
2002,7.602295653441615e-06,4.6440946810388795e-08
2003,7.675888923586172e-06,3.3752076356030614e-08
2004,7.529990540433573e-06,4.140503709337828e-08
2005,7.52756716337899e-06,3.3327748116818157e-08
2006,8.04553349098569e-06,3.006059756671675e-08
2007,8.097608827029035e-06,3.3553627099003336e-08
2008,8.237293855017924e-06,3.107930818257998e-08
2009,8.09448346217323e-06,2.765551587735615e-08
2010,8.470233694879425e-06,2.5036102802022953e-08
2011,7.940860314192832e-06,2.103184648660772e-08
2012,8.63386549099232e-06,3.029784778618705e-08
2013,8.719083496089297e-06,2.9564725001485215e-08
2014,9.545498869556468e-06,2.7717698802831592e-08
2015,9.12608402359183e-06,3.435691964259746e-08
2016,8.932861476296239e-06,4.1426802654953576e-08
2017,8.926898260597227e-06,1.7357718151700396e-08
2018,8.934197921917075e-06,2.5040226336869864e-08
2019,9.003711227251188e-06,2.6785371032289618e-08
